Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Gianluigi Donnarumma,it ITA,GK,17.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Suso,es ESP,"FW,MF",22.0,34,33,2812.0,31.2,7.0,9.0,16.0,7.0,0.0,1.0,5.0,0.0,0.22,0.29,0.51,0.22,0.51,Matches
Gabriel Paletta,it ITA,DF,30.0,30,30,2594.0,28.8,2.0,1.0,3.0,2.0,0.0,0.0,9.0,5.0,0.07,0.03,0.1,0.07,0.1,Matches
Alessio Romagnoli,it ITA,DF,21.0,27,27,2369.0,26.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.04,0.08,0.04,0.08,Matches
Carlos Bacca,co COL,FW,29.0,32,26,2112.0,23.5,13.0,3.0,16.0,9.0,4.0,6.0,3.0,0.0,0.55,0.13,0.68,0.38,0.51,Matches
Mattia De Sciglio,it ITA,"DF,MF",23.0,25,23,2091.0,23.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Juraj Kucka,sk SVK,MF,29.0,30,23,2082.0,23.1,3.0,1.0,4.0,3.0,0.0,0.0,10.0,5.0,0.13,0.04,0.17,0.13,0.17,Matches
Ignazio Abate,it ITA,"DF,MF",29.0,23,22,1924.0,21.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Mario Pašalić,hr CRO,"FW,MF",21.0,24,20,1758.0,19.5,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.26,0.05,0.31,0.26,0.31,Matches
Giacomo Bonaventura,it ITA,"FW,MF",26.0,19,19,1566.0,17.4,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches
Manuel Locatelli,it ITA,MF,18.0,25,17,1694.0,18.8,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Gerard Deulofeu,es ESP,"FW,MF",22.0,17,16,1459.0,16.2,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,0.25,0.19,0.43,0.25,0.43,Matches
José Sosa,ar ARG,MF,31.0,18,15,1236.0,13.7,0.0,3.0,3.0,0.0,0.0,0.0,9.0,2.0,0.0,0.22,0.22,0.0,0.22,Matches
M'Baye Niang,sn SEN,"FW,MF",21.0,18,13,1120.0,12.4,3.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,0.24,0.16,0.4,0.16,0.32,Matches
Gianluca Lapadula,pe PER,FW,26.0,27,12,1262.0,14.0,8.0,3.0,11.0,6.0,2.0,2.0,3.0,0.0,0.57,0.21,0.78,0.43,0.64,Matches
Cristián Zapata,co COL,DF,29.0,15,12,1172.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Gustavo Gómez,py PAR,DF,23.0,18,11,1087.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Davide Calabria,it ITA,"DF,MF",19.0,12,11,987.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Leonel Vangioni,ar ARG,"DF,MF",29.0,15,11,945.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Bertolacci,it ITA,MF,25.0,15,9,820.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Riccardo Montolivo,it ITA,MF,31.0,9,9,778.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matías Fernández,cl CHI,MF,30.0,13,8,652.0,7.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.14,0.28,0.41,0.14,0.41,Matches
Lucas Ocampos,ar ARG,"FW,MF",22.0,12,4,541.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches
Andrea Poli,it ITA,MF,26.0,13,3,389.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Antonelli,it ITA,"DF,MF",29.0,7,3,309.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches
Keisuke Honda,jp JPN,"FW,MF",30.0,8,2,227.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches
Luiz Adriano,br BRA,"FW,MF",29.0,7,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Patrick Cutrone,it ITA,FW,18.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giorgio Altare,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,Matches
Rodrigo Ely,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,Matches
Matteo Gabbia,it ITA,DF,16.0,0,0,,,,,,,,,,,,,,,,Matches
Gabriel,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches
Alessandro Guarnone,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,Matches
Mattia El Hilali,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Diego López,es ESP,GK,34.0,0,0,,,,,,,,,,,,,,,,Matches
José Mauri,it ITA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Alessandro Plizzari,it ITA,GK,16.0,0,0,,,,,,,,,,,,,,,,Matches
Marco Storari,it ITA,GK,39.0,0,0,,,,,,,,,,,,,,,,Matches
Niccolò Zanellato,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Raul Zucchetti,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.0,38,418,3420.0,38.0,55.0,39.0,94.0,48.0,7.0,12.0,98.0,9.0,1.45,1.03,2.47,1.26,2.29,
Opponent Total,,,26.9,38,418,3420.0,38.0,43.0,30.0,73.0,38.0,5.0,9.0,118.0,2.0,1.13,0.79,1.92,1.0,1.79,
