Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Duván Zapata,co COL,FW,25.0,38,37,3141.0,34.9,10.0,3.0,13.0,9.0,1.0,1.0,3.0,0.0,0.29,0.09,0.37,0.26,0.34,Matches
Danilo Larangeira,br BRA,DF,32.0,36,36,3203.0,35.6,2.0,1.0,3.0,2.0,0.0,0.0,9.0,1.0,0.06,0.03,0.08,0.06,0.08,Matches
Orestis Karnezis,gr GRE,GK,31.0,33,33,2958.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo De Paul,ar ARG,"FW,MF",22.0,34,32,2337.0,26.0,4.0,1.0,5.0,4.0,0.0,0.0,7.0,1.0,0.15,0.04,0.19,0.15,0.19,Matches
Felipe dal Belo,br BRA,DF,32.0,32,31,2813.0,31.3,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Cyril Théréau,fr FRA,FW,33.0,33,31,2483.0,27.6,12.0,1.0,13.0,11.0,1.0,2.0,3.0,0.0,0.43,0.04,0.47,0.4,0.43,Matches
Silvan Widmer,ch SUI,"DF,MF",23.0,28,28,2490.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Jakub Jankto,cz CZE,MF,20.0,29,24,1898.0,21.1,5.0,4.0,9.0,5.0,0.0,0.0,6.0,0.0,0.24,0.19,0.43,0.24,0.43,Matches
Emil Hallfreðsson,is ISL,"FW,MF",32.0,28,23,1984.0,22.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches
Seko Fofana,ci CIV,MF,21.0,22,21,1821.0,20.2,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,0.25,0.05,0.3,0.25,0.3,Matches
Samir Santos,br BRA,DF,21.0,21,21,1779.0,19.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Emmanuel Agyemang-Badu,gh GHA,MF,25.0,29,20,2033.0,22.6,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
