Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Matías Silvestre,ar ARG,DF,31.0,36,36,3211.0,35.7,0.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.08,0.08,0.0,0.08,Matches
Lucas Torreira,uy URU,MF,20.0,35,35,3044.0,33.8,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Fabio Quagliarella,it ITA,FW,33.0,37,35,2875.0,31.9,12.0,3.0,15.0,9.0,3.0,4.0,2.0,0.0,0.38,0.09,0.47,0.28,0.38,Matches
Milan Škriniar,sk SVK,"DF,MF",21.0,35,34,2998.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Édgar Barreto,py PAR,MF,32.0,32,32,2679.0,29.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.07,0.0,0.07,0.07,0.07,Matches
Vasco Regini,it ITA,DF,25.0,34,30,2784.0,30.9,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
Karol Linetty,pl POL,MF,21.0,35,27,2384.0,26.5,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,0.04,0.15,0.19,0.04,0.19,Matches
Luis Muriel,co COL,FW,25.0,31,25,2246.0,25.0,11.0,5.0,16.0,7.0,4.0,4.0,4.0,1.0,0.44,0.2,0.64,0.28,0.48,Matches
Bruno Fernandes,pt POR,"FW,MF",21.0,33,22,1714.0,19.0,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.26,0.11,0.37,0.26,0.37,Matches
Christian Puggioni,it ITA,GK,35.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dennis Praet,be BEL,MF,22.0,32,19,1799.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches
Jacopo Sala,it ITA,"DF,FW",24.0,20,19,1561.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emiliano Viviano,it ITA,GK,30.0,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Patrik Schick,cz CZE,FW,20.0,32,14,1570.0,17.4,11.0,4.0,15.0,11.0,0.0,0.0,2.0,0.0,0.63,0.23,0.86,0.63,0.86,Matches
