Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Samir Handanović,si SVN,GK,32.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antonio Candreva,it ITA,"DF,FW",29.0,38,36,3007.0,33.4,6.0,10.0,16.0,6.0,0.0,1.0,2.0,0.0,0.18,0.3,0.48,0.18,0.48,Matches
Mauro Icardi,ar ARG,FW,23.0,34,34,3026.0,33.6,24.0,8.0,32.0,21.0,3.0,4.0,1.0,0.0,0.71,0.24,0.95,0.62,0.86,Matches
Miranda,br BRA,DF,31.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo D'Ambrosio,it ITA,DF,27.0,32,32,2829.0,31.4,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches
Ivan Perišić,hr CRO,"DF,FW",27.0,36,31,2750.0,30.6,11.0,8.0,19.0,11.0,0.0,0.0,2.0,1.0,0.36,0.26,0.62,0.36,0.62,Matches
Gary Medel,cl CHI,"DF,MF",28.0,26,26,2163.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jeison Murillo,co COL,DF,24.0,27,23,2077.0,23.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
João Mário,pt POR,"FW,MF",23.0,30,22,2003.0,22.3,3.0,5.0,8.0,3.0,0.0,0.0,5.0,0.0,0.13,0.22,0.36,0.13,0.36,Matches
