Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Papu Gómez,ar ARG,"FW,MF",28.0,37,37,3119.0,34.7,16.0,10.0,26.0,14.0,2.0,2.0,6.0,0.0,0.46,0.29,0.75,0.4,0.69,Matches
Jasmin Kurtić,si SVN,MF,27.0,37,35,2739.0,30.4,6.0,3.0,9.0,6.0,0.0,0.0,7.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches
Andrea Masiello,it ITA,DF,30.0,35,34,2926.0,32.5,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches
Rafael Tolói,it ITA,DF,25.0,32,31,2719.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Conti,it ITA,"DF,MF",22.0,33,31,2663.0,29.6,8.0,5.0,13.0,8.0,0.0,0.0,12.0,0.0,0.27,0.17,0.44,0.27,0.44,Matches
Andrea Petagna,it ITA,FW,21.0,34,31,2614.0,29.0,5.0,7.0,12.0,5.0,0.0,0.0,2.0,0.0,0.17,0.24,0.41,0.17,0.41,Matches
Mattia Caldara,it ITA,DF,22.0,30,30,2655.0,29.5,7.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Remo Freuler,ch SUI,MF,24.0,33,29,2611.0,29.0,5.0,4.0,9.0,5.0,0.0,0.0,5.0,0.0,0.17,0.14,0.31,0.17,0.31,Matches
Leonardo Spinazzola,it ITA,"DF,MF",23.0,30,28,2496.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Etrit Berisha,al ALB,GK,27.0,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franck Kessié,ci CIV,"DF,MF",19.0,30,25,2220.0,24.7,6.0,3.0,9.0,4.0,2.0,2.0,7.0,2.0,0.24,0.12,0.36,0.16,0.28,Matches
Ervin Zukanović,ba BIH,DF,29.0,19,14,1382.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Roberto Gagliardini,it ITA,MF,22.0,13,8,777.0,8.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
Marco Sportiello,it ITA,GK,24.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Boukary Dramé,sn SEN,"DF,MF",31.0,10,8,636.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bryan Cristante,it ITA,"DF,MF",21.0,12,7,664.0,7.4,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.41,0.27,0.68,0.41,0.68,Matches
Abdoulay Konko,fr FRA,"DF,MF",32.0,10,7,617.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco D'Alessandro,it ITA,"DF,FW",25.0,24,4,767.0,8.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.12,0.12,0.23,0.12,0.23,Matches
Alberto Grassi,it ITA,MF,21.0,18,4,701.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Alberto Paloschi,it ITA,FW,26.0,13,4,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pierluigi Gollini,it ITA,GK,21.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hans Hateboer,nl NED,"DF,MF",22.0,6,3,291.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches
Cristian Raimondi,it ITA,"DF,MF",35.0,7,3,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mauricio Pinilla,cl CHI,FW,32.0,4,2,157.0,1.7,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.57,0.0,0.57,0.0,0.0,Matches
Carlos Carmona,cl CHI,MF,29.0,2,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Bastoni,it ITA,DF,17.0,3,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Filippo Melegoni,it ITA,MF,17.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anthony Mounier,fr FRA,"FW,MF",28.0,5,0,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aleksandar Pešić,rs SRB,FW,24.0,6,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guglielmo Stendardo,it ITA,DF,35.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bryan Cabezas,ec ECU,MF,19.0,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giulio Migliaccio,it ITA,"DF,MF",35.0,3,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Davide Bassi,it ITA,GK,31.0,0,0,,,,,,,,,,,,,,,,Matches
Christian Capone,it ITA,FW,17.0,0,0,,,,,,,,,,,,,,,,Matches
Emmanuel Latte Lath,ci CIV,FW,17.0,0,0,,,,,,,,,,,,,,,,Matches
Stefano Mazzini,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,Matches
Francesco Rossi,it ITA,GK,25.0,0,0,,,,,,,,,,,,,,,,Matches
Emanuele Suagher,it ITA,DF,23.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.2,38,417,3420.0,38.0,62.0,43.0,105.0,57.0,5.0,5.0,90.0,2.0,1.63,1.13,2.76,1.5,2.63,
Opponent Total,,,27.1,38,418,3420.0,38.0,40.0,28.0,68.0,36.0,4.0,4.0,101.0,1.0,1.05,0.74,1.79,0.95,1.68,
