Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Bruno Alves,pt POR,DF,34.0,36,36,3240.0,36.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.03,0.0,0.03,0.03,0.03,Matches
Mauricio Isla,cl CHI,"DF,MF",28.0,34,32,2874.0,31.9,1.0,6.0,7.0,1.0,0.0,0.0,10.0,0.0,0.03,0.19,0.22,0.03,0.22,Matches
Marco Borriello,it ITA,FW,34.0,36,30,2589.0,28.8,16.0,2.0,18.0,15.0,1.0,2.0,4.0,0.0,0.56,0.07,0.63,0.52,0.59,Matches
Fabio Pisacane,it ITA,DF,30.0,29,29,2549.0,28.3,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
Marco Sau,it ITA,"FW,MF",28.0,34,29,2322.0,25.8,7.0,4.0,11.0,7.0,0.0,0.0,5.0,0.0,0.27,0.16,0.43,0.27,0.43,Matches
Nicola Murru,it ITA,DF,21.0,26,26,2170.0,24.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Simone Padoin,it ITA,"DF,MF",32.0,31,25,2174.0,24.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Panagiotis Tachtsidis,gr GRE,MF,25.0,26,24,2138.0,23.8,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches
Nicolò Barella,it ITA,MF,19.0,28,22,1908.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Rafael,br BRA,GK,34.0,21,19,1802.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Ceppitelli,it ITA,DF,26.0,19,19,1689.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
João Pedro,it ITA,"FW,MF",24.0,22,17,1453.0,16.1,7.0,3.0,10.0,6.0,1.0,2.0,4.0,1.0,0.43,0.19,0.62,0.37,0.56,Matches
Davide Di Gennaro,it ITA,"FW,MF",28.0,20,17,1434.0,15.9,2.0,5.0,7.0,2.0,0.0,0.0,6.0,1.0,0.13,0.31,0.44,0.13,0.44,Matches
Daniele Dessena,it ITA,MF,29.0,18,16,1185.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.15,0.0,0.15,0.15,0.15,Matches
Marco Storari,it ITA,GK,39.0,15,15,1256.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Artur Ioniță,md MDA,MF,25.0,18,14,1304.0,14.5,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Diego Farias,br BRA,FW,26.0,20,12,1166.0,13.0,7.0,2.0,9.0,5.0,2.0,2.0,4.0,0.0,0.54,0.15,0.69,0.39,0.54,Matches
Bartosz Salamon,pl POL,"DF,MF",25.0,15,9,834.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Capuano,it ITA,DF,24.0,12,8,771.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.12,0.0,0.12,0.12,0.12,Matches
Federico Melchiorri,it ITA,FW,29.0,10,4,467.0,5.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.58,0.0,0.58,0.58,0.58,Matches
Gianni Munari,it ITA,MF,33.0,11,3,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Bittante,it ITA,"DF,MF",22.0,5,3,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel,br BRA,GK,23.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Deiola,it ITA,MF,20.0,5,3,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paolo Faragò,it ITA,"DF,MF",23.0,9,1,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Niccolò Giannetti,it ITA,FW,25.0,11,1,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Crosta,it ITA,GK,18.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
