Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Luca Rossettini,it ITA,DF,28.0,36,36.0,3229,35.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Davide Astori,it ITA,DF,26.0,34,34.0,3015,33.5,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Daniele Conti,it ITA,MF,34.0,31,31.0,2758,30.6,4.0,2.0,6.0,4.0,0.0,0.0,14.0,2.0,0.13,0.07,0.2,0.13,0.2,Matches
Daniele Dessena,it ITA,MF,26.0,33,30.0,2655,29.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Sau,it ITA,"FW,MF",25.0,30,27.0,2084,23.2,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.26,0.04,0.3,0.26,0.3,Matches
Vlada Avramov,rs SRB,GK,34.0,23,22.0,2016,22.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Francesco Pisano,it ITA,DF,27.0,23,21.0,1809,20.1,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Nicola Murru,it ITA,DF,18.0,21,21.0,1784,19.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.1,0.1,0.0,0.1,Matches
Víctor Ibarbo,co COL,"FW,MF",23.0,30,20.0,2037,22.6,4.0,1.0,5.0,4.0,0.0,1.0,6.0,1.0,0.18,0.04,0.22,0.18,0.22,Matches
Albin Ekdal,se SWE,MF,24.0,22,20.0,1656,18.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Andrea Cossu,it ITA,MF,33.0,29,19.0,1658,18.4,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Radja Nainggolan,be BEL,MF,25.0,17,17.0,1527,17.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Mauricio Pinilla,cl CHI,FW,29.0,26,16.0,1600,17.8,7.0,3.0,10.0,3.0,4.0,6.0,9.0,1.0,0.39,0.17,0.56,0.17,0.34,Matches
Danilo Avelar,br BRA,"DF,MF",24.0,20,16.0,1446,16.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches
Gabriele Perico,it ITA,DF,29.0,20,13.0,1243,13.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sebastian Eriksson,se SWE,"DF,MF",24.0,20,12.0,1164,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
