Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Gianluca Pegolo,it ITA,GK,32.0,33,33.0,2970,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Francesco Magnanelli,it ITA,MF,28.0,28,28.0,2464,27.4,0.0,2.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches
Alessandro Longhi,it ITA,DF,24.0,28,27.0,2439,27.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
Domenico Berardi,it ITA,"FW,MF",18.0,29,26.0,2170,24.1,16.0,6.0,22.0,10.0,6.0,6.0,10.0,1.0,0.66,0.25,0.91,0.41,0.66,Matches
Simone Zaza,it ITA,FW,22.0,33,24.0,2305,25.6,9.0,2.0,11.0,8.0,1.0,1.0,10.0,1.0,0.35,0.08,0.43,0.31,0.39,Matches
Marcello Gazzola,it ITA,DF,28.0,25,22.0,2018,22.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Antei,it ITA,DF,21.0,22,22.0,1931,21.5,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Simone Missiroli,it ITA,MF,27.0,27,21.0,1859,20.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches
Antonio Floro Flores,it ITA,FW,30.0,29,17.0,1501,16.7,7.0,3.0,10.0,7.0,0.0,0.0,4.0,0.0,0.42,0.18,0.6,0.42,0.6,Matches
Paolo Cannavaro,it ITA,DF,32.0,16,16.0,1386,15.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Paolo Bianco,it ITA,DF,35.0,16,15.0,1367,15.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Marrone,it ITA,"DF,MF",23.0,15,14.0,1137,12.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches
Reto Ziegler,ch SUI,"DF,MF",27.0,17,13.0,1219,13.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jasmin Kurtić,si SVN,MF,24.0,18,13.0,1174,13.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches
Raman Chibsah,gh GHA,MF,20.0,18,13.0,1093,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lorenzo Ariaudo,it ITA,DF,24.0,12,12.0,1033,11.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Davide Biondini,it ITA,MF,30.0,15,12.0,1018,11.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Francesco Acerbi,it ITA,DF,25.0,13,11.0,1084,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicola Sansone,it ITA,"FW,MF",21.0,12,10.0,909,10.1,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,0.5,0.3,0.79,0.5,0.79,Matches
Ezequiel Schelotto,it ITA,"DF,MF",24.0,11,9.0,670,7.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Sergio Floccari,it ITA,FW,31.0,15,8.0,777,8.6,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Pedro Mendes,pt POR,DF,22.0,9,7.0,642,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lino Marzorati,it ITA,DF,26.0,9,6.0,538,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches
Matteo Brighi,it ITA,MF,32.0,8,6.0,442,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aleandro Rosi,it ITA,"DF,MF",26.0,7,5.0,455,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jonathan Rossini,ch SUI,DF,24.0,6,5.0,338,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Karim Laribi,tn TUN,"FW,MF",22.0,10,4.0,425,4.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
Gaetano Masucci,it ITA,FW,28.0,13,3.0,396,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
