Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
José Callejón,es ESP,"FW,MF",26.0,37,32.0,2845,31.6,15.0,6.0,21.0,15.0,0.0,0.0,6.0,0.0,0.47,0.19,0.66,0.47,0.66,Matches
Raúl Albiol,es ESP,DF,27.0,32,30.0,2644,29.4,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches
Gökhan Inler,ch SUI,MF,29.0,32,30.0,2627,29.2,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Pepe Reina,es ESP,GK,30.0,30,30.0,2597,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Higuaín,ar ARG,"FW,MF",25.0,32,28.0,2409,26.8,17.0,7.0,24.0,12.0,5.0,5.0,6.0,0.0,0.64,0.26,0.9,0.45,0.71,Matches
Lorenzo Insigne,it ITA,"FW,MF",22.0,36,25.0,2400,26.7,3.0,8.0,11.0,3.0,0.0,0.0,2.0,0.0,0.11,0.3,0.41,0.11,0.41,Matches
Federico Fernández,ar ARG,DF,24.0,26,25.0,2294,25.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches
Marek Hamšík,sk SVK,MF,26.0,28,23.0,1981,22.0,7.0,5.0,12.0,7.0,0.0,1.0,2.0,0.0,0.32,0.23,0.55,0.32,0.55,Matches
Christian Maggio,it ITA,"DF,MF",31.0,22,22.0,1958,21.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Dries Mertens,be BEL,"FW,MF",26.0,32,21.0,1905,21.2,11.0,6.0,17.0,9.0,2.0,2.0,4.0,0.0,0.52,0.28,0.8,0.43,0.71,Matches
Blerim Džemaili,ch SUI,MF,27.0,24,18.0,1551,17.2,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,0.35,0.17,0.52,0.35,0.52,Matches
Goran Pandev,mk MKD,"FW,MF",30.0,28,17.0,1376,15.3,7.0,4.0,11.0,7.0,0.0,1.0,3.0,0.0,0.46,0.26,0.72,0.46,0.72,Matches
Valon Behrami,ch SUI,"DF,MF",28.0,21,16.0,1464,16.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miguel Britos,uy URU,DF,28.0,16,15.0,1316,14.6,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
