Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Antonio Candreva,it ITA,"DF,FW",26.0,37,35.0,3072,34.1,12.0,6.0,18.0,6.0,6.0,6.0,4.0,1.0,0.35,0.18,0.53,0.18,0.35,Matches
Senad Lulić,ba BIH,"DF,MF",27.0,30,28.0,2544,28.3,7.0,3.0,10.0,7.0,0.0,0.0,10.0,1.0,0.25,0.11,0.35,0.25,0.35,Matches
Ștefan Radu,ro ROU,DF,26.0,25,25.0,2250,25.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Cristian Ledesma,it ITA,MF,30.0,27,25.0,2230,24.8,0.0,3.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.12,0.12,0.0,0.12,Matches
Lorik Cana,al ALB,"DF,MF",30.0,26,24.0,1999,22.2,2.0,1.0,3.0,2.0,0.0,0.0,9.0,1.0,0.09,0.05,0.14,0.09,0.14,Matches
Lucas Biglia,ar ARG,MF,27.0,26,23.0,1943,21.6,2.0,0.0,2.0,1.0,1.0,1.0,7.0,1.0,0.09,0.0,0.09,0.05,0.05,Matches
Miroslav Klose,de GER,FW,35.0,25,22.0,2012,22.4,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,0.31,0.09,0.4,0.31,0.4,Matches
Federico Marchetti,it ITA,GK,30.0,21,21.0,1890,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Abdoulay Konko,fr FRA,"DF,MF",29.0,21,21.0,1786,19.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ogenyi Onazi,ng NGA,MF,20.0,29,19.0,1712,19.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,0.05,0.11,0.16,0.05,0.16,Matches
Giuseppe Biava,it ITA,DF,36.0,20,19.0,1659,18.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Etrit Berisha,al ALB,GK,24.0,17,17.0,1530,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Álvaro González,uy URU,MF,28.0,25,16.0,1425,15.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches
Luis Pedro Cavanda,be BEL,"DF,MF",22.0,19,15.0,1347,15.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.07,0.07,0.13,0.07,0.13,Matches
Keita Baldé,sn SEN,"FW,MF",18.0,25,14.0,1373,15.3,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,0.33,0.2,0.52,0.33,0.52,Matches
André Dias,br BRA,DF,34.0,16,14.0,1262,14.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.07,0.0,0.07,0.07,0.07,Matches
Hernanes,br BRA,MF,28.0,17,14.0,1191,13.2,3.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,0.23,0.0,0.23,0.23,0.23,Matches
Michaël Ciani,fr FRA,DF,29.0,18,13.0,1373,15.3,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Bruno Pereirinha,pt POR,"DF,MF",25.0,11,9.0,771,8.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
Diego Novaretti,ar ARG,DF,28.0,11,9.0,730,8.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Brayan Perea,co COL,FW,20.0,19,8.0,832,9.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches
Stefano Mauri,it ITA,"FW,MF",33.0,12,8.0,691,7.7,4.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.52,0.26,0.78,0.52,0.78,Matches
Felipe Anderson,br BRA,"FW,MF",20.0,13,7.0,526,5.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches
Ederson,br BRA,MF,27.0,15,6.0,542,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.17,0.17,0.33,0.17,0.33,Matches
Sergio Floccari,it ITA,FW,31.0,14,5.0,558,6.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches
Hélder Postiga,pt POR,FW,30.0,5,1.0,140,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joseph Minala,cm CMR,MF,16.0,3,0.0,26,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mamadou Tounkara,sn SEN,FW,17.0,1,0.0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gaël Kakuta,cd COD,"FW,MF",22.0,1,0.0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Crecco,it ITA,"DF,MF",17.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.0,38,418.0,3420,38.0,51.0,30.0,81.0,44.0,7.0,8.0,90.0,0.0,1.34,0.79,2.13,1.16,1.95,
Opponent Total,,,27.7,38,,3420,38.0,,,,,,,,,,,,,,
