Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Gianluca Curci,it ITA,GK,28.0,37,37.0,3330,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mikael Antonsson,se SWE,DF,32.0,34,32.0,2955,32.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
György Garics,at AUT,"DF,MF",29.0,34,32.0,2768,30.8,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches
Cesare Natali,it ITA,DF,34.0,32,32.0,2624,29.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.03,0.0,0.03,0.03,0.03,Matches
Archimede Morleo,it ITA,DF,29.0,31,28.0,2565,28.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Panagiotis Kone,gr GRE,MF,26.0,28,28.0,2377,26.4,5.0,1.0,6.0,5.0,0.0,0.0,14.0,1.0,0.19,0.04,0.23,0.19,0.23,Matches
Rene Krhin,si SVN,"FW,MF",23.0,27,24.0,2022,22.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lazaros Christodoulopoulos,gr GRE,"FW,MF",26.0,27,20.0,1837,20.4,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,0.1,0.1,0.2,0.0,0.1,Matches
Rolando Bianchi,it ITA,FW,30.0,28,20.0,1733,19.3,3.0,1.0,4.0,3.0,0.0,1.0,4.0,0.0,0.16,0.05,0.21,0.16,0.21,Matches
Jonatan Cristaldo,ar ARG,FW,24.0,28,19.0,1898,21.1,4.0,2.0,6.0,4.0,0.0,0.0,2.0,1.0,0.19,0.09,0.28,0.19,0.28,Matches
Alessandro Diamanti,it ITA,"FW,MF",30.0,19,19.0,1686,18.7,5.0,2.0,7.0,2.0,3.0,3.0,8.0,0.0,0.27,0.11,0.37,0.11,0.21,Matches
Diego Pérez,uy URU,MF,33.0,27,18.0,1559,17.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michele Pazienza,it ITA,MF,30.0,22,17.0,1493,16.6,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Andrea Mantovani,it ITA,DF,29.0,21,14.0,1379,15.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolò Cherubin,it ITA,DF,26.0,15,14.0,1127,12.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Frederik Sørensen,dk DEN,DF,21.0,15,13.0,1096,12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Laxalt,uy URU,"DF,MF",20.0,15,9.0,828,9.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Marek Čech,sk SVK,DF,30.0,11,8.0,648,7.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Davide Moscardelli,it ITA,FW,33.0,17,7.0,820,9.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches
José Ángel Crespo,es ESP,DF,26.0,10,7.0,545,6.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches
Robert Acquafresca,it ITA,FW,25.0,19,6.0,752,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Francesco Della Rocca,it ITA,MF,25.0,9,6.0,513,5.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Erik Friberg,se SWE,MF,27.0,7,5.0,421,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ibson,br BRA,MF,29.0,10,2.0,376,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dejan Stojanović,at AUT,GK,20.0,1,1.0,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniele Paponi,it ITA,FW,25.0,3,0.0,64,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
