Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Danilo Larangeira,br BRA,DF,29.0,36,36.0,3240,36.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Roberto Pereyra,ar ARG,"DF,FW",22.0,36,33.0,2941,32.7,2.0,6.0,8.0,2.0,0.0,0.0,6.0,0.0,0.06,0.18,0.24,0.06,0.24,Matches
Thomas Heurtaux,fr FRA,DF,25.0,32,31.0,2665,29.6,4.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches
Allan,br BRA,"DF,MF",22.0,33,30.0,2642,29.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches
Gabriel Silva,br BRA,"DF,MF",22.0,31,29.0,2522,28.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.04,0.04,0.07,0.04,0.07,Matches
Antonio Di Natale,it ITA,FW,35.0,32,29.0,2394,26.6,17.0,0.0,17.0,13.0,4.0,6.0,1.0,0.0,0.64,0.0,0.64,0.49,0.49,Matches
Dušan Basta,rs SRB,"DF,MF",28.0,30,26.0,2268,25.2,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.12,0.04,0.16,0.12,0.16,Matches
Maurizio Domizzi,it ITA,DF,33.0,26,26.0,2226,24.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emmanuel Agyemang-Badu,gh GHA,MF,22.0,29,20.0,1864,20.7,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.24,0.05,0.29,0.24,0.29,Matches
Giampiero Pinzi,it ITA,MF,32.0,23,19.0,1669,18.5,1.0,2.0,3.0,1.0,0.0,0.0,12.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches
Andrea Lazzari,it ITA,MF,28.0,25,18.0,1584,17.6,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches
Bruno Fernandes,pt POR,"FW,MF",18.0,24,17.0,1553,17.3,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,0.23,0.29,0.52,0.23,0.52,Matches
Simone Scuffet,it ITA,GK,17.0,16,16.0,1440,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Muriel,co COL,FW,22.0,24,14.0,1417,15.7,4.0,1.0,5.0,2.0,2.0,2.0,3.0,0.0,0.25,0.06,0.32,0.13,0.19,Matches
Naldo,br BRA,DF,24.0,16,13.0,1178,13.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Željko Brkić,rs SRB,GK,27.0,12,12.0,1080,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Silvan Widmer,ch SUI,"DF,MF",20.0,16,11.0,1083,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ivan Kelava,hr CRO,GK,25.0,10,10.0,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolás López,uy URU,"FW,MF",19.0,21,7.0,781,8.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Maicosuel,br BRA,MF,27.0,19,7.0,763,8.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.12,0.24,0.35,0.12,0.35,Matches
Igor Bubnjić,hr CRO,DF,21.0,7,6.0,515,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hassan Yebda,dz ALG,MF,29.0,10,4.0,382,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Douglas Santos,br BRA,"DF,MF",19.0,3,3.0,166,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanni Pasquale,it ITA,DF,31.0,1,1.0,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Piotr Zieliński,pl POL,MF,19.0,10,0.0,136,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mathias Ranégie,se SWE,FW,29.0,4,0.0,39,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jadson,br BRA,MF,19.0,1,0.0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,25.8,38,418.0,3420,38.0,45.0,25.0,70.0,39.0,6.0,8.0,85.0,0.0,1.18,0.66,1.84,1.03,1.68,
Opponent Total,,,27.8,38,,3420,38.0,,,,,,,,,,,,,,
