Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Paul Pogba,fr FRA,MF,20.0,36,33.0,3066,34.1,7.0,8.0,15.0,7.0,0.0,0.0,4.0,0.0,0.21,0.23,0.44,0.21,0.44,Matches
Gianluigi Buffon,it ITA,GK,35.0,33,33.0,2866,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Kwadwo Asamoah,gh GHA,"DF,MF",24.0,34,32.0,2750,30.6,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.07,0.1,0.16,0.07,0.16,Matches
Giorgio Chiellini,it ITA,DF,28.0,31,31.0,2773,30.8,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches
Carlos Tevez,ar ARG,"FW,MF",29.0,34,30.0,2586,28.7,19.0,7.0,26.0,18.0,1.0,1.0,4.0,0.0,0.66,0.24,0.9,0.63,0.87,Matches
Fernando Llorente,es ESP,FW,28.0,34,29.0,2485,27.6,16.0,5.0,21.0,16.0,0.0,0.0,3.0,0.0,0.58,0.18,0.76,0.58,0.76,Matches
Andrea Pirlo,it ITA,MF,34.0,30,29.0,2460,27.3,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,0.15,0.22,0.37,0.15,0.37,Matches
Leonardo Bonucci,it ITA,DF,26.0,29,28.0,2538,28.2,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,0.07,0.11,0.18,0.07,0.18,Matches
Arturo Vidal,cl CHI,MF,26.0,32,28.0,2435,27.1,11.0,5.0,16.0,9.0,2.0,2.0,8.0,0.0,0.41,0.18,0.59,0.33,0.52,Matches
Andrea Barzagli,it ITA,DF,32.0,26,26.0,2286,25.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stephan Lichtsteiner,ch SUI,"DF,MF",29.0,27,24.0,2111,23.5,2.0,8.0,10.0,2.0,0.0,0.0,4.0,0.0,0.09,0.34,0.43,0.09,0.43,Matches
Claudio Marchisio,it ITA,MF,27.0,29,21.0,1991,22.1,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,0.18,0.05,0.23,0.18,0.23,Matches
Martín Cáceres,uy URU,DF,26.0,17,14.0,1318,14.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Angelo Ogbonna,it ITA,DF,25.0,16,14.0,1261,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Mauricio Isla,cl CHI,"DF,MF",25.0,18,10.0,967,10.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches
Simone Padoin,it ITA,"DF,MF",29.0,21,8.0,739,8.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Sebastian Giovinco,it ITA,"FW,MF",26.0,17,6.0,572,6.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.31,0.16,0.47,0.31,0.47,Matches
Marco Storari,it ITA,GK,36.0,6,5.0,515,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mirko Vučinić,me MNE,FW,29.0,12,4.0,404,4.5,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.45,0.0,0.45,0.22,0.22,Matches
Dani Osvaldo,it ITA,FW,27.0,11,4.0,375,4.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.24,0.24,0.48,0.24,0.48,Matches
Federico Peluso,it ITA,DF,29.0,9,4.0,344,3.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.26,0.26,0.52,0.26,0.52,Matches
Fabio Quagliarella,it ITA,FW,30.0,17,3.0,405,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Paolo De Ceglie,it ITA,DF,26.0,4,2.0,219,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rubinho,br BRA,GK,30.0,1,0.0,38,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Motta,it ITA,DF,27.0,2,0.0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simone Pepe,it ITA,"FW,MF",29.0,2,0.0,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.3,38,418.0,3420,38.0,78.0,54.0,132.0,74.0,4.0,4.0,70.0,0.0,2.05,1.42,3.47,1.95,3.37,
Opponent Total,,,27.5,38,,3420,38.0,,,,,,,,,,,,,,
