Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Daniele Padelli,it ITA,GK,27.0,38,38.0,3380,37.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matteo Darmian,it ITA,"DF,MF",23.0,37,37.0,3285,36.5,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Emiliano Moretti,it ITA,DF,32.0,36,36.0,3228,35.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches
Alessio Cerci,it ITA,"FW,MF",26.0,37,35.0,3004,33.4,13.0,10.0,23.0,8.0,5.0,7.0,4.0,0.0,0.39,0.3,0.69,0.24,0.54,Matches
Kamil Glik,pl POL,"DF,MF",25.0,34,33.0,2965,32.9,2.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Giuseppe Vives,it ITA,MF,33.0,33,33.0,2812,31.2,1.0,1.0,2.0,1.0,0.0,0.0,14.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Ciro Immobile,it ITA,FW,23.0,33,29.0,2586,28.7,22.0,3.0,25.0,22.0,0.0,1.0,10.0,1.0,0.77,0.1,0.87,0.77,0.87,Matches
Omar El Kaddouri,ma MAR,MF,22.0,29,25.0,2098,23.3,5.0,7.0,12.0,5.0,0.0,0.0,6.0,0.0,0.21,0.3,0.51,0.21,0.51,Matches
Nikola Maksimović,rs SRB,DF,21.0,23,20.0,1808,20.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cesare Bovo,it ITA,DF,30.0,20,20.0,1670,18.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Alexander Farnerud,se SWE,MF,29.0,23,15.0,1163,12.9,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches
Danilo D'Ambrosio,it ITA,DF,24.0,14,14.0,1210,13.4,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.15,0.07,0.22,0.15,0.22,Matches
Jasmin Kurtić,si SVN,MF,24.0,16,14.0,1195,13.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.15,0.08,0.23,0.15,0.23,Matches
Migjen Basha,al ALB,MF,26.0,24,13.0,1315,14.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches
Matteo Brighi,it ITA,MF,32.0,16,10.0,927,10.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches
Giovanni Pasquale,it ITA,DF,31.0,12,9.0,912,10.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Riccardo Meggiorini,it ITA,FW,27.0,34,7.0,955,10.6,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.38,0.0,0.38,Matches
Salvatore Masiello,it ITA,"DF,MF",31.0,8,6.0,595,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulo Vitor Barreto,br BRA,FW,28.0,11,5.0,510,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches
Alessandro Gazzi,it ITA,MF,30.0,11,5.0,470,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guillermo Daniel Rodríguez,uy URU,DF,29.0,6,5.0,417,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Panagiotis Tachtsidis,gr GRE,MF,22.0,11,3.0,383,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Nicola Bellomo,it ITA,MF,22.0,7,3.0,331,3.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches
Marko Vešović,me MNE,"DF,MF",21.0,3,2.0,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Larrondo,cl CHI,FW,24.0,5,1.0,160,1.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.56,0.0,0.56,0.56,0.56,Matches
Lys Gomis,sn SEN,GK,23.0,1,0.0,40,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.1,38,418.0,3420,38.0,57.0,35.0,92.0,52.0,5.0,8.0,94.0,0.0,1.5,0.92,2.42,1.37,2.29,
Opponent Total,,,27.5,38,,3420,38.0,,,,,,,,,,,,,,
