Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Mattia Perin,it ITA,GK,21.0,32,32,2780.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Roncaglia,ar ARG,DF,27.0,32,32,2754.0,30.6,0.0,1.0,1.0,0.0,0.0,0.0,15.0,2.0,0.0,0.03,0.03,0.0,0.03,Matches
Sebastien De Maio,fr FRA,DF,27.0,33,31,2789.0,31.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Andrea Bertolacci,it ITA,MF,23.0,34,31,2662.0,29.6,6.0,7.0,13.0,6.0,0.0,0.0,10.0,0.0,0.2,0.24,0.44,0.2,0.44,Matches
Nicolás Burdisso,ar ARG,DF,33.0,30,30,2670.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Edenílson,br BRA,"FW,MF",24.0,30,28,2467.0,27.4,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Iago Falque,es ESP,"FW,MF",24.0,32,28,2334.0,25.9,13.0,3.0,16.0,11.0,2.0,2.0,6.0,0.0,0.5,0.12,0.62,0.42,0.54,Matches
Tomás Rincón,ve VEN,MF,26.0,29,27,2418.0,26.9,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Diego Perotti,ar ARG,"FW,MF",26.0,27,27,2294.0,25.5,4.0,5.0,9.0,2.0,2.0,2.0,5.0,0.0,0.16,0.2,0.35,0.08,0.27,Matches
Juraj Kucka,sk SVK,MF,27.0,34,19,1873.0,20.8,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Luca Antonelli,it ITA,"DF,MF",27.0,19,18,1640.0,18.2,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.16,0.05,0.22,0.16,0.22,Matches
Stefano Sturaro,it ITA,MF,21.0,13,13,1060.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Matri,it ITA,FW,29.0,16,12,1030.0,11.4,7.0,5.0,12.0,7.0,0.0,1.0,2.0,0.0,0.61,0.44,1.05,0.61,1.05,Matches
M'Baye Niang,sn SEN,"FW,MF",19.0,14,12,962.0,10.7,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.47,0.19,0.65,0.47,0.65,Matches
Armando Izzo,it ITA,DF,22.0,20,11,1085.0,12.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches
Maxime Lestienne,be BEL,"FW,MF",22.0,23,10,992.0,11.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.09,0.18,0.27,0.09,0.27,Matches
Giovanni Marchese,it ITA,DF,29.0,11,10,847.0,9.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.21,0.11,0.21,Matches
Zakarya Bergdich,ma MAR,"DF,MF",25.0,11,9,747.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches
Eugenio Lamanna,it ITA,GK,24.0,8,6,640.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mauricio Pinilla,cl CHI,FW,30.0,12,6,618.0,6.9,3.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.44,0.0,0.44,0.44,0.44,Matches
Leonardo Pavoletti,it ITA,FW,25.0,10,4,523.0,5.8,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,1.03,0.52,1.55,1.03,1.55,Matches
Aleandro Rosi,it ITA,"DF,MF",27.0,7,4,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leandro Greco,it ITA,MF,28.0,7,3,388.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches
Luca Antonini,it ITA,"DF,MF",31.0,7,3,348.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches
Marco Borriello,it ITA,FW,32.0,8,3,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tino Costa,ar ARG,MF,29.0,6,2,231.0,2.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.78,0.39,1.17,0.78,1.17,Matches
Giannis Fetfatzidis,gr GRE,MF,23.0,5,2,218.0,2.4,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.83,0.0,0.83,0.41,0.41,Matches
Alassane També,ml MLI,DF,22.0,6,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rolando Mandragora,it ITA,MF,17.0,5,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Laxalt,uy URU,"DF,MF",21.0,8,1,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antonino Ragusa,it ITA,"FW,MF",24.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giuseppe Panico,it ITA,FW,17.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Mussis,ar ARG,MF,22.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lorenzo Ariaudo,it ITA,DF,25.0,0,0,,,,,,,,,,,,,,,,Matches
Matteo Franchetti,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Paolo Ghiglione,it ITA,"DF,MF",17.0,0,0,,,,,,,,,,,,,,,,Matches
Andrea Gulli,it ITA,MF,16.0,0,0,,,,,,,,,,,,,,,,Matches
Armando Prisco,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,Matches
Mario Sampirisi,it ITA,"DF,MF",21.0,0,0,,,,,,,,,,,,,,,,Matches
Daniele Sommariva,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,Matches
Marco Soprano,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.0,38,418,3420.0,38.0,58.0,41.0,99.0,53.0,5.0,7.0,108.0,0.0,1.53,1.08,2.61,1.39,2.47,
Opponent Total,,,27.5,38,418,3420.0,38.0,47.0,32.0,79.0,44.0,3.0,8.0,110.0,5.0,1.24,0.84,2.08,1.16,2.0,
