Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Nicolas Frey,fr FRA,DF,30.0,31,31,2645.0,29.4,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Përparim Hetemaj,fi FIN,MF,27.0,32,31,2633.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Alberto Paloschi,it ITA,FW,24.0,37,30,2626.0,29.2,9.0,3.0,12.0,9.0,0.0,1.0,2.0,0.0,0.31,0.1,0.41,0.31,0.41,Matches
Valter Birsa,si SVN,"FW,MF",27.0,35,30,2268.0,25.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Ivan Radovanović,rs SRB,"DF,MF",25.0,31,29,2473.0,27.5,1.0,2.0,3.0,1.0,0.0,0.0,9.0,1.0,0.04,0.07,0.11,0.04,0.11,Matches
Albano Bizzarri,ar ARG,GK,36.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mariano Julio Izco,ar ARG,MF,31.0,28,28,2497.0,27.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Dario Dainelli,it ITA,DF,35.0,30,28,2443.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ervin Zukanović,ba BIH,DF,27.0,29,28,2440.0,27.1,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches
Boštjan Cesar,si SVN,DF,32.0,28,27,2440.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ezequiel Schelotto,it ITA,"DF,MF",25.0,29,26,2119.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Riccardo Meggiorini,it ITA,FW,28.0,30,22,1895.0,21.1,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,0.19,0.19,0.38,0.19,0.38,Matches
Alessandro Gamberini,it ITA,DF,32.0,20,15,1405.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristiano Biraghi,it ITA,"DF,MF",21.0,18,13,1306.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Pellissier,it ITA,FW,35.0,27,10,1127.0,12.5,7.0,1.0,8.0,6.0,1.0,1.0,1.0,0.0,0.56,0.08,0.64,0.48,0.56,Matches
