Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Luca Toni,it ITA,FW,37.0,38,36,3233.0,35.9,22.0,2.0,24.0,18.0,4.0,6.0,3.0,0.0,0.61,0.06,0.67,0.5,0.56,Matches
Vangelis Moras,gr GRE,DF,32.0,35,35,3038.0,33.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
Panagiotis Tachtsidis,gr GRE,MF,23.0,34,34,2964.0,32.9,3.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,0.09,0.06,0.15,0.09,0.15,Matches
Rafael Márquez,mx MEX,"DF,MF",35.0,26,26,2216.0,24.6,0.0,2.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.08,0.08,0.0,0.08,Matches
Emil Hallfreðsson,is ISL,"FW,MF",30.0,28,26,2101.0,23.3,1.0,9.0,10.0,1.0,0.0,0.0,9.0,1.0,0.04,0.39,0.43,0.04,0.43,Matches
Alessandro Agostini,it ITA,DF,35.0,22,21,1911.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juanito,ar ARG,FW,29.0,26,20,1783.0,19.8,6.0,3.0,9.0,6.0,0.0,0.0,7.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches
Rafael,br BRA,GK,32.0,20,20,1727.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Boško Janković,rs SRB,MF,30.0,18,17,1247.0,13.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.07,0.14,0.22,0.07,0.22,Matches
Jacopo Sala,it ITA,"DF,FW",22.0,16,16,1183.0,13.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,2.0,0.15,0.15,0.3,0.15,0.3,Matches
Francesco Benussi,it ITA,GK,32.0,16,15,1423.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eros Pisano,it ITA,DF,27.0,15,15,1331.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Marques,br BRA,DF,30.0,18,14,1258.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mounir Obbadi,ma MAR,MF,31.0,22,14,1228.0,13.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Leandro Greco,it ITA,MF,28.0,18,13,1237.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Artur Ioniță,md MDA,MF,23.0,18,13,1150.0,12.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.16,0.08,0.23,0.16,0.23,Matches
Ivan Martić,hr CRO,"DF,MF",23.0,16,13,1022.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Lazaros Christodoulopoulos,gr GRE,"FW,MF",27.0,22,12,1257.0,14.0,1.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,0.07,0.36,0.43,0.07,0.43,Matches
Davide Brivio,it ITA,DF,26.0,13,12,1110.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guillermo Daniel Rodríguez,uy URU,DF,30.0,13,11,1046.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolás López,uy URU,"FW,MF",20.0,24,10,983.0,10.9,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,0.46,0.18,0.64,0.46,0.64,Matches
Frederik Sørensen,dk DEN,DF,22.0,10,6,642.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gustavo Campanharo,br BRA,MF,22.0,15,4,618.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Javier Saviola,ar ARG,FW,32.0,15,4,465.0,5.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.19,0.39,0.58,0.19,0.58,Matches
Alejandro González,uy URU,DF,26.0,5,3,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nenê,br BRA,FW,31.0,8,3,327.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
