Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Antonio Mirante,it ITA,GK,31.0,33,33,2921.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Massimo Gobbi,it ITA,"DF,MF",33.0,33,30,2743.0,30.5,0.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
José Mauri,it ITA,MF,18.0,33,29,2543.0,28.3,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches
Alessandro Lucarelli,it ITA,DF,37.0,28,28,2466.0,27.4,1.0,1.0,2.0,1.0,0.0,0.0,13.0,1.0,0.04,0.04,0.07,0.04,0.07,Matches
Andrea Costa,it ITA,"DF,MF",28.0,22,20,1795.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Francesco Lodi,it ITA,MF,30.0,23,20,1634.0,18.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.11,0.06,0.17,0.11,0.17,Matches
Antonio Nocerino,it ITA,MF,29.0,20,19,1643.0,18.3,3.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.16,0.05,0.22,0.11,0.16,Matches
Silvestre Varela,pt POR,"FW,MF",29.0,19,19,1611.0,17.9,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.17,0.06,0.22,0.17,0.22,Matches
Antonio Cassano,it ITA,FW,32.0,19,18,1638.0,18.2,5.0,2.0,7.0,4.0,1.0,1.0,1.0,0.0,0.27,0.11,0.38,0.22,0.33,Matches
Pedro Mendes,pt POR,DF,23.0,21,17,1517.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raffaele Palladino,it ITA,"FW,MF",30.0,22,16,1460.0,16.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.25,0.06,0.31,0.25,0.31,Matches
Cristóbal Jorquera,cl CHI,"FW,MF",25.0,17,14,1193.0,13.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.08,0.15,0.23,0.08,0.23,Matches
Ishak Belfodil,dz ALG,"FW,MF",22.0,23,13,1366.0,15.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches
Mattia Cassani,it ITA,DF,30.0,18,13,1138.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Afriyie Acquah,gh GHA,MF,22.0,14,12,1119.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Zouhair Feddal,ma MAR,"DF,MF",25.0,13,12,1081.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabiano Santacroce,it ITA,DF,27.0,15,12,1005.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe dal Belo,br BRA,DF,30.0,11,11,928.0,10.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.1,0.0,0.1,0.1,0.1,Matches
Paolo De Ceglie,it ITA,DF,27.0,11,11,746.0,8.3,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches
Abdelkader Ghezzal,dz ALG,FW,29.0,19,10,1082.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Massimo Coda,it ITA,FW,25.0,18,9,862.0,9.6,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.21,0.31,0.52,0.21,0.52,Matches
Andi Lila,al ALB,"DF,MF",28.0,13,9,717.0,8.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches
Daniele Galloppa,it ITA,MF,29.0,17,8,711.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.13,0.13,0.0,0.13,Matches
Andrea Rispoli,it ITA,"DF,MF",25.0,14,7,806.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Gabriel Paletta,it ITA,DF,28.0,7,6,567.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Iacobucci,it ITA,GK,23.0,7,5,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Rodríguez,uy URU,MF,28.0,5,5,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
McDonald Mariga,ke KEN,MF,27.0,9,4,392.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stefan Ristovski,mk MKD,"DF,MF",22.0,6,4,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Souza,br BRA,MF,24.0,3,2,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
