Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Emiliano Moretti,it ITA,DF,33.0,35,35,3150.0,35.0,2.0,1.0,3.0,2.0,0.0,0.0,11.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
Fabio Quagliarella,it ITA,FW,31.0,34,33,2792.0,31.0,13.0,4.0,17.0,10.0,3.0,3.0,3.0,0.0,0.42,0.13,0.55,0.32,0.45,Matches
Kamil Glik,pl POL,"DF,MF",26.0,32,31,2792.0,31.0,7.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Bruno Peres,br BRA,"DF,MF",24.0,34,28,2595.0,28.8,3.0,3.0,6.0,3.0,0.0,0.0,8.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches
Matteo Darmian,it ITA,"DF,MF",24.0,33,28,2568.0,28.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches
Alessandro Gazzi,it ITA,MF,31.0,30,27,2404.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nikola Maksimović,rs SRB,DF,22.0,27,27,2398.0,26.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Giuseppe Vives,it ITA,MF,34.0,28,26,2095.0,23.3,1.0,4.0,5.0,1.0,0.0,0.0,8.0,0.0,0.04,0.17,0.21,0.04,0.21,Matches
Omar El Kaddouri,ma MAR,MF,23.0,32,25,2304.0,25.6,3.0,4.0,7.0,3.0,0.0,1.0,9.0,0.0,0.12,0.16,0.27,0.12,0.27,Matches
Daniele Padelli,it ITA,GK,28.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Josef Martínez,ve VEN,FW,21.0,26,20,1542.0,17.1,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.18,0.06,0.23,0.18,0.23,Matches
Cristian Molinaro,it ITA,"DF,MF",31.0,24,17,1365.0,15.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches
Marco Benassi,it ITA,MF,19.0,25,17,1356.0,15.1,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,0.2,0.13,0.33,0.2,0.33,Matches
Alexander Farnerud,se SWE,MF,30.0,22,15,1275.0,14.2,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.07,0.35,0.42,0.07,0.42,Matches
Cesare Bovo,it ITA,DF,31.0,15,14,1270.0,14.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Jean-François Gillet,be BEL,GK,35.0,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maxi López,ar ARG,FW,30.0,18,8,933.0,10.4,8.0,2.0,10.0,8.0,0.0,0.0,2.0,0.0,0.77,0.19,0.96,0.77,0.96,Matches
Amauri,it ITA,FW,34.0,20,7,864.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Pontus Jansson,se SWE,DF,23.0,9,7,628.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Sánchez Miño,ar ARG,"DF,MF",24.0,11,4,481.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches
Gastón Silva,uy URU,DF,20.0,5,4,324.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Larrondo,cl CHI,FW,25.0,5,3,279.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antonio Nocerino,it ITA,MF,29.0,5,2,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Migjen Basha,al ALB,MF,27.0,6,1,156.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.58,0.0,0.58,0.58,0.58,Matches
Álvaro González,uy URU,MF,29.0,4,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Salvador Ichazo,uy URU,GK,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rubén Pérez,es ESP,MF,25.0,6,0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Salvatore Masiello,it ITA,"DF,MF",32.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
