Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Samir Handanović,si SVN,GK,30.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gary Medel,cl CHI,"DF,MF",26.0,35,34,2983.0,33.1,0.0,2.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches
Mauro Icardi,ar ARG,FW,21.0,36,33,2895.0,32.2,22.0,6.0,28.0,18.0,4.0,5.0,4.0,0.0,0.68,0.19,0.87,0.56,0.75,Matches
Andrea Ranocchia,it ITA,DF,26.0,33,32,2849.0,31.7,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Juan Jesus,br BRA,DF,23.0,32,32,2847.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Palacio,ar ARG,"FW,MF",32.0,35,30,2627.0,29.2,8.0,5.0,13.0,8.0,0.0,1.0,3.0,0.0,0.27,0.17,0.45,0.27,0.45,Matches
Mateo Kovačić,hr CRO,MF,20.0,35,26,2461.0,27.3,5.0,4.0,9.0,5.0,0.0,0.0,3.0,1.0,0.18,0.15,0.33,0.18,0.33,Matches
Fredy Guarín,co COL,MF,28.0,28,25,2206.0,24.5,6.0,7.0,13.0,6.0,0.0,0.0,5.0,0.0,0.24,0.29,0.53,0.24,0.53,Matches
Nemanja Vidić,rs SRB,DF,32.0,23,23,2049.0,22.8,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches
