Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Marco Parolo,it ITA,MF,29.0,34,34,2996.0,33.3,10.0,2.0,12.0,10.0,0.0,0.0,11.0,1.0,0.3,0.06,0.36,0.3,0.36,Matches
Antonio Candreva,it ITA,"DF,FW",27.0,34,31,2642.0,29.4,10.0,10.0,20.0,8.0,2.0,3.0,6.0,0.0,0.34,0.34,0.68,0.27,0.61,Matches
Federico Marchetti,it ITA,GK,31.0,30,30,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Stefan de Vrij,nl NED,DF,22.0,30,29,2531.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Dušan Basta,rs SRB,"DF,MF",29.0,27,27,2381.0,26.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Lucas Biglia,ar ARG,MF,28.0,27,27,2321.0,25.8,3.0,2.0,5.0,2.0,1.0,2.0,6.0,0.0,0.12,0.08,0.19,0.08,0.16,Matches
Stefano Mauri,it ITA,"FW,MF",34.0,29,25,1857.0,20.6,9.0,2.0,11.0,9.0,0.0,0.0,5.0,0.0,0.44,0.1,0.53,0.44,0.53,Matches
Ștefan Radu,ro ROU,DF,27.0,24,24,2111.0,23.5,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Felipe Anderson,br BRA,"FW,MF",21.0,32,23,2094.0,23.3,10.0,6.0,16.0,10.0,0.0,0.0,5.0,0.0,0.43,0.26,0.69,0.43,0.69,Matches
Senad Lulić,ba BIH,"DF,MF",28.0,25,22,1842.0,20.5,3.0,7.0,10.0,3.0,0.0,0.0,7.0,0.0,0.15,0.34,0.49,0.15,0.49,Matches
Miroslav Klose,de GER,FW,36.0,34,21,1833.0,20.4,13.0,5.0,18.0,13.0,0.0,0.0,5.0,0.0,0.64,0.25,0.88,0.64,0.88,Matches
Filip Đorđević,rs SRB,FW,26.0,24,15,1475.0,16.4,8.0,2.0,10.0,8.0,0.0,0.0,2.0,0.0,0.49,0.12,0.61,0.49,0.61,Matches
Lorik Cana,al ALB,"DF,MF",31.0,17,15,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Maurício,br BRA,DF,25.0,15,14,1173.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Edson Braafheid,nl NED,DF,31.0,16,12,1024.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Danilo Cataldi,it ITA,MF,19.0,16,11,996.0,11.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.18,0.18,0.0,0.18,Matches
Luis Pedro Cavanda,be BEL,"DF,MF",23.0,16,10,1004.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Michaël Ciani,fr FRA,DF,30.0,12,9,870.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Etrit Berisha,al ALB,GK,25.0,10,8,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Ledesma,it ITA,MF,31.0,13,7,636.0,7.1,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches
Keita Baldé,sn SEN,"FW,MF",19.0,23,6,797.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Ogenyi Onazi,ng NGA,MF,21.0,16,6,669.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.13,0.13,0.27,0.13,0.27,Matches
Santiago Gentiletti,ar ARG,DF,29.0,5,5,414.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Diego Novaretti,ar ARG,DF,29.0,5,2,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Álvaro González,uy URU,MF,29.0,4,2,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Pereirinha,pt POR,"DF,MF",26.0,3,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
