Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Andrea Consigli,it ITA,GK,24.0,35,35.0,3030,33.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ezequiel Schelotto,it ITA,"DF,MF",22.0,37,33.0,2829,31.4,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.06,0.1,0.16,0.06,0.16,Matches
Federico Peluso,it ITA,DF,27.0,33,33.0,2794,31.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches
Germán Denis,ar ARG,FW,29.0,33,32.0,2881,32.0,16.0,3.0,19.0,13.0,3.0,4.0,6.0,1.0,0.5,0.09,0.59,0.41,0.5,Matches
Maximiliano Moralez,ar ARG,"FW,MF",24.0,34,31.0,2656,29.5,6.0,5.0,11.0,6.0,0.0,0.0,5.0,0.0,0.2,0.17,0.37,0.2,0.37,Matches
Luca Cigarini,it ITA,MF,25.0,32,30.0,2543,28.3,1.0,1.0,2.0,1.0,0.0,0.0,12.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
Thomas Manfredini,it ITA,DF,31.0,26,25.0,2233,24.8,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Carlos Carmona,cl CHI,MF,24.0,28,24.0,1989,22.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Stefano Lucchini,it ITA,DF,30.0,26,24.0,1929,21.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Giacomo Bonaventura,it ITA,"FW,MF",21.0,29,20.0,1750,19.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.1,0.05,0.15,0.1,0.15,Matches
Simone Padoin,it ITA,"DF,MF",27.0,19,18.0,1612,17.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Andrea Masiello,it ITA,DF,25.0,17,17.0,1446,16.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Guglielmo Stendardo,it ITA,DF,30.0,16,15.0,1279,14.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Gianpaolo Bellini,it ITA,DF,31.0,20,12.0,1411,15.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches
Cristian Raimondi,it ITA,"DF,MF",30.0,13,10.0,950,10.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Daniele Capelli,it ITA,DF,25.0,11,9.0,880,9.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guido Marilungo,it ITA,FW,21.0,18,9.0,763,8.5,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,0.47,0.12,0.59,0.47,0.59,Matches
Manolo Gabbiadini,it ITA,FW,19.0,23,8.0,817,9.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.11,0.22,0.33,0.11,0.33,Matches
Michele Ferri,it ITA,DF,30.0,13,8.0,808,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matteo Brighi,it ITA,MF,30.0,11,8.0,769,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Riccardo Cazzola,it ITA,MF,25.0,12,5.0,565,6.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simone Tiribocchi,it ITA,FW,33.0,13,5.0,521,5.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches
Alessandro Carrozza,it ITA,MF,29.0,12,3.0,366,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giorgio Frezzolini,it ITA,GK,35.0,4,2.0,299,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ferreira Pinto,br BRA,MF,31.0,7,1.0,162,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ciro Polito,it ITA,GK,32.0,1,1.0,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nadir Minotti,it ITA,MF,19.0,3,0.0,102,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Massimo Mutarelli,it ITA,MF,33.0,1,0.0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Pettinari,it ITA,MF,25.0,1,0.0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabio Caserta,it ITA,MF,32.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.8,38,418.0,3420,38.0,39.0,22.0,61.0,36.0,3.0,4.0,102.0,4.0,1.03,0.58,1.61,0.95,1.53,
Opponent Total,,,27.9,38,,3420,38.0,,,,,,,,,,,,,,
