Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Juan Cuadrado,co COL,"DF,FW",23.0,33,32.0,2700,30.0,3.0,1.0,4.0,3.0,0.0,0.0,10.0,1.0,0.1,0.03,0.13,0.1,0.13,Matches
Nenad Tomović,rs SRB,DF,23.0,33,31.0,2870,31.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Guillermo Giacomazzi,uy URU,MF,33.0,33,31.0,2751,30.6,3.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,0.1,0.1,0.2,0.1,0.2,Matches
Massimiliano Benassi,it ITA,GK,29.0,29,29.0,2463,27.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
David Di Michele,it ITA,FW,35.0,29,28.0,2441,27.1,11.0,3.0,14.0,6.0,5.0,6.0,6.0,0.0,0.41,0.11,0.52,0.22,0.33,Matches
Massimo Oddo,it ITA,DF,35.0,27,26.0,2267,25.2,1.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,0.04,0.0,0.04,0.0,0.0,Matches
Luis Muriel,co COL,FW,20.0,29,25.0,2093,23.3,7.0,5.0,12.0,7.0,0.0,0.0,4.0,1.0,0.3,0.22,0.52,0.3,0.52,Matches
Andrea Esposito,it ITA,DF,25.0,27,25.0,1956,21.7,1.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,0.05,0.0,0.05,0.05,0.05,Matches
Davide Brivio,it ITA,DF,23.0,26,23.0,2039,22.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Christian Obodo,ng NGA,MF,27.0,23,16.0,1492,16.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Gennaro Delvecchio,it ITA,MF,33.0,16,15.0,1254,13.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Manuele Blasi,it ITA,MF,30.0,16,14.0,1302,14.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Migliónico,uy URU,DF,31.0,15,14.0,1272,14.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Bertolacci,it ITA,MF,20.0,28,13.0,1276,14.2,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.21,0.14,0.35,0.21,0.35,Matches
Djamel Mesbah,dz ALG,"DF,MF",26.0,12,12.0,1080,12.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.08,0.08,0.17,0.08,0.17,Matches
