Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Francesco Lodi,it ITA,MF,27.0,37,35.0,3154,35.0,9.0,7.0,16.0,2.0,7.0,8.0,4.0,0.0,0.26,0.2,0.46,0.06,0.26,Matches
Papu Gómez,ar ARG,"FW,MF",23.0,34,33.0,2758,30.6,4.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,0.13,0.03,0.16,0.13,0.16,Matches
Giovanni Marchese,it ITA,DF,26.0,33,32.0,2805,31.2,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches
Nicola Legrottaglie,it ITA,DF,34.0,31,31.0,2784,30.9,5.0,1.0,6.0,5.0,0.0,0.0,9.0,0.0,0.16,0.03,0.19,0.16,0.19,Matches
Sergio Almirón,ar ARG,MF,30.0,32,31.0,2605,28.9,4.0,0.0,4.0,4.0,0.0,0.0,5.0,1.0,0.14,0.0,0.14,0.14,0.14,Matches
Giuseppe Bellusci,it ITA,DF,21.0,32,30.0,2704,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Bergessio,ar ARG,FW,27.0,34,30.0,2565,28.5,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,0.25,0.07,0.32,0.25,0.32,Matches
Nicolás Spolli,ar ARG,DF,28.0,31,29.0,2548,28.3,2.0,0.0,2.0,2.0,0.0,0.0,10.0,2.0,0.07,0.0,0.07,0.07,0.07,Matches
Mariano Julio Izco,ar ARG,MF,28.0,25,25.0,2158,24.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Pablo Barrientos,ar ARG,MF,26.0,25,20.0,1653,18.4,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,0.22,0.16,0.38,0.22,0.38,Matches
Mariano Andújar,ar ARG,GK,28.0,16,16.0,1440,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Pablo Carrizo,ar ARG,GK,27.0,14,14.0,1259,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Motta,it ITA,DF,25.0,13,12.0,1017,11.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.09,0.09,0.0,0.09,Matches
Maxi López,ar ARG,FW,27.0,14,9.0,876,9.7,3.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,0.31,0.1,0.41,0.1,0.21,Matches
Adrián Ricchiuti,it ITA,MF,33.0,20,9.0,767,8.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
Alessandro Potenza,it ITA,DF,27.0,9,9.0,754,8.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Biagianti,it ITA,MF,27.0,14,8.0,709,7.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Gennaro Delvecchio,it ITA,MF,33.0,13,7.0,738,8.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Pablo Álvarez,ar ARG,DF,27.0,7,7.0,506,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Seymour,cl CHI,MF,24.0,13,5.0,613,6.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches
Ciro Capuano,it ITA,DF,30.0,7,5.0,464,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Catellani,it ITA,FW,23.0,21,4.0,591,6.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches
Davide Lanzafame,it ITA,"FW,MF",24.0,11,4.0,388,4.3,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.23,0.23,0.46,0.23,0.46,Matches
Andrea Campagnolo,it ITA,GK,33.0,4,4.0,334,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Llama,ar ARG,MF,25.0,15,2.0,376,4.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.48,Matches
Fabio Sciacca,it ITA,MF,22.0,7,2.0,207,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomáš Košický,sk SVK,GK,25.0,3,2.0,206,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches
Pietro Terracciano,it ITA,GK,21.0,2,2.0,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Ledesma,ar ARG,MF,27.0,3,1.0,103,1.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.87,0.87,0.0,0.87,Matches
David Suazo,hn HON,FW,31.0,6,0.0,105,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Osarimen Ebagua,ng NGA,FW,25.0,3,0.0,77,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Calapai,it ITA,DF,18.0,1,0.0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tom,br BRA,DF,23.0,1,0.0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.5,38,418.0,3420,38.0,46.0,24.0,70.0,37.0,9.0,11.0,82.0,6.0,1.21,0.63,1.84,0.97,1.61,
Opponent Total,,,28.1,38,,3420,38.0,,,,,,,,,,,,,,
