Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Lorenzo Montipò,it ITA,GK,25.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gianluca Caprari,it ITA,"MF,FW",28.0,35,33,2739.0,30.4,12.0,7.0,19.0,10.0,2.0,2.0,4.0,0.0,7.1,5.5,6.2,11.7,117.0,164.0,270.0,0.39,0.23,0.62,0.33,0.56,0.23,0.2,0.44,0.18,0.38,Matches
Darko Lazović,rs SRB,DF,30.0,34,32,2766.0,30.7,1.0,7.0,8.0,1.0,0.0,0.0,2.0,0.0,2.9,2.9,6.3,9.2,101.0,174.0,243.0,0.03,0.23,0.26,0.03,0.26,0.09,0.2,0.3,0.09,0.3,Matches
Giovanni Simeone,ar ARG,FW,26.0,35,32,2653.0,29.5,17.0,5.0,22.0,17.0,0.0,1.0,8.0,0.0,10.3,9.5,3.2,12.7,40.0,40.0,259.0,0.58,0.17,0.75,0.58,0.75,0.35,0.11,0.46,0.32,0.43,Matches
Nicolò Casale,it ITA,DF,23.0,36,30,2586.0,28.7,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.7,0.7,1.0,1.7,40.0,91.0,29.0,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.06,Matches
Davide Faraoni,it ITA,DF,29.0,32,30,2572.0,28.6,4.0,5.0,9.0,4.0,0.0,0.0,8.0,1.0,3.0,3.0,2.9,5.9,31.0,123.0,125.0,0.14,0.17,0.31,0.14,0.31,0.11,0.1,0.21,0.11,0.21,Matches
Ivan Ilić,rs SRB,MF,20.0,32,30,2526.0,28.1,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,2.4,2.4,1.8,4.2,39.0,134.0,67.0,0.04,0.11,0.14,0.04,0.14,0.09,0.06,0.15,0.09,0.15,Matches
Koray Günter,de GER,DF,26.0,30,29,2411.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.3,0.3,0.7,1.0,10.0,106.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Federico Ceccherini,it ITA,DF,29.0,34,29,2358.0,26.2,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.7,1.7,0.5,2.2,20.0,95.0,41.0,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Matches
Antonín Barák,cz CZE,"MF,FW",26.0,29,27,2340.0,26.0,11.0,4.0,15.0,7.0,4.0,4.0,4.0,0.0,8.9,5.7,2.7,8.4,68.0,147.0,124.0,0.42,0.15,0.58,0.27,0.42,0.34,0.1,0.44,0.22,0.32,Matches
Adrien Tameze,cm CMR,"MF,DF",27.0,38,26,2574.0,28.6,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,1.2,1.2,1.9,3.1,55.0,134.0,96.0,0.14,0.07,0.21,0.14,0.21,0.04,0.07,0.11,0.04,0.11,Matches
Miguel Veloso,pt POR,MF,35.0,22,17,1343.0,14.9,0.0,3.0,3.0,0.0,0.0,0.0,7.0,1.0,0.5,0.5,1.5,2.0,31.0,103.0,13.0,0.0,0.2,0.2,0.0,0.2,0.04,0.1,0.14,0.04,0.14,Matches
Paweł Dawidowicz,pl POL,DF,26.0,17,13,1198.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,16.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Kevin Lasagna,it ITA,"MF,FW",28.0,28,11,1184.0,13.2,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,3.3,3.3,2.1,5.4,26.0,28.0,104.0,0.15,0.3,0.46,0.15,0.46,0.25,0.16,0.41,0.25,0.41,Matches
