Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Mário Rui,pt POR,DF,30.0,34,34,2992.0,33.2,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,1.6,1.6,3.3,4.9,67.0,150.0,155.0,0.0,0.15,0.15,0.0,0.15,0.05,0.1,0.15,0.05,0.15,Matches
Amir Rrahmani,xk KVX,DF,27.0,33,33,2927.0,32.5,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,0.1,4.1,12.0,81.0,3.0,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.13,Matches
Giovanni Di Lorenzo,it ITA,DF,27.0,33,33,2869.0,31.9,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,2.8,3.9,66.0,196.0,154.0,0.03,0.13,0.16,0.03,0.16,0.03,0.09,0.12,0.03,0.12,Matches
David Ospina,co COL,GK,32.0,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabián Ruiz Peña,es ESP,MF,25.0,32,29,2384.0,26.5,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,1.6,1.6,2.9,4.5,58.0,220.0,80.0,0.26,0.15,0.42,0.26,0.42,0.06,0.11,0.17,0.06,0.17,Matches
Lorenzo Insigne,it ITA,FW,30.0,32,28,2290.0,25.4,11.0,8.0,19.0,2.0,9.0,13.0,2.0,0.0,15.3,4.9,5.6,10.6,104.0,150.0,208.0,0.43,0.31,0.75,0.08,0.39,0.6,0.22,0.82,0.19,0.42,Matches
Kalidou Koulibaly,sn SEN,DF,30.0,27,27,2405.0,26.7,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,1.3,1.3,1.3,2.5,21.0,80.0,10.0,0.11,0.04,0.15,0.11,0.15,0.05,0.05,0.1,0.05,0.1,Matches
Piotr Zieliński,pl POL,MF,27.0,35,26,2086.0,23.2,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,3.4,3.4,3.9,7.2,50.0,128.0,95.0,0.26,0.22,0.47,0.26,0.47,0.15,0.17,0.31,0.15,0.31,Matches
Victor Osimhen,ng NGA,FW,22.0,27,23,1983.0,22.0,14.0,2.0,16.0,14.0,0.0,0.0,5.0,1.0,10.5,10.5,1.8,12.4,49.0,18.0,178.0,0.64,0.09,0.73,0.64,0.73,0.48,0.08,0.56,0.48,0.56,Matches
