Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Juan Musso,ar ARG,GK,27.0,33,33,2932.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Luis Palomino,ar ARG,DF,31.0,34,30,2672.0,29.7,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2.1,2.1,0.4,2.4,15.0,113.0,8.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,Matches
Davide Zappacosta,it ITA,DF,29.0,34,29,2345.0,26.1,1.0,5.0,6.0,1.0,0.0,0.0,6.0,0.0,2.1,2.1,4.0,6.1,94.0,99.0,178.0,0.04,0.19,0.23,0.04,0.23,0.08,0.15,0.23,0.08,0.23,Matches
Marten de Roon,nl NED,"MF,DF",30.0,30,28,2548.0,28.3,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,2.0,2.0,0.3,2.3,19.0,176.0,30.0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches
Remo Freuler,ch SUI,MF,29.0,29,28,2369.0,26.3,1.0,3.0,4.0,1.0,0.0,0.0,10.0,0.0,1.4,1.4,1.3,2.8,52.0,208.0,59.0,0.04,0.11,0.15,0.04,0.15,0.05,0.05,0.1,0.05,0.1,Matches
Berat Djimsiti,al ALB,DF,28.0,31,25,2256.0,25.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,1.6,3.5,19.0,100.0,31.0,0.04,0.04,0.08,0.04,0.08,0.07,0.07,0.14,0.07,0.14,Matches
Mario Pašalić,hr CRO,"MF,FW",26.0,37,24,2002.0,22.2,13.0,6.0,19.0,13.0,0.0,0.0,3.0,0.0,8.7,8.7,5.7,14.4,38.0,105.0,142.0,0.58,0.27,0.85,0.58,0.85,0.39,0.26,0.65,0.39,0.65,Matches
Teun Koopmeiners,nl NED,MF,23.0,30,23,2126.0,23.6,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,1.7,1.7,5.3,6.9,38.0,162.0,81.0,0.17,0.04,0.21,0.17,0.21,0.07,0.22,0.29,0.07,0.29,Matches
Merih Demiral,tr TUR,DF,23.0,28,22,1917.0,21.3,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,2.4,2.4,0.7,3.1,3.0,25.0,7.0,0.05,0.09,0.14,0.05,0.14,0.11,0.03,0.15,0.11,0.15,Matches
Duván Zapata,co COL,FW,30.0,24,20,1722.0,19.1,10.0,4.0,14.0,7.0,3.0,3.0,3.0,0.0,13.5,11.2,4.4,15.6,66.0,47.0,213.0,0.52,0.21,0.73,0.37,0.57,0.71,0.23,0.94,0.58,0.81,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",28.0,30,19,1592.0,17.7,6.0,5.0,11.0,6.0,0.0,0.0,10.0,0.0,3.3,3.3,5.9,9.2,59.0,111.0,141.0,0.34,0.28,0.62,0.34,0.62,0.19,0.33,0.52,0.19,0.52,Matches
Matteo Pessina,it ITA,"MF,FW",24.0,27,18,1438.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,1.4,3.8,40.0,87.0,102.0,0.06,0.06,0.13,0.06,0.13,0.15,0.09,0.24,0.15,0.24,Matches
Luis Muriel,co COL,"FW,MF",30.0,27,17,1539.0,17.1,9.0,8.0,17.0,7.0,2.0,2.0,1.0,0.0,7.1,5.6,6.0,11.6,57.0,86.0,214.0,0.53,0.47,0.99,0.41,0.88,0.42,0.35,0.77,0.33,0.68,Matches
Rafael Tolói,it ITA,DF,30.0,20,16,1438.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,0.5,1.6,12.0,90.0,14.0,0.06,0.06,0.13,0.06,0.13,0.07,0.03,0.1,0.07,0.1,Matches
Hans Hateboer,nl NED,"DF,MF",27.0,21,16,1386.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.8,2.3,37.0,73.0,121.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.15,0.09,0.15,Matches
Joakim Mæhle,dk DEN,"DF,MF",24.0,26,15,1471.0,16.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,3.1,48.0,75.0,109.0,0.06,0.06,0.12,0.06,0.12,0.13,0.06,0.19,0.13,0.19,Matches
Giuseppe Pezzella,it ITA,"DF,MF",23.0,21,10,1072.0,11.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.9,1.5,35.0,46.0,80.0,0.0,0.17,0.17,0.0,0.17,0.05,0.07,0.13,0.05,0.13,Matches
Giorgio Scalvini,it ITA,"DF,MF",17.0,18,9,763.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.9,2.2,9.0,53.0,15.0,0.12,0.0,0.12,0.12,0.12,0.16,0.1,0.26,0.16,0.26,Matches
Josip Iličić,si SVN,"MF,FW",33.0,20,8,841.0,9.3,3.0,3.0,6.0,3.0,0.0,1.0,1.0,0.0,3.1,2.4,3.3,5.7,43.0,70.0,98.0,0.32,0.32,0.64,0.32,0.64,0.34,0.36,0.69,0.25,0.61,Matches
Aleksei Miranchuk,ru RUS,"MF,FW",25.0,19,7,772.0,8.6,2.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,2.7,4.1,31.0,34.0,65.0,0.23,0.58,0.82,0.23,0.82,0.16,0.32,0.48,0.16,0.48,Matches
Jeremie Boga,ci CIV,"FW,MF",24.0,15,7,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1,2.2,64.0,53.0,77.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.26,0.12,0.26,Matches
