Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
João Pedro,it ITA,FW,29.0,37,37,3323.0,36.9,13.0,4.0,17.0,10.0,3.0,4.0,9.0,0.0,12.3,9.3,3.1,12.4,38.0,66.0,198.0,0.35,0.11,0.46,0.27,0.38,0.33,0.08,0.42,0.25,0.34,Matches
Alessio Cragno,it ITA,GK,27.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Răzvan Marin,ro ROU,MF,25.0,36,31,2816.0,31.3,0.0,5.0,5.0,0.0,0.0,0.0,6.0,1.0,1.8,1.8,6.4,8.2,49.0,142.0,68.0,0.0,0.16,0.16,0.0,0.16,0.06,0.2,0.26,0.06,0.26,Matches
Alessandro Deiola,it ITA,MF,25.0,33,28,2129.0,23.7,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.5,2.5,1.4,3.9,12.0,70.0,51.0,0.17,0.04,0.21,0.17,0.21,0.11,0.06,0.17,0.11,0.17,Matches
Raoul Bellanova,it ITA,"DF,FW",21.0,31,27,2496.0,27.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,3.5,5.3,81.0,46.0,146.0,0.04,0.07,0.11,0.04,0.11,0.06,0.13,0.19,0.06,0.19,Matches
Dalbert Henrique,br BRA,"DF,MF",27.0,28,27,2081.0,23.1,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,1.5,1.5,2.0,3.5,33.0,53.0,96.0,0.0,0.09,0.09,0.0,0.09,0.07,0.09,0.15,0.07,0.15,Matches
Alberto Grassi,it ITA,MF,26.0,30,26,2174.0,24.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.1,1.1,2.0,3.1,13.0,76.0,25.0,0.0,0.04,0.04,0.0,0.04,0.05,0.08,0.13,0.05,0.13,Matches
Andrea Carboni,it ITA,DF,20.0,30,25,2215.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.1,0.8,29.0,97.0,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Charalampos Lykogiannis,gr GRE,"DF,FW",27.0,28,21,1817.0,20.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.1,28.0,34.0,57.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.11,0.05,0.11,Matches
Giorgio Altare,it ITA,DF,22.0,19,17,1466.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.6,1.6,13.0,71.0,10.0,0.06,0.0,0.06,0.06,0.06,0.06,0.04,0.1,0.06,0.1,Matches
Nahitan Nández,uy URU,"MF,DF",25.0,21,16,1523.0,16.9,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,2.7,3.5,60.0,64.0,104.0,0.0,0.12,0.12,0.0,0.12,0.05,0.16,0.21,0.05,0.21,Matches
Luca Ceppitelli,it ITA,DF,31.0,24,16,1445.0,16.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,3.0,35.0,5.0,0.06,0.06,0.12,0.06,0.12,0.02,0.02,0.04,0.02,0.04,Matches
Leonardo Pavoletti,it ITA,FW,32.0,33,14,1518.0,16.9,5.0,1.0,6.0,5.0,0.0,0.0,9.0,0.0,6.6,6.6,1.1,7.8,2.0,25.0,82.0,0.3,0.06,0.36,0.3,0.36,0.39,0.07,0.46,0.39,0.46,Matches
Matteo Lovato,it ITA,DF,21.0,16,14,1238.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.3,0.7,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Keita Baldé,sn SEN,FW,26.0,26,14,1229.0,13.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,3.5,3.5,0.6,4.1,14.0,22.0,73.0,0.22,0.07,0.29,0.22,0.29,0.26,0.04,0.3,0.26,0.3,Matches
Gabriele Zappa,it ITA,DF,21.0,25,11,1144.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.6,0.6,0.7,1.3,22.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches
Edoardo Goldaniga,it ITA,DF,27.0,11,11,934.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.5,3.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Gastón Pereiro,uy URU,"FW,MF",26.0,29,9,975.0,10.8,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.3,1.3,1.9,3.3,32.0,42.0,46.0,0.37,0.18,0.55,0.37,0.55,0.12,0.18,0.3,0.12,0.3,Matches
Martín Cáceres,uy URU,DF,34.0,14,9,832.0,9.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.2,0.2,0.7,0.9,8.0,34.0,7.0,0.11,0.11,0.22,0.11,0.22,0.03,0.07,0.1,0.03,0.1,Matches
