Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Andrea Consigli,it ITA,GK,34.0,37,37,3322.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gian Marco Ferrari,it ITA,DF,29.0,36,35,3124.0,34.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.8,1.8,0.5,2.3,21.0,133.0,7.0,0.03,0.0,0.03,0.03,0.03,0.05,0.01,0.07,0.05,0.07,Matches
Davide Frattesi,it ITA,MF,21.0,36,35,2854.0,31.7,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,5.9,5.9,3.6,9.6,79.0,113.0,104.0,0.13,0.09,0.22,0.13,0.22,0.19,0.11,0.3,0.19,0.3,Matches
Maxime Lopez,fr FRA,MF,23.0,35,33,2938.0,32.6,2.0,1.0,3.0,2.0,0.0,0.0,14.0,0.0,1.5,1.5,2.4,3.9,77.0,236.0,41.0,0.06,0.03,0.09,0.06,0.09,0.05,0.07,0.12,0.05,0.12,Matches
Domenico Berardi,it ITA,FW,26.0,33,33,2819.0,31.3,15.0,14.0,29.0,9.0,6.0,6.0,9.0,0.0,11.3,6.5,8.7,15.3,77.0,183.0,265.0,0.48,0.45,0.93,0.29,0.73,0.36,0.28,0.64,0.21,0.49,Matches
Giacomo Raspadori,it ITA,"MF,FW",21.0,36,32,2740.0,30.4,10.0,4.0,14.0,10.0,0.0,0.0,9.0,1.0,7.2,7.2,3.7,10.9,49.0,86.0,178.0,0.33,0.13,0.46,0.33,0.46,0.24,0.12,0.36,0.24,0.36,Matches
Vlad Chiricheș,ro ROU,DF,31.0,29,27,2300.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.0,0.5,4.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Gianluca Scamacca,it ITA,FW,22.0,36,25,2146.0,23.8,16.0,0.0,16.0,15.0,1.0,1.0,7.0,0.0,11.0,10.2,1.9,12.2,21.0,36.0,149.0,0.67,0.0,0.67,0.63,0.63,0.46,0.08,0.54,0.43,0.51,Matches
Mert Müldür,tr TUR,DF,22.0,31,24,2046.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,1.6,67.0,104.0,90.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches
Giorgos Kyriakopoulos,gr GRE,"DF,FW",25.0,29,22,1975.0,21.9,0.0,5.0,5.0,0.0,0.0,0.0,6.0,1.0,1.1,1.1,4.5,5.6,78.0,62.0,114.0,0.0,0.23,0.23,0.0,0.23,0.05,0.21,0.26,0.05,0.26,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",21.0,31,21,1775.0,19.7,7.0,2.0,9.0,7.0,0.0,0.0,3.0,0.0,5.7,5.7,3.5,9.3,90.0,110.0,134.0,0.35,0.1,0.46,0.35,0.46,0.29,0.18,0.47,0.29,0.47,Matches
