Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Mike Maignan,fr FRA,GK,26.0,32,32,2880.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches
Rafael Leão,pt POR,FW,22.0,34,31,2605.0,28.9,11.0,10.0,21.0,11.0,0.0,0.0,4.0,0.0,8.8,8.8,6.8,15.5,161.0,101.0,218.0,0.38,0.35,0.73,0.38,0.73,0.3,0.23,0.54,0.3,0.54,Matches
Sandro Tonali,it ITA,MF,21.0,36,31,2600.0,28.9,5.0,2.0,7.0,5.0,0.0,0.0,9.0,0.0,4.1,4.1,4.0,8.1,51.0,141.0,46.0,0.17,0.07,0.24,0.17,0.24,0.14,0.14,0.28,0.14,0.28,Matches
Fikayo Tomori,eng ENG,DF,23.0,31,30,2718.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.1,1.2,14.0,82.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Theo Hernández,fr FRA,DF,23.0,32,30,2711.0,30.1,5.0,5.0,10.0,4.0,1.0,2.0,7.0,2.0,3.7,2.8,5.8,8.6,120.0,116.0,140.0,0.17,0.17,0.33,0.13,0.3,0.12,0.19,0.32,0.09,0.29,Matches
Franck Kessié,ci CIV,MF,24.0,31,25,2308.0,25.6,6.0,0.0,6.0,4.0,2.0,3.0,2.0,0.0,4.4,2.0,1.7,3.7,36.0,130.0,61.0,0.23,0.0,0.23,0.16,0.16,0.17,0.06,0.24,0.08,0.14,Matches
Brahim Díaz,ma MAR,MF,21.0,31,25,1855.0,20.6,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,4.1,4.1,2.3,6.4,59.0,88.0,104.0,0.15,0.15,0.29,0.15,0.29,0.2,0.11,0.31,0.2,0.31,Matches
Davide Calabria,it ITA,DF,24.0,26,24,2119.0,23.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.8,3.8,1.8,5.6,36.0,113.0,74.0,0.08,0.08,0.17,0.08,0.17,0.16,0.08,0.24,0.16,0.24,Matches
Olivier Giroud,fr FRA,FW,34.0,29,22,1892.0,21.0,11.0,3.0,14.0,9.0,2.0,2.0,4.0,0.0,9.8,8.3,2.3,10.6,8.0,23.0,102.0,0.52,0.14,0.67,0.43,0.57,0.47,0.11,0.58,0.39,0.5,Matches
Alexis Saelemaekers,be BEL,FW,22.0,36,22,1865.0,20.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.9,2.9,3.3,6.1,63.0,54.0,161.0,0.05,0.14,0.19,0.05,0.19,0.14,0.16,0.3,0.14,0.3,Matches
Pierre Kalulu,fr FRA,DF,21.0,28,21,1944.0,21.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.6,1.0,21.0,78.0,35.0,0.05,0.09,0.14,0.05,0.14,0.02,0.03,0.05,0.02,0.05,Matches
Alessio Romagnoli,it ITA,DF,26.0,19,16,1409.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,0.1,0.7,6.0,71.0,3.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.04,0.04,0.04,Matches
Ismaël Bennacer,dz ALG,MF,23.0,31,15,1525.0,16.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,1.4,2.1,28.0,140.0,34.0,0.12,0.06,0.18,0.12,0.18,0.04,0.08,0.12,0.04,0.12,Matches
Rade Krunić,ba BIH,"MF,FW",27.0,28,15,1416.0,15.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.7,2.4,20.0,48.0,54.0,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.15,0.05,0.15,Matches
Junior Messias,br BRA,"FW,MF",30.0,26,14,1428.0,15.9,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,3.5,3.5,1.8,5.3,63.0,45.0,124.0,0.32,0.13,0.44,0.32,0.44,0.22,0.11,0.33,0.22,0.33,Matches
Alessandro Florenzi,it ITA,"DF,FW",30.0,24,12,1152.0,12.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,0.9,1.6,30.0,68.0,51.0,0.16,0.0,0.16,0.16,0.16,0.06,0.07,0.13,0.06,0.13,Matches
Zlatan Ibrahimović,se SWE,FW,39.0,23,11,1016.0,11.3,8.0,2.0,10.0,8.0,0.0,1.0,2.0,0.0,7.2,6.4,2.1,8.5,13.0,50.0,99.0,0.71,0.18,0.89,0.71,0.89,0.64,0.18,0.82,0.57,0.75,Matches
Simon Kjær,dk DEN,DF,32.0,11,10,802.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches
Ante Rebić,hr CRO,FW,27.0,24,6,891.0,9.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.4,2.4,4.8,7.2,36.0,38.0,80.0,0.2,0.2,0.4,0.2,0.4,0.24,0.48,0.73,0.24,0.73,Matches
