Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Lassana Coulibaly,ml MLI,MF,26.0,35,34,2892.0,32.1,3.0,3.0,6.0,3.0,0.0,0.0,12.0,0.0,0.8,0.8,1.8,2.6,52.0,120.0,59.0,0.09,0.09,0.19,0.09,0.19,0.03,0.06,0.08,0.03,0.08,Matches
Antonio Candreva,it ITA,"MF,DF",35.0,35,32,2726.0,30.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,1.0,3.7,3.7,4.7,8.3,71.0,135.0,171.0,0.23,0.13,0.36,0.23,0.36,0.12,0.15,0.27,0.12,0.27,Matches
Boulaye Dia,sn SEN,"FW,MF",25.0,33,27,2518.0,28.0,16.0,6.0,22.0,15.0,1.0,1.0,4.0,0.0,8.8,8.0,3.1,11.1,48.0,50.0,140.0,0.57,0.21,0.79,0.54,0.75,0.31,0.11,0.43,0.29,0.4,Matches
Tonny Vilhena,nl NED,MF,27.0,33,27,2265.0,25.2,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.4,2.4,1.7,4.1,30.0,80.0,59.0,0.16,0.04,0.2,0.16,0.2,0.1,0.07,0.16,0.1,0.16,Matches
Domagoj Bradarić,hr CRO,DF,22.0,31,24,2250.0,25.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,2.3,2.5,63.0,52.0,107.0,0.0,0.12,0.12,0.0,0.12,0.01,0.09,0.1,0.01,0.1,Matches
Flavius Daniliuc,at AUT,DF,21.0,27,23,2195.0,24.4,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,0.5,1.2,14.0,70.0,5.0,0.0,0.08,0.08,0.0,0.08,0.03,0.02,0.05,0.03,0.05,Matches
Krzysztof Piątek,pl POL,FW,27.0,33,23,2140.0,23.8,4.0,5.0,9.0,3.0,1.0,1.0,5.0,0.0,8.3,7.6,2.1,9.7,27.0,33.0,121.0,0.17,0.21,0.38,0.13,0.34,0.35,0.09,0.44,0.32,0.41,Matches
Pasquale Mazzocchi,it ITA,DF,27.0,27,23,1958.0,21.8,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,2.6,3.9,70.0,60.0,102.0,0.09,0.14,0.23,0.09,0.23,0.06,0.12,0.18,0.06,0.18,Matches
Lorenzo Pirola,it ITA,DF,20.0,26,23,1941.0,21.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,0.4,1.9,13.0,43.0,4.0,0.09,0.0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,Matches
Norbert Gyömbér,sk SVK,DF,30.0,27,23,1740.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.6,1.4,5.0,45.0,2.0,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07,Matches
Guillermo Ochoa,mx MEX,GK,37.0,20,20,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
