Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Vanja Milinković-Savić,rs SRB,GK,25.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Alessandro Buongiorno,it ITA,DF,23.0,34,30,2721.0,30.2,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,2.2,2.2,1.3,3.6,13.0,81.0,19.0,0.03,0.07,0.1,0.03,0.1,0.07,0.04,0.12,0.07,0.12,Matches
Ricardo Rodríguez,ch SUI,DF,29.0,35,30,2670.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.9,2.4,49.0,133.0,51.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Matches
Nikola Vlašić,hr CRO,"MF,FW",24.0,34,29,2728.0,30.3,5.0,6.0,11.0,5.0,0.0,0.0,1.0,0.0,4.3,4.3,4.1,8.4,85.0,106.0,210.0,0.16,0.2,0.36,0.16,0.36,0.14,0.14,0.28,0.14,0.28,Matches
Antonio Sanabria,py PAR,FW,26.0,33,28,2433.0,27.0,12.0,4.0,16.0,11.0,1.0,1.0,4.0,0.0,9.3,8.5,3.0,11.5,17.0,46.0,139.0,0.44,0.15,0.59,0.41,0.55,0.34,0.11,0.45,0.32,0.42,Matches
Perr Schuurs,nl NED,DF,22.0,30,28,2326.0,25.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,0.9,1.8,14.0,56.0,2.0,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.07,0.04,0.07,Matches
Koffi Djidji,ci CIV,DF,29.0,34,26,2424.0,26.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.1,1.1,11.0,83.0,13.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,Matches
Aleksei Miranchuk,ru RUS,MF,26.0,29,24,2089.0,23.2,4.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,2.9,2.9,4.2,7.1,47.0,99.0,105.0,0.17,0.22,0.39,0.17,0.39,0.12,0.18,0.3,0.12,0.3,Matches
Wilfried Singo,ci CIV,DF,21.0,31,24,2046.0,22.7,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,2.7,2.7,1.9,4.6,54.0,67.0,93.0,0.09,0.04,0.13,0.09,0.13,0.12,0.08,0.2,0.12,0.2,Matches
Samuele Ricci,it ITA,MF,20.0,28,23,2070.0,23.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.7,1.7,1.8,3.5,43.0,104.0,31.0,0.09,0.04,0.13,0.09,0.13,0.07,0.08,0.15,0.07,0.15,Matches
Karol Linetty,pl POL,MF,27.0,32,22,1886.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.9,1.9,27.0,73.0,32.0,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.09,0.05,0.09,Matches
Mërgim Vojvoda,xk KVX,DF,27.0,29,18,1719.0,19.1,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,3.7,5.3,30.0,125.0,81.0,0.0,0.26,0.26,0.0,0.26,0.08,0.19,0.27,0.08,0.27,Matches
Nemanja Radonjić,rs SRB,"MF,FW",26.0,28,16,1461.0,16.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0,1.7,6.6,86.0,42.0,163.0,0.12,0.12,0.25,0.12,0.25,0.31,0.1,0.41,0.31,0.41,Matches
Valentino Lazaro,at AUT,DF,26.0,23,15,1373.0,15.3,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,2.7,3.1,44.0,74.0,84.0,0.0,0.2,0.2,0.0,0.2,0.03,0.18,0.21,0.03,0.21,Matches
Saša Lukić,rs SRB,MF,25.0,16,13,1195.0,13.3,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.7,0.9,1.4,2.3,26.0,44.0,33.0,0.15,0.0,0.15,0.08,0.08,0.13,0.11,0.23,0.07,0.18,Matches
Ivan Ilić,rs SRB,MF,21.0,14,13,1177.0,13.1,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,29.0,66.0,28.0,0.15,0.15,0.31,0.15,0.31,0.02,0.08,0.1,0.02,0.1,Matches
Ola Aina,ng NGA,DF,25.0,19,9,876.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,2.1,2.9,35.0,43.0,43.0,0.1,0.1,0.21,0.1,0.21,0.08,0.21,0.29,0.08,0.29,Matches
Yann Karamoh,fr FRA,"MF,FW",24.0,21,7,716.0,8.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.3,3.3,0.7,4.0,27.0,12.0,74.0,0.5,0.0,0.5,0.5,0.5,0.41,0.09,0.5,0.41,0.5,Matches
Demba Seck,sn SEN,"MF,FW",21.0,19,6,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,29.0,17.0,42.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.2,Matches
Pietro Pellegri,it ITA,FW,21.0,18,4,465.0,5.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.5,2.0,4.0,8.0,50.0,0.39,0.0,0.39,0.39,0.39,0.29,0.1,0.39,0.29,0.39,Matches
David Zima,cz CZE,DF,21.0,9,4,406.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,3.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.17,0.19,Matches
Andrew Gravillon,gp GLP,DF,24.0,7,4,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michel Ndary Adopo,fr FRA,"MF,DF",22.0,9,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Gvidas Gineitis,lt LTU,MF,18.0,3,2,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Emirhan İlkhan,tr TUR,MF,18.0,4,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.14,0.05,0.14,Matches
Brian Bayeye,cd COD,DF,22.0,2,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Jacopo Segre,it ITA,DF,25.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronaldo Vieira,eng ENG,MF,24.0,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Etrit Berisha,al ALB,GK,33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Aaron Ciammaglichella,it ITA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ali Dembélé,fr FRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
