Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Marco Silvestri,it ITA,GK,31.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Walace,br BRA,MF,27.0,37,37,3190.0,35.4,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,1.7,2.8,47.0,170.0,36.0,0.0,0.03,0.03,0.0,0.03,0.03,0.05,0.08,0.03,0.08,Matches
Roberto Pereyra,ar ARG,"DF,MF",31.0,34,33,2820.0,31.3,5.0,7.0,12.0,5.0,0.0,1.0,7.0,0.0,4.7,3.9,5.5,9.5,66.0,143.0,186.0,0.16,0.22,0.38,0.16,0.38,0.15,0.18,0.33,0.13,0.3,Matches
Nehuén Pérez,ar ARG,DF,22.0,34,33,2818.0,31.3,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,1.0,1.0,0.5,1.5,23.0,101.0,26.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
Jaka Bijol,si SVN,DF,23.0,32,32,2728.0,30.3,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,2.2,2.2,1.6,3.9,3.0,66.0,7.0,0.1,0.07,0.16,0.1,0.16,0.07,0.05,0.13,0.07,0.13,Matches
Destiny Udogie,it ITA,DF,19.0,33,31,2704.0,30.0,3.0,4.0,7.0,3.0,0.0,0.0,5.0,0.0,2.9,2.9,4.2,7.1,109.0,106.0,155.0,0.1,0.13,0.23,0.1,0.23,0.1,0.14,0.24,0.1,0.24,Matches
Rodrigo Becão,br BRA,DF,26.0,28,28,2484.0,27.6,2.0,1.0,3.0,2.0,0.0,0.0,11.0,1.0,1.5,1.5,0.6,2.1,19.0,98.0,48.0,0.07,0.04,0.11,0.07,0.11,0.05,0.02,0.08,0.05,0.08,Matches
Sandi Lovrić,si SVN,MF,24.0,37,28,2335.0,25.9,5.0,6.0,11.0,5.0,0.0,0.0,4.0,0.0,4.8,4.8,3.2,8.0,42.0,105.0,90.0,0.19,0.23,0.42,0.19,0.42,0.18,0.12,0.31,0.18,0.31,Matches
Beto,gw GNB,FW,24.0,33,23,2129.0,23.7,10.0,1.0,11.0,9.0,1.0,1.0,2.0,0.0,10.9,10.1,2.6,12.6,25.0,13.0,121.0,0.42,0.04,0.47,0.38,0.42,0.46,0.11,0.57,0.43,0.53,Matches
Isaac Success,ng NGA,FW,26.0,30,21,1815.0,20.2,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,3.3,3.3,4.0,7.3,37.0,53.0,200.0,0.05,0.3,0.35,0.05,0.35,0.17,0.2,0.36,0.17,0.36,Matches
Lazar Samardzic,rs SRB,MF,20.0,37,19,1848.0,20.5,5.0,4.0,9.0,5.0,0.0,0.0,1.0,0.0,2.4,2.4,3.7,6.1,34.0,100.0,65.0,0.24,0.19,0.44,0.24,0.44,0.12,0.18,0.3,0.12,0.3,Matches
Kingsley Ehizibue,nl NED,DF,27.0,27,16,1535.0,17.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,2.0,0.9,3.0,29.0,40.0,69.0,0.12,0.0,0.12,0.12,0.12,0.12,0.06,0.17,0.12,0.17,Matches
Gerard Deulofeu,es ESP,FW,28.0,16,15,1211.0,13.5,2.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,5.1,5.1,4.4,9.5,72.0,82.0,118.0,0.15,0.45,0.59,0.15,0.59,0.38,0.33,0.7,0.38,0.7,Matches
Tolgay Arslan,de GER,MF,31.0,36,12,1211.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.2,2.2,1.6,3.8,45.0,77.0,37.0,0.07,0.0,0.07,0.07,0.07,0.16,0.12,0.29,0.16,0.29,Matches
Jean-Victor Makengo,fr FRA,MF,24.0,16,11,805.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.8,18.0,36.0,31.0,0.0,0.11,0.11,0.0,0.11,0.04,0.05,0.09,0.04,0.09,Matches
