Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Lorenzo Montipò,it ITA,GK,26.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adrien Tameze,cm CMR,MF,28.0,37,35,3031.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,1.8,32.0,103.0,58.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,Matches
Isak Hien,se SWE,DF,23.0,32,28,2607.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.3,0.3,0.1,0.4,17.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Darko Lazović,rs SRB,"MF,DF",31.0,30,27,2242.0,24.9,4.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,3.6,3.6,6.4,10.0,72.0,81.0,167.0,0.16,0.2,0.36,0.16,0.36,0.14,0.26,0.4,0.14,0.4,Matches
Fabio Depaoli,it ITA,DF,25.0,31,24,2173.0,24.1,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,1.7,1.7,1.2,2.9,28.0,66.0,76.0,0.08,0.08,0.17,0.08,0.17,0.07,0.05,0.12,0.07,0.12,Matches
Paweł Dawidowicz,pl POL,DF,27.0,23,20,1632.0,18.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.1,1.1,0.8,1.9,20.0,60.0,17.0,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.11,0.06,0.11,Matches
Giangiacomo Magnani,it ITA,DF,26.0,24,19,1532.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.5,0.5,0.2,0.7,5.0,32.0,5.0,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04,Matches
Davide Faraoni,it ITA,DF,30.0,23,19,1485.0,16.5,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,2.7,2.7,1.0,3.7,11.0,54.0,33.0,0.12,0.18,0.3,0.12,0.3,0.17,0.06,0.23,0.17,0.23,Matches
Federico Ceccherini,it ITA,DF,30.0,22,18,1417.0,15.7,2.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,0.8,0.8,0.2,1.0,25.0,53.0,20.0,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,Matches
Kevin Lasagna,it ITA,"FW,MF",29.0,26,17,1572.0,17.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,6.0,6.0,1.7,7.7,36.0,19.0,105.0,0.06,0.11,0.17,0.06,0.17,0.35,0.09,0.44,0.35,0.44,Matches
Josh Doig,sct SCO,DF,20.0,22,15,1354.0,15.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.2,3.0,41.0,27.0,61.0,0.13,0.2,0.33,0.13,0.33,0.12,0.08,0.2,0.12,0.2,Matches
Milan Đurić,ba BIH,FW,32.0,28,14,1366.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.3,2.7,2.0,29.0,72.0,0.07,0.07,0.13,0.07,0.13,0.09,0.08,0.18,0.09,0.18,Matches
Miguel Veloso,pt POR,MF,36.0,22,14,1163.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,2.1,2.6,17.0,84.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,Matches
Thomas Henry,fr FRA,FW,27.0,16,13,1030.0,11.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.1,2.8,3.0,18.0,58.0,0.17,0.0,0.17,0.17,0.17,0.15,0.09,0.24,0.15,0.24,Matches
Simone Verdi,it ITA,"MF,FW",30.0,24,12,1096.0,12.2,5.0,0.0,5.0,4.0,1.0,1.0,3.0,0.0,2.6,1.8,2.1,3.9,34.0,46.0,57.0,0.41,0.0,0.41,0.33,0.33,0.21,0.18,0.39,0.15,0.32,Matches
Diego Coppola,it ITA,DF,18.0,19,11,1177.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.0,0.3,9.0,42.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Ondrej Duda,sk SVK,MF,27.0,15,11,1061.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.3,1.1,15.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches
Koray Günter,de GER,DF,27.0,13,11,1003.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,1.9,7.0,36.0,3.0,0.09,0.0,0.09,0.09,0.09,0.08,0.08,0.17,0.08,0.17,Matches
Ivan Ilić,rs SRB,MF,21.0,11,10,851.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.4,18.0,39.0,20.0,0.0,0.11,0.11,0.0,0.11,0.04,0.1,0.14,0.04,0.14,Matches
Cyril Ngonge,be BEL,"MF,FW",22.0,14,9,745.0,8.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.6,2.5,18.0,13.0,40.0,0.36,0.12,0.48,0.36,0.48,0.24,0.07,0.31,0.24,0.31,Matches
Yayah Kallon,sl SLE,"MF,FW",21.0,22,8,860.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,1.5,3.2,33.0,22.0,64.0,0.1,0.1,0.21,0.1,0.21,0.17,0.16,0.33,0.17,0.33,Matches
Adolfo Gaich,ar ARG,FW,23.0,16,8,726.0,8.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.5,2.5,0.4,2.9,6.0,11.0,33.0,0.25,0.0,0.25,0.25,0.25,0.31,0.05,0.36,0.31,0.36,Matches
Filippo Terracciano,it ITA,"DF,MF",19.0,20,7,821.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.4,16.0,37.0,24.0,0.0,0.11,0.11,0.0,0.11,0.02,0.14,0.16,0.02,0.16,Matches
Ibrahim Sulemana,gh GHA,MF,19.0,16,6,651.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.6,4.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
Oliver Abildgaard,dk DEN,MF,26.0,13,6,592.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.6,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches
Martin Hongla,cm CMR,MF,24.0,9,6,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.3,0.5,6.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches
Juan David Cabal,co COL,DF,21.0,11,3,444.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,4.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Ajdin Hrustic,au AUS,MF,26.0,6,3,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,7.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.13,0.24,0.37,0.13,0.37,Matches
Jayden Braaf,nl NED,"MF,FW",19.0,6,2,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,10.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28,Matches
Roberto Piccoli,it ITA,FW,21.0,7,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19,0.08,0.27,0.19,0.27,Matches
Panagiotis Retsos,gr GRE,DF,23.0,2,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,Matches
Simone Perilli,it ITA,GK,27.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Amione,ar ARG,DF,20.0,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antonín Barák,cz CZE,MF,27.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Deyovaisio Zeefuik,nl NED,DF,24.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Cortinovis,it ITA,MF,21.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Berardi,it ITA,GK,31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Davide Bragantini,it ITA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Federico Caia,it ITA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Denis Cazzadori,it ITA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mattia Chiesa,it ITA,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Alphadjo Cissè,it ITA,MF,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Joselito,es ESP,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mateusz Praszelik,pl POL,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Manuel Ravasio,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Giacomo Toniolo,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.6,38,418,3420.0,38.0,29.0,22.0,51.0,28.0,1.0,1.0,103.0,3.0,35.8,35.1,28.1,63.2,503.0,1063.0,1051.0,0.76,0.58,1.34,0.74,1.32,0.94,0.74,1.68,0.92,1.66,
Opponent Total,,,26.6,38,418,3420.0,38.0,56.0,48.0,104.0,55.0,1.0,2.0,69.0,5.0,49.9,48.4,39.2,87.6,603.0,1494.0,1480.0,1.47,1.26,2.74,1.45,2.71,1.31,1.03,2.35,1.27,2.3,
