Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Mehdi Bourabia,ma MAR,MF,30.0,37,36,2771.0,30.8,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,4.4,6.5,37.0,113.0,58.0,0.03,0.1,0.13,0.03,0.13,0.07,0.14,0.21,0.07,0.21,Matches
Emmanuel Gyasi,gh GHA,"FW,DF",28.0,35,35,2810.0,31.2,2.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,4.0,4.0,1.9,5.9,35.0,52.0,154.0,0.06,0.0,0.06,0.06,0.06,0.13,0.06,0.19,0.13,0.19,Matches
Dimitris Nikolaou,gr GRE,DF,23.0,36,34,2958.0,32.9,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.8,0.8,0.9,1.7,20.0,105.0,15.0,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.05,Matches
Bartłomiej Drągowski,pl POL,GK,24.0,34,34,2946.0,32.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches
Ethan Ampadu,wls WAL,"DF,MF",21.0,31,31,2639.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,1.1,1.1,1.1,2.2,28.0,125.0,10.0,0.0,0.03,0.03,0.0,0.03,0.04,0.04,0.07,0.04,0.07,Matches
M'Bala Nzola,ao ANG,FW,25.0,31,29,2653.0,29.5,13.0,2.0,15.0,10.0,3.0,3.0,8.0,0.0,11.0,8.6,2.5,11.1,50.0,50.0,215.0,0.44,0.07,0.51,0.34,0.41,0.37,0.09,0.46,0.29,0.38,Matches
Kelvin Amian,fr FRA,DF,24.0,30,26,2372.0,26.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,2.7,2.7,2.3,5.0,53.0,102.0,72.0,0.0,0.04,0.04,0.0,0.04,0.1,0.09,0.19,0.1,0.19,Matches
Arkadiusz Reca,pl POL,DF,27.0,30,24,2173.0,24.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,2.2,3.2,82.0,79.0,94.0,0.04,0.04,0.08,0.04,0.08,0.04,0.09,0.13,0.04,0.13,Matches
Kevin Agudelo,co COL,"MF,FW",23.0,34,23,2131.0,23.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,3.0,4.5,81.0,110.0,100.0,0.0,0.04,0.04,0.0,0.04,0.06,0.13,0.19,0.06,0.19,Matches
Albin Ekdal,se SWE,MF,33.0,31,18,1734.0,19.3,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,2.9,2.9,1.6,4.4,15.0,80.0,35.0,0.0,0.1,0.1,0.0,0.1,0.15,0.08,0.23,0.15,0.23,Matches
Jakub Kiwior,pl POL,DF,22.0,17,17,1443.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.8,13.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Emil Holm,se SWE,DF,22.0,20,17,1393.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,1.3,2.5,41.0,40.0,82.0,0.06,0.06,0.13,0.06,0.13,0.08,0.08,0.16,0.08,0.16,Matches
Simone Bastoni,it ITA,"MF,DF",25.0,19,15,1189.0,13.2,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,1.1,1.1,1.7,2.8,20.0,32.0,65.0,0.15,0.3,0.45,0.15,0.45,0.08,0.13,0.21,0.08,0.21,Matches
Mattia Caldara,it ITA,DF,28.0,20,13,1253.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,0.0,0.8,5.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Przemysław Wiśniewski,pl POL,DF,24.0,14,11,1003.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.7,1.9,2.0,24.0,1.0,0.09,0.0,0.09,0.09,0.09,0.11,0.06,0.17,0.11,0.17,Matches
Daniele Verde,it ITA,"FW,MF",26.0,25,11,998.0,11.1,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.9,2.1,1.3,3.4,18.0,42.0,57.0,0.27,0.0,0.27,0.18,0.18,0.26,0.12,0.38,0.19,0.31,Matches
Salvatore Esposito,it ITA,MF,21.0,15,10,971.0,10.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,1.5,2.2,4.0,51.0,11.0,0.09,0.0,0.09,0.09,0.09,0.06,0.14,0.21,0.06,0.21,Matches
Eldor Shomurodov,uz UZB,FW,27.0,15,9,809.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.8,2.8,1.4,4.2,7.0,15.0,53.0,0.11,0.11,0.22,0.11,0.22,0.31,0.15,0.46,0.31,0.46,Matches
Viktor Kovalenko,ua UKR,MF,26.0,18,7,548.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,0.6,2.2,4.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.36,0.26,0.36,Matches
Daniel Maldini,it ITA,"FW,MF",20.0,18,4,628.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,0.5,1.7,13.0,10.0,34.0,0.29,0.0,0.29,0.29,0.29,0.17,0.07,0.24,0.17,0.24,Matches
Petko Hristov,bg BUL,DF,23.0,9,4,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Jeroen Zoet,nl NED,GK,31.0,5,4,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Szymon Żurkowski,pl POL,MF,24.0,10,3,427.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Mikael Ellertsson,is ISL,"MF,DF",20.0,11,1,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.2,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches
