Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Ivan Provedel,it ITA,GK,28.0,38,37,3413.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Anderson,br BRA,FW,29.0,38,35,2958.0,32.9,9.0,2.0,11.0,9.0,0.0,0.0,3.0,0.0,6.0,6.0,4.8,10.9,83.0,114.0,224.0,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33,Matches
Sergej Milinković-Savić,rs SRB,MF,27.0,36,34,3022.0,33.6,9.0,8.0,17.0,9.0,0.0,0.0,10.0,0.0,6.8,6.8,7.1,13.9,47.0,166.0,129.0,0.27,0.24,0.51,0.27,0.51,0.2,0.21,0.41,0.2,0.41,Matches
Alessio Romagnoli,it ITA,DF,27.0,34,33,2922.0,32.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.4,1.4,0.1,1.6,3.0,62.0,3.0,0.06,0.0,0.06,0.06,0.06,0.04,0.0,0.05,0.04,0.05,Matches
Mattia Zaccagni,it ITA,FW,27.0,35,33,2770.0,30.8,10.0,6.0,16.0,9.0,1.0,1.0,9.0,0.0,6.7,5.9,4.5,10.4,118.0,76.0,282.0,0.32,0.19,0.52,0.29,0.49,0.22,0.15,0.36,0.19,0.34,Matches
Adam Marušić,me MNE,DF,29.0,33,31,2760.0,30.7,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.7,0.7,1.1,1.8,38.0,116.0,43.0,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.06,0.02,0.06,Matches
Luis Alberto,es ESP,MF,29.0,35,27,2442.0,27.1,6.0,7.0,13.0,5.0,1.0,2.0,4.0,0.0,4.4,2.7,7.0,9.7,73.0,248.0,94.0,0.22,0.26,0.48,0.18,0.44,0.16,0.26,0.42,0.1,0.36,Matches
Nicolò Casale,it ITA,DF,24.0,29,27,2437.0,27.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.3,0.9,11.0,70.0,3.0,0.04,0.04,0.07,0.04,0.07,0.02,0.01,0.03,0.02,0.03,Matches
Ciro Immobile,it ITA,FW,32.0,31,27,2219.0,24.7,12.0,5.0,17.0,8.0,4.0,5.0,3.0,0.0,14.2,10.3,1.9,12.2,40.0,43.0,174.0,0.49,0.2,0.69,0.32,0.53,0.57,0.08,0.65,0.42,0.49,Matches
Danilo Cataldi,it ITA,MF,27.0,29,26,1921.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.1,1.4,8.0,83.0,14.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06,Matches
Elseid Hysaj,al ALB,DF,28.0,34,22,1998.0,22.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,36.0,103.0,60.0,0.05,0.05,0.09,0.05,0.09,0.01,0.05,0.06,0.01,0.06,Matches
Manuel Lazzari,it ITA,DF,28.0,28,22,1879.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.7,1.0,98.0,64.0,74.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Pedro,es ESP,FW,35.0,36,17,1898.0,21.1,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,3.4,3.4,2.6,6.1,64.0,52.0,144.0,0.19,0.14,0.33,0.19,0.33,0.16,0.13,0.29,0.16,0.29,Matches
Matías Vecino,uy URU,MF,30.0,32,17,1691.0,18.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,0.5,3.0,22.0,88.0,17.0,0.11,0.0,0.11,0.11,0.11,0.13,0.03,0.16,0.13,0.16,Matches
Patric,es ESP,DF,29.0,18,16,1413.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Marcos Antônio,br BRA,MF,22.0,16,6,594.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,1.5,1.0,25.0,8.0,0.15,0.15,0.3,0.15,0.3,0.18,0.04,0.23,0.18,0.23,Matches
Toma Bašić,hr CRO,MF,25.0,25,4,513.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,0.4,2.2,14.0,22.0,29.0,0.18,0.0,0.18,0.18,0.18,0.32,0.07,0.39,0.32,0.39,Matches
Matteo Cancellieri,it ITA,FW,20.0,20,1,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.4,0.8,15.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches
Luca Pellegrini,it ITA,DF,23.0,7,1,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,Matches
Luka Romero,ar ARG,FW,17.0,6,1,151.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.9,4.0,4.0,21.0,0.6,0.0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55,Matches
Luís Maximiano,pt POR,GK,23.0,1,1,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mario Gila,es ESP,DF,21.0,4,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Bertini,it ITA,MF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ștefan Radu,ro ROU,FW,35.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marius Adamonis,lt LTU,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Djavan Anderson,nl NED,"DF,MF",27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mohamed Fares,dz ALG,"DF,FW",26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Romano Floriani,it ITA,"DF,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Diego González,py PAR,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Dimitrije Kamenović,rs SRB,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Federico Magro,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Raúl Moro,es ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Fabio Ruggeri,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.6,38,418,3420.0,38.0,59.0,37.0,96.0,53.0,6.0,8.0,87.0,2.0,51.1,44.9,34.3,79.2,683.0,1381.0,1368.0,1.55,0.97,2.53,1.39,2.37,1.35,0.9,2.25,1.18,2.08,
Opponent Total,,,26.5,38,418,3420.0,38.0,29.0,21.0,50.0,28.0,1.0,2.0,108.0,7.0,41.3,39.8,31.5,71.3,598.0,1302.0,1289.0,0.76,0.55,1.32,0.74,1.29,1.09,0.83,1.92,1.05,1.88,
