Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Nicolò Barella,it ITA,MF,25.0,35,31,2613.0,29.0,6.0,6.0,12.0,6.0,0.0,0.0,6.0,0.0,3.2,3.2,5.6,8.8,76.0,214.0,162.0,0.21,0.21,0.41,0.21,0.41,0.11,0.19,0.3,0.11,0.3,Matches
Hakan Çalhanoğlu,tr TUR,MF,28.0,33,28,2363.0,26.3,3.0,6.0,9.0,2.0,1.0,1.0,3.0,0.0,3.1,2.3,5.0,7.3,46.0,172.0,68.0,0.11,0.23,0.34,0.08,0.3,0.12,0.19,0.31,0.09,0.28,Matches
Lautaro Martínez,ar ARG,FW,24.0,38,27,2576.0,28.6,21.0,6.0,27.0,20.0,1.0,2.0,3.0,0.0,18.1,16.5,5.4,21.9,49.0,83.0,172.0,0.73,0.21,0.94,0.7,0.91,0.63,0.19,0.82,0.58,0.76,Matches
Alessandro Bastoni,it ITA,DF,23.0,29,26,2157.0,24.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.7,3.7,47.0,141.0,44.0,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,Matches
Federico Dimarco,it ITA,DF,24.0,33,26,2069.0,23.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,3.1,3.1,6.9,9.9,45.0,88.0,189.0,0.17,0.13,0.3,0.17,0.3,0.13,0.3,0.43,0.13,0.43,Matches
Francesco Acerbi,it ITA,DF,34.0,31,25,2425.0,26.9,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.1,2.1,39.0,100.0,32.0,0.0,0.07,0.07,0.0,0.07,0.04,0.04,0.08,0.04,0.08,Matches
Denzel Dumfries,nl NED,DF,26.0,34,25,2218.0,24.6,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,3.6,3.6,4.9,8.5,62.0,59.0,172.0,0.04,0.16,0.2,0.04,0.2,0.15,0.2,0.35,0.15,0.35,Matches
André Onana,cm CMR,GK,26.0,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matteo Darmian,it ITA,DF,32.0,31,24,2025.0,22.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.9,2.9,22.0,88.0,96.0,0.04,0.09,0.13,0.04,0.13,0.04,0.09,0.13,0.04,0.13,Matches
Henrikh Mkhitaryan,am ARM,MF,33.0,31,24,1986.0,22.1,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,2.8,2.8,2.1,4.9,48.0,133.0,74.0,0.14,0.09,0.23,0.14,0.23,0.13,0.1,0.22,0.13,0.22,Matches
Stefan de Vrij,nl NED,DF,30.0,27,22,1945.0,21.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,0.2,2.4,13.0,55.0,0.0,0.05,0.0,0.05,0.05,0.05,0.1,0.01,0.11,0.1,0.11,Matches
Milan Škriniar,sk SVK,DF,27.0,21,20,1769.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,0.3,1.1,16.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Marcelo Brozović,hr CRO,MF,29.0,28,19,1770.0,19.7,3.0,5.0,8.0,3.0,0.0,0.0,8.0,0.0,2.5,2.5,2.8,5.3,29.0,114.0,35.0,0.15,0.25,0.41,0.15,0.41,0.13,0.14,0.27,0.13,0.27,Matches
Romelu Lukaku,be BEL,FW,29.0,25,19,1660.0,18.4,10.0,6.0,16.0,8.0,2.0,2.0,1.0,0.0,9.0,7.4,4.1,11.5,34.0,41.0,159.0,0.54,0.33,0.87,0.43,0.76,0.49,0.22,0.71,0.4,0.62,Matches
Edin Džeko,ba BIH,FW,36.0,33,18,1732.0,19.2,9.0,3.0,12.0,9.0,0.0,0.0,3.0,0.0,9.7,9.7,3.2,13.0,32.0,67.0,150.0,0.47,0.16,0.62,0.47,0.62,0.5,0.17,0.67,0.5,0.67,Matches
Samir Handanović,si SVN,GK,38.0,14,14,1234.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joaquín Correa,ar ARG,FW,27.0,26,12,950.0,10.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.4,3.4,1.3,4.7,19.0,29.0,61.0,0.28,0.09,0.38,0.28,0.38,0.33,0.12,0.45,0.33,0.45,Matches
Robin Gosens,de GER,DF,28.0,32,11,1184.0,13.2,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,2.4,5.3,29.0,41.0,102.0,0.23,0.0,0.23,0.23,0.23,0.23,0.18,0.41,0.23,0.41,Matches
Danilo D'Ambrosio,it ITA,DF,33.0,15,8,733.0,8.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.7,0.9,8.0,34.0,17.0,0.0,0.25,0.25,0.0,0.25,0.03,0.08,0.11,0.03,0.11,Matches
Roberto Gagliardini,it ITA,MF,28.0,19,7,783.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.9,0.9,0.3,1.1,20.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches
Kristjan Asllani,al ALB,MF,20.0,20,5,592.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.9,1.5,6.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.22,0.08,0.22,Matches
Raoul Bellanova,it ITA,DF,22.0,18,3,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.0,25.0,12.0,37.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.19,0.12,0.19,Matches
Mattia Zanotti,it ITA,DF,19.0,2,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches
Alex Cordaz,it ITA,GK,39.0,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Valentin Carboni,ar ARG,"MF,DF",17.0,5,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Lucien Agoume,fr FRA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ebenezer Akinsanmiro,ng NGA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nikolaos Botis,gr GRE,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Gabriel Brazão,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Dennis Curatolo,it ITA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Alessandro Fontanarosa,it ITA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Eddie Salcedo,it ITA,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Aleksandar Stanković,rs SRB,MF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.8,38,418,3420.0,38.0,68.0,50.0,118.0,64.0,4.0,5.0,65.0,3.0,68.0,64.5,51.8,116.3,668.0,1624.0,1613.0,1.79,1.32,3.11,1.68,3.0,1.79,1.36,3.15,1.7,3.06,
Opponent Total,,,26.5,38,418,3420.0,38.0,39.0,34.0,73.0,36.0,3.0,3.0,89.0,1.0,36.5,34.1,29.0,63.1,697.0,1227.0,1216.0,1.03,0.89,1.92,0.95,1.84,0.96,0.76,1.72,0.9,1.66,
