Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Cristiano Biraghi,it ITA,DF,29.0,33,30,2551.0,28.3,2.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,1.8,1.1,5.5,6.6,69.0,161.0,113.0,0.07,0.14,0.21,0.07,0.21,0.07,0.19,0.26,0.04,0.23,Matches
Pietro Terracciano,it ITA,GK,32.0,29,29,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dodô,br BRA,DF,23.0,33,28,2331.0,25.9,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,2.2,2.9,72.0,141.0,104.0,0.04,0.12,0.15,0.04,0.15,0.03,0.09,0.11,0.03,0.11,Matches
Lucas Martínez Quarta,ar ARG,DF,26.0,27,25,2171.0,24.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.5,2.5,0.6,3.1,19.0,119.0,6.0,0.04,0.04,0.08,0.04,0.08,0.1,0.02,0.13,0.1,0.13,Matches
Jonathan Ikone,fr FRA,FW,24.0,33,24,2007.0,22.3,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,4.1,4.1,3.7,7.8,83.0,67.0,178.0,0.18,0.18,0.36,0.18,0.36,0.18,0.17,0.35,0.18,0.35,Matches
Sofyan Amrabat,ma MAR,MF,25.0,29,24,1998.0,22.2,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.5,0.5,1.1,1.6,36.0,176.0,24.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07,Matches
Nikola Milenković,rs SRB,DF,24.0,27,23,2137.0,23.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.9,1.9,0.5,2.4,9.0,78.0,3.0,0.08,0.04,0.13,0.08,0.13,0.08,0.02,0.1,0.08,0.1,Matches
Igor,br BRA,DF,24.0,27,23,2057.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.5,0.5,0.2,0.8,19.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Rolando Mandragora,it ITA,MF,25.0,29,22,1950.0,21.7,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,1.5,1.5,4.9,6.4,18.0,142.0,59.0,0.09,0.18,0.28,0.09,0.28,0.07,0.23,0.3,0.07,0.3,Matches
