Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Tommaso Augello,it ITA,DF,27.0,37,35,3061.0,34.0,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,3.9,4.8,84.0,119.0,153.0,0.06,0.15,0.21,0.06,0.21,0.03,0.11,0.14,0.03,0.14,Matches
Tomás Rincón,ve VEN,MF,34.0,34,30,2555.0,28.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.6,0.6,1.2,1.8,27.0,122.0,35.0,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.06,0.02,0.06,Matches
Mehdi Léris,dz ALG,"MF,DF",24.0,32,29,2460.0,27.3,1.0,1.0,2.0,1.0,0.0,0.0,13.0,0.0,3.4,3.4,1.8,5.2,56.0,62.0,165.0,0.04,0.04,0.07,0.04,0.07,0.13,0.07,0.19,0.13,0.19,Matches
Manolo Gabbiadini,it ITA,"FW,MF",30.0,35,27,2354.0,26.2,7.0,2.0,9.0,7.0,0.0,0.0,6.0,0.0,7.4,7.4,4.5,11.9,32.0,55.0,111.0,0.27,0.08,0.34,0.27,0.34,0.28,0.17,0.45,0.28,0.45,Matches
Filip Đuričić,rs SRB,"MF,FW",30.0,32,27,2171.0,24.1,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,2.7,2.7,1.9,4.6,39.0,77.0,83.0,0.12,0.0,0.12,0.12,0.12,0.11,0.08,0.19,0.11,0.19,Matches
Emil Audero,id IDN,GK,25.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Amione,ar ARG,DF,20.0,26,25,2086.0,23.2,1.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,0.9,0.9,0.6,1.5,11.0,54.0,9.0,0.04,0.04,0.09,0.04,0.09,0.04,0.03,0.06,0.04,0.06,Matches
Harry Winks,eng ENG,MF,26.0,20,19,1716.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.3,1.8,19.0,117.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches
Bram Nuytinck,nl NED,DF,32.0,19,19,1498.0,16.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.3,0.5,4.0,23.0,3.0,0.0,0.06,0.06,0.0,0.06,0.02,0.02,0.03,0.02,0.03,Matches
