label,min_fair,multiplier,min_prob,n_bets,wins,winrate_pct,final_capital,roi_pct,total_staked,total_profit,avg_profit_per_bet,ev_per_bet
combined,1.5,1.2,0.6,29,18,62.06896551724138,10.639999999999999,36.68965517241379,29.0,10.639999999999999,0.36689655172413793,0.36689655172413793
combined,1.5,1.2,0.65,7,3,42.857142857142854,-0.6999999999999997,-9.999999999999996,7.0,-0.6999999999999997,-0.09999999999999996,-0.09999999999999996
combined,1.5,1.2,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.5,1.25,0.35,119,61,51.26050420168067,42.99999999999999,36.1344537815126,119.0,42.99999999999999,0.3613445378151261,0.3613445378151261
combined,1.5,1.25,0.4,108,56,51.85185185185185,34.949999999999996,32.36111111111111,108.0,34.949999999999996,0.32361111111111107,0.32361111111111107
combined,1.5,1.25,0.45,92,50,54.347826086956516,31.500000000000007,34.239130434782616,92.0,31.500000000000007,0.3423913043478261,0.3423913043478261
combined,1.5,1.25,0.5,76,44,57.89473684210527,29.89,39.328947368421055,76.0,29.89,0.3932894736842105,0.3932894736842105
combined,1.5,1.25,0.55,55,34,61.81818181818181,24.520000000000003,44.58181818181819,55.0,24.520000000000003,0.4458181818181819,0.4458181818181819
combined,1.5,1.25,0.6,26,16,61.53846153846154,9.78,37.61538461538461,26.0,9.78,0.37615384615384617,0.37615384615384617
combined,1.5,1.25,0.65,7,3,42.857142857142854,-0.6999999999999997,-9.999999999999996,7.0,-0.6999999999999997,-0.09999999999999996,-0.09999999999999996
combined,1.5,1.25,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.5,1.3,0.35,87,43,49.42528735632184,34.36000000000001,39.49425287356323,87.0,34.36000000000001,0.3949425287356322,0.3949425287356322
combined,1.5,1.3,0.4,78,38,48.717948717948715,24.309999999999995,31.16666666666666,78.0,24.309999999999995,0.31166666666666665,0.31166666666666665
combined,1.5,1.3,0.45,64,33,51.5625,21.91,34.234375,64.0,21.91,0.34234375,0.34234375
combined,1.5,1.3,0.5,50,28,56.00000000000001,21.06,42.12,50.0,21.06,0.42119999999999996,0.42119999999999996
combined,1.5,1.3,0.55,36,21,58.333333333333336,15.86,44.05555555555555,36.0,15.86,0.44055555555555553,0.44055555555555553
combined,1.5,1.3,0.6,16,9,56.25,5.479999999999999,34.24999999999999,16.0,5.479999999999999,0.3425,0.3425
combined,1.5,1.3,0.65,4,2,50.0,0.3500000000000001,8.750000000000002,4.0,0.3500000000000001,0.08750000000000002,0.08750000000000002
combined,1.5,1.3,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.5,1.4,0.35,42,17,40.476190476190474,9.689999999999996,23.071428571428562,42.0,9.689999999999996,0.2307142857142857,0.2307142857142857
combined,1.5,1.4,0.4,39,15,38.46153846153847,4.259999999999998,10.923076923076918,39.0,4.259999999999998,0.10923076923076917,0.10923076923076917
combined,1.5,1.4,0.45,31,14,45.16129032258064,8.759999999999998,28.25806451612903,31.0,8.759999999999998,0.2825806451612903,0.2825806451612903
combined,1.5,1.4,0.5,24,12,50.0,9.37,39.041666666666664,24.0,9.37,0.39041666666666663,0.39041666666666663
combined,1.5,1.4,0.55,17,9,52.94117647058824,7.239999999999998,42.58823529411764,17.0,7.239999999999998,0.4258823529411764,0.4258823529411764
combined,1.5,1.4,0.6,9,5,55.55555555555556,3.8499999999999996,42.77777777777778,9.0,3.8499999999999996,0.42777777777777776,0.42777777777777776
combined,1.5,1.4,0.65,2,1,50.0,0.25,12.5,2.0,0.25,0.125,0.125
combined,1.5,1.4,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.5,1.5,0.35,29,11,37.93103448275862,6.029999999999999,20.79310344827586,29.0,6.029999999999999,0.20793103448275865,0.20793103448275865
combined,1.5,1.5,0.4,27,9,33.33333333333333,-0.40000000000000036,-1.4814814814814827,27.0,-0.40000000000000036,-0.014814814814814828,-0.014814814814814828
combined,1.5,1.5,0.45,23,9,39.130434782608695,3.599999999999998,15.652173913043468,23.0,3.599999999999998,0.15652173913043477,0.15652173913043477
combined,1.5,1.5,0.5,19,8,42.10526315789473,4.149999999999999,21.842105263157887,19.0,4.149999999999999,0.21842105263157893,0.21842105263157893
combined,1.5,1.5,0.55,14,6,42.857142857142854,2.92,20.857142857142858,14.0,2.92,0.20857142857142857,0.20857142857142857
combined,1.5,1.5,0.6,8,4,50.0,2.5999999999999996,32.49999999999999,8.0,2.5999999999999996,0.32499999999999996,0.32499999999999996
combined,1.5,1.5,0.65,1,0,0.0,-1.0,-100.0,1.0,-1.0,-1.0,-1.0
combined,1.5,1.5,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.05,0.35,282,137,48.58156028368794,48.079999999999956,17.049645390070907,282.0,48.079999999999956,0.17049645390070922,0.17049645390070922
combined,1.6,1.05,0.4,256,130,50.78125,48.58999999999996,18.980468749999986,256.0,48.58999999999996,0.18980468749999999,0.18980468749999999
combined,1.6,1.05,0.45,211,113,53.55450236966824,45.24999999999998,21.445497630331744,211.0,45.24999999999998,0.21445497630331756,0.21445497630331756
combined,1.6,1.05,0.5,150,86,57.333333333333336,39.07999999999997,26.053333333333313,150.0,39.07999999999997,0.26053333333333334,0.26053333333333334
combined,1.6,1.05,0.55,88,56,63.63636363636363,30.99000000000001,35.2159090909091,88.0,30.99000000000001,0.35215909090909087,0.35215909090909087
combined,1.6,1.05,0.6,27,21,77.77777777777779,14.760000000000002,54.66666666666667,27.0,14.760000000000002,0.5466666666666667,0.5466666666666667
combined,1.6,1.05,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.05,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.1,0.35,224,105,46.875,41.32999999999997,18.450892857142843,224.0,41.32999999999997,0.18450892857142856,0.18450892857142856
combined,1.6,1.1,0.4,200,98,49.0,39.83999999999999,19.919999999999995,200.0,39.83999999999999,0.19920000000000002,0.19920000000000002
combined,1.6,1.1,0.45,165,84,50.90909090909091,34.15,20.696969696969695,165.0,34.15,0.20696969696969697,0.20696969696969697
combined,1.6,1.1,0.5,115,62,53.91304347826087,28.28000000000001,24.591304347826092,115.0,28.28000000000001,0.2459130434782609,0.2459130434782609
combined,1.6,1.1,0.55,67,41,61.19402985074627,24.8,37.014925373134325,67.0,24.8,0.3701492537313433,0.3701492537313433
combined,1.6,1.1,0.6,18,14,77.77777777777779,11.549999999999997,64.16666666666664,18.0,11.549999999999997,0.6416666666666667,0.6416666666666667
combined,1.6,1.1,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.1,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.15,0.35,174,83,47.701149425287355,42.359999999999985,24.34482758620689,174.0,42.359999999999985,0.24344827586206896,0.24344827586206896
combined,1.6,1.15,0.4,156,76,48.717948717948715,34.87000000000002,22.352564102564116,156.0,34.87000000000002,0.22352564102564104,0.22352564102564104
combined,1.6,1.15,0.45,130,66,50.76923076923077,30.619999999999994,23.553846153846152,130.0,30.619999999999994,0.23553846153846156,0.23553846153846156
combined,1.6,1.15,0.5,96,53,55.208333333333336,29.67,30.90625,96.0,29.67,0.3090625,0.3090625
combined,1.6,1.15,0.55,57,34,59.64912280701754,21.520000000000003,37.75438596491229,57.0,21.520000000000003,0.3775438596491228,0.3775438596491228
combined,1.6,1.15,0.6,13,10,76.92307692307693,9.129999999999999,70.23076923076921,13.0,9.129999999999999,0.7023076923076922,0.7023076923076922
combined,1.6,1.15,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.15,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.2,0.35,132,64,48.484848484848484,38.059999999999995,28.83333333333333,132.0,38.059999999999995,0.28833333333333333,0.28833333333333333
combined,1.6,1.2,0.4,120,59,49.166666666666664,31.009999999999998,25.84166666666666,120.0,31.009999999999998,0.2584166666666667,0.2584166666666667
combined,1.6,1.2,0.45,103,53,51.45631067961165,28.56,27.728155339805827,103.0,28.56,0.2772815533980583,0.2772815533980583
combined,1.6,1.2,0.5,78,44,56.41025641025641,28.46,36.48717948717949,78.0,28.46,0.3648717948717947,0.3648717948717947
combined,1.6,1.2,0.55,49,30,61.224489795918366,21.510000000000005,43.89795918367348,49.0,21.510000000000005,0.43897959183673463,0.43897959183673463
combined,1.6,1.2,0.6,12,9,75.0,8.25,68.75,12.0,8.25,0.6875,0.6875
combined,1.6,1.2,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.2,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.25,0.35,105,54,51.42857142857142,41.470000000000006,39.4952380952381,105.0,41.470000000000006,0.394952380952381,0.394952380952381
combined,1.6,1.25,0.4,94,49,52.12765957446809,33.419999999999995,35.553191489361694,94.0,33.419999999999995,0.355531914893617,0.355531914893617
combined,1.6,1.25,0.45,78,43,55.12820512820513,29.970000000000002,38.42307692307693,78.0,29.970000000000002,0.38423076923076926,0.38423076923076926
combined,1.6,1.25,0.5,62,37,59.67741935483871,28.360000000000003,45.74193548387097,62.0,28.360000000000003,0.4574193548387097,0.4574193548387097
combined,1.6,1.25,0.55,41,27,65.85365853658537,22.990000000000002,56.07317073170732,41.0,22.990000000000002,0.5607317073170732,0.5607317073170732
combined,1.6,1.25,0.6,12,9,75.0,8.25,68.75,12.0,8.25,0.6875,0.6875
combined,1.6,1.25,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.25,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.3,0.35,78,39,50.0,33.73000000000001,43.24358974358976,78.0,33.73000000000001,0.4324358974358975,0.4324358974358975
combined,1.6,1.3,0.4,69,34,49.275362318840585,23.679999999999996,34.31884057971014,69.0,23.679999999999996,0.3431884057971014,0.3431884057971014
combined,1.6,1.3,0.45,55,29,52.72727272727272,21.279999999999998,38.69090909090909,55.0,21.279999999999998,0.38690909090909087,0.38690909090909087
combined,1.6,1.3,0.5,41,24,58.536585365853654,20.429999999999996,49.82926829268292,41.0,20.429999999999996,0.49829268292682927,0.49829268292682927
combined,1.6,1.3,0.55,27,17,62.96296296296296,15.229999999999997,56.4074074074074,27.0,15.229999999999997,0.5640740740740741,0.5640740740740741
combined,1.6,1.3,0.6,7,5,71.42857142857143,4.85,69.28571428571428,7.0,4.85,0.6928571428571428,0.6928571428571428
combined,1.6,1.3,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.3,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.4,0.35,36,14,38.88888888888889,8.159999999999998,22.666666666666664,36.0,8.159999999999998,0.22666666666666668,0.22666666666666668
combined,1.6,1.4,0.4,33,12,36.36363636363637,2.7299999999999986,8.27272727272727,33.0,2.7299999999999986,0.08272727272727273,0.08272727272727273
combined,1.6,1.4,0.45,25,11,44.0,7.23,28.92,25.0,7.23,0.28919999999999996,0.28919999999999996
combined,1.6,1.4,0.5,18,9,50.0,7.839999999999998,43.55555555555555,18.0,7.839999999999998,0.43555555555555553,0.43555555555555553
combined,1.6,1.4,0.55,11,6,54.54545454545454,5.709999999999999,51.90909090909091,11.0,5.709999999999999,0.519090909090909,0.519090909090909
combined,1.6,1.4,0.6,3,2,66.66666666666666,2.32,77.33333333333333,3.0,2.32,0.7733333333333333,0.7733333333333333
combined,1.6,1.4,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.4,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.5,0.35,24,9,37.5,5.749999999999998,23.958333333333325,24.0,5.749999999999998,0.23958333333333334,0.23958333333333334
combined,1.6,1.5,0.4,22,7,31.818181818181817,-0.6800000000000006,-3.090909090909094,22.0,-0.6800000000000006,-0.030909090909090938,-0.030909090909090938
combined,1.6,1.5,0.45,18,7,38.88888888888889,3.3200000000000003,18.444444444444446,18.0,3.3200000000000003,0.18444444444444452,0.18444444444444452
combined,1.6,1.5,0.5,14,6,42.857142857142854,3.869999999999999,27.642857142857135,14.0,3.869999999999999,0.27642857142857136,0.27642857142857136
combined,1.6,1.5,0.55,9,4,44.44444444444444,2.6399999999999997,29.33333333333333,9.0,2.6399999999999997,0.2933333333333333,0.2933333333333333
combined,1.6,1.5,0.6,3,2,66.66666666666666,2.32,77.33333333333333,3.0,2.32,0.7733333333333333,0.7733333333333333
combined,1.6,1.5,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combined,1.6,1.5,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
