Date,HomeTeam,AwayTeam,prob_home,prob_draw,prob_away,predicted,predicted_pct,predicted_norm,Time,FTR,B365H,B365D,B365A,BFH,BFD,BFA,BWH,BWD,BWA,PSH,PSD,PSA,WHH,WHD,WHA,_merge,Time_sort,match_index,pred_FTR,correct,cum_correct,cum_accuracy,fair_odds,max_bookie_odds,max_bookie,bookie_gap
2024-11-10,Fiorentina,Verona,0.7001747949653323,0.1961935747263,0.1036316303083675,Home,0.7001747949653323,H,14:00:00,H,1.44,4.5,7.0,1.44,4.5,7.5,1.44,4.6,7.0,1.46,4.65,7.21,1.44,4.4,7.5,both,2025-09-06 14:00:00,116,H,True,61,0.5258620689655172,1.4282147932067633,1.46,PSH,0.03178520679323671
2024-11-10,Roma,Bologna,0.5276002625982932,0.2621511212790675,0.2102486161226392,Home,0.5276002625982932,H,14:00:00,A,2.05,3.4,3.6,2.1,3.3,3.8,2.05,3.3,3.6,2.14,3.31,3.78,2.1,3.4,3.6,both,2025-09-06 14:00:00,117,H,False,61,0.5213675213675214,1.8953743409361887,2.14,PSH,0.2446256590638114
2024-11-10,Monza,Lazio,0.1574964817161003,0.2206154546345618,0.6218880636493378,Away,0.6218880636493378,A,17:00:00,A,4.1,3.8,1.83,5.0,3.6,1.75,4.33,3.5,1.83,4.58,3.49,1.88,4.4,3.5,1.85,both,2025-09-06 17:00:00,118,A,True,62,0.5254237288135594,1.6080064218178451,1.88,PSA,0.27199357818215475
2024-11-10,Inter,Napoli,0.5558273766432588,0.2577739296713148,0.1863986936854263,Home,0.5558273766432588,H,19:45:00,D,1.85,3.7,4.1,1.87,3.7,4.1,1.87,3.6,4.1,1.88,3.72,4.25,1.91,3.6,4.0,both,2025-09-06 19:45:00,119,H,False,62,0.5210084033613446,1.7991197303723674,1.91,WHH,0.11088026962763253
2024-11-23,Milan,Juventus,0.4560515125028163,0.2840852947363265,0.2598631927608572,Home,0.4560515125028163,H,17:00:00,D,2.15,3.3,3.5,2.2,3.25,3.6,2.15,3.25,3.4,2.21,3.27,3.63,2.15,3.25,3.4,both,2025-09-06 17:00:00,121,H,False,63,0.5206611570247934,2.192734751633621,2.21,PSH,0.017265248366379105
2024-11-23,Parma,Atalanta,0.1485174576729115,0.2403498568397649,0.6111326854873235,Away,0.6111326854873235,A,19:45:00,A,5.0,4.2,1.62,5.0,4.33,1.65,4.8,4.1,1.65,5.17,4.27,1.64,4.75,4.2,1.62,both,2025-09-06 19:45:00,122,A,True,64,0.5245901639344263,1.6363058689989551,1.65,BFA,0.013694131001044774
2024-11-24,Genoa,Cagliari,0.4629282068221586,0.3337543301628433,0.203317463014998,Home,0.4629282068221586,H,11:30:00,D,2.63,3.1,2.9,2.7,3.1,2.88,2.55,3.25,2.8,2.68,3.15,2.92,2.6,3.2,2.75,both,2025-09-06 11:30:00,123,H,False,64,0.5203252032520326,2.1601621704252,2.7,BFH,0.5398378295748003
2024-11-24,Torino,Monza,0.5284734124215981,0.3022315229207835,0.1692950646576184,Home,0.5284734124215981,H,14:00:00,D,2.0,3.0,4.33,2.05,3.0,4.4,2.0,3.1,4.2,2.09,2.99,4.51,2.05,3.0,4.2,both,2025-09-06 14:00:00,124,H,False,64,0.5161290322580645,1.8922427817470489,2.09,PSH,0.197757218252951
2024-11-24,Como,Fiorentina,0.0863751007405002,0.1670711355934234,0.7465537636660764,Away,0.7465537636660764,A,14:00:00,A,3.3,3.1,2.3,3.4,3.25,2.25,3.1,3.25,2.35,3.29,3.27,2.36,3.1,3.2,2.3,both,2025-09-06 14:00:00,125,A,True,65,0.52,1.339488257469005,2.36,PSA,1.0205117425309949
2024-11-24,Napoli,Roma,0.5798659466033877,0.2556184842490032,0.1645155691476089,Home,0.5798659466033877,H,17:00:00,H,1.73,3.6,5.0,1.75,3.6,5.0,1.75,3.6,4.8,1.75,3.66,5.2,1.75,3.5,4.75,both,2025-09-06 17:00:00,126,H,True,66,0.5238095238095238,1.7245365172029532,1.75,BFH,0.0254634827970468
2024-11-25,Empoli,Udinese,0.3921372656887821,0.3366305315603178,0.2712322027509001,Home,0.3921372656887821,H,17:30:00,D,2.8,2.9,2.8,2.9,2.8,2.8,2.7,2.95,2.87,2.94,2.85,2.92,2.8,2.75,2.88,both,2025-09-06 17:30:00,128,H,False,67,0.5234375,2.550127436227001,2.94,PSH,0.38987256377299895
2024-11-25,Venezia,Lecce,0.348207379778017,0.3029432600248854,0.3488493601970976,Away,0.3488493601970976,A,19:45:00,A,2.3,3.25,3.2,2.25,3.3,3.3,2.3,3.3,3.1,2.39,3.29,3.22,2.3,3.2,3.1,both,2025-09-06 19:45:00,129,A,True,68,0.5271317829457365,2.8665668167916563,3.3,BFA,0.43343318320834356
2024-11-30,Como,Monza,0.320990142962531,0.276092708387707,0.4029171486497619,Away,0.4029171486497619,A,14:00:00,D,2.0,3.25,3.9,2.1,3.25,3.9,2.05,3.25,3.9,2.08,3.31,3.98,2.05,3.25,3.75,both,2025-09-06 14:00:00,131,A,False,69,0.5267175572519084,2.481899823204735,3.98,PSA,1.498100176795265
2024-11-30,Bologna,Venezia,0.6001944103084422,0.26449991724659,0.1353056724449677,Home,0.6001944103084422,H,19:45:00,H,1.65,3.9,5.25,1.65,3.9,5.5,1.62,3.9,5.5,1.67,3.91,5.53,1.65,3.8,5.0,both,2025-09-06 19:45:00,133,H,True,71,0.5338345864661654,1.666126812953983,1.67,PSH,0.0038731870460169127
2024-12-01,Torino,Napoli,0.1766385273737788,0.2657886401487909,0.5575728324774302,Away,0.5575728324774302,A,14:00:00,A,5.0,3.4,1.8,5.5,3.4,1.75,4.75,3.3,1.83,5.07,3.52,1.81,4.6,3.4,1.8,both,2025-09-06 14:00:00,135,A,True,72,0.5333333333333333,1.7934876696856974,1.83,BWA,0.03651233031430268
2024-12-01,Parma,Lazio,0.1190877475254087,0.204121948912453,0.6767903035621382,Away,0.6767903035621382,A,14:00:00,H,4.2,3.8,1.8,4.2,3.9,1.85,3.9,3.7,1.88,4.29,3.94,1.82,4.0,3.8,1.8,both,2025-09-06 14:00:00,136,A,False,72,0.5294117647058824,1.4775625400315548,1.88,BWA,0.40243745996844504
2024-12-02,Roma,Atalanta,0.1749245053685091,0.2432924576369489,0.5817830369945419,Away,0.5817830369945419,A,19:45:00,A,3.2,3.5,2.2,3.3,3.4,2.25,3.0,3.4,2.3,3.33,3.51,2.23,3.2,3.4,2.2,both,2025-09-06 19:45:00,138,A,True,73,0.5289855072463768,1.7188538276501548,2.3,BWA,0.581146172349845
2024-12-06,Atalanta,Milan,0.484977428690386,0.2708111288112472,0.2442114424983668,Home,0.484977428690386,H,19:45:00,H,2.15,3.4,3.3,2.15,3.4,3.4,2.1,3.5,3.4,2.21,3.53,3.43,2.15,3.4,3.3,both,2025-09-06 19:45:00,140,H,True,75,0.5357142857142857,2.0619516308219965,2.21,PSH,0.14804836917800346
2024-12-07,Genoa,Torino,0.3229576580146133,0.3077918172923323,0.3692505246930543,Away,0.3692505246930543,A,14:00:00,D,2.5,3.1,3.0,2.5,3.0,3.1,2.45,3.1,3.1,2.54,3.08,3.18,2.38,3.1,3.1,both,2025-09-06 14:00:00,141,A,False,75,0.5319148936170213,2.708188433398346,3.18,PSA,0.47181156660165424
2024-12-08,Fiorentina,Cagliari,0.7013606059127533,0.1930900413751517,0.105549352712095,Home,0.7013606059127533,H,11:30:00,H,1.5,4.5,6.0,1.5,4.5,6.0,1.49,4.5,6.0,1.53,4.54,6.18,1.5,4.33,5.8,both,2025-09-06 11:30:00,144,H,True,77,0.5347222222222222,1.4258000685661498,1.53,PSH,0.1041999314338502
2024-12-08,Venezia,Como,0.4014738384413889,0.2922561399968355,0.3062700215617756,Home,0.4014738384413889,H,17:00:00,D,2.75,3.3,2.6,2.8,3.25,2.63,2.65,3.4,2.6,2.8,3.32,2.67,2.7,3.4,2.5,both,2025-09-06 17:00:00,146,H,False,77,0.5273972602739726,2.4908223257640483,2.8,BFH,0.30917767423595155
2024-12-09,Monza,Udinese,0.3635238496331001,0.3586586248156567,0.2778175255512433,Home,0.3635238496331001,H,19:45:00,A,2.7,3.0,2.88,2.8,3.0,2.8,2.65,3.1,2.75,2.74,3.07,2.92,2.7,3.0,2.75,both,2025-09-06 19:45:00,148,H,False,77,0.5202702702702703,2.750851150507146,2.8,BFH,0.04914884949285403
2024-12-13,Empoli,Torino,0.2729734631552196,0.2953805958117651,0.4316459410330152,Away,0.4316459410330152,A,19:45:00,A,2.7,2.88,3.0,2.7,2.88,3.1,2.7,2.8,3.0,2.75,2.89,3.15,2.62,2.88,3.0,both,2025-09-06 19:45:00,149,A,True,78,0.5234899328859061,2.31671354908794,3.15,PSA,0.8332864509120599
2024-12-14,Cagliari,Atalanta,0.0990314816867567,0.1915357213779653,0.7094327969352779,Away,0.7094327969352779,A,14:00:00,A,5.5,4.33,1.55,5.5,4.4,1.55,5.25,4.2,1.58,6.01,4.43,1.55,5.5,4.2,1.55,both,2025-09-06 14:00:00,150,A,True,79,0.5266666666666666,1.4095767834810584,1.58,BWA,0.17042321651894166
2024-12-15,Lecce,Monza,0.4428901488663991,0.3026045845150631,0.2545052666185377,Home,0.4428901488663991,H,11:30:00,H,2.45,3.0,3.2,2.55,3.0,3.1,2.45,3.1,3.1,2.6,3.08,3.1,2.45,3.1,3.0,both,2025-09-06 11:30:00,153,H,True,81,0.5294117647058824,2.257896235803739,2.6,PSH,0.3421037641962612
2024-12-15,Parma,Verona,0.298752558947408,0.346355365992318,0.3548920750602738,Away,0.3548920750602738,A,14:00:00,A,1.85,3.75,4.0,1.87,3.6,4.33,1.85,3.7,4.1,1.88,3.56,4.49,1.83,3.5,4.2,both,2025-09-06 14:00:00,154,A,True,82,0.5324675324675324,2.817758046105039,4.49,PSA,1.6722419538949613
2024-12-15,Bologna,Fiorentina,0.3604642577431094,0.3326988784130616,0.3068368638438289,Home,0.3604642577431094,H,14:00:00,H,2.7,3.1,2.75,2.7,3.1,2.8,2.65,3.1,2.8,2.79,3.11,2.83,2.62,3.2,2.7,both,2025-09-06 14:00:00,155,H,True,83,0.535483870967742,2.7742001558242317,2.79,PSH,0.015799844175768296
2024-12-15,Como,Roma,0.1915749027795456,0.2498657654149463,0.5585593318055081,Away,0.5585593318055081,A,17:00:00,H,3.25,3.4,2.2,3.5,3.25,2.2,3.4,3.25,2.2,3.44,3.27,2.29,3.3,3.25,2.2,both,2025-09-06 17:00:00,156,A,False,83,0.532051282051282,1.7903201021949853,2.29,PSA,0.49967989780501476
2024-12-16,Lazio,Inter,0.2292988902308419,0.2645117664727653,0.5061893432963928,Away,0.5061893432963928,A,19:45:00,A,3.6,3.4,2.1,3.7,3.3,2.1,3.4,3.4,2.1,3.66,3.38,2.15,3.5,3.3,2.1,both,2025-09-06 19:45:00,158,A,True,84,0.5316455696202531,1.9755453433448968,2.15,PSA,0.17445465665510307
2024-12-21,Torino,Bologna,0.3973448221945409,0.2888327923619386,0.3138223854435202,Home,0.3973448221945409,H,14:00:00,A,3.3,2.9,2.45,3.4,2.88,2.45,3.2,2.87,2.5,3.43,2.91,2.51,3.25,2.9,2.5,both,2025-09-06 14:00:00,160,H,False,85,0.53125,2.5167057531465646,3.43,PSH,0.9132942468534355
2024-12-21,Lecce,Lazio,0.1793951428326328,0.2395253024097771,0.58107955475759,Away,0.58107955475759,A,19:45:00,A,5.0,3.6,1.73,5.0,3.6,1.73,4.6,3.6,1.77,5.08,3.67,1.76,4.8,3.5,1.75,both,2025-09-06 19:45:00,162,A,True,87,0.5370370370370371,1.720934752930985,1.77,BWA,0.04906524706901494
2024-12-22,Venezia,Cagliari,0.3275036152827318,0.2941206692174249,0.3783757154998433,Away,0.3783757154998433,A,14:00:00,H,2.5,3.3,2.88,2.55,3.3,2.88,2.4,3.4,2.85,2.57,3.24,2.98,2.5,3.25,2.9,both,2025-09-06 14:00:00,164,A,False,88,0.5365853658536586,2.64287574237944,2.98,PSA,0.3371242576205602
2024-12-22,Monza,Juventus,0.1579179092502053,0.2289671804115837,0.6131149103382109,Away,0.6131149103382109,A,19:45:00,A,6.25,3.5,1.65,6.0,3.6,1.62,5.5,3.6,1.68,5.98,3.71,1.67,5.5,3.6,1.67,both,2025-09-06 19:45:00,166,A,True,90,0.5421686746987951,1.6310156271495222,1.68,BWA,0.04898437285047774
2024-12-23,Fiorentina,Udinese,0.6657527588820514,0.2097471509928372,0.1245000901251113,Home,0.6657527588820514,H,17:30:00,A,1.6,3.8,6.0,1.57,4.0,6.0,1.6,4.0,5.5,1.62,4.04,5.83,1.62,4.0,5.5,both,2025-09-06 17:30:00,167,H,False,90,0.5389221556886228,1.5020591152776066,1.62,PSH,0.1179408847223935
2024-12-28,Empoli,Genoa,0.4448828320116634,0.2961395331560839,0.2589776348322526,Home,0.4448828320116634,H,14:00:00,A,2.55,2.9,3.1,2.63,2.88,3.25,2.5,2.9,3.2,2.57,2.9,3.34,2.5,2.8,3.1,both,2025-09-06 14:00:00,169,H,False,91,0.5384615384615384,2.2477828498758146,2.63,BFH,0.38221715012418533
2024-12-28,Parma,Monza,0.3521472742877314,0.2927387682197759,0.3551139574924926,Away,0.3551139574924926,A,14:00:00,H,2.3,3.5,3.0,2.3,3.4,3.1,2.3,3.4,3.0,2.33,3.57,3.09,2.25,3.3,3.0,both,2025-09-06 14:00:00,170,A,False,91,0.5352941176470588,2.815997453496716,3.1,BFA,0.28400254650328405
2024-12-28,Lazio,Atalanta,0.2568873770381953,0.2799898629615417,0.463122760000263,Away,0.463122760000263,A,19:45:00,D,3.0,3.3,2.4,3.0,3.4,2.4,2.85,3.4,2.4,2.99,3.39,2.48,2.8,3.3,2.45,both,2025-09-06 19:45:00,172,A,False,92,0.5348837209302325,2.1592547081888878,2.48,PSA,0.3207452918111122
2024-12-29,Juventus,Fiorentina,0.5198760597369779,0.2828823313341177,0.1972416089289043,Home,0.5198760597369779,H,17:00:00,D,1.95,3.3,4.2,1.91,3.4,4.33,1.95,3.4,3.9,1.96,3.32,4.45,1.91,3.4,3.9,both,2025-09-06 17:00:00,175,H,False,93,0.5314285714285715,1.923535391312176,1.96,PSH,0.036464608687823974
2024-12-29,Milan,Roma,0.5980265201017345,0.2487997798260028,0.1531737000722626,Home,0.5980265201017345,H,19:45:00,D,2.25,3.4,3.2,2.25,3.4,3.3,2.15,3.5,3.3,2.26,3.51,3.27,2.2,3.4,3.1,both,2025-09-06 19:45:00,176,H,False,93,0.5284090909090909,1.6721666454355284,2.26,PSH,0.5878333545644714
2024-12-30,Bologna,Verona,0.6878302666597405,0.2029130668396255,0.109256666500634,Home,0.6878302666597405,H,19:45:00,A,1.5,4.1,7.0,1.5,4.2,7.0,1.55,4.0,6.25,1.51,4.28,6.99,1.5,3.75,6.5,both,2025-09-06 19:45:00,178,H,False,94,0.5280898876404494,1.4538470440625222,1.55,BWH,0.09615295593747786
2025-01-04,Fiorentina,Napoli,0.3846889332634239,0.2976540355104808,0.3176570312260952,Home,0.3846889332634239,H,17:00:00,A,2.88,3.25,2.55,2.9,3.2,2.55,2.9,3.2,2.5,2.97,3.2,2.6,2.88,3.1,2.5,both,2025-09-06 17:00:00,180,H,False,94,0.5222222222222223,2.599502906196755,2.97,PSH,0.370497093803245
2025-01-04,Verona,Udinese,0.3696201007800614,0.2968643499186577,0.3335155493012808,Home,0.3696201007800614,H,19:45:00,D,3.0,3.0,2.55,3.1,3.0,2.55,3.1,3.0,2.45,3.21,3.06,2.53,2.9,3.0,2.45,both,2025-09-06 19:45:00,181,H,False,94,0.5193370165745856,2.7054805674517133,3.21,PSH,0.5045194325482867
2025-01-05,Monza,Cagliari,0.4384622303525153,0.3292187470373077,0.2323190226101769,Home,0.4384622303525153,H,11:30:00,A,2.4,3.25,3.0,2.5,3.2,3.0,2.4,3.25,3.0,2.49,3.26,3.08,2.4,3.1,3.0,both,2025-09-06 11:30:00,182,H,False,94,0.5164835164835165,2.2806981554511983,2.5,BFH,0.21930184454880175
2025-01-05,Lecce,Genoa,0.3127867071598921,0.3022533938984781,0.3849598989416298,Away,0.3849598989416298,A,14:00:00,D,2.63,3.0,2.9,2.7,2.9,3.0,2.65,2.95,2.9,2.72,3.02,2.99,2.62,2.9,2.9,both,2025-09-06 14:00:00,183,A,False,94,0.5136612021857924,2.597673167385226,3.0,BFA,0.402326832614774
2025-01-05,Torino,Parma,0.5658228218927731,0.2657741335420046,0.1684030445652223,Home,0.5658228218927731,H,17:00:00,D,1.85,3.4,4.5,1.87,3.5,4.6,1.9,3.5,4.1,1.88,3.58,4.42,1.91,3.3,4.0,both,2025-09-06 17:00:00,184,H,False,94,0.5108695652173914,1.7673376917792585,1.91,WHH,0.14266230822074144
2025-01-05,Roma,Lazio,0.4764583351487119,0.2629031644234271,0.2606385004278609,Home,0.4764583351487119,H,19:45:00,H,2.55,3.1,3.0,2.55,3.1,2.9,2.5,3.25,2.85,2.58,3.21,2.99,2.5,3.1,2.8,both,2025-09-06 19:45:00,185,H,True,95,0.5135135135135135,2.09881940608276,2.58,PSH,0.48118059391724
2025-01-10,Lazio,Como,0.719779595276536,0.1821898659763911,0.0980305387470728,Home,0.719779595276536,H,19:45:00,D,1.9,3.4,4.2,1.91,3.5,4.0,1.9,3.5,4.0,1.94,3.43,4.38,1.91,3.4,3.9,both,2025-09-06 19:45:00,186,H,False,95,0.510752688172043,1.3893141825113904,1.94,PSH,0.5506858174886096
2025-01-11,Udinese,Atalanta,0.0952939020539959,0.1780373456994689,0.726668752246535,Away,0.726668752246535,A,14:00:00,D,5.25,3.8,1.65,5.0,3.9,1.67,4.8,3.9,1.68,5.24,4.1,1.66,4.8,3.9,1.65,both,2025-09-06 14:00:00,187,A,False,95,0.5080213903743316,1.3761428393727495,1.68,BWA,0.30385716062725043
2025-01-12,Genoa,Parma,0.5988902408873981,0.2536882144175235,0.1474215446950784,Home,0.5988902408873981,H,11:30:00,H,1.91,3.5,4.0,1.91,3.6,4.0,1.95,3.5,3.75,2.0,3.55,3.97,1.95,3.5,3.7,both,2025-09-06 11:30:00,191,H,True,96,0.5026178010471204,1.669755043124868,2.0,PSH,0.330244956875132
2025-01-12,Bologna,Roma,0.5514928873980524,0.2705955270789887,0.1779115855229587,Home,0.5514928873980524,H,17:00:00,D,2.8,3.2,2.6,2.8,3.25,2.63,2.75,3.2,2.65,2.81,3.27,2.69,2.75,3.2,2.5,both,2025-09-06 17:00:00,193,H,False,97,0.5025906735751295,1.8132600126866687,2.81,PSH,0.9967399873133314
2025-01-14,Como,Milan,0.145036357663998,0.2208154385015971,0.6341482038344048,Away,0.6341482038344048,A,17:30:00,A,4.2,3.5,1.9,4.2,3.5,1.91,4.0,3.5,1.93,4.26,3.66,1.92,3.8,3.5,1.91,both,2025-09-06 17:30:00,196,A,True,99,0.5051020408163265,1.576918445804082,1.93,BWA,0.353081554195918
2025-01-14,Atalanta,Juventus,0.5187797504711965,0.2634690686559922,0.2177511808728112,Home,0.5187797504711965,H,19:45:00,D,2.1,3.25,3.7,2.05,3.25,3.9,2.1,3.1,3.8,2.15,3.22,3.98,2.05,3.1,3.7,both,2025-09-06 19:45:00,197,H,False,99,0.5025380710659898,1.927600294906888,2.15,PSH,0.2223997050931119
2025-01-18,Bologna,Monza,0.6525233138551623,0.2304150420347795,0.1170616441100582,Home,0.6525233138551623,H,14:00:00,H,1.6,3.75,6.0,1.6,3.9,6.0,1.63,3.8,5.5,1.61,3.91,6.24,1.62,3.75,5.5,both,2025-09-06 14:00:00,200,H,True,101,0.505,1.532512293073356,1.63,BWH,0.09748770692664399
2025-01-18,Juventus,Milan,0.5190458749624226,0.2675186434795306,0.2134354815580468,Home,0.5190458749624226,H,17:00:00,H,2.15,3.3,3.4,2.15,3.2,3.75,2.2,3.2,3.4,2.22,3.25,3.64,2.15,3.2,3.4,both,2025-09-06 17:00:00,201,H,True,102,0.5074626865671642,1.9266119783196367,2.22,PSH,0.2933880216803635
2025-01-18,Atalanta,Napoli,0.464234067028323,0.2758342278342717,0.2599317051374052,Home,0.464234067028323,H,19:45:00,A,2.25,3.25,3.25,2.38,3.2,3.3,2.25,3.25,3.25,2.37,3.26,3.28,2.3,3.2,3.1,both,2025-09-06 19:45:00,202,H,False,102,0.504950495049505,2.1540857748791407,2.38,BFH,0.22591422512085924
2025-01-19,Parma,Venezia,0.5134261030695626,0.2703131403298979,0.2162607566005394,Home,0.5134261030695626,H,14:00:00,D,2.15,3.7,3.1,2.2,3.5,3.3,2.15,3.6,3.2,2.24,3.54,3.27,2.15,3.5,3.1,both,2025-09-06 14:00:00,205,H,False,103,0.5024390243902439,1.9476999591984376,2.24,PSH,0.2923000408015626
2025-01-24,Torino,Cagliari,0.5465783368171862,0.2742755416235233,0.1791461215592905,Home,0.5465783368171862,H,19:45:00,H,2.2,3.2,3.6,2.25,3.1,3.6,2.25,3.1,3.4,2.25,3.21,3.69,2.3,3.0,3.25,both,2025-09-06 19:45:00,209,H,True,107,0.5119617224880383,1.8295639117773332,2.3,WHH,0.4704360882226666
2025-01-25,Como,Atalanta,0.1653912098540483,0.2235760940053099,0.6110326961406418,Away,0.6110326961406418,A,14:00:00,A,4.2,3.6,1.85,4.33,3.75,1.85,4.0,3.6,1.87,4.31,3.7,1.88,4.0,3.6,1.85,both,2025-09-06 14:00:00,210,A,True,108,0.5142857142857142,1.636573633974293,1.88,PSA,0.243426366025707
2025-01-25,Napoli,Juventus,0.5086501833405225,0.2718391932822866,0.2195106233771909,Home,0.5086501833405225,H,17:00:00,H,2.15,3.1,3.8,2.15,3.0,4.0,2.15,3.1,3.7,2.16,3.12,3.99,2.15,3.0,3.75,both,2025-09-06 17:00:00,211,H,True,109,0.5165876777251185,1.965987692037333,2.16,PSH,0.19401230796266722
2025-01-25,Empoli,Bologna,0.1770132501974076,0.2445458589322385,0.578440890870354,Away,0.578440890870354,A,19:45:00,D,3.8,3.3,2.0,3.9,3.25,2.05,3.6,3.25,2.1,4.03,3.28,2.08,3.75,3.0,2.1,both,2025-09-06 19:45:00,212,A,False,109,0.5141509433962265,1.7287851114663504,2.1,BWA,0.3712148885336497
2025-01-26,Lazio,Fiorentina,0.5271202721151717,0.2826500026409625,0.1902297252438657,Home,0.5271202721151717,H,19:45:00,A,2.0,3.5,3.8,1.95,3.4,4.0,2.05,3.4,3.6,2.0,3.53,3.97,2.0,3.3,3.75,both,2025-09-06 19:45:00,216,H,False,112,0.5185185185185185,1.897100249981484,2.05,BWH,0.15289975001851586
2025-01-27,Venezia,Verona,0.321753800663357,0.3143604525086879,0.363885746827955,Away,0.363885746827955,A,17:30:00,D,2.15,3.5,3.25,2.3,3.3,3.3,2.2,3.4,3.25,2.22,3.41,3.45,2.15,3.3,3.25,both,2025-09-06 17:30:00,217,A,False,112,0.5161290322580645,2.7481153321259364,3.45,PSA,0.7018846678740638
2025-01-27,Genoa,Monza,0.516759590525852,0.2922025329707107,0.1910378765034374,Home,0.516759590525852,H,19:45:00,H,2.25,3.0,3.6,2.2,3.1,3.6,2.2,3.2,3.5,2.28,3.08,3.7,2.25,3.0,3.4,both,2025-09-06 19:45:00,218,H,True,113,0.518348623853211,1.9351358316976857,2.28,PSH,0.34486416830231414
2025-02-01,Monza,Verona,0.4468711918368953,0.2946745929008016,0.258454215262303,Home,0.4468711918368953,H,14:00:00,A,2.3,3.0,3.5,2.3,3.1,3.5,2.25,3.2,3.4,2.38,3.09,3.46,2.25,3.0,3.3,both,2025-09-06 14:00:00,220,H,False,113,0.5136363636363637,2.237781307605509,2.38,PSH,0.1422186923944908
2025-02-01,Bologna,Como,0.6794310196796873,0.2095968935502974,0.1109720867700152,Home,0.6794310196796873,H,19:45:00,H,1.9,3.5,4.2,1.91,3.4,4.33,1.88,3.5,4.2,1.9,3.62,4.29,1.85,3.5,4.0,both,2025-09-06 19:45:00,223,H,True,115,0.515695067264574,1.4718197595267912,1.91,BFH,0.4381802404732087
2025-02-02,Milan,Inter,0.173943669694055,0.2448867528095154,0.5811695774964296,Away,0.5811695774964296,A,17:00:00,D,4.0,3.5,1.91,4.2,3.6,1.91,3.75,3.6,1.95,4.03,3.67,1.94,3.75,3.4,1.95,both,2025-09-06 17:00:00,226,A,False,117,0.5176991150442478,1.7206681814072475,1.95,BWA,0.22933181859275242
2025-02-02,Roma,Napoli,0.1922557285324254,0.2392630426594162,0.5684812288081583,Away,0.5684812288081583,A,19:45:00,D,3.1,3.2,2.38,3.3,3.1,2.4,3.1,3.2,2.35,3.16,3.23,2.46,3.0,3.1,2.4,both,2025-09-06 19:45:00,227,A,False,117,0.5154185022026432,1.7590730341202938,2.46,PSA,0.7009269658797062
2025-02-06,Fiorentina,Inter,0.1755090216717127,0.242582003992636,0.5819089743356514,Away,0.5819089743356514,A,17:00:00,H,3.6,3.5,2.05,3.8,3.5,2.0,3.7,3.5,2.0,3.82,3.56,2.03,3.5,3.6,2.0,both,2025-09-06 17:00:00,229,A,False,118,0.5152838427947598,1.7184818315298729,2.05,B365A,0.33151816847012694
2025-02-07,Como,Juventus,0.1583156019590798,0.2187163651298365,0.6229680329110837,Away,0.6229680329110837,A,19:45:00,A,3.7,3.4,2.05,3.9,3.4,2.0,3.75,3.3,2.05,3.87,3.41,2.07,3.6,3.4,2.0,both,2025-09-06 19:45:00,230,A,True,119,0.5173913043478261,1.6052188028446237,2.07,PSA,0.46478119715537614
2025-02-08,Torino,Genoa,0.5402521837128503,0.2728061084261569,0.1869417078609927,Home,0.5402521837128503,H,19:45:00,D,2.2,3.1,3.6,2.3,2.9,3.75,2.15,3.0,3.75,2.31,2.98,3.77,2.2,3.0,3.5,both,2025-09-06 19:45:00,233,H,False,121,0.51931330472103,1.8509874279962384,2.31,PSH,0.45901257200376167
2025-02-09,Venezia,Roma,0.1531957714533333,0.2404904397499751,0.6063137887966916,Away,0.6063137887966916,A,11:30:00,A,5.0,3.7,1.73,5.0,3.9,1.7,4.75,3.8,1.72,4.97,3.97,1.71,4.6,3.8,1.7,both,2025-09-06 11:30:00,234,A,True,122,0.5213675213675214,1.649310997832706,1.73,B365A,0.08068900216729391
2025-02-09,Cagliari,Parma,0.5367500692253337,0.3039684094803183,0.1592815212943479,Home,0.5367500692253337,H,14:00:00,H,1.85,3.6,4.1,1.87,3.75,4.0,1.9,3.7,3.9,1.89,3.74,4.18,1.85,3.7,3.8,both,2025-09-06 14:00:00,235,H,True,123,0.5234042553191489,1.8630645012179563,1.9,BWH,0.03693549878204361
2025-02-09,Lecce,Bologna,0.1320337524339138,0.2059747147029756,0.6619915328631105,Away,0.6619915328631105,A,17:00:00,D,4.2,3.5,1.91,4.75,3.3,1.87,4.33,3.3,1.9,4.51,3.44,1.91,4.0,3.4,1.85,both,2025-09-06 17:00:00,237,A,False,124,0.5232067510548524,1.510593338973694,1.91,B365A,0.39940666102630584
2025-02-14,Bologna,Torino,0.571462985237041,0.2681431500830405,0.1603938646799185,Home,0.571462985237041,H,19:45:00,H,1.8,3.4,5.0,1.75,3.4,5.5,,,,1.81,3.4,5.47,1.75,3.25,5.0,both,2025-09-06 19:45:00,240,H,True,126,0.525,1.7498946140583422,1.81,PSH,0.06010538594165782
2025-02-15,Atalanta,Cagliari,0.7174580942091884,0.1844374922192277,0.0981044135715838,Home,0.7174580942091884,H,14:00:00,D,1.44,4.75,6.5,1.44,4.75,7.0,,,,1.44,4.9,7.12,1.44,4.6,6.5,both,2025-09-06 14:00:00,241,H,False,126,0.5228215767634855,1.3938096288428397,1.44,B365H,0.04619037115716029
