Date,HomeTeam,AwayTeam,prob_home,prob_draw,prob_away,predicted,predicted_pct,sim_source,predicted_norm,Time,FTR,B365H,B365D,B365A,BFH,BFD,BFA,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,_merge,Date_str,Time_str,DateTime_sort,match_index,pred_FTR,correct,cum_correct,cum_accuracy,fair_odds,max_bookie_odds,max_bookie
2024-08-26,Verona,Juventus,0.1615111036213078,0.2161716234670623,0.6223172729116299,Away,0.6223172729116299,simulation_2024_2025_predictions.csv,A,19:45:00,A,5.25,3.75,1.67,5.5,3.6,1.7,5.25,3.7,1.7,,,,,,,5.23,3.77,1.72,5.5,3.7,1.7,both,2024-08-26,19:45:00,2024-08-26 19:45:00,400,A,True,222,0.555,1.6068973874392232,1.72,PSA
2024-08-30,Venezia,Torino,0.1768825212038072,0.2417930641474341,0.5813244146487586,Away,0.5813244146487586,simulation_2024_2025_predictions.csv,A,17:30:00,A,3.4,3.3,2.2,3.4,3.2,2.2,3.4,3.25,2.15,,,,,,,3.63,3.3,2.23,3.5,3.2,2.2,both,2024-08-30,17:30:00,2024-08-30 17:30:00,401,A,True,223,0.5561097256857855,1.7202098773095724,2.23,PSA
2024-08-30,Inter,Atalanta,0.6121159801653295,0.2235807026407927,0.1643033171938777,Home,0.6121159801653295,simulation_2024_2025_predictions.csv,H,19:45:00,H,1.57,4.33,5.5,1.57,4.33,5.5,1.57,4.33,5.5,,,,,,,1.58,4.43,5.79,1.57,4.2,5.8,both,2024-08-30,19:45:00,2024-08-30 19:45:00,402,H,True,224,0.5572139303482587,1.6336773297928031,1.58,PSH
2024-08-31,Bologna,Empoli,0.5747537151709566,0.2655729783921093,0.1596733064369341,Home,0.5747537151709566,simulation_2024_2025_predictions.csv,H,17:30:00,D,1.62,3.75,6.0,1.65,3.7,6.0,1.63,3.75,5.75,,,,,,,1.66,3.79,5.89,1.65,3.7,5.8,both,2024-08-31,17:30:00,2024-08-31 17:30:00,403,H,False,224,0.5558312655086849,1.7398756608342352,1.66,PSH
2024-08-31,Lecce,Cagliari,0.3784158092568203,0.3207845495933482,0.3007996411498315,Home,0.3784158092568203,simulation_2024_2025_predictions.csv,H,17:30:00,H,2.25,3.2,3.4,2.3,3.1,3.4,2.2,3.2,3.4,,,,,,,2.33,3.18,3.45,2.25,3.2,3.4,both,2024-08-31,17:30:00,2024-08-31 17:30:00,404,H,True,225,0.556930693069307,2.6425957254902315,2.33,PSH
2024-08-31,Lazio,Milan,0.4015876511318973,0.2681101846017009,0.3303021642664017,Home,0.4015876511318973,simulation_2024_2025_predictions.csv,H,19:45:00,D,2.9,3.4,2.4,2.9,3.4,2.45,2.75,3.4,2.45,,,,,,,2.97,3.44,2.46,2.88,3.4,2.45,both,2024-08-31,19:45:00,2024-08-31 19:45:00,405,H,False,225,0.5555555555555556,2.4901164096591217,2.97,PSH
2024-08-31,Napoli,Parma,0.6451451799588818,0.2298157000992157,0.1250391199419023,Home,0.6451451799588818,simulation_2024_2025_predictions.csv,H,19:45:00,H,1.48,4.33,7.0,1.47,4.5,7.0,1.5,4.33,6.25,,,,,,,1.5,4.66,6.48,1.5,4.2,7.0,both,2024-08-31,19:45:00,2024-08-31 19:45:00,406,H,True,226,0.5566502463054187,1.5500387061153194,1.5,BWH
2024-09-01,Fiorentina,Monza,0.6046586282649767,0.2466979910375023,0.1486433806975208,Home,0.6046586282649767,simulation_2024_2025_predictions.csv,H,17:30:00,D,1.67,3.9,5.0,1.67,3.8,5.0,1.68,3.8,5.0,,,,,,,1.7,3.86,5.24,1.7,3.8,5.0,both,2024-09-01,17:30:00,2024-09-01 17:30:00,407,H,False,226,0.5552825552825553,1.6538257344800091,1.7,PSH
2024-09-01,Genoa,Verona,0.5334036334752625,0.285044621291993,0.1815517452327444,Home,0.5334036334752625,simulation_2024_2025_predictions.csv,H,17:30:00,A,2.0,3.3,4.0,2.05,3.25,4.0,2.05,3.2,3.9,,,,,,,2.02,3.29,4.25,2.0,3.2,4.2,both,2024-09-01,17:30:00,2024-09-01 17:30:00,408,H,False,226,0.553921568627451,1.8747528836366216,2.05,BFH
2024-09-01,Juventus,Roma,0.5850269923864548,0.2518139230435147,0.1631590845700303,Home,0.5850269923864548,simulation_2024_2025_predictions.csv,H,19:45:00,D,1.75,3.6,5.0,1.75,3.6,5.0,1.8,3.6,4.5,,,,,,,1.76,3.73,5.02,1.8,3.6,4.8,both,2024-09-01,19:45:00,2024-09-01 19:45:00,409,H,False,226,0.5525672371638142,1.7093228398244982,1.8,BWH
2024-09-01,Udinese,Como,0.5563140094989323,0.2522471873024446,0.191438803198623,Home,0.5563140094989323,simulation_2024_2025_predictions.csv,H,19:45:00,H,2.05,3.4,3.75,2.05,3.3,3.9,2.0,3.3,3.8,,,,,,,2.07,3.4,3.89,2.1,3.3,3.75,both,2024-09-01,19:45:00,2024-09-01 19:45:00,410,H,True,227,0.5536585365853659,1.79754595952148,2.1,WHH
2024-09-14,Como,Bologna,0.1380422796354958,0.2155864300546089,0.6463712903098953,Away,0.6463712903098953,simulation_2024_2025_predictions.csv,A,14:00:00,D,3.0,3.25,2.45,3.0,3.2,2.5,2.9,3.2,2.5,,,,,,,3.03,3.15,2.57,3.0,3.2,2.45,both,2024-09-14,14:00:00,2024-09-14 14:00:00,411,A,False,227,0.5523114355231143,1.5470984169494308,2.57,PSA
2024-09-14,Empoli,Juventus,0.1575171482886424,0.2165671784172346,0.625915673294123,Away,0.625915673294123,simulation_2024_2025_predictions.csv,A,17:00:00,D,5.25,3.6,1.7,5.0,3.75,1.73,5.0,3.6,1.73,,,,,,,5.54,3.68,1.7,5.0,3.6,1.73,both,2024-09-14,17:00:00,2024-09-14 17:00:00,412,A,False,227,0.5509708737864077,1.5976593056651125,1.73,BFA
2024-09-14,Milan,Venezia,0.6670248393355643,0.2171258194927952,0.1158493411716403,Home,0.6670248393355643,simulation_2024_2025_predictions.csv,H,19:45:00,H,1.3,5.75,9.0,1.29,6.0,10.0,1.31,5.5,9.5,,,,,,,1.3,5.83,9.65,1.29,5.8,10.0,both,2024-09-14,19:45:00,2024-09-14 19:45:00,413,H,True,228,0.5520581113801453,1.4991945442333428,1.31,BWH
2024-09-15,Genoa,Roma,0.2296425441809663,0.256066821816316,0.5142906340027177,Away,0.5142906340027177,simulation_2024_2025_predictions.csv,A,11:30:00,D,3.25,3.3,2.25,3.3,3.3,2.25,3.3,3.3,2.2,,,,,,,3.37,3.28,2.29,3.3,3.3,2.25,both,2024-09-15,11:30:00,2024-09-15 11:30:00,414,A,False,228,0.5507246376811594,1.9444258438404998,2.29,PSA
2024-09-15,Atalanta,Fiorentina,0.5708300871416764,0.2581624967434245,0.1710074161148992,Home,0.5708300871416764,simulation_2024_2025_predictions.csv,H,14:00:00,H,1.8,3.6,4.5,1.83,3.75,4.4,1.8,3.75,4.2,,,,,,,1.83,3.85,4.29,1.83,3.75,4.2,both,2024-09-15,14:00:00,2024-09-15 14:00:00,415,H,True,229,0.5518072289156627,1.7518347797806362,1.83,BFH
2024-09-15,Torino,Lecce,0.6121866279858166,0.2590992206884349,0.1287141513257484,Home,0.6121866279858166,simulation_2024_2025_predictions.csv,H,14:00:00,D,1.8,3.5,4.75,1.85,3.4,5.0,1.82,3.4,4.75,,,,,,,1.84,3.34,5.07,1.83,3.4,4.8,both,2024-09-15,14:00:00,2024-09-15 14:00:00,416,H,False,229,0.5504807692307693,1.6334887994697729,1.85,BFH
2024-09-15,Cagliari,Napoli,0.1789710363165201,0.2542502852586449,0.566778678424835,Away,0.566778678424835,simulation_2024_2025_predictions.csv,A,17:00:00,A,4.33,3.75,1.8,4.5,3.75,1.8,4.2,3.75,1.8,,,,,,,4.43,3.73,1.83,4.33,3.7,1.83,both,2024-09-15,17:00:00,2024-09-15 17:00:00,417,A,True,230,0.5515587529976019,1.7643571257464266,1.83,PSA
2024-09-15,Monza,Inter,0.1444282304201447,0.23432156671739,0.6212502028624651,Away,0.6212502028624651,simulation_2024_2025_predictions.csv,A,19:45:00,D,8.0,4.75,1.4,8.0,4.75,1.4,7.25,4.8,1.42,,,,,,,7.58,4.97,1.41,7.5,4.6,1.44,both,2024-09-15,19:45:00,2024-09-15 19:45:00,418,A,False,230,0.5502392344497608,1.6096574220699031,1.44,WHA
2024-09-16,Parma,Udinese,0.1962847065333431,0.2544417801080637,0.5492735133585931,Away,0.5492735133585931,simulation_2024_2025_predictions.csv,A,17:30:00,A,2.25,3.4,3.2,2.2,3.4,3.3,2.25,3.3,3.1,,,,,,,2.29,3.36,3.29,2.25,3.4,3.2,both,2024-09-16,17:30:00,2024-09-16 17:30:00,419,A,True,231,0.5513126491646778,1.8205866033579343,3.3,BFA
2024-09-16,Lazio,Verona,0.6641923926160916,0.2127091949887184,0.1230984123951899,Home,0.6641923926160916,simulation_2024_2025_predictions.csv,H,19:45:00,H,1.62,3.8,6.0,1.6,4.0,6.0,1.63,3.8,5.5,,,,,,,1.62,3.97,5.78,1.62,3.8,5.8,both,2024-09-16,19:45:00,2024-09-16 19:45:00,420,H,True,232,0.5523809523809524,1.505587855442373,1.63,BWH
2024-09-20,Cagliari,Empoli,0.3340191109037251,0.3031160998137502,0.3628647892825247,Away,0.3628647892825247,simulation_2024_2025_predictions.csv,A,17:30:00,A,2.15,3.4,3.4,2.2,3.25,3.6,2.15,3.25,3.5,,,,,,,2.17,3.35,3.72,2.2,3.2,3.5,both,2024-09-20,17:30:00,2024-09-20 17:30:00,421,A,True,233,0.5534441805225653,2.755847438317872,3.72,PSA
2024-09-20,Verona,Torino,0.2278160792172936,0.2647905082940401,0.5073934124886663,Away,0.5073934124886663,simulation_2024_2025_predictions.csv,A,19:45:00,A,2.7,3.0,2.8,2.8,3.0,2.8,2.75,2.95,2.8,,,,,,,2.85,3.02,2.9,2.88,2.9,2.8,both,2024-09-20,19:45:00,2024-09-20 19:45:00,422,A,True,234,0.5545023696682464,1.970857278369449,2.9,PSA
2024-09-21,Venezia,Genoa,0.2353958132104559,0.2639257500672511,0.500678436722293,Away,0.500678436722293,simulation_2024_2025_predictions.csv,A,14:00:00,H,3.25,3.2,2.35,3.1,3.2,2.45,3.0,3.25,2.37,,,,,,,3.24,3.26,2.39,3.25,3.25,2.3,both,2024-09-21,14:00:00,2024-09-21 14:00:00,423,A,False,234,0.5531914893617021,1.9972899303323932,2.45,BFA
2024-09-21,Juventus,Napoli,0.5545325083235697,0.2555073805699825,0.1899601111064478,Home,0.5545325083235697,simulation_2024_2025_predictions.csv,H,17:00:00,D,2.2,3.4,3.3,2.2,3.25,3.5,2.15,3.3,3.5,,,,,,,2.26,3.28,3.49,2.2,3.3,3.4,both,2024-09-21,17:00:00,2024-09-21 17:00:00,424,H,False,234,0.5518867924528302,1.8033207882133757,2.26,PSH
2024-09-21,Lecce,Parma,0.550715058434433,0.2684565049058723,0.1808284366596946,Home,0.550715058434433,simulation_2024_2025_predictions.csv,H,19:45:00,D,2.2,3.5,3.25,2.2,3.4,3.4,2.25,3.4,3.1,,,,,,,2.22,3.46,3.39,2.2,3.4,3.3,both,2024-09-21,19:45:00,2024-09-21 19:45:00,425,H,False,234,0.5505882352941176,1.815821057885705,2.25,BWH
2024-09-22,Fiorentina,Lazio,0.4881328678982304,0.2555565387579182,0.2563105933438513,Home,0.4881328678982304,simulation_2024_2025_predictions.csv,H,11:30:00,H,2.25,3.4,3.2,2.3,3.3,3.3,2.25,3.3,3.1,,,,,,,2.32,3.43,3.23,2.3,3.3,3.2,both,2024-09-22,11:30:00,2024-09-22 11:30:00,426,H,True,235,0.5516431924882629,2.0486225488271925,2.32,PSH
2024-09-22,Monza,Bologna,0.1981114010913892,0.2393940985678229,0.5624945003407879,Away,0.5624945003407879,simulation_2024_2025_predictions.csv,A,14:00:00,A,3.3,3.1,2.4,3.3,3.1,2.4,3.1,3.2,2.35,,,,,,,3.21,3.23,2.43,3.2,3.2,2.38,both,2024-09-22,14:00:00,2024-09-22 14:00:00,427,A,True,236,0.5526932084309133,1.7777951595867143,2.43,PSA
2024-09-22,Roma,Udinese,0.5606594805951303,0.2682024589656732,0.1711380604391965,Home,0.5606594805951303,simulation_2024_2025_predictions.csv,H,17:00:00,H,1.62,4.2,5.25,1.62,4.0,5.5,1.63,3.75,5.5,,,,,,,1.63,4.07,5.59,1.65,3.8,5.5,both,2024-09-22,17:00:00,2024-09-22 17:00:00,428,H,True,237,0.5537383177570093,1.7836138237393533,1.65,WHH
2024-09-22,Inter,Milan,0.5590480249784099,0.2544027229751145,0.1865492520464756,Home,0.5590480249784099,simulation_2024_2025_predictions.csv,H,19:45:00,A,1.65,4.0,5.25,1.67,4.0,5.0,1.66,4.0,5.0,,,,,,,1.66,4.11,5.25,1.67,4.0,5.0,both,2024-09-22,19:45:00,2024-09-22 19:45:00,429,H,False,237,0.5524475524475524,1.7887550895803976,1.67,BFH
2024-09-24,Atalanta,Como,0.7325037354708448,0.1811704663133774,0.0863257982157776,Home,0.7325037354708448,simulation_2024_2025_predictions.csv,H,19:45:00,A,1.44,4.5,7.0,1.44,4.6,7.0,1.44,4.6,6.75,,,,,,,1.5,4.69,6.4,1.44,4.6,7.0,both,2024-09-24,19:45:00,2024-09-24 19:45:00,430,H,False,237,0.5511627906976744,1.3651807514090173,1.5,PSH
2024-09-27,Milan,Lecce,0.6632571318944621,0.226416038550598,0.1103268295549398,Home,0.6632571318944621,simulation_2024_2025_predictions.csv,H,19:45:00,H,1.33,5.75,8.0,1.33,5.5,9.5,1.35,5.5,8.0,,,,,,,1.33,5.73,9.55,1.33,5.5,8.5,both,2024-09-27,19:45:00,2024-09-27 19:45:00,431,H,True,238,0.5522041763341067,1.5077108890539916,1.35,BWH
2024-09-28,Udinese,Inter,0.2280660015105134,0.2971766707913154,0.4747573276981713,Away,0.4747573276981713,simulation_2024_2025_predictions.csv,A,14:00:00,A,7.0,4.33,1.48,7.0,4.5,1.5,6.25,4.33,1.51,,,,,,,7.07,4.52,1.48,6.5,4.33,1.5,both,2024-09-28,14:00:00,2024-09-28 14:00:00,432,A,True,239,0.5532407407407407,2.1063392635737337,1.51,BWA
2024-09-28,Genoa,Juventus,0.1598499231863052,0.215430095375886,0.6247199814378086,Away,0.6247199814378086,simulation_2024_2025_predictions.csv,A,17:00:00,A,5.5,3.5,1.7,5.5,3.6,1.67,5.25,3.5,1.7,,,,,,,5.56,3.6,1.73,5.8,3.6,1.67,both,2024-09-28,17:00:00,2024-09-28 17:00:00,433,A,True,240,0.5542725173210161,1.6007171688321464,1.73,PSA
2024-09-28,Bologna,Atalanta,0.5119179589902889,0.2792906900393666,0.2087913509703444,Home,0.5119179589902889,simulation_2024_2025_predictions.csv,H,19:45:00,D,3.0,3.3,2.4,3.1,3.25,2.4,2.85,3.3,2.45,,,,,,,3.03,3.28,2.52,3.0,3.4,2.38,both,2024-09-28,19:45:00,2024-09-28 19:45:00,434,H,False,240,0.5529953917050692,1.9534380117712768,3.1,BFH
2024-09-29,Torino,Lazio,0.5482961392759512,0.254808346370611,0.1968955143534377,Home,0.5482961392759512,simulation_2024_2025_predictions.csv,H,11:30:00,A,2.9,3.1,2.55,2.9,3.1,2.6,2.85,3.2,2.55,,,,,,,2.91,3.24,2.63,2.9,3.25,2.5,both,2024-09-29,11:30:00,2024-09-29 11:30:00,435,H,False,240,0.5517241379310345,1.8238319192262475,2.91,PSH
2024-09-29,Como,Verona,0.3430147314273371,0.2931208798574042,0.3638643887152586,Away,0.3638643887152586,simulation_2024_2025_predictions.csv,A,14:00:00,H,2.1,3.4,3.6,2.1,3.4,3.7,2.15,3.3,3.5,,,,,,,2.13,3.39,3.7,2.15,3.3,3.5,both,2024-09-29,14:00:00,2024-09-29 14:00:00,436,A,False,240,0.5504587155963303,2.748276641005801,3.7,BFA
2024-09-29,Roma,Venezia,0.6122393929223018,0.2406008009432939,0.1471598061344041,Home,0.6122393929223018,simulation_2024_2025_predictions.csv,H,14:00:00,H,1.4,4.75,8.0,1.4,5.0,7.5,1.41,4.75,7.5,,,,,,,1.41,4.89,7.88,1.44,4.6,7.5,both,2024-09-29,14:00:00,2024-09-29 14:00:00,437,H,True,241,0.551487414187643,1.633348019680446,1.44,WHH
2024-09-29,Empoli,Fiorentina,0.2746946239176712,0.2822937559328474,0.4430116201494813,Away,0.4430116201494813,simulation_2024_2025_predictions.csv,A,17:00:00,D,3.4,3.3,2.2,3.5,3.25,2.25,3.4,3.3,2.2,,,,,,,3.48,3.27,2.27,3.4,3.3,2.2,both,2024-09-29,17:00:00,2024-09-29 17:00:00,438,A,False,241,0.5502283105022832,2.2572771334137447,2.27,PSA
2024-09-29,Napoli,Monza,0.6412311630973195,0.2327845071841577,0.1259843297185228,Home,0.6412311630973195,simulation_2024_2025_predictions.csv,H,19:45:00,H,1.36,5.0,8.5,1.33,5.0,9.5,1.37,5.0,8.25,,,,,,,1.36,5.16,9.29,1.35,5.0,9.0,both,2024-09-29,19:45:00,2024-09-29 19:45:00,439,H,True,242,0.55125284738041,1.5595000017930043,1.37,BWH
2024-09-30,Parma,Cagliari,0.2532827473470964,0.2812545616326268,0.4654626910202767,Away,0.4654626910202767,simulation_2024_2025_predictions.csv,A,19:45:00,A,2.1,3.6,3.4,2.1,3.6,3.4,2.1,3.5,3.3,,,,,,,2.13,3.62,3.45,2.1,3.6,3.4,both,2024-09-30,19:45:00,2024-09-30 19:45:00,440,A,True,243,0.5522727272727272,2.1483999024885057,3.45,PSA
2024-10-04,Napoli,Como,0.7086912539852811,0.1920404992243274,0.0992682467903914,Home,0.7086912539852811,simulation_2024_2025_predictions.csv,H,17:30:00,H,1.45,4.33,7.0,1.4,4.6,8.0,1.44,4.6,7.0,,,,,,,1.46,4.58,7.73,1.44,4.6,7.0,both,2024-10-04,17:30:00,2024-10-04 17:30:00,441,H,True,244,0.5532879818594104,1.4110517018187572,1.46,PSH
2024-10-04,Verona,Venezia,0.5627402696882579,0.2620271053858614,0.1752326249258808,Home,0.5627402696882579,simulation_2024_2025_predictions.csv,H,19:45:00,H,2.5,3.2,2.9,2.45,3.1,3.1,2.45,3.2,3.0,,,,,,,2.52,3.18,3.16,2.45,3.2,3.0,both,2024-10-04,19:45:00,2024-10-04 19:45:00,442,H,True,245,0.5542986425339367,1.7770187311350076,2.52,PSH
2024-10-05,Udinese,Lecce,0.5676499063624676,0.2676742116895135,0.1646758819480188,Home,0.5676499063624676,simulation_2024_2025_predictions.csv,H,14:00:00,H,2.2,3.3,3.3,2.25,3.25,3.4,2.2,3.25,3.3,,,,,,,2.3,3.22,3.47,2.2,3.3,3.4,both,2024-10-05,14:00:00,2024-10-05 14:00:00,443,H,True,246,0.5553047404063205,1.7616491939689658,2.3,PSH
2024-10-05,Atalanta,Genoa,0.6543603601895143,0.2154816445877845,0.1301579952227012,Home,0.6543603601895143,simulation_2024_2025_predictions.csv,H,17:00:00,H,1.45,4.75,6.5,1.4,4.6,7.5,1.47,4.4,6.75,,,,,,,1.47,4.63,7.16,1.5,4.33,7.0,both,2024-10-05,17:00:00,2024-10-05 17:00:00,444,H,True,247,0.5563063063063063,1.5282099296332412,1.5,WHH
2024-10-05,Inter,Torino,0.6611064700869079,0.211423392746988,0.1274701371661039,Home,0.6611064700869079,simulation_2024_2025_predictions.csv,H,19:45:00,H,1.3,5.0,11.0,1.29,5.5,11.0,1.35,5.0,8.75,,,,,,,1.32,5.52,9.87,1.33,5.0,10.0,both,2024-10-05,19:45:00,2024-10-05 19:45:00,445,H,True,248,0.5573033707865168,1.512615660634121,1.35,BWH
2024-10-06,Juventus,Cagliari,0.7191356881640142,0.185865864901433,0.0949984469345527,Home,0.7191356881640142,simulation_2024_2025_predictions.csv,H,11:30:00,D,1.38,5.0,8.0,1.33,5.0,10.0,1.38,4.75,8.5,,,,,,,1.38,4.94,9.15,1.4,4.6,9.0,both,2024-10-06,11:30:00,2024-10-06 11:30:00,446,H,False,248,0.5560538116591929,1.390558160940455,1.4,WHH
2024-10-06,Bologna,Parma,0.6287826568665672,0.2351656218971299,0.1360517212363028,Home,0.6287826568665672,simulation_2024_2025_predictions.csv,H,14:00:00,D,1.8,3.7,4.33,1.85,3.75,4.33,1.77,3.8,4.33,,,,,,,1.87,3.8,4.23,1.83,3.7,4.2,both,2024-10-06,14:00:00,2024-10-06 14:00:00,447,H,False,248,0.5548098434004475,1.5903746534348324,1.87,PSH
2024-10-06,Lazio,Empoli,0.6216128755218546,0.2375704669175101,0.1408166575606351,Home,0.6216128755218546,simulation_2024_2025_predictions.csv,H,14:00:00,H,1.57,4.0,6.0,1.55,4.1,6.5,1.55,4.0,6.0,,,,,,,1.59,3.99,6.38,1.57,4.0,6.0,both,2024-10-06,14:00:00,2024-10-06 14:00:00,448,H,True,249,0.5558035714285714,1.6087182865388412,1.59,PSH
2024-10-06,Monza,Roma,0.1697138923886894,0.2399832708734221,0.5903028367378884,Away,0.5903028367378884,simulation_2024_2025_predictions.csv,A,17:00:00,D,4.2,3.4,1.91,4.2,3.4,1.91,4.1,3.3,1.95,,,,,,,4.29,3.38,1.98,4.2,3.3,1.95,both,2024-10-06,17:00:00,2024-10-06 17:00:00,449,A,False,249,0.5545657015590201,1.694045730029295,1.98,PSA
2024-10-06,Fiorentina,Milan,0.2295875069663941,0.2474147883301025,0.5229977047035033,Away,0.5229977047035033,simulation_2024_2025_predictions.csv,A,19:45:00,H,3.1,3.6,2.2,3.4,3.5,2.2,3.1,3.5,2.2,,,,,,,3.35,3.55,2.21,3.2,3.5,2.2,both,2024-10-06,19:45:00,2024-10-06 19:45:00,450,A,False,249,0.5533333333333333,1.9120542805573455,2.21,PSA
2024-10-19,Como,Parma,0.460344130236191,0.2967720269014537,0.2428838428623552,Home,0.460344130236191,simulation_2024_2025_predictions.csv,H,14:00:00,D,1.95,3.6,3.8,1.95,3.6,3.9,1.93,3.75,3.6,,,,,,,2.02,3.72,3.71,2.0,3.6,3.7,both,2024-10-19,14:00:00,2024-10-19 14:00:00,451,H,False,249,0.5521064301552107,2.172287934869345,2.02,PSH
2024-10-19,Genoa,Bologna,0.2051807986299432,0.2605552604148001,0.5342639409552566,Away,0.5342639409552566,simulation_2024_2025_predictions.csv,A,14:00:00,D,3.75,3.1,2.15,3.8,3.1,2.2,3.6,3.1,2.15,,,,,,,3.85,3.16,2.19,3.6,3.2,2.2,both,2024-10-19,14:00:00,2024-10-19 14:00:00,452,A,False,249,0.5508849557522124,1.871734031332928,2.2,BFA
2024-10-19,Milan,Udinese,0.6546685349992942,0.2115095749490854,0.1338218900516203,Home,0.6546685349992942,simulation_2024_2025_predictions.csv,H,17:00:00,H,1.38,4.75,8.5,1.36,5.0,9.0,1.39,5.0,7.5,,,,,,,1.38,5.23,8.24,1.4,5.0,8.0,both,2024-10-19,17:00:00,2024-10-19 17:00:00,453,H,True,250,0.5518763796909493,1.5274905490930277,1.4,WHH
2024-10-19,Juventus,Lazio,0.533651882549732,0.2698389163297949,0.196509201120473,Home,0.533651882549732,simulation_2024_2025_predictions.csv,H,19:45:00,H,2.05,3.3,3.8,2.05,3.3,3.9,2.05,3.25,3.8,,,,,,,2.05,3.34,4.05,2.05,3.3,3.8,both,2024-10-19,19:45:00,2024-10-19 19:45:00,454,H,True,251,0.552863436123348,1.8738807689052015,2.05,B365H
2024-10-20,Empoli,Napoli,0.1466027469420085,0.20870086898815,0.6446963840698414,Away,0.6446963840698414,simulation_2024_2025_predictions.csv,A,11:30:00,A,6.0,3.5,1.67,6.0,3.6,1.67,5.25,3.8,1.66,,,,,,,5.58,3.79,1.68,5.5,3.75,1.67,both,2024-10-20,11:30:00,2024-10-20 11:30:00,455,A,True,252,0.5538461538461539,1.5511177427228562,1.68,PSA
2024-10-20,Lecce,Fiorentina,0.1826484099219755,0.2457115744864652,0.5716400155915592,Away,0.5716400155915592,simulation_2024_2025_predictions.csv,A,14:00:00,A,3.2,3.3,2.3,3.2,3.3,2.3,2.95,3.25,2.4,,,,,,,3.3,3.27,2.35,3.0,3.3,2.4,both,2024-10-20,14:00:00,2024-10-20 14:00:00,456,A,True,253,0.5548245614035088,1.7493526917725561,2.4,BWA
2024-10-20,Venezia,Atalanta,0.2248733699043658,0.2908806265556006,0.4842460035400335,Away,0.4842460035400335,simulation_2024_2025_predictions.csv,A,14:00:00,A,5.5,4.0,1.62,5.0,4.0,1.62,5.0,4.0,1.65,,,,,,,5.4,4.18,1.63,5.5,4.0,1.65,both,2024-10-20,14:00:00,2024-10-20 14:00:00,457,A,True,254,0.5557986870897156,2.065066087669484,1.65,BWA
2024-10-20,Cagliari,Torino,0.201069257564192,0.2662319458961653,0.5326987965396427,Away,0.5326987965396427,simulation_2024_2025_predictions.csv,A,17:00:00,H,2.8,3.1,2.7,2.75,3.1,2.7,2.75,3.25,2.6,,,,,,,2.85,3.18,2.72,2.8,3.2,2.6,both,2024-10-20,17:00:00,2024-10-20 17:00:00,458,A,False,254,0.5545851528384279,1.8772334506777535,2.72,PSA
2024-10-20,Roma,Inter,0.2237882276534427,0.2624366438801919,0.5137751284663654,Away,0.5137751284663654,simulation_2024_2025_predictions.csv,A,19:45:00,A,4.2,3.7,1.85,4.2,3.75,1.83,4.1,3.75,1.83,,,,,,,4.31,3.86,1.83,4.33,3.7,1.83,both,2024-10-20,19:45:00,2024-10-20 19:45:00,459,A,True,255,0.5555555555555556,1.9463768185607404,1.85,B365A
2024-10-21,Verona,Monza,0.3642473858439703,0.3086053123340785,0.3271473018219512,Home,0.3642473858439703,simulation_2024_2025_predictions.csv,H,19:45:00,A,2.3,3.0,3.5,2.3,3.0,3.5,2.3,3.2,3.25,,,,,,,2.38,3.01,3.56,2.3,3.1,3.4,both,2024-10-21,19:45:00,2024-10-21 19:45:00,460,H,False,255,0.5543478260869565,2.745386896004689,2.38,PSH
2024-10-25,Udinese,Cagliari,0.5521551612315988,0.2769719697935045,0.1708728689748966,Home,0.5521551612315988,simulation_2024_2025_predictions.csv,H,17:30:00,H,2.2,3.3,3.3,2.25,3.2,3.5,2.25,3.1,3.4,,,,,,,2.29,3.21,3.58,2.3,3.0,3.5,both,2024-10-25,17:30:00,2024-10-25 17:30:00,461,H,True,256,0.5553145336225597,1.811085126451539,2.3,WHH
2024-10-25,Torino,Como,0.6215204638059336,0.2480760163425539,0.1304035198515124,Home,0.6215204638059336,simulation_2024_2025_predictions.csv,H,19:45:00,H,2.63,3.0,2.9,2.63,3.0,3.0,2.6,3.0,2.87,,,,,,,2.75,3.03,3.0,2.7,3.0,2.9,both,2024-10-25,19:45:00,2024-10-25 19:45:00,462,H,True,257,0.5562770562770563,1.608957481265242,2.75,PSH
2024-10-26,Napoli,Lecce,0.632682141343419,0.2436631630155783,0.1236546956410027,Home,0.632682141343419,simulation_2024_2025_predictions.csv,H,14:00:00,H,1.25,6.0,12.0,1.25,5.5,12.0,1.31,5.5,9.75,,,,,,,1.29,5.73,11.33,1.29,5.5,11.0,both,2024-10-26,14:00:00,2024-10-26 14:00:00,463,H,True,258,0.5572354211663066,1.5805725097228582,1.31,BWH
2024-10-26,Atalanta,Verona,0.6924788641220255,0.1970391515461411,0.1104819843318332,Home,0.6924788641220255,simulation_2024_2025_predictions.csv,H,19:45:00,H,1.38,4.75,8.0,1.36,5.0,8.0,1.39,5.0,7.25,,,,,,,1.4,5.17,7.65,1.4,5.0,7.5,both,2024-10-26,19:45:00,2024-10-26 19:45:00,464,H,True,259,0.5581896551724138,1.4440873964693086,1.4,PSH
