Date,HomeTeam,AwayTeam,prob_home,prob_draw,prob_away,predicted,predicted_pct,sim_source,predicted_norm,Time,FTR,B365H,B365D,B365A,BFH,BFD,BFA,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,_merge,Date_str,Time_str,DateTime_sort,match_index,pred_FTR,correct,cum_correct,cum_accuracy,fair_odds,max_bookie_odds,max_bookie
2023-12-29,Napoli,Monza,0.577718127676082,0.2706397794533718,0.151642092870546,Home,0.577718127676082,simulation_2023_2024_predictions.csv,H,17:30:00,D,1.62,4.0,5.5,,,,1.62,4.0,5.25,1.63,4.0,5.25,,,,1.62,4.18,5.52,1.55,4.0,5.5,both,2023-12-29,17:30:00,2023-12-29 17:30:00,172,H,False,109,0.6337209302325582,1.7309479348044368,1.63,IWH
2023-12-29,Genoa,Inter,0.1434146718146872,0.2601146970378109,0.5964706311475019,Away,0.5964706311475019,simulation_2023_2024_predictions.csv,A,19:45:00,D,5.5,3.8,1.65,,,,5.75,3.6,1.65,5.75,3.7,1.65,,,,5.92,3.67,1.68,5.5,3.75,1.6,both,2023-12-29,19:45:00,2023-12-29 19:45:00,173,A,False,109,0.630057803468208,1.676528478990123,1.68,PSA
2023-12-29,Lazio,Frosinone,0.6582721087878497,0.2259109951788609,0.1158168960332892,Home,0.6582721087878497,simulation_2023_2024_predictions.csv,H,19:45:00,H,1.67,3.8,5.25,,,,1.66,3.75,5.25,1.67,3.8,5.25,,,,1.67,3.93,5.5,1.6,3.75,5.5,both,2023-12-29,19:45:00,2023-12-29 19:45:00,174,H,True,110,0.632183908045977,1.5191286196849692,1.67,B365H
2023-12-30,Atalanta,Lecce,0.6532477318465646,0.2193582494650685,0.1273940186883669,Home,0.6532477318465646,simulation_2023_2024_predictions.csv,H,11:30:00,H,1.4,4.6,8.0,,,,1.44,4.4,7.5,1.45,4.5,7.25,,,,1.44,4.61,7.93,1.4,4.4,7.5,both,2023-12-30,11:30:00,2023-12-30 11:30:00,175,H,True,111,0.6342857142857142,1.5308128161015657,1.45,IWH
2023-12-30,Cagliari,Empoli,0.3630048472920658,0.3482480332593987,0.2887471194485356,Home,0.3630048472920658,simulation_2023_2024_predictions.csv,H,14:00:00,D,2.05,3.4,3.6,,,,2.05,3.4,3.6,2.1,3.45,3.55,,,,2.09,3.49,3.7,2.0,3.5,3.5,both,2023-12-30,14:00:00,2023-12-30 14:00:00,176,H,False,111,0.6306818181818182,2.7547841508447455,2.1,IWH
2023-12-30,Udinese,Bologna,0.2956810761814205,0.2905338572729796,0.4137850665455998,Away,0.4137850665455998,simulation_2023_2024_predictions.csv,A,14:00:00,H,3.5,3.1,2.25,,,,3.4,3.1,2.25,3.45,3.1,2.3,,,,3.64,3.12,2.28,3.3,3.25,2.15,both,2023-12-30,14:00:00,2023-12-30 14:00:00,177,A,False,111,0.6271186440677966,2.4167136053224345,2.3,IWA
2023-12-30,Milan,Sassuolo,0.6626762364804001,0.2093708045586678,0.127952958960932,Home,0.6626762364804001,simulation_2023_2024_predictions.csv,H,17:00:00,H,1.45,4.75,6.5,,,,1.47,4.75,6.0,1.47,4.8,6.25,,,,1.45,4.99,6.64,1.4,4.75,6.5,both,2023-12-30,17:00:00,2023-12-30 17:00:00,178,H,True,112,0.6292134831460674,1.5090325334603678,1.47,BWH
2023-12-30,Verona,Salernitana,0.4049948670396712,0.3262398119723915,0.2687653209879372,Home,0.4049948670396712,simulation_2023_2024_predictions.csv,H,17:00:00,A,1.91,3.4,4.2,,,,1.93,3.5,4.0,1.95,3.5,4.1,,,,1.96,3.47,4.22,1.85,3.5,4.0,both,2023-12-30,17:00:00,2023-12-30 17:00:00,179,H,False,112,0.6256983240223464,2.469167096633956,1.96,PSH
2023-12-30,Juventus,Roma,0.6096707228825342,0.24053253013794,0.1497967469795256,Home,0.6096707228825342,simulation_2023_2024_predictions.csv,H,19:45:00,H,2.05,3.0,4.2,,,,2.05,3.1,4.0,2.1,3.05,4.1,,,,2.12,3.1,4.18,2.05,3.1,2.45,both,2023-12-30,19:45:00,2023-12-30 19:45:00,180,H,True,113,0.6277777777777778,1.6402296558902842,2.12,PSH
2024-01-05,Bologna,Genoa,0.6624583583716762,0.2139974728799492,0.1235441687483743,Home,0.6624583583716762,simulation_2023_2024_predictions.csv,H,19:45:00,D,2.05,3.0,4.33,,,,2.05,3.0,4.2,,,,,,,2.09,3.09,4.29,2.0,3.1,4.0,both,2024-01-05,19:45:00,2024-01-05 19:45:00,181,H,False,113,0.6243093922651933,1.5095288441344474,2.09,PSH
2024-01-06,Inter,Verona,0.7493979681386167,0.1717912762947973,0.078810755566586,Home,0.7493979681386167,simulation_2023_2024_predictions.csv,H,11:30:00,H,1.17,8.0,13.0,,,,1.18,7.5,15.5,,,,,,,1.17,7.94,16.21,1.14,7.0,17.0,both,2024-01-06,11:30:00,2024-01-06 11:30:00,182,H,True,114,0.6263736263736264,1.3344044720108306,1.18,BWH
2024-01-06,Frosinone,Monza,0.2125743421607462,0.3080770050004732,0.4793486528387805,Away,0.4793486528387805,simulation_2023_2024_predictions.csv,A,14:00:00,A,2.63,3.3,2.7,,,,2.55,3.5,2.6,,,,,,,2.71,3.36,2.73,2.62,3.4,2.5,both,2024-01-06,14:00:00,2024-01-06 14:00:00,183,A,True,115,0.6284153005464481,2.086164202356339,2.73,PSA
2024-01-06,Lecce,Cagliari,0.4382688698897707,0.3204453006570549,0.2412858294531742,Home,0.4382688698897707,simulation_2023_2024_predictions.csv,H,17:00:00,D,2.2,3.25,3.4,,,,2.2,3.3,3.3,,,,,,,2.24,3.31,3.51,2.1,3.4,3.25,both,2024-01-06,17:00:00,2024-01-06 17:00:00,184,H,False,115,0.625,2.281704379897004,2.24,PSH
2024-01-06,Sassuolo,Fiorentina,0.240401057123598,0.2835512352857628,0.4760477075906392,Away,0.4760477075906392,simulation_2023_2024_predictions.csv,A,19:45:00,H,3.25,3.5,2.15,,,,3.1,3.6,2.2,,,,,,,3.37,3.49,2.22,3.1,3.5,2.15,both,2024-01-06,19:45:00,2024-01-06 19:45:00,185,A,False,115,0.6216216216216216,2.1006297983476805,2.22,PSA
2024-01-07,Empoli,Milan,0.1967588954776365,0.2694124980589122,0.5338286064634513,Away,0.5338286064634513,simulation_2023_2024_predictions.csv,A,11:30:00,A,5.25,3.8,1.67,,,,4.8,4.0,1.66,,,,,,,5.3,4.13,1.65,5.0,4.2,1.57,both,2024-01-07,11:30:00,2024-01-07 11:30:00,186,A,True,116,0.6236559139784946,1.8732604208397086,1.67,B365A
2024-01-07,Torino,Napoli,0.2919357227348786,0.279247498242432,0.4288167790226893,Away,0.4288167790226893,simulation_2023_2024_predictions.csv,A,14:00:00,H,2.9,3.2,2.5,,,,2.9,3.2,2.45,,,,,,,2.98,3.19,2.61,2.88,3.2,2.4,both,2024-01-07,14:00:00,2024-01-07 14:00:00,187,A,False,116,0.6203208556149733,2.331998300717353,2.61,PSA
2024-01-07,Udinese,Lazio,0.1994984829511423,0.231227848158519,0.5692736688903387,Away,0.5692736688903387,simulation_2023_2024_predictions.csv,A,14:00:00,A,3.5,3.2,2.2,,,,3.4,3.2,2.2,,,,,,,3.62,3.25,2.22,3.4,3.2,2.15,both,2024-01-07,14:00:00,2024-01-07 14:00:00,188,A,True,117,0.6223404255319149,1.7566243700490454,2.22,PSA
2024-01-07,Salernitana,Juventus,0.1908158272736047,0.2586397454085429,0.5505444273178522,Away,0.5505444273178522,simulation_2023_2024_predictions.csv,A,17:00:00,A,7.5,4.5,1.4,,,,7.75,4.5,1.43,,,,,,,8.77,4.78,1.4,8.5,4.5,1.36,both,2024-01-07,17:00:00,2024-01-07 17:00:00,189,A,True,118,0.6243386243386243,1.8163838382159454,1.43,BWA
2024-01-07,Roma,Atalanta,0.5312658109792101,0.2685912069855533,0.2001429820352364,Home,0.5312658109792101,simulation_2023_2024_predictions.csv,H,19:45:00,D,2.4,3.2,3.1,,,,2.35,3.25,3.1,,,,,,,2.42,3.18,3.27,2.3,3.25,3.0,both,2024-01-07,19:45:00,2024-01-07 19:45:00,190,H,False,118,0.6210526315789474,1.8822969205506295,2.42,PSH
2024-01-13,Genoa,Torino,0.2422979323012363,0.2644398541699734,0.4932622135287902,Away,0.4932622135287902,simulation_2023_2024_predictions.csv,A,14:00:00,D,2.9,3.0,2.63,,,,2.9,2.95,2.65,,,,,,,3.06,2.95,2.72,2.8,3.0,2.6,both,2024-01-13,14:00:00,2024-01-13 14:00:00,191,A,False,118,0.6178010471204188,2.0273192889558995,2.72,PSA
2024-01-13,Napoli,Salernitana,0.5739019166676169,0.2806346056958977,0.1454634776364852,Home,0.5739019166676169,simulation_2023_2024_predictions.csv,H,14:00:00,H,1.33,5.0,8.5,,,,1.33,5.5,8.5,,,,,,,1.32,5.65,9.39,1.29,5.5,9.0,both,2024-01-13,14:00:00,2024-01-13 14:00:00,192,H,True,119,0.6197916666666666,1.7424580245463155,1.33,B365H
2024-01-13,Verona,Empoli,0.4443086934175699,0.3196449092905049,0.2360463972919251,Home,0.4443086934175699,simulation_2023_2024_predictions.csv,H,17:00:00,H,2.15,3.25,3.5,,,,2.2,3.3,3.3,,,,,,,2.26,3.2,3.58,2.05,3.4,3.4,both,2024-01-13,17:00:00,2024-01-13 17:00:00,193,H,True,120,0.6217616580310881,2.2506874495480123,2.26,PSH
2024-01-13,Monza,Inter,0.1293063644662994,0.2096770044744366,0.661016631059264,Away,0.661016631059264,simulation_2023_2024_predictions.csv,A,19:45:00,A,7.0,4.0,1.5,,,,6.5,4.2,1.5,,,,,,,6.57,4.57,1.5,6.5,4.33,1.44,both,2024-01-13,19:45:00,2024-01-13 19:45:00,194,A,True,121,0.6237113402061856,1.51282124081738,1.5,B365A
2024-01-14,Lazio,Lecce,0.6398845272207695,0.2315371736597193,0.1285782991195111,Home,0.6398845272207695,simulation_2023_2024_predictions.csv,H,11:30:00,H,1.65,3.6,5.75,,,,1.65,3.75,5.5,,,,,,,1.68,3.8,5.67,1.6,3.75,5.5,both,2024-01-14,11:30:00,2024-01-14 11:30:00,195,H,True,122,0.6256410256410256,1.5627819668391285,1.68,PSH
2024-01-14,Cagliari,Bologna,0.2417667148265949,0.2749492824818835,0.4832840026915215,Away,0.4832840026915215,simulation_2023_2024_predictions.csv,A,14:00:00,H,3.0,3.1,2.5,,,,3.0,3.1,2.5,,,,,,,3.12,3.11,2.55,2.9,3.1,2.45,both,2024-01-14,14:00:00,2024-01-14 14:00:00,196,A,False,122,0.6224489795918368,2.069176704444522,2.55,PSA
2024-01-14,Fiorentina,Udinese,0.5770693285567309,0.2788468981911665,0.1440837732521027,Home,0.5770693285567309,simulation_2023_2024_predictions.csv,H,17:00:00,D,1.67,3.75,5.5,,,,1.63,3.9,5.25,,,,,,,1.67,3.89,5.57,1.65,3.8,5.0,both,2024-01-14,17:00:00,2024-01-14 17:00:00,197,H,False,122,0.6192893401015228,1.7328940397872687,1.67,B365H
2024-01-14,Milan,Roma,0.5782069441046407,0.2551958068954324,0.1665972489999269,Home,0.5782069441046407,simulation_2023_2024_predictions.csv,H,19:45:00,H,2.2,3.2,3.5,,,,2.15,3.25,3.5,,,,,,,2.19,3.21,3.76,2.05,3.25,3.6,both,2024-01-14,19:45:00,2024-01-14 19:45:00,198,H,True,123,0.6212121212121212,1.7294845905880811,2.2,B365H
2024-01-15,Atalanta,Frosinone,0.6888504488999764,0.2044640245733452,0.1066855265266784,Home,0.6888504488999764,simulation_2023_2024_predictions.csv,H,19:45:00,H,1.44,4.5,7.5,,,,1.43,4.75,7.0,,,,,,,1.45,4.86,7.03,1.4,4.75,7.0,both,2024-01-15,19:45:00,2024-01-15 19:45:00,199,H,True,124,0.6231155778894473,1.4516939077224926,1.45,PSH
2024-01-16,Juventus,Sassuolo,0.6418898668880595,0.2199082382577663,0.1382018948541741,Home,0.6418898668880595,simulation_2023_2024_predictions.csv,H,19:45:00,H,1.4,4.2,8.5,,,,1.44,4.6,7.0,,,,,,,1.39,4.96,8.54,1.35,4.75,8.0,both,2024-01-16,19:45:00,2024-01-16 19:45:00,200,H,True,125,0.625,1.557899651614834,1.44,BWH
2024-01-20,Roma,Verona,0.6798479350960037,0.2005630534609341,0.119589011443062,Home,0.6798479350960037,simulation_2023_2024_predictions.csv,H,17:00:00,H,1.44,4.2,8.5,,,,1.47,4.2,7.5,,,,,,,1.46,4.34,8.03,1.4,4.2,8.0,both,2024-01-20,17:00:00,2024-01-20 17:00:00,201,H,True,126,0.6268656716417911,1.4709171689383544,1.47,BWH
2024-01-20,Udinese,Milan,0.1426566157057917,0.2279464864776706,0.6293968978165377,Away,0.6293968978165377,simulation_2023_2024_predictions.csv,A,19:45:00,A,4.0,3.8,1.85,,,,3.9,3.6,1.88,,,,,,,4.19,3.71,1.9,4.0,3.7,1.8,both,2024-01-20,19:45:00,2024-01-20 19:45:00,202,A,True,127,0.6287128712871287,1.588822575181311,1.9,PSA
2024-01-21,Frosinone,Cagliari,0.3633039177951728,0.3099141541254098,0.3267819280794172,Home,0.3633039177951728,simulation_2023_2024_predictions.csv,H,11:30:00,H,2.4,3.4,2.9,,,,2.4,3.4,2.85,,,,,,,2.38,3.5,3.05,2.25,3.5,2.9,both,2024-01-21,11:30:00,2024-01-21 11:30:00,203,H,True,128,0.6305418719211823,2.7525164222528153,2.4,B365H
2024-01-21,Empoli,Monza,0.225532823942981,0.2681883563317944,0.5062788197252246,Away,0.5062788197252246,simulation_2023_2024_predictions.csv,A,14:00:00,H,2.8,3.3,2.55,,,,2.75,3.4,2.5,,,,,,,2.87,3.39,2.57,2.7,3.4,2.45,both,2024-01-21,14:00:00,2024-01-21 14:00:00,204,A,False,128,0.6274509803921569,1.9751961982978774,2.57,PSA
2024-01-21,Salernitana,Genoa,0.4280360925064075,0.3021808448551038,0.2697830626384885,Home,0.4280360925064075,simulation_2023_2024_predictions.csv,H,17:00:00,A,3.6,3.2,2.15,,,,3.5,3.2,2.2,,,,,,,3.73,3.24,2.19,3.4,3.2,2.15,both,2024-01-21,17:00:00,2024-01-21 17:00:00,205,H,False,128,0.624390243902439,2.3362515860389284,3.73,PSH
2024-01-21,Lecce,Juventus,0.1316690398956446,0.2185003408593992,0.649830619244956,Away,0.649830619244956,simulation_2023_2024_predictions.csv,A,19:45:00,A,6.0,3.5,1.65,,,,5.75,3.4,1.7,,,,,,,6.23,3.69,1.65,5.8,3.6,1.6,both,2024-01-21,19:45:00,2024-01-21 19:45:00,206,A,True,129,0.6262135922330098,1.5388625441532886,1.7,BWA
2024-01-26,Cagliari,Torino,0.2215515164036002,0.3063350076472896,0.4721134759491102,Away,0.4721134759491102,simulation_2023_2024_predictions.csv,A,19:45:00,A,3.5,3.2,2.2,,,,3.5,3.1,2.2,,,,,,,3.62,3.2,2.25,3.4,3.25,2.1,both,2024-01-26,19:45:00,2024-01-26 19:45:00,207,A,True,130,0.6280193236714976,2.118134836099852,2.25,PSA
2024-01-27,Atalanta,Udinese,0.5874576214266676,0.2680744728378009,0.1444679057355316,Home,0.5874576214266676,simulation_2023_2024_predictions.csv,H,14:00:00,H,1.5,4.5,6.0,,,,1.51,4.33,6.25,,,,,,,1.51,4.52,6.55,1.44,4.33,6.5,both,2024-01-27,14:00:00,2024-01-27 14:00:00,208,H,True,131,0.6298076923076923,1.7022504492689268,1.51,BWH
2024-01-27,Juventus,Empoli,0.7020010552143471,0.199611436461623,0.0983875083240298,Home,0.7020010552143471,simulation_2023_2024_predictions.csv,H,17:00:00,D,1.29,5.5,10.0,,,,1.3,5.5,10.5,,,,,,,1.29,5.55,11.88,1.25,5.5,12.0,both,2024-01-27,17:00:00,2024-01-27 17:00:00,209,H,False,131,0.6267942583732058,1.4244992832591437,1.3,BWH
2024-01-27,Milan,Bologna,0.6489422033763471,0.2152307059753794,0.1358270906482735,Home,0.6489422033763471,simulation_2023_2024_predictions.csv,H,19:45:00,D,1.67,3.75,5.25,,,,1.7,3.7,5.0,,,,,,,1.7,3.93,5.11,1.67,3.7,4.8,both,2024-01-27,19:45:00,2024-01-27 19:45:00,210,H,False,131,0.6238095238095238,1.5409692801564652,1.7,BWH
2024-01-28,Genoa,Lecce,0.519732408202365,0.277439321847859,0.202828269949776,Home,0.519732408202365,simulation_2023_2024_predictions.csv,H,11:30:00,H,2.1,3.1,4.0,,,,2.05,3.1,4.1,,,,,,,2.1,3.13,4.2,2.0,3.1,3.9,both,2024-01-28,11:30:00,2024-01-28 11:30:00,211,H,True,132,0.6255924170616114,1.9240670472306514,2.1,B365H
2024-01-28,Monza,Sassuolo,0.4845486594790641,0.2893603587371643,0.2260909817837715,Home,0.4845486594790641,simulation_2023_2024_predictions.csv,H,14:00:00,H,2.25,3.4,3.2,,,,2.25,3.5,3.0,,,,,,,2.36,3.49,3.09,2.15,3.6,3.0,both,2024-01-28,14:00:00,2024-01-28 14:00:00,212,H,True,133,0.6273584905660378,2.063776218213244,2.36,PSH
2024-01-28,Verona,Frosinone,0.524363020959469,0.2713203167799318,0.2043166622605991,Home,0.524363020959469,simulation_2023_2024_predictions.csv,H,14:00:00,D,2.45,3.3,2.9,,,,2.37,3.4,2.95,,,,,,,2.44,3.44,3.01,2.4,3.4,2.75,both,2024-01-28,14:00:00,2024-01-28 14:00:00,213,H,False,133,0.6244131455399061,1.9070757471993736,2.45,B365H
2024-01-28,Lazio,Napoli,0.470744861956124,0.2748030898708057,0.2544520481730704,Home,0.470744861956124,simulation_2023_2024_predictions.csv,H,17:00:00,D,2.25,3.3,3.3,,,,2.3,3.2,3.2,,,,,,,2.3,3.18,3.52,2.2,3.2,3.2,both,2024-01-28,17:00:00,2024-01-28 17:00:00,214,H,False,133,0.6214953271028038,2.124292968051992,2.3,BWH
2024-01-28,Fiorentina,Inter,0.2001974433425524,0.2814879958477418,0.5183145608097057,Away,0.5183145608097057,simulation_2023_2024_predictions.csv,A,19:45:00,A,4.2,3.6,1.85,,,,3.75,3.5,1.95,,,,,,,4.13,3.69,1.92,3.9,3.7,1.83,both,2024-01-28,19:45:00,2024-01-28 19:45:00,215,A,True,134,0.6232558139534884,1.9293303248857416,1.95,BWA
2024-01-29,Salernitana,Roma,0.2020031325831348,0.2705712705684964,0.5274255968483686,Away,0.5274255968483686,simulation_2023_2024_predictions.csv,A,19:45:00,A,5.25,3.8,1.67,,,,5.25,3.7,1.68,,,,,,,5.79,3.91,1.64,5.5,3.75,1.62,both,2024-01-29,19:45:00,2024-01-29 19:45:00,216,A,True,135,0.625,1.8960020256420989,1.68,BWA
2024-02-02,Lecce,Fiorentina,0.1830054247572513,0.2463597711144816,0.5706348041282671,Away,0.5706348041282671,simulation_2023_2024_predictions.csv,A,19:45:00,H,3.75,3.2,2.1,,,,3.6,3.25,2.1,,,,,,,3.81,3.31,2.16,3.5,3.4,2.0,both,2024-02-02,19:45:00,2024-02-02 19:45:00,217,A,False,135,0.6221198156682027,1.7524342938171371,2.16,PSA
2024-02-03,Empoli,Genoa,0.3441357200780267,0.3222351281289031,0.33362915179307,Home,0.3441357200780267,simulation_2023_2024_predictions.csv,H,14:00:00,D,3.0,3.0,2.6,,,,2.95,3.1,2.55,,,,,,,3.04,3.05,2.65,2.88,3.1,2.5,both,2024-02-03,14:00:00,2024-02-03 14:00:00,218,H,False,135,0.6192660550458715,2.9058302921105303,3.04,PSH
2024-02-03,Udinese,Monza,0.3524906773718315,0.3167004017823002,0.3308089208458684,Home,0.3524906773718315,simulation_2023_2024_predictions.csv,H,14:00:00,D,2.25,3.3,3.3,,,,2.3,3.4,3.1,,,,,,,2.3,3.29,3.4,2.25,3.4,3.0,both,2024-02-03,14:00:00,2024-02-03 14:00:00,219,H,False,135,0.6164383561643836,2.8369544620470375,2.3,BWH
2024-02-03,Frosinone,Milan,0.1229996809113162,0.2086099462840638,0.6683903728046199,Away,0.6683903728046199,simulation_2023_2024_predictions.csv,A,17:00:00,A,5.0,4.2,1.62,,,,4.6,4.2,1.66,,,,,,,4.96,4.32,1.65,4.6,4.2,1.62,both,2024-02-03,17:00:00,2024-02-03 17:00:00,220,A,True,136,0.6181818181818182,1.496131663003941,1.66,BWA
2024-02-03,Bologna,Sassuolo,0.6062183762556687,0.2510052804406978,0.1427763433036335,Home,0.6062183762556687,simulation_2023_2024_predictions.csv,H,19:45:00,H,1.7,3.75,5.0,,,,1.73,3.7,4.75,,,,,,,1.74,3.79,5.04,1.67,3.7,4.8,both,2024-02-03,19:45:00,2024-02-03 19:45:00,221,H,True,137,0.6199095022624435,1.6495705824302767,1.74,PSH
2024-02-04,Torino,Salernitana,0.6304638857843088,0.2395532521178876,0.1299828620978036,Home,0.6304638857843088,simulation_2023_2024_predictions.csv,H,11:30:00,D,1.5,4.0,7.5,,,,1.47,4.1,7.5,,,,,,,1.52,4.22,7.02,1.44,4.0,7.5,both,2024-02-04,11:30:00,2024-02-04 11:30:00,222,H,False,137,0.6171171171171171,1.586133674819425,1.52,PSH
2024-02-04,Napoli,Verona,0.6318034722892732,0.2367800688601978,0.1314164588505289,Home,0.6318034722892732,simulation_2023_2024_predictions.csv,H,14:00:00,H,1.4,4.5,8.5,,,,1.44,4.6,7.25,,,,,,,1.4,4.82,8.48,1.36,4.6,8.0,both,2024-02-04,14:00:00,2024-02-04 14:00:00,223,H,True,138,0.6188340807174888,1.58277066185883,1.44,BWH
2024-02-04,Atalanta,Lazio,0.5202518660130447,0.2638071827046884,0.2159409512822668,Home,0.5202518660130447,simulation_2023_2024_predictions.csv,H,17:00:00,H,2.05,3.4,3.75,,,,2.05,3.3,3.6,,,,,,,2.12,3.32,3.83,2.0,3.4,3.6,both,2024-02-04,17:00:00,2024-02-04 17:00:00,224,H,True,139,0.6205357142857143,1.9221459168681312,2.12,PSH
2024-02-04,Inter,Juventus,0.4843300562632815,0.2815308726112838,0.2341390711254346,Home,0.4843300562632815,simulation_2023_2024_predictions.csv,H,19:45:00,H,1.8,3.5,4.75,,,,1.82,3.4,4.6,,,,,,,1.83,3.59,4.77,1.75,3.5,4.6,both,2024-02-04,19:45:00,2024-02-04 19:45:00,225,H,True,140,0.6222222222222222,2.0647077072094833,1.83,PSH
2024-02-05,Roma,Cagliari,0.6954025034184032,0.1953435525390802,0.1092539440425166,Home,0.6954025034184032,simulation_2023_2024_predictions.csv,H,19:45:00,H,1.44,4.33,7.5,,,,1.49,4.33,6.75,,,,,,,1.48,4.54,7.13,1.4,4.5,7.0,both,2024-02-05,19:45:00,2024-02-05 19:45:00,226,H,True,141,0.6238938053097345,1.438016105901663,1.49,BWH
2024-02-09,Salernitana,Empoli,0.3302572809428084,0.3078311204155196,0.361911598641672,Away,0.361911598641672,simulation_2023_2024_predictions.csv,A,19:45:00,A,2.38,3.2,3.2,,,,2.4,3.1,3.1,,,,,,,2.44,3.18,3.3,2.3,3.25,3.0,both,2024-02-09,19:45:00,2024-02-09 19:45:00,227,A,True,142,0.6255506607929515,2.7631056969525263,3.3,PSA
2024-02-10,Cagliari,Lazio,0.2164452032334483,0.276638060564019,0.5069167362025325,Away,0.5069167362025325,simulation_2023_2024_predictions.csv,A,14:00:00,A,3.5,3.3,2.15,,,,3.5,3.25,2.15,,,,,,,3.65,3.26,2.21,3.5,3.3,2.05,both,2024-02-10,14:00:00,2024-02-10 14:00:00,228,A,True,143,0.6271929824561403,1.972710562865421,2.21,PSA
2024-02-10,Roma,Inter,0.1826695117083577,0.241683206906075,0.5756472813855673,Away,0.5756472813855673,simulation_2023_2024_predictions.csv,A,17:00:00,A,4.2,3.5,1.91,,,,4.2,3.4,1.9,,,,,,,4.49,3.52,1.89,4.2,3.4,1.83,both,2024-02-10,17:00:00,2024-02-10 17:00:00,229,A,True,144,0.62882096069869,1.7371748852752804,1.91,B365A
2024-02-10,Sassuolo,Torino,0.3330666136871663,0.2925327813329347,0.374400604979899,Away,0.374400604979899,simulation_2023_2024_predictions.csv,A,19:45:00,D,3.4,3.3,2.2,,,,3.25,3.3,2.2,,,,,,,3.4,3.36,2.26,3.2,3.25,2.2,both,2024-02-10,19:45:00,2024-02-10 19:45:00,230,A,False,144,0.6260869565217392,2.6709358550680986,2.26,PSA
2024-02-11,Fiorentina,Frosinone,0.6452949724032963,0.2383918230584726,0.1163132045382311,Home,0.6452949724032963,simulation_2023_2024_predictions.csv,H,11:30:00,H,1.5,4.33,6.5,,,,1.51,4.4,6.0,,,,,,,1.54,4.46,6.13,1.5,4.33,5.8,both,2024-02-11,11:30:00,2024-02-11 11:30:00,231,H,True,145,0.6277056277056277,1.549678895336287,1.54,PSH
2024-02-11,Bologna,Lecce,0.615799394448428,0.2497625299078032,0.1344380756437686,Home,0.615799394448428,simulation_2023_2024_predictions.csv,H,14:00:00,H,1.73,3.6,5.25,,,,1.72,3.6,5.25,,,,,,,1.71,3.66,5.62,1.67,3.6,5.0,both,2024-02-11,14:00:00,2024-02-11 14:00:00,232,H,True,146,0.6293103448275862,1.6239054617708755,1.73,B365H
2024-02-11,Monza,Verona,0.5252182215388498,0.2916881370534676,0.1830936414076826,Home,0.5252182215388498,simulation_2023_2024_predictions.csv,H,14:00:00,D,2.05,3.4,3.75,,,,2.1,3.3,3.6,,,,,,,2.14,3.24,3.88,2.0,3.3,3.7,both,2024-02-11,14:00:00,2024-02-11 14:00:00,233,H,False,146,0.6266094420600858,1.9039705002428808,2.14,PSH
2024-02-11,Genoa,Atalanta,0.1416893817286711,0.2033810371089673,0.6549295811623614,Away,0.6549295811623614,simulation_2023_2024_predictions.csv,A,17:00:00,A,3.75,3.3,2.05,,,,3.6,3.25,2.1,,,,,,,3.93,3.29,2.1,3.5,3.3,2.05,both,2024-02-11,17:00:00,2024-02-11 17:00:00,234,A,True,147,0.6282051282051282,1.5268817118097058,2.1,BWA
2024-02-11,Milan,Napoli,0.4885782235215682,0.2817080617606513,0.2297137147177803,Home,0.4885782235215682,simulation_2023_2024_predictions.csv,H,19:45:00,H,1.95,3.6,3.8,,,,1.9,3.75,3.75,,,,,,,1.95,3.74,3.94,1.85,3.75,3.7,both,2024-02-11,19:45:00,2024-02-11 19:45:00,235,H,True,148,0.6297872340425532,2.046755159884557,1.95,B365H
2024-02-12,Juventus,Udinese,0.7121570753299958,0.1881174167484156,0.0997255079215883,Home,0.7121570753299958,simulation_2023_2024_predictions.csv,H,19:45:00,A,1.44,4.5,8.0,,,,1.41,4.6,8.0,,,,,,,1.43,4.54,8.56,1.35,4.6,8.5,both,2024-02-12,19:45:00,2024-02-12 19:45:00,236,H,False,148,0.6271186440677966,1.4041846028653509,1.44,B365H
2024-02-14,Bologna,Fiorentina,0.545014398026228,0.2579623613544987,0.1970232406192733,Home,0.545014398026228,simulation_2023_2024_predictions.csv,H,18:00:00,H,2.3,3.2,3.2,,,,2.35,3.25,3.1,,,,,,,2.41,3.2,3.28,2.25,3.3,3.1,both,2024-02-14,18:00:00,2024-02-14 18:00:00,237,H,True,149,0.6286919831223629,1.8348139124792013,2.41,PSH
2024-02-16,Torino,Lecce,0.6098623186531904,0.2496906909930122,0.1404469903537974,Home,0.6098623186531904,simulation_2023_2024_predictions.csv,H,18:00:00,H,1.8,3.4,4.75,,,,1.83,3.4,4.6,,,,,,,1.83,3.47,5.08,1.7,3.5,5.0,both,2024-02-16,18:00:00,2024-02-16 18:00:00,238,H,True,150,0.6302521008403361,1.639714357510041,1.83,BWH
2024-02-16,Inter,Salernitana,0.7425687587277169,0.1764456853004793,0.0809855559718037,Home,0.7425687587277169,simulation_2023_2024_predictions.csv,H,20:00:00,H,1.14,8.5,15.0,,,,1.14,8.5,20.0,,,,,,,1.15,9.0,17.0,1.12,8.0,17.0,both,2024-02-16,20:00:00,2024-02-16 20:00:00,239,H,True,151,0.6317991631799164,1.346676638690475,1.15,PSH
