Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
José Callejón,es ESP,FW,30.0,38,38,3238.0,36.0,10.0,9.0,19.0,10.0,0.0,0.0,3.0,0.0,9.6,9.6,7.3,16.9,55.0,108.0,306.0,0.28,0.25,0.53,0.28,0.53,0.27,0.2,0.47,0.27,0.47,Matches
Pepe Reina,es ESP,GK,34.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Lorenzo Insigne,it ITA,FW,26.0,37,36,3090.0,34.3,8.0,11.0,19.0,7.0,1.0,1.0,4.0,0.0,14.4,13.5,12.6,26.2,206.0,186.0,674.0,0.23,0.32,0.55,0.2,0.52,0.42,0.37,0.78,0.39,0.76,Matches
Elseid Hysaj,al ALB,DF,23.0,35,35,3125.0,34.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,1.7,2.1,105.0,144.0,185.0,0.0,0.03,0.03,0.0,0.03,0.01,0.05,0.06,0.01,0.06,Matches
Kalidou Koulibaly,sn SEN,DF,26.0,35,35,3066.0,34.1,5.0,1.0,6.0,5.0,0.0,0.0,5.0,1.0,2.6,2.6,0.3,2.9,39.0,197.0,7.0,0.15,0.03,0.18,0.15,0.18,0.08,0.01,0.09,0.08,0.09,Matches
Dries Mertens,be BEL,FW,30.0,38,35,3002.0,33.4,18.0,7.0,25.0,14.0,4.0,5.0,4.0,0.0,17.9,14.0,7.2,21.2,87.0,105.0,383.0,0.54,0.21,0.75,0.42,0.63,0.54,0.22,0.75,0.42,0.64,Matches
Jorginho,it ITA,MF,25.0,33,33,2650.0,29.4,2.0,3.0,5.0,1.0,1.0,2.0,5.0,0.0,2.1,0.4,4.1,4.6,36.0,398.0,32.0,0.07,0.1,0.17,0.03,0.14,0.07,0.14,0.21,0.01,0.16,Matches
Allan,br BRA,MF,26.0,38,32,2850.0,31.7,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,3.6,7.3,83.0,186.0,135.0,0.13,0.16,0.28,0.13,0.28,0.12,0.11,0.23,0.12,0.23,Matches
Marek Hamšík,sk SVK,MF,30.0,38,32,2371.0,26.3,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,6.6,6.6,2.9,9.5,87.0,348.0,217.0,0.27,0.04,0.3,0.27,0.3,0.25,0.11,0.36,0.25,0.36,Matches
Raúl Albiol,es ESP,DF,31.0,31,30,2742.0,30.5,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,1.4,1.4,1.3,2.6,27.0,231.0,4.0,0.1,0.03,0.13,0.1,0.13,0.04,0.04,0.09,0.04,0.09,Matches
Mário Rui,pt POR,DF,26.0,25,24,2087.0,23.2,2.0,2.0,4.0,2.0,0.0,0.0,10.0,1.0,0.3,0.3,2.9,3.2,67.0,137.0,145.0,0.09,0.09,0.17,0.09,0.17,0.01,0.13,0.14,0.01,0.14,Matches
Piotr Zieliński,pl POL,"MF,FW",23.0,36,14,1667.0,18.5,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.5,2.5,2.7,5.2,73.0,149.0,112.0,0.22,0.05,0.27,0.22,0.27,0.13,0.15,0.28,0.13,0.28,Matches
