Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Thomas Strakosha,al ALB,GK,22.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stefan de Vrij,nl NED,DF,25.0,36,36,3034.0,33.7,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,2.1,2.1,0.3,2.4,15.0,86.0,1.0,0.18,0.0,0.18,0.18,0.18,0.06,0.01,0.07,0.06,0.07,Matches
Lucas Leiva,br BRA,MF,30.0,36,35,2882.0,32.0,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,2.7,2.7,2.1,4.8,37.0,278.0,25.0,0.06,0.09,0.16,0.06,0.16,0.09,0.07,0.15,0.09,0.15,Matches
Sergej Milinković-Savić,rs SRB,MF,22.0,35,33,2844.0,31.6,12.0,4.0,16.0,12.0,0.0,0.0,8.0,0.0,6.4,6.4,5.8,12.1,86.0,226.0,216.0,0.38,0.13,0.51,0.38,0.51,0.2,0.18,0.38,0.2,0.38,Matches
Ciro Immobile,it ITA,FW,27.0,33,33,2683.0,29.8,29.0,6.0,35.0,22.0,7.0,8.0,3.0,1.0,20.7,14.4,6.6,20.9,77.0,47.0,259.0,0.97,0.2,1.17,0.74,0.94,0.69,0.22,0.91,0.48,0.7,Matches
Luis Alberto,es ESP,"FW,MF",24.0,34,32,2669.0,29.7,11.0,14.0,25.0,10.0,1.0,2.0,5.0,0.0,7.2,5.7,11.8,17.4,126.0,272.0,179.0,0.37,0.47,0.84,0.34,0.81,0.24,0.4,0.64,0.19,0.59,Matches
Ștefan Radu,ro ROU,DF,30.0,31,31,2588.0,28.8,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.5,0.5,0.8,1.3,55.0,171.0,13.0,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,Matches
Marco Parolo,it ITA,MF,32.0,31,30,2612.0,29.0,4.0,3.0,7.0,4.0,0.0,0.0,4.0,1.0,5.3,5.3,2.6,7.9,26.0,131.0,129.0,0.14,0.1,0.24,0.14,0.24,0.18,0.09,0.27,0.18,0.27,Matches
Senad Lulić,ba BIH,"DF,MF",31.0,35,30,2426.0,27.0,3.0,4.0,7.0,2.0,1.0,1.0,8.0,1.0,2.0,1.2,3.9,5.1,114.0,112.0,191.0,0.11,0.15,0.26,0.07,0.22,0.07,0.14,0.22,0.05,0.19,Matches
Adam Marušić,me MNE,DF,24.0,32,28,2523.0,28.0,3.0,4.0,7.0,3.0,0.0,0.0,3.0,1.0,3.1,3.1,3.3,6.4,104.0,67.0,229.0,0.11,0.14,0.25,0.11,0.25,0.11,0.12,0.23,0.11,0.23,Matches
Bastos,ao ANG,DF,26.0,21,16,1407.0,15.6,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,2.9,2.9,0.2,3.1,19.0,57.0,4.0,0.26,0.0,0.26,0.26,0.26,0.18,0.01,0.2,0.18,0.2,Matches
Luiz Felipe,it ITA,DF,20.0,18,12,1168.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.0,0.3,22.0,46.0,2.0,0.0,0.08,0.08,0.0,0.08,0.02,0.0,0.02,0.02,0.02,Matches
Wallace,br BRA,DF,22.0,13,12,996.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.6,9.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Jordan Lukaku,be BEL,DF,23.0,30,10,1355.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,1.5,2.7,58.0,29.0,162.0,0.07,0.07,0.13,0.07,0.13,0.08,0.1,0.18,0.08,0.18,Matches
Felipe Anderson,br BRA,"FW,MF",24.0,21,9,1162.0,12.9,4.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,2.8,2.8,4.3,7.1,98.0,83.0,140.0,0.31,0.46,0.77,0.31,0.77,0.22,0.33,0.55,0.22,0.55,Matches
Alessandro Murgia,it ITA,MF,20.0,16,9,777.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.8,0.8,0.3,1.1,10.0,42.0,46.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches
Dušan Basta,rs SRB,DF,32.0,11,9,775.0,8.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,18.0,23.0,51.0,0.0,0.12,0.12,0.0,0.12,0.06,0.03,0.09,0.06,0.09,Matches
