Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Samir Handanović,si SVN,GK,33.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Milan Škriniar,sk SVK,DF,22.0,38,38,3420.0,38.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.2,3.2,0.3,3.5,23.0,144.0,9.0,0.11,0.0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,Matches
Ivan Perišić,hr CRO,FW,28.0,37,37,3313.0,36.8,11.0,7.0,18.0,11.0,0.0,0.0,4.0,0.0,8.6,8.6,8.8,17.4,176.0,116.0,415.0,0.3,0.19,0.49,0.3,0.49,0.23,0.24,0.47,0.23,0.47,Matches
Danilo D'Ambrosio,it ITA,DF,28.0,34,34,2979.0,33.1,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,2.7,2.7,1.4,4.1,55.0,179.0,140.0,0.06,0.09,0.15,0.06,0.15,0.08,0.04,0.12,0.08,0.12,Matches
Mauro Icardi,ar ARG,FW,24.0,34,34,2958.0,32.9,29.0,1.0,30.0,23.0,6.0,7.0,2.0,0.0,21.2,15.7,4.0,19.7,30.0,38.0,164.0,0.88,0.03,0.91,0.7,0.73,0.65,0.12,0.77,0.48,0.6,Matches
Antonio Candreva,it ITA,FW,30.0,36,33,2537.0,28.2,0.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,7.9,12.0,158.0,120.0,337.0,0.0,0.25,0.25,0.0,0.25,0.14,0.28,0.42,0.14,0.42,Matches
Miranda,br BRA,DF,32.0,31,31,2726.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,0.2,0.9,12.0,78.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Borja Valero,es ESP,MF,32.0,36,29,2564.0,28.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,1.8,3.3,71.0,236.0,80.0,0.07,0.0,0.07,0.07,0.07,0.05,0.06,0.12,0.05,0.12,Matches
Matías Vecino,uy URU,MF,25.0,29,25,2137.0,23.7,3.0,2.0,5.0,3.0,0.0,0.0,7.0,1.0,3.2,3.2,2.8,6.0,61.0,179.0,62.0,0.13,0.08,0.21,0.13,0.21,0.14,0.12,0.25,0.14,0.25,Matches
