Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Gianluigi Donnarumma,it ITA,GK,18.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franck Kessié,ci CIV,MF,20.0,37,37,3264.0,36.3,5.0,1.0,6.0,2.0,3.0,4.0,9.0,0.0,7.5,4.4,3.8,8.2,96.0,209.0,212.0,0.14,0.03,0.17,0.06,0.08,0.21,0.11,0.31,0.12,0.23,Matches
Leonardo Bonucci,it ITA,DF,30.0,35,35,3085.0,34.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,1.0,2.4,2.4,0.9,3.3,26.0,176.0,17.0,0.06,0.03,0.09,0.06,0.09,0.07,0.03,0.1,0.07,0.1,Matches
Ricardo Rodríguez,ch SUI,DF,24.0,34,34,3005.0,33.4,1.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,2.3,0.8,1.9,2.7,89.0,199.0,147.0,0.03,0.0,0.03,0.0,0.0,0.07,0.06,0.13,0.02,0.08,Matches
Suso,es ESP,"FW,MF",23.0,35,33,2830.0,31.4,6.0,6.0,12.0,6.0,0.0,0.0,2.0,1.0,4.3,4.3,7.6,11.9,129.0,225.0,369.0,0.19,0.19,0.38,0.19,0.38,0.14,0.24,0.38,0.14,0.38,Matches
Giacomo Bonaventura,it ITA,MF,27.0,33,30,2541.0,28.2,8.0,2.0,10.0,8.0,0.0,0.0,3.0,0.0,4.1,4.1,3.4,7.5,96.0,164.0,186.0,0.28,0.07,0.35,0.28,0.35,0.14,0.12,0.26,0.14,0.26,Matches
Alessio Romagnoli,it ITA,DF,22.0,28,27,2353.0,26.1,2.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,1.1,1.1,0.3,1.4,21.0,81.0,6.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches
Hakan Çalhanoğlu,tr TUR,"FW,MF",23.0,31,25,2172.0,24.1,6.0,6.0,12.0,6.0,0.0,0.0,7.0,1.0,5.2,5.2,7.1,12.3,65.0,129.0,242.0,0.25,0.25,0.5,0.25,0.5,0.22,0.29,0.51,0.22,0.51,Matches
Lucas Biglia,ar ARG,MF,31.0,28,24,2039.0,22.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.8,1.6,18.0,182.0,20.0,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Matches
Nikola Kalinić,hr CRO,FW,29.0,31,20,1812.0,20.1,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,8.6,8.6,2.1,10.6,16.0,26.0,123.0,0.3,0.15,0.45,0.3,0.45,0.43,0.1,0.53,0.43,0.53,Matches
Fabio Borini,it ITA,"DF,FW",26.0,29,19,1610.0,17.9,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,0.8,2.8,45.0,68.0,175.0,0.11,0.17,0.28,0.11,0.28,0.11,0.05,0.16,0.11,0.16,Matches
Davide Calabria,it ITA,DF,20.0,21,18,1564.0,17.4,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.8,0.8,2.3,3.1,33.0,100.0,122.0,0.06,0.12,0.17,0.06,0.17,0.04,0.13,0.18,0.04,0.18,Matches
Patrick Cutrone,it ITA,FW,19.0,28,17,1503.0,16.7,10.0,1.0,11.0,10.0,0.0,0.0,3.0,0.0,7.8,7.8,0.8,8.6,23.0,20.0,141.0,0.6,0.06,0.66,0.6,0.66,0.47,0.05,0.51,0.47,0.51,Matches
