Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Lucas Torreira,uy URU,MF,21.0,36,36,3180.0,35.3,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,1.4,1.4,2.8,4.2,24.0,213.0,43.0,0.11,0.03,0.14,0.11,0.14,0.04,0.08,0.12,0.04,0.12,Matches
Matías Silvestre,ar ARG,DF,32.0,34,34,3060.0,34.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,0.2,2.2,7.0,115.0,2.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches
Fabio Quagliarella,it ITA,FW,34.0,35,33,2719.0,30.2,19.0,5.0,24.0,12.0,7.0,8.0,4.0,0.0,18.3,12.0,6.2,18.2,30.0,58.0,255.0,0.63,0.17,0.79,0.4,0.56,0.61,0.2,0.81,0.4,0.6,Matches
Dennis Praet,be BEL,MF,23.0,32,31,2657.0,29.5,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,3.3,5.3,92.0,174.0,170.0,0.03,0.1,0.14,0.03,0.14,0.07,0.11,0.18,0.07,0.18,Matches
Gian Marco Ferrari,it ITA,DF,25.0,30,29,2645.0,29.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,0.3,1.6,25.0,154.0,4.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches
Bartosz Bereszyński,pl POL,DF,25.0,31,28,2480.0,27.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,1.0,1.1,40.0,118.0,64.0,0.0,0.04,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,Matches
Gastón Ramírez,uy URU,MF,26.0,37,28,2214.0,24.6,3.0,6.0,9.0,3.0,0.0,0.0,9.0,0.0,3.9,3.9,5.2,9.2,49.0,112.0,167.0,0.12,0.24,0.37,0.12,0.37,0.16,0.21,0.37,0.16,0.37,Matches
Emiliano Viviano,it ITA,GK,31.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Duván Zapata,co COL,FW,26.0,31,24,2108.0,23.4,11.0,3.0,14.0,11.0,0.0,0.0,1.0,0.0,9.7,9.7,3.6,13.2,57.0,36.0,222.0,0.47,0.13,0.6,0.47,0.6,0.41,0.15,0.56,0.41,0.56,Matches
Édgar Barreto,py PAR,MF,33.0,28,24,1965.0,21.8,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,1.3,1.3,1.6,2.9,13.0,96.0,73.0,0.05,0.09,0.14,0.05,0.14,0.06,0.07,0.13,0.06,0.13,Matches
Karol Linetty,pl POL,MF,22.0,29,21,2139.0,23.8,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,2.2,2.2,2.2,4.4,60.0,115.0,118.0,0.13,0.04,0.17,0.13,0.17,0.09,0.09,0.19,0.09,0.19,Matches
Gianluca Caprari,it ITA,"FW,MF",24.0,34,19,1809.0,20.1,5.0,3.0,8.0,5.0,0.0,0.0,6.0,1.0,8.2,8.2,3.4,11.6,58.0,76.0,206.0,0.25,0.15,0.4,0.25,0.4,0.41,0.17,0.58,0.41,0.58,Matches
Nicola Murru,it ITA,DF,22.0,20,16,1449.0,16.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.4,1.5,27.0,75.0,57.0,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.1,0.01,0.1,Matches
Ivan Strinić,hr CRO,DF,30.0,17,16,1251.0,13.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9,0.9,44.0,66.0,45.0,0.0,0.14,0.14,0.0,0.14,0.0,0.07,0.07,0.0,0.07,Matches
