Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Albano Bizzarri,ar ARG,GK,39.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo Larangeira,br BRA,DF,33.0,32,32,2775.0,30.8,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.3,1.3,0.2,1.5,5.0,62.0,3.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches
Antonín Barák,cz CZE,MF,22.0,34,31,2713.0,30.1,7.0,3.0,10.0,7.0,0.0,0.0,5.0,0.0,2.8,2.8,3.3,6.1,67.0,161.0,127.0,0.23,0.1,0.33,0.23,0.33,0.09,0.11,0.2,0.09,0.2,Matches
Samir Santos,br BRA,DF,22.0,31,30,2569.0,28.5,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.6,0.6,0.1,0.8,28.0,108.0,23.0,0.07,0.0,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03,Matches
Jakub Jankto,cz CZE,"MF,FW",21.0,36,28,2654.0,29.5,4.0,4.0,8.0,4.0,0.0,0.0,5.0,0.0,4.3,4.3,5.9,10.2,78.0,140.0,199.0,0.14,0.14,0.27,0.14,0.27,0.14,0.2,0.34,0.14,0.34,Matches
Jens Stryger Larsen,dk DEN,DF,26.0,30,28,2531.0,28.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.8,1.8,1.0,2.8,25.0,99.0,47.0,0.04,0.04,0.07,0.04,0.07,0.06,0.03,0.1,0.06,0.1,Matches
Bram Nuytinck,nl NED,DF,27.0,27,26,2362.0,26.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.5,1.5,14.0,78.0,4.0,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06,Matches
Kevin Lasagna,it ITA,FW,24.0,29,26,2130.0,23.7,12.0,2.0,14.0,12.0,0.0,0.0,1.0,0.0,11.3,11.3,0.6,11.9,48.0,35.0,177.0,0.51,0.08,0.59,0.51,0.59,0.48,0.03,0.5,0.48,0.5,Matches
Rodrigo De Paul,ar ARG,"FW,MF",23.0,37,25,2319.0,25.8,4.0,8.0,12.0,0.0,4.0,4.0,4.0,0.0,6.3,3.2,7.6,10.8,108.0,145.0,211.0,0.16,0.31,0.47,0.0,0.31,0.24,0.29,0.54,0.12,0.42,Matches
Seko Fofana,ci CIV,MF,22.0,27,22,1868.0,20.8,3.0,0.0,3.0,2.0,1.0,1.0,4.0,1.0,2.5,1.7,1.1,2.9,45.0,90.0,61.0,0.14,0.0,0.14,0.1,0.1,0.12,0.05,0.18,0.08,0.14,Matches
Maxi López,ar ARG,FW,33.0,28,20,1684.0,18.7,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,4.2,3.4,1.5,4.8,18.0,41.0,108.0,0.11,0.11,0.21,0.05,0.16,0.22,0.08,0.3,0.18,0.26,Matches
Ali Adnan Kadhim,iq IRQ,"DF,FW",23.0,23,18,1674.0,18.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.7,2.2,25.0,58.0,56.0,0.0,0.05,0.05,0.0,0.05,0.03,0.09,0.12,0.03,0.12,Matches
Silvan Widmer,ch SUI,"DF,FW",24.0,24,18,1625.0,18.1,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.4,1.4,2.0,3.3,36.0,78.0,85.0,0.17,0.11,0.28,0.17,0.28,0.08,0.11,0.18,0.08,0.18,Matches
Valon Behrami,ch SUI,MF,32.0,20,18,1398.0,15.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.3,0.8,8.0,34.0,9.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
Andrija Balić,hr CRO,MF,19.0,21,11,1083.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.6,1.4,16.0,51.0,19.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.12,0.06,0.12,Matches
Giuseppe Pezzella,it ITA,"DF,FW",19.0,15,10,903.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.9,1.1,22.0,33.0,46.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,Matches
Stipe Perica,hr CRO,FW,22.0,22,9,943.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.3,2.3,0.8,3.1,12.0,24.0,75.0,0.1,0.0,0.1,0.1,0.1,0.22,0.08,0.3,0.22,0.3,Matches
Gabriele Angella,it ITA,DF,28.0,12,9,893.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,2.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Emil Hallfreðsson,is ISL,MF,33.0,19,8,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.5,0.5,10.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,Matches
Simone Scuffet,it ITA,GK,21.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Francesco Zampano,it ITA,DF,23.0,6,4,412.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,10.0,15.0,26.0,0.0,0.22,0.22,0.0,0.22,0.02,0.06,0.08,0.02,0.08,Matches
Svante Ingelsson,se SWE,MF,19.0,7,3,325.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,8.0,11.0,13.0,0.28,0.28,0.55,0.28,0.55,0.1,0.05,0.15,0.1,0.15,Matches
Cyril Théréau,fr FRA,"FW,MF",34.0,2,2,180.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.9,0.1,0.0,0.2,13.0,7.0,19.0,1.0,0.0,1.0,0.5,0.5,0.45,0.02,0.47,0.06,0.08,Matches
Ryder Matos,br BRA,MF,24.0,4,1,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,6.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.03,0.08,Matches
Molla Wagué,ml MLI,DF,26.0,1,1,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Riad Bajić,ba BIH,"FW,MF",23.0,5,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.37,0.19,0.37,Matches
Simone Pontisso,it ITA,MF,20.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paweł Bochniewicz,pl POL,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Davide Borsellini,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Aldo Caiazza,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Franck Djoulou,ci CIV,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Andrea Donadello,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ewandro,br BRA,"FW,MF",21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Manuel Gasparini,it ITA,GK,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nabil Jaadi,ma MAR,"FW,MF",21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luis Ndreu,al ALB,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Semuel Pizzignacco,it ITA,GK,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mak Varešanović,ba BIH,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Filip Vaško,sk SVK,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.5,38,418,3420.0,38.0,45.0,27.0,72.0,38.0,7.0,7.0,72.0,,43.2,37.7,29.4,67.1,605.0,1364.0,1351.0,1.18,0.71,1.89,1.0,1.71,1.14,0.77,1.91,0.99,1.77,
Opponent Total,,,27.0,38,418,3420.0,38.0,58.0,41.0,99.0,56.0,2.0,6.0,59.0,5.0,49.3,44.4,32.2,76.6,770.0,1899.0,1876.0,1.53,1.08,2.61,1.47,2.55,1.3,0.85,2.14,1.17,2.02,
