season,squad,winner,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Attendance,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,xGA,xGD,xGD/90,Pts,__season_norm,__squad_norm,roster_size,starters_count,age_mean,age_mean_starters,pct_under23,pct_gk,pct_df,pct_mf,pct_fw,goals_tot,assists_tot,xg_tot,xga_proxy,team_xg_per90,conversion_sh_to_g,progressions_tot,yellow_cards,red_cards,top5_mean_gpa,bottom5_mean_gpa,gap_top5_bottom5_gpa,age_std
2015-2016,Lazio,0,27.0,27.6,54.4,38.0,418.0,3420.0,38.0,1.37,0.82,2.18,1.13,9.0,11.0,107.0,0.0,1.95,20561.0,473.0,150.0,31.95,12.47,3.95,0.09,0.29,18.1,,,,,54,2015-2016,lazio,37.0,19.0,24.7027027027027,27.0,0.4864864864864865,0.1081081081081081,0.4324324324324324,0.4324324324324324,0.8918918918918919,52.0,31.0,,,,,0.0,108.0,10.0,10.2,0.0,10.2,5.537071352182412
2015-2016,Milan,0,30.0,26.4,52.9,38.0,418.0,3420.0,38.0,1.29,0.74,2.03,1.13,6.0,7.0,96.0,0.0,1.87,37823.0,473.0,165.0,31.95,12.47,4.34,0.09,0.26,18.1,,,,,57,2015-2016,milan,39.0,15.0,25.153846153846157,25.8,0.3846153846153846,0.1025641025641025,0.3846153846153846,0.5384615384615384,0.8974358974358975,49.0,28.0,,,,,0.0,97.0,3.0,10.2,0.0,10.2,5.724087891204572
2015-2016,Napoli,0,22.0,26.5,62.6,38.0,418.0,3420.0,38.0,2.05,1.47,3.53,1.87,7.0,8.0,72.0,0.0,3.34,39436.0,473.0,244.0,31.95,12.47,6.42,0.09,0.29,18.1,,,,,82,2015-2016,napoli,27.0,11.0,25.14814814814815,25.818181818181817,0.1851851851851851,0.1111111111111111,0.4814814814814814,0.5555555555555556,0.8888888888888888,78.0,56.0,,,,,0.0,72.0,2.0,20.2,0.0,20.2,3.591696660393928
2015-2016,Palermo,0,31.0,26.8,43.2,38.0,418.0,3420.0,38.0,0.97,0.82,1.79,0.95,1.0,1.0,103.0,0.0,1.76,19108.0,473.0,134.0,31.95,12.47,3.53,0.09,0.27,18.1,,,,,39,2015-2016,palermo,39.0,17.0,23.58974358974359,25.73333333333333,0.4871794871794871,0.1282051282051282,0.358974358974359,0.5384615384615384,0.8717948717948718,37.0,31.0,,,,,0.0,103.0,6.0,8.8,0.0,8.8,4.998515299134485
2015-2016,Roma,0,32.0,26.2,57.7,38.0,418.0,3420.0,38.0,2.18,1.45,3.63,2.08,4.0,4.0,87.0,0.0,3.53,40190.0,473.0,220.0,31.95,12.47,5.79,0.09,0.36,18.1,,,,,80,2015-2016,roma,44.0,16.0,24.0,26.5,0.4545454545454545,0.0909090909090909,0.3863636363636363,0.5227272727272727,0.9090909090909092,83.0,55.0,,,,,0.0,85.0,5.0,15.2,0.0,15.2,6.096129156905587
2015-2016,Sampdoria,0,35.0,27.5,49.4,38.0,418.0,3420.0,38.0,1.18,0.79,1.97,1.11,3.0,3.0,111.0,0.0,1.89,21969.0,473.0,150.0,31.95,12.47,3.95,0.09,0.28,18.1,,,,,40,2015-2016,sampdoria,40.0,19.0,25.35,26.73684210526316,0.25,0.075,0.375,0.45,0.925,45.0,30.0,,,,,0.0,110.0,7.0,10.0,0.0,10.0,4.927942307354601
2015-2016,Sassuolo,0,26.0,27.0,51.1,38.0,418.0,3420.0,38.0,1.26,0.87,2.13,1.16,4.0,5.0,98.0,0.0,2.03,12078.0,473.0,166.0,31.95,12.47,4.37,0.09,0.27,18.1,,,,,61,2015-2016,sassuolo,34.0,15.0,24.647058823529413,25.8,0.3823529411764705,0.088235294117647,0.4117647058823529,0.4411764705882353,0.9117647058823528,48.0,33.0,,,,,0.0,98.0,6.0,9.4,0.0,9.4,5.793843927047085
2015-2016,Torino,0,27.0,27.6,47.5,38.0,418.0,3420.0,38.0,1.29,0.76,2.05,1.05,9.0,11.0,99.0,0.0,1.82,19560.0,473.0,173.0,31.95,12.47,4.55,0.09,0.23,18.1,,,,,45,2015-2016,torino,33.0,18.0,25.87878787878788,27.25,0.2727272727272727,0.0909090909090909,0.3939393939393939,0.4545454545454545,0.9090909090909092,49.0,29.0,,,,,0.0,98.0,3.0,8.6,0.0,8.6,5.792007293231638
2015-2016,Udinese,0,28.0,27.6,44.4,38.0,418.0,3420.0,38.0,0.89,0.61,1.5,0.84,2.0,2.0,105.0,0.0,1.45,16698.0,473.0,147.0,31.95,12.47,3.87,0.09,0.22,18.1,,,,,39,2015-2016,udinese,40.0,17.0,25.35,27.25,0.35,0.1,0.375,0.5,0.9,34.0,23.0,,,,,0.0,105.0,7.0,8.4,0.0,8.4,5.385402872818718
2016-2017,Atalanta,0,32.0,25.2,50.2,38.0,417.0,3420.0,38.0,1.63,1.13,2.76,1.5,5.0,5.0,90.0,2.0,2.63,16946.0,536.0,201.0,37.5,14.11,5.29,0.11,0.28,18.1,,,,,72,2016-2017,atalanta,38.0,12.0,24.81578947368421,24.75,0.3947368421052631,0.1578947368421052,0.4473684210526316,0.4736842105263157,0.8421052631578947,62.0,43.0,,,,,0.0,89.0,3.0,13.8,0.0,13.8,5.34160246812263
2016-2017,Bologna,0,28.0,26.3,46.3,38.0,418.0,3420.0,38.0,1.03,0.76,1.79,1.0,1.0,2.0,87.0,2.0,1.76,21912.0,424.0,145.0,34.2,11.16,3.82,0.09,0.26,18.1,,,,,41,2016-2017,bologna,42.0,19.0,23.666666666666668,25.83333333333333,0.5238095238095238,0.1428571428571428,0.3571428571428571,0.4523809523809524,0.8571428571428571,39.0,29.0,,,,,0.0,87.0,11.0,9.6,0.0,9.6,5.633811977548947
2016-2017,Cagliari,0,34.0,28.7,43.2,38.0,418.0,3420.0,38.0,1.39,0.79,2.18,1.29,4.0,6.0,104.0,3.0,2.08,13024.0,431.0,161.0,37.4,11.34,4.24,0.11,0.3,18.1,,,,,47,2016-2017,cagliari,44.0,17.0,24.0,28.352941176470587,0.4318181818181818,0.1590909090909091,0.4090909090909091,0.4318181818181818,0.8409090909090909,53.0,30.0,,,,,0.0,103.0,8.0,11.0,0.0,11.0,6.495078637832487
2016-2017,Chievo,0,29.0,31.3,46.7,38.0,418.0,3420.0,38.0,1.11,0.76,1.87,1.0,4.0,5.0,88.0,3.0,1.76,12711.0,405.0,129.0,31.9,10.66,3.39,0.09,0.29,18.1,,,,,43,2016-2017,chievo,38.0,17.0,26.210526315789476,31.47058823529412,0.3947368421052631,0.1052631578947368,0.3947368421052631,0.4210526315789473,0.8947368421052632,42.0,29.0,,,,,0.0,88.0,4.0,11.0,0.0,11.0,7.23040836474057
2016-2017,Crotone,0,31.0,26.0,37.1,38.0,418.0,3420.0,38.0,0.89,0.58,1.47,0.79,4.0,5.0,93.0,3.0,1.37,8226.0,408.0,129.0,31.6,10.74,3.39,0.07,0.23,18.1,,,,,34,2016-2017,crotone,35.0,14.0,24.147058823529413,25.142857142857142,0.3142857142857143,0.1142857142857142,0.3142857142857143,0.5428571428571428,0.8571428571428571,34.0,22.0,,,,,0.0,93.0,4.0,7.4,0.0,7.4,4.49331053591809
2016-2017,Empoli,0,29.0,26.8,49.0,38.0,418.0,3420.0,38.0,0.76,0.5,1.26,0.66,4.0,5.0,107.0,0.0,1.16,9483.0,364.0,127.0,34.9,9.58,3.34,0.07,0.2,18.1,,,,,32,2016-2017,empoli,40.0,17.0,23.8,26.666666666666668,0.45,0.1,0.3,0.575,0.9,29.0,19.0,,,,,0.0,106.0,2.0,5.2,0.0,5.2,5.65776072401939
2016-2017,Fiorentina,0,30.0,27.3,58.3,38.0,418.0,3420.0,38.0,1.63,1.21,2.84,1.47,6.0,10.0,98.0,3.0,2.68,26470.0,614.0,224.0,36.5,16.16,5.89,0.09,0.25,18.1,,,,,60,2016-2017,fiorentina,38.0,17.0,23.473684210526315,26.294117647058822,0.4473684210526316,0.1842105263157894,0.3421052631578947,0.4473684210526316,0.8157894736842105,62.0,46.0,,,,,0.0,97.0,7.0,12.6,0.0,12.6,5.012076454331905
2016-2017,Genoa,0,33.0,26.9,48.8,38.0,418.0,3420.0,38.0,0.95,0.79,1.74,0.89,2.0,3.0,97.0,4.0,1.68,21445.0,453.0,148.0,32.7,11.92,3.89,0.08,0.23,18.1,,,,,36,2016-2017,genoa,44.0,17.0,24.931818181818183,26.285714285714285,0.3636363636363636,0.1136363636363636,0.4090909090909091,0.4545454545454545,0.8863636363636364,36.0,30.0,,,,,0.0,97.0,8.0,6.4,0.0,6.4,5.137177431836802
2016-2017,Inter,0,29.0,27.5,56.4,38.0,418.0,3420.0,38.0,1.84,1.45,3.29,1.76,3.0,5.0,81.0,3.0,3.21,45689.0,636.0,212.0,33.3,16.74,5.58,0.11,0.32,18.1,,,,,62,2016-2017,inter,37.0,17.0,25.16216216216216,26.58823529411765,0.2972972972972973,0.1081081081081081,0.5135135135135135,0.4594594594594595,0.8918918918918919,70.0,55.0,,,,,0.0,80.0,5.0,18.2,0.0,18.2,5.139787682134099
2016-2017,Juventus,1,27.0,29.1,57.0,38.0,418.0,3420.0,38.0,1.89,1.29,3.18,1.82,3.0,3.0,70.0,0.0,3.11,39518.0,588.0,211.0,35.9,15.47,5.55,0.12,0.33,18.1,,,,,91,2016-2017,juventus,33.0,18.0,26.060606060606062,28.72222222222222,0.3333333333333333,0.1515151515151515,0.4242424242424242,0.5454545454545454,0.8484848484848485,72.0,49.0,,,,,0.0,70.0,0.0,15.4,0.0,15.4,5.673069021368603
2016-2017,Lazio,0,30.0,26.0,51.0,38.0,418.0,3420.0,38.0,1.92,1.24,3.16,1.61,12.0,14.0,96.0,3.0,2.84,21053.0,590.0,212.0,35.9,15.53,5.58,0.1,0.29,18.1,,,,,70,2016-2017,lazio,39.0,16.0,22.710526315789476,25.928571428571427,0.5641025641025641,0.1282051282051282,0.358974358974359,0.4871794871794871,0.8461538461538461,73.0,47.0,,,,,0.0,96.0,4.0,16.2,0.0,16.2,4.483651351882159
2016-2017,Milan,0,28.0,25.0,54.1,38.0,418.0,3420.0,38.0,1.45,1.03,2.47,1.26,7.0,12.0,98.0,9.0,2.29,40294.0,556.0,191.0,34.4,14.63,5.03,0.09,0.25,18.1,,,,,63,2016-2017,milan,40.0,19.0,24.075,24.473684210526315,0.475,0.15,0.3,0.6,0.85,55.0,39.0,,,,,0.0,97.0,14.0,11.2,0.0,11.2,5.685733383000305
2016-2017,Napoli,0,26.0,26.9,62.1,38.0,418.0,3420.0,38.0,2.47,1.79,4.26,2.34,5.0,6.0,58.0,0.0,4.13,36605.0,672.0,261.0,38.8,17.68,6.87,0.13,0.34,18.1,,,,,86,2016-2017,napoli,34.0,15.0,24.764705882352946,26.642857142857142,0.3529411764705882,0.088235294117647,0.4117647058823529,0.5,0.9117647058823528,94.0,68.0,,,,,0.0,58.0,2.0,25.0,0.0,25.0,4.390477460950673
2016-2017,Palermo,0,30.0,26.1,45.6,38.0,418.0,3420.0,38.0,0.87,0.63,1.5,0.84,1.0,1.0,107.0,6.0,1.47,12871.0,385.0,119.0,30.9,10.13,3.13,0.08,0.27,18.1,,,,,26,2016-2017,palermo,36.0,16.0,23.5,26.0,0.4722222222222222,0.1388888888888889,0.3888888888888889,0.4444444444444444,0.8888888888888888,33.0,24.0,,,,,0.0,106.0,9.0,7.8,0.0,7.8,4.84325746343748
2016-2017,Pescara,0,34.0,26.6,46.4,38.0,418.0,3420.0,38.0,0.84,0.71,1.55,0.79,2.0,6.0,98.0,3.0,1.5,13308.0,449.0,145.0,32.3,11.82,3.82,0.07,0.21,18.1,,,,,18,2016-2017,pescara,46.0,16.0,23.97826086956522,26.153846153846157,0.4782608695652174,0.0869565217391304,0.3478260869565217,0.5652173913043478,0.9130434782608696,32.0,27.0,,,,,0.0,98.0,5.0,7.2,0.0,7.2,6.492693775604091
2016-2017,Roma,0,22.0,26.7,57.1,38.0,418.0,3420.0,38.0,2.32,1.55,3.87,2.0,12.0,14.0,64.0,0.0,3.55,32638.0,677.0,235.0,34.7,17.82,6.18,0.11,0.32,18.1,,,,,87,2016-2017,roma,39.0,15.0,23.28205128205128,25.933333333333334,0.4615384615384615,0.1538461538461538,0.4102564102564102,0.4615384615384615,0.8461538461538461,88.0,59.0,,,,,0.0,63.0,1.0,20.8,0.0,20.8,5.651961550269251
2016-2017,Sampdoria,0,24.0,26.6,52.3,38.0,418.0,3420.0,38.0,1.18,0.82,2.0,1.0,7.0,8.0,75.0,1.0,1.82,19852.0,504.0,165.0,32.7,13.26,4.34,0.08,0.23,18.1,,,,,48,2016-2017,sampdoria,39.0,16.0,23.487179487179485,25.75,0.5128205128205128,0.1794871794871795,0.282051282051282,0.4358974358974359,0.8205128205128205,45.0,31.0,,,,,0.0,75.0,5.0,11.6,0.0,11.6,5.4766095681245535
2016-2017,Sassuolo,0,28.0,26.7,46.8,38.0,418.0,3420.0,38.0,1.55,0.95,2.5,1.32,9.0,10.0,90.0,0.0,2.26,12362.0,445.0,173.0,38.9,11.71,4.55,0.11,0.29,18.1,,,,,46,2016-2017,sassuolo,40.0,19.0,24.125,26.0,0.475,0.15,0.325,0.525,0.85,59.0,36.0,,,,,0.0,92.0,2.0,11.8,0.0,11.8,5.906048616157021
2016-2017,Torino,0,29.0,26.4,50.7,38.0,418.0,3420.0,38.0,1.84,1.42,3.26,1.71,5.0,9.0,88.0,3.0,3.13,19300.0,580.0,185.0,31.9,15.26,4.87,0.11,0.35,18.1,,,,,53,2016-2017,torino,40.0,15.0,24.45,25.866666666666667,0.425,0.175,0.3,0.55,0.825,70.0,54.0,,,,,0.0,88.0,4.0,18.0,0.0,18.0,5.320256404077552
2016-2017,Udinese,0,29.0,26.7,41.8,38.0,418.0,3420.0,38.0,1.24,0.76,2.0,1.18,2.0,3.0,85.0,0.0,1.95,16716.0,435.0,155.0,35.6,11.45,4.08,0.1,0.29,18.1,,,,,45,2016-2017,udinese,40.0,14.0,23.2,26.53846153846154,0.525,0.125,0.35,0.575,0.875,47.0,29.0,,,,,0.0,85.0,2.0,9.6,0.0,9.6,5.209458852746756
2017-2018,Atalanta,0,25.0,25.7,55.4,38.0,418.0,3420.0,38.0,64.1,57.2,44.7,101.8,5.0,9.0,66.0,3.0,933.0,64.1,570.0,192.0,33.7,15.0,5.05,0.09,0.27,16.9,,,,,60,2017-2018,atalanta,34.0,15.0,22.647058823529413,25.266666666666666,0.5,0.088235294117647,0.3529411764705882,0.4705882352941176,0.9117647058823528,57.0,38.0,65.69999999999999,,0.1576043499120422,,4753.0,67.0,4.0,11.6,0.0,11.6,3.95338254050711
2017-2018,Benevento,0,41.0,26.0,47.5,38.0,418.0,3420.0,38.0,38.3,36.0,28.8,64.7,2.0,3.0,79.0,3.0,772.0,38.3,470.0,145.0,30.9,12.37,3.82,0.06,0.21,19.8,,,,,21,2017-2018,benevento,48.0,23.0,24.27659574468085,25.714285714285715,0.3125,0.1041666666666666,0.3541666666666667,0.4583333333333333,0.875,32.0,23.0,38.9,,0.0937274114528953,,3193.0,78.0,7.0,6.2,0.0,6.2,4.633067007743614
2017-2018,Bologna,0,30.0,26.8,46.8,38.0,418.0,3420.0,38.0,36.6,34.3,24.3,58.6,2.0,3.0,101.0,3.0,586.0,36.6,356.0,119.0,33.4,9.37,3.13,0.1,0.29,19.4,,,,,39,2017-2018,bologna,38.0,16.0,24.5,26.642857142857142,0.3947368421052631,0.131578947368421,0.3947368421052631,0.3947368421052631,0.868421052631579,37.0,18.0,37.5,,0.0899760063982937,,3262.0,102.0,6.0,7.6,0.0,7.6,5.300433434597079
2017-2018,Cagliari,0,29.0,27.1,45.3,38.0,418.0,3420.0,38.0,39.7,34.2,27.4,61.6,4.0,7.0,96.0,3.0,464.0,39.7,374.0,113.0,30.2,9.84,2.97,0.08,0.26,18.3,,,,,39,2017-2018,cagliari,37.0,15.0,24.2972972972973,27.0,0.4054054054054054,0.1351351351351351,0.4054054054054054,0.3783783783783784,0.8648648648648649,33.0,21.0,40.1,,0.0961041727691529,,3138.0,96.0,6.0,7.4,0.0,7.4,5.9668755310969575
2017-2018,Chievo,0,25.0,30.3,44.4,38.0,418.0,3420.0,38.0,34.1,32.5,25.2,57.7,1.0,2.0,75.0,3.0,554.0,34.1,389.0,131.0,33.7,10.24,3.45,0.09,0.27,18.7,,,,,40,2017-2018,chievo,30.0,18.0,26.766666666666666,29.058823529411764,0.3333333333333333,0.1333333333333333,0.3333333333333333,0.4333333333333333,0.8666666666666667,36.0,20.0,34.3,,0.0822432396429998,,3260.0,75.0,4.0,7.8,0.0,7.8,6.636800918875117
2017-2018,Crotone,0,29.0,25.6,39.9,38.0,418.0,3420.0,38.0,34.6,32.2,23.4,55.6,2.0,3.0,65.0,3.0,472.0,34.6,378.0,129.0,34.1,9.95,3.39,0.1,0.28,20.0,,,,,35,2017-2018,crotone,38.0,17.0,23.105263157894736,25.133333333333333,0.3947368421052631,0.131578947368421,0.2631578947368421,0.4210526315789473,0.868421052631579,38.0,21.0,35.599999999999994,,0.0853876289209284,,2958.0,67.0,2.0,7.0,0.0,7.0,4.379247582443325
2017-2018,Fiorentina,0,27.0,25.0,52.6,38.0,418.0,3420.0,38.0,54.5,48.3,37.9,86.2,7.0,8.0,89.0,3.0,737.0,54.5,611.0,179.0,29.3,16.08,4.71,0.08,0.26,19.3,,,,,57,2017-2018,fiorentina,35.0,14.0,22.942857142857143,25.153846153846157,0.4571428571428571,0.1142857142857142,0.3428571428571428,0.4,0.8857142857142857,53.0,32.0,54.7,,0.1314622943815424,,4115.0,90.0,5.0,10.4,0.0,10.4,4.491448457201472
2017-2018,Genoa,0,33.0,27.9,46.3,38.0,418.0,3420.0,38.0,43.5,39.6,31.9,71.5,4.0,5.0,75.0,3.0,699.0,43.5,413.0,120.0,29.1,10.87,3.16,0.07,0.23,17.5,,,,,41,2017-2018,genoa,38.0,17.0,25.657894736842103,28.176470588235293,0.1842105263157894,0.0789473684210526,0.4210526315789473,0.4473684210526316,0.9210526315789472,31.0,18.0,44.5,,0.1062024343029885,,3632.0,76.0,5.0,5.4,0.0,5.4,4.81145208058392
2017-2018,Hellas Verona,0,32.0,25.9,41.9,38.0,418.0,3420.0,38.0,33.0,27.7,21.1,48.8,7.0,7.0,98.0,3.0,635.0,33.0,354.0,89.0,25.1,9.32,2.34,0.06,0.26,20.5,,,,,25,2017-2018,hellas verona,38.0,19.0,24.36842105263158,25.5,0.3947368421052631,0.1052631578947368,0.3684210526315789,0.5,0.8947368421052632,30.0,19.0,34.3,,0.0821578751264172,,2777.0,99.0,6.0,5.2,0.0,5.2,5.095949916124854
2017-2018,Inter,0,22.0,27.6,57.1,38.0,418.0,3420.0,38.0,56.7,51.3,43.8,95.2,6.0,7.0,69.0,3.0,947.0,56.7,565.0,195.0,34.5,14.87,5.13,0.1,0.3,18.0,,,,,72,2017-2018,inter,32.0,13.0,25.21875,26.76923076923077,0.28125,0.125,0.375,0.40625,0.875,64.0,34.0,58.1,,0.1392617449664429,,4690.0,69.0,1.0,14.4,0.0,14.4,5.040061283549584
2017-2018,Juventus,1,24.0,29.2,57.2,38.0,418.0,3420.0,38.0,55.3,49.4,37.9,87.2,4.0,8.0,66.0,3.0,789.0,55.3,546.0,198.0,36.3,14.37,5.21,0.14,0.39,18.9,,,,,95,2017-2018,juventus,30.0,18.0,26.3,29.352941176470587,0.2333333333333333,0.1666666666666666,0.3333333333333333,0.4333333333333333,0.8333333333333334,82.0,45.0,56.2,,0.1346286931062017,,4181.0,66.0,1.0,16.6,0.0,16.6,5.553191067708975
2017-2018,Lazio,0,24.0,26.5,51.1,38.0,418.0,3420.0,38.0,63.7,55.2,45.8,101.0,9.0,11.0,79.0,3.0,915.0,63.7,542.0,199.0,36.7,14.26,5.24,0.14,0.39,18.4,,,,,72,2017-2018,lazio,32.0,14.0,24.75,25.76923076923077,0.375,0.09375,0.4375,0.46875,0.90625,86.0,51.0,64.5,,0.1546350559403303,,4497.0,79.0,7.0,18.6,0.0,18.6,4.493723221015817
2017-2018,Milan,0,24.0,25.0,56.0,38.0,418.0,3420.0,38.0,51.2,46.6,35.3,81.9,4.0,6.0,75.0,3.0,778.0,51.2,606.0,214.0,35.3,15.95,5.63,0.08,0.23,19.6,,,,,64,2017-2018,milan,35.0,17.0,23.82857142857143,25.294117647058822,0.4571428571428571,0.1428571428571428,0.4,0.3428571428571428,0.8571428571428571,54.0,28.0,52.400000000000006,,0.1258002560819462,,4802.0,75.0,7.0,10.8,0.0,10.8,5.549169064907319
2017-2018,Napoli,0,23.0,28.0,63.4,38.0,418.0,3420.0,38.0,67.1,60.7,50.8,111.6,6.0,8.0,58.0,3.0,971.0,67.1,648.0,245.0,37.8,17.05,6.45,0.1,0.27,19.0,,,,,91,2017-2018,napoli,28.0,13.0,25.892857142857142,27.384615384615383,0.2142857142857142,0.1071428571428571,0.3928571428571428,0.3571428571428571,0.8928571428571429,73.0,45.0,68.4,,0.164094362255098,,5889.0,58.0,3.0,16.0,0.0,16.0,4.43336913698396
2017-2018,Roma,0,27.0,27.4,58.0,38.0,418.0,3420.0,38.0,63.4,58.8,46.7,105.5,3.0,6.0,48.0,3.0,938.0,63.4,637.0,199.0,31.2,16.76,5.24,0.08,0.27,18.6,,,,,77,2017-2018,roma,37.0,17.0,24.054054054054053,27.0625,0.4594594594594595,0.1081081081081081,0.4594594594594595,0.2702702702702703,0.8918918918918919,56.0,37.0,64.69999999999999,,0.1552634385665528,,4893.0,48.0,4.0,11.8,0.0,11.8,5.507297915523576
2017-2018,SPAL,0,29.0,26.7,44.7,38.0,418.0,3420.0,38.0,35.8,31.1,21.5,52.5,5.0,6.0,101.0,3.0,704.0,35.8,368.0,109.0,29.6,9.68,2.87,0.09,0.29,19.6,,,,,38,2017-2018,spal,40.0,16.0,24.75,25.73333333333333,0.425,0.125,0.475,0.325,0.875,37.0,14.0,36.1,,0.0865892010020787,,3122.0,101.0,4.0,7.0,0.0,7.0,5.395867364510049
2017-2018,Sampdoria,0,27.0,27.0,53.6,38.0,418.0,3420.0,38.0,53.5,47.2,35.5,82.7,7.0,8.0,69.0,3.0,614.0,53.5,474.0,163.0,34.4,12.47,4.29,0.1,0.3,18.8,,,,,54,2017-2018,sampdoria,36.0,16.0,24.13888888888889,26.6,0.4166666666666667,0.1666666666666666,0.3333333333333333,0.3888888888888889,0.8333333333333334,56.0,33.0,53.9,,0.1293393057110862,,3855.0,69.0,3.0,12.4,0.0,12.4,5.216198822776041
2017-2018,Sassuolo,0,28.0,27.2,42.9,38.0,418.0,3420.0,38.0,46.3,38.4,27.7,66.1,4.0,10.0,89.0,3.0,640.0,46.3,489.0,134.0,27.4,12.87,3.53,0.05,0.18,19.5,,,,,43,2017-2018,sassuolo,33.0,16.0,24.848484848484848,26.692307692307693,0.3939393939393939,0.0909090909090909,0.3636363636363636,0.3636363636363636,0.9090909090909092,28.0,16.0,48.400000000000006,,0.1160980810234541,,3601.0,89.0,7.0,5.8,0.0,5.8,5.75065872379641
2017-2018,Torino,0,27.0,28.1,51.1,38.0,418.0,3420.0,38.0,46.0,44.4,35.1,79.6,0.0,2.0,78.0,3.0,703.0,46.0,449.0,151.0,33.6,11.82,3.97,0.12,0.35,17.8,,,,,54,2017-2018,torino,39.0,15.0,23.435897435897434,28.066666666666663,0.5641025641025641,0.1025641025641025,0.358974358974359,0.358974358974359,0.8974358974358975,53.0,36.0,46.9,,0.1123263611687689,,3533.0,76.0,7.0,12.8,0.0,12.8,5.325187774276983
2017-2018,Udinese,0,27.0,26.5,44.7,38.0,418.0,3420.0,38.0,43.2,37.7,29.4,67.1,7.0,7.0,72.0,3.0,605.0,43.2,436.0,131.0,30.0,11.47,3.45,0.09,0.29,19.1,,,,,40,2017-2018,udinese,39.0,16.0,23.05128205128205,26.0,0.5641025641025641,0.1282051282051282,0.358974358974359,0.4102564102564102,0.8717948717948718,45.0,27.0,43.9,,0.1052421288157263,,3320.0,72.0,4.0,9.8,0.0,9.8,5.679829120616765
2018-2019,Atalanta,0,27.0,26.5,57.3,38.0,418.0,3420.0,38.0,72.2,69.0,55.8,124.8,2.0,4.0,63.0,3.0,1104.0,72.2,637.0,214.0,33.6,16.76,5.63,0.11,0.34,16.6,,,,,69,2018-2019,atalanta,34.0,16.0,23.08823529411765,26.1875,0.4411764705882353,0.088235294117647,0.4411764705882353,0.4117647058823529,0.9117647058823528,75.0,60.0,74.0,,0.1771182383915749,,4972.0,62.0,3.0,17.0,0.0,17.0,4.287880362552698
2018-2019,Bologna,0,29.0,27.0,44.9,38.0,418.0,3420.0,38.0,46.8,42.9,30.8,73.7,5.0,5.0,94.0,6.0,675.0,46.8,495.0,158.0,31.9,13.03,4.16,0.08,0.25,18.7,,,,,44,2018-2019,bologna,32.0,19.0,25.28125,25.88888888888889,0.3125,0.125,0.375,0.28125,0.875,45.0,35.0,47.7,,0.114376298822401,,3315.0,91.0,6.0,9.4,0.0,9.4,4.657525128496962
2018-2019,Cagliari,0,30.0,27.9,49.8,38.0,418.0,3420.0,38.0,42.1,39.7,30.7,70.4,2.0,3.0,99.0,9.0,555.0,42.1,433.0,124.0,28.6,11.39,3.26,0.08,0.27,17.9,,,,,41,2018-2019,cagliari,38.0,16.0,26.157894736842103,27.466666666666665,0.3684210526315789,0.1052631578947368,0.3421052631578947,0.4473684210526316,0.8947368421052632,35.0,27.0,42.8,,0.1025914187551602,,3125.0,94.0,9.0,7.8,0.0,7.8,5.706924744788059
2018-2019,Chievo,0,36.0,28.3,43.3,38.0,418.0,3420.0,38.0,36.0,31.7,25.6,57.3,4.0,6.0,116.0,7.0,500.0,36.0,385.0,110.0,28.6,10.13,2.89,0.05,0.19,19.6,,,,,17,2018-2019,chievo,38.0,16.0,25.657894736842103,29.0625,0.3684210526315789,0.131578947368421,0.3947368421052631,0.3684210526315789,0.868421052631579,25.0,17.0,36.7,,0.0882423659533541,,2946.0,110.0,7.0,5.0,0.0,5.0,6.711330942193748
2018-2019,Empoli,0,29.0,26.4,47.9,38.0,418.0,3420.0,38.0,52.4,46.8,37.5,84.3,4.0,7.0,74.0,3.0,801.0,52.4,450.0,148.0,32.9,11.84,3.89,0.1,0.3,17.8,,,,,38,2018-2019,empoli,42.0,18.0,23.952380952380956,25.8125,0.4047619047619047,0.1428571428571428,0.3809523809523809,0.3333333333333333,0.8809523809523809,48.0,36.0,53.5,,0.1280653226235438,,3924.0,73.0,3.0,10.4,0.0,10.4,5.198275422054008
2018-2019,Fiorentina,0,27.0,24.1,50.4,38.0,418.0,3420.0,38.0,54.0,49.2,35.8,85.0,5.0,6.0,91.0,5.0,801.0,54.0,579.0,168.0,29.0,15.24,4.42,0.07,0.24,18.6,,,,,41,2018-2019,fiorentina,36.0,15.0,22.52777777777778,23.928571428571427,0.5277777777777778,0.1388888888888889,0.3333333333333333,0.4166666666666667,0.8611111111111112,45.0,24.0,55.5,,0.133171590060787,,3876.0,89.0,5.0,8.0,0.0,8.0,4.404453013622276
2018-2019,Frosinone,0,33.0,26.4,41.5,38.0,418.0,3420.0,38.0,38.9,35.1,27.1,62.2,4.0,5.0,99.0,2.0,520.0,38.9,450.0,120.0,26.7,11.84,3.16,0.05,0.2,19.3,,,,,25,2018-2019,frosinone,40.0,18.0,24.9,26.0,0.275,0.125,0.325,0.475,0.875,28.0,21.0,39.5,,0.0947242206235011,,2947.0,99.0,2.0,6.6,0.0,6.6,4.661902329879223
