season,squad,winner,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Attendance,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,xGA,xGD,xGD/90,Pts,__season_norm,__squad_norm,roster_size,starters_count,age_mean,age_mean_starters,pct_under23,pct_gk,pct_df,pct_mf,pct_fw,goals_tot,assists_tot,xg_tot,xga_proxy,team_xg_per90,conversion_sh_to_g,progressions_tot,yellow_cards,red_cards,top5_mean_gpa,bottom5_mean_gpa,gap_top5_bottom5_gpa,age_std
2012-2013,Pescara,0,39.0,25.8,50.05,38.0,418.0,3420.0,38.0,0.71,0.39,1.11,0.66,2.0,3.0,103.0,9.0,1.05,55.15,473.0,124.0,31.95,12.47,3.26,0.09,0.2,18.1,,,,,22,2012-2013,pescara,39.0,21.0,24.63157894736842,25.105263157894736,0.4102564102564102,0.0512820512820512,0.3333333333333333,0.4615384615384615,0.8974358974358975,28.0,15.0,,,,,0.0,97.0,9.0,4.2,0.0,4.2,5.474368050072347
2012-2013,Roma,0,24.0,26.0,50.05,38.0,407.0,3420.0,38.0,1.79,1.13,2.92,1.66,5.0,7.0,91.0,8.0,2.79,55.15,473.0,229.0,31.95,12.47,6.03,0.09,0.28,18.1,,,,,62,2012-2013,roma,24.0,17.0,25.33333333333333,25.058823529411764,0.375,0.125,0.5416666666666666,0.4583333333333333,0.875,68.0,43.0,,,,,0.0,95.0,8.0,15.4,0.0,15.4,5.442718843169937
2012-2013,Sampdoria,0,29.0,25.0,50.05,38.0,418.0,3420.0,38.0,1.08,0.76,1.84,0.92,6.0,7.0,93.0,9.0,1.68,55.15,473.0,148.0,31.95,12.47,3.89,0.09,0.24,18.1,,,,,42,2012-2013,sampdoria,29.0,16.0,25.20689655172414,24.5625,0.2413793103448276,0.1034482758620689,0.3448275862068966,0.4827586206896552,0.896551724137931,41.0,29.0,,,,,0.0,87.0,9.0,8.0,0.0,8.0,3.677919737577088
2012-2013,Siena,0,37.0,28.9,50.05,38.0,418.0,3420.0,38.0,0.92,0.74,1.66,0.82,4.0,7.0,108.0,6.0,1.55,55.15,473.0,119.0,31.95,12.47,3.13,0.09,0.26,18.1,,,,,30,2012-2013,siena,37.0,16.0,27.27027027027027,28.33333333333333,0.054054054054054,0.027027027027027,0.4054054054054054,0.4864864864864865,0.972972972972973,35.0,28.0,,,,,0.0,99.0,6.0,6.6,0.0,6.6,4.032153054914739
2012-2013,Torino,0,29.0,27.7,50.05,38.0,418.0,3420.0,38.0,1.18,0.84,2.03,1.05,5.0,6.0,86.0,5.0,1.89,55.15,473.0,153.0,31.95,12.47,4.03,0.09,0.26,18.1,,,,,39,2012-2013,torino,29.0,16.0,25.89655172413793,27.375,0.2413793103448276,0.0689655172413793,0.2758620689655172,0.5172413793103449,0.9310344827586208,45.0,32.0,,,,,0.0,83.0,5.0,9.4,0.0,9.4,4.530411740876531
2012-2013,Udinese,0,30.0,26.3,50.05,38.0,418.0,3420.0,38.0,1.55,0.97,2.53,1.45,4.0,6.0,90.0,6.0,2.42,55.15,473.0,176.0,31.95,12.47,4.63,0.09,0.31,18.1,,,,,66,2012-2013,udinese,30.0,18.0,24.73333333333333,25.764705882352946,0.3666666666666666,0.0666666666666666,0.4666666666666667,0.5333333333333333,0.9333333333333332,59.0,37.0,,,,,0.0,88.0,6.0,11.6,0.0,11.6,3.973475273249656
2013-2014,Atalanta,0,31.0,28.4,50.05,38.0,418.0,3420.0,38.0,1.13,0.84,1.97,1.08,2.0,3.0,90.0,0.0,1.92,55.15,473.0,167.0,31.95,12.47,4.39,0.09,0.25,18.1,,,,,50,2013-2014,atalanta,31.0,15.0,26.387096774193548,28.4,0.2580645161290322,0.064516129032258,0.4516129032258064,0.4838709677419355,0.935483870967742,43.0,32.0,,,,,0.0,89.0,6.0,10.4,0.0,10.4,5.289470164738233
2013-2014,Bologna,0,28.0,28.6,50.05,38.0,418.0,3420.0,38.0,0.74,0.32,1.05,0.61,5.0,6.0,104.0,0.0,0.92,55.15,473.0,166.0,31.95,12.47,4.37,0.09,0.14,18.1,,,,,29,2013-2014,bologna,28.0,16.0,26.928571428571427,28.125,0.1785714285714285,0.0714285714285714,0.3571428571428571,0.3928571428571428,0.9285714285714286,28.0,12.0,,,,,0.0,102.0,4.0,5.4,0.0,5.4,3.962122246777944
2013-2014,Cagliari,0,31.0,27.2,50.05,38.0,418.0,3420.0,38.0,0.89,0.55,1.45,0.76,5.0,8.0,104.0,0.0,1.32,55.15,473.0,139.0,31.95,12.47,3.66,0.09,0.21,18.1,,,,,39,2013-2014,cagliari,31.0,19.0,24.83870967741936,27.11111111111111,0.2580645161290322,0.1290322580645161,0.3548387096774194,0.4838709677419355,0.8709677419354839,34.0,21.0,,,,,0.0,104.0,7.0,7.2,0.0,7.2,4.740582061263141
2013-2014,Catania,0,34.0,27.2,50.05,38.0,418.0,3420.0,38.0,0.89,0.61,1.5,0.82,3.0,3.0,102.0,0.0,1.42,55.15,473.0,166.0,31.95,12.47,4.37,0.09,0.19,18.1,,,,,32,2013-2014,catania,34.0,22.0,25.08823529411765,27.0,0.3823529411764705,0.0588235294117647,0.2941176470588235,0.5294117647058824,0.9411764705882352,34.0,23.0,,,,,0.0,100.0,8.0,7.6,0.0,7.6,4.956585133474785
2013-2014,Chievo,0,36.0,28.9,50.05,38.0,418.0,3420.0,38.0,0.87,0.63,1.5,0.71,6.0,7.0,107.0,0.0,1.34,55.15,473.0,149.0,31.95,12.47,3.92,0.09,0.18,18.1,,,,,36,2013-2014,chievo,36.0,15.0,26.88888888888889,28.642857142857142,0.1388888888888889,0.0833333333333333,0.4166666666666667,0.5,0.9166666666666666,33.0,24.0,,,,,0.0,104.0,3.0,7.4,0.0,7.4,4.646213682914464
2013-2014,Fiorentina,0,31.0,27.7,50.05,38.0,418.0,3420.0,38.0,1.71,1.08,2.79,1.42,11.0,11.0,90.0,0.0,2.5,55.15,473.0,189.0,31.95,12.47,4.97,0.09,0.29,18.1,,,,,65,2013-2014,fiorentina,31.0,17.0,26.161290322580644,27.9375,0.2580645161290322,0.064516129032258,0.3548387096774194,0.6129032258064516,0.935483870967742,65.0,41.0,,,,,0.0,86.0,4.0,13.0,0.0,13.0,4.227661088541736
2013-2014,Genoa,0,31.0,27.2,50.05,38.0,418.0,3420.0,38.0,1.03,0.61,1.63,0.89,5.0,9.0,100.0,0.0,1.5,55.15,473.0,150.0,31.95,12.47,3.95,0.09,0.23,18.1,,,,,44,2013-2014,genoa,31.0,18.0,26.870967741935484,26.764705882352946,0.3225806451612903,0.064516129032258,0.3870967741935484,0.5483870967741935,0.935483870967742,39.0,23.0,,,,,0.0,99.0,5.0,6.4,0.0,6.4,4.951376478541908
2013-2014,Hellas Verona,0,29.0,28.4,50.05,38.0,418.0,3420.0,38.0,1.58,1.0,2.58,1.37,8.0,8.0,71.0,0.0,2.37,55.15,473.0,173.0,31.95,12.47,4.55,0.09,0.3,18.1,,,,,54,2013-2014,hellas verona,29.0,18.0,26.344827586206897,27.88235294117647,0.2758620689655172,0.0689655172413793,0.4137931034482758,0.4137931034482758,0.9310344827586208,60.0,38.0,,,,,0.0,71.0,5.0,14.6,0.0,14.6,4.669627256988702
2013-2014,Inter,0,28.0,27.6,50.05,38.0,418.0,3420.0,38.0,1.55,1.26,2.82,1.55,0.0,1.0,73.0,0.0,2.82,55.15,473.0,205.0,31.95,12.47,5.39,0.09,0.29,18.1,,,,,60,2013-2014,inter,28.0,17.0,26.5,26.58823529411765,0.25,0.0714285714285714,0.4285714285714285,0.5,0.9285714285714286,59.0,48.0,,,,,0.0,73.0,3.0,13.6,0.0,13.6,5.392038026022635
2013-2014,Juventus,1,26.0,28.3,50.05,38.0,418.0,3420.0,38.0,2.05,1.42,3.47,1.95,4.0,4.0,70.0,0.0,3.37,55.15,473.0,243.0,31.95,12.47,6.39,0.09,0.3,18.1,,,,,102,2013-2014,juventus,26.0,15.0,28.153846153846157,27.785714285714285,0.0384615384615384,0.1153846153846153,0.4615384615384615,0.4230769230769231,0.8846153846153846,78.0,54.0,,,,,0.0,69.0,2.0,17.6,0.0,17.6,3.460546866520466
2013-2014,Lazio,0,30.0,28.0,50.05,38.0,418.0,3420.0,38.0,1.34,0.79,2.13,1.16,7.0,8.0,90.0,0.0,1.95,55.15,473.0,198.0,31.95,12.47,5.21,0.09,0.22,18.1,,,,,56,2013-2014,lazio,30.0,18.0,26.166666666666668,27.72222222222222,0.3,0.0666666666666666,0.4,0.5666666666666667,0.9333333333333332,51.0,30.0,,,,,0.0,90.0,9.0,10.2,0.0,10.2,5.527881263591668
2013-2014,Livorno,0,31.0,25.7,50.05,38.0,418.0,3420.0,38.0,0.97,0.61,1.58,0.87,4.0,4.0,115.0,0.0,1.47,55.15,473.0,154.0,31.95,12.47,4.05,0.09,0.21,18.1,,,,,25,2013-2014,livorno,31.0,18.0,25.433333333333334,25.55555555555556,0.3548387096774194,0.0967741935483871,0.3548387096774194,0.4838709677419355,0.8387096774193549,37.0,23.0,,,,,0.0,112.0,5.0,8.8,0.0,8.8,5.302460933757361
2013-2014,Milan,0,32.0,28.0,50.05,38.0,418.0,3420.0,38.0,1.45,0.87,2.32,1.37,3.0,5.0,92.0,0.0,2.24,55.15,473.0,225.0,31.95,12.47,5.92,0.09,0.23,18.1,,,,,57,2013-2014,milan,32.0,19.0,26.125,27.27777777777778,0.25,0.09375,0.40625,0.53125,0.90625,55.0,33.0,,,,,0.0,91.0,7.0,10.4,0.0,10.4,4.563176595877184
2013-2014,Napoli,0,30.0,27.1,50.05,38.0,418.0,3420.0,38.0,2.0,1.34,3.34,1.82,7.0,9.0,79.0,0.0,3.16,55.15,473.0,258.0,31.95,12.47,6.79,0.09,0.27,18.1,,,,,78,2013-2014,napoli,30.0,18.0,26.4,26.764705882352946,0.2666666666666666,0.1333333333333333,0.4666666666666667,0.5333333333333333,0.8666666666666667,76.0,51.0,,,,,0.0,76.0,4.0,17.0,0.0,17.0,4.438079733864403
2013-2014,Parma,0,30.0,29.5,50.05,38.0,418.0,3420.0,38.0,1.47,1.0,2.47,1.39,3.0,6.0,103.0,0.0,2.39,55.15,473.0,172.0,31.95,12.47,4.53,0.09,0.31,18.1,,,,,58,2013-2014,parma,30.0,15.0,27.266666666666666,29.466666666666665,0.2333333333333333,0.1,0.3666666666666666,0.5666666666666667,0.9,56.0,38.0,,,,,0.0,100.0,8.0,11.2,0.0,11.2,5.238671411810397
2013-2014,Roma,0,29.0,27.5,50.05,38.0,417.0,3420.0,38.0,1.84,1.34,3.18,1.68,6.0,6.0,87.0,0.0,3.03,55.15,473.0,239.0,31.95,12.47,6.29,0.09,0.27,18.1,,,,,85,2013-2014,roma,29.0,16.0,25.55172413793104,26.466666666666665,0.3793103448275862,0.0689655172413793,0.5862068965517241,0.4827586206896552,0.9310344827586208,70.0,51.0,,,,,0.0,87.0,5.0,15.2,0.0,15.2,5.474526769480051
2013-2014,Sampdoria,0,33.0,25.3,50.05,38.0,418.0,3420.0,38.0,1.21,0.76,1.97,1.11,4.0,5.0,110.0,0.0,1.87,55.15,473.0,195.0,31.95,12.47,5.13,0.09,0.22,18.1,,,,,45,2013-2014,sampdoria,33.0,13.0,24.87878787878788,24.83333333333333,0.3333333333333333,0.0606060606060606,0.3636363636363636,0.5454545454545454,0.9393939393939394,46.0,29.0,,,,,0.0,110.0,10.0,9.6,0.0,9.6,4.044730953332803
2013-2014,Sassuolo,0,38.0,26.5,50.05,38.0,418.0,3420.0,38.0,1.13,0.66,1.79,0.95,7.0,8.0,101.0,0.0,1.61,55.15,473.0,170.0,31.95,12.47,4.47,0.09,0.21,18.1,,,,,34,2013-2014,sassuolo,38.0,19.0,25.605263157894736,26.11111111111111,0.2631578947368421,0.0789473684210526,0.4473684210526316,0.3684210526315789,0.9210526315789472,43.0,25.0,,,,,0.0,99.0,5.0,10.8,0.0,10.8,4.60046691921833
2013-2014,Torino,0,26.0,27.1,50.05,38.0,418.0,3420.0,38.0,1.5,0.92,2.42,1.37,5.0,8.0,94.0,0.0,2.29,55.15,473.0,192.0,31.95,12.47,5.05,0.09,0.27,18.1,,,,,57,2013-2014,torino,26.0,15.0,26.346153846153847,26.071428571428573,0.1923076923076923,0.0769230769230769,0.3846153846153846,0.5384615384615384,0.9230769230769232,57.0,35.0,,,,,0.0,92.0,2.0,13.6,0.0,13.6,3.80465302168077
2013-2014,Udinese,0,27.0,25.8,50.05,38.0,418.0,3420.0,38.0,1.18,0.66,1.84,1.03,6.0,8.0,85.0,0.0,1.68,55.15,473.0,177.0,31.95,12.47,4.66,0.09,0.22,18.1,,,,,44,2013-2014,udinese,27.0,18.0,24.59259259259259,25.058823529411764,0.4814814814814814,0.1111111111111111,0.4444444444444444,0.5185185185185185,0.8888888888888888,45.0,25.0,,,,,0.0,85.0,2.0,9.0,0.0,9.0,5.047918529600244
2014-2015,Atalanta,0,32.0,28.1,46.4,38.0,418.0,3420.0,38.0,0.97,0.55,1.53,0.87,4.0,5.0,113.0,0.0,1.42,15162.0,473.0,144.0,31.95,12.47,3.79,0.09,0.23,18.1,,,,,37,2014-2015,atalanta,36.0,17.0,26.75,28.5625,0.3333333333333333,0.1111111111111111,0.5277777777777778,0.4722222222222222,0.8888888888888888,37.0,21.0,,,,,0.0,113.0,9.0,6.8,0.0,6.8,5.96836900429494
2014-2015,Cagliari,0,29.0,25.7,48.2,38.0,418.0,3420.0,38.0,1.18,0.82,2.0,1.08,4.0,7.0,115.0,0.0,1.89,10896.0,473.0,193.0,31.95,12.47,5.08,0.09,0.21,18.1,,,,,34,2014-2015,cagliari,32.0,19.0,23.6875,25.36842105263158,0.4375,0.125,0.3125,0.5,0.875,45.0,31.0,,,,,0.0,115.0,6.0,8.4,0.0,8.4,4.4680767313710446
2014-2015,Cesena,0,33.0,27.3,44.4,38.0,418.0,3420.0,38.0,0.89,0.61,1.5,0.76,5.0,6.0,107.0,0.0,1.37,16260.0,473.0,121.0,31.95,12.47,3.18,0.09,0.24,18.1,,,,,24,2014-2015,cesena,38.0,16.0,25.07894736842105,26.6,0.3421052631578947,0.1052631578947368,0.2631578947368421,0.4736842105263157,0.8947368421052632,34.0,23.0,,,,,0.0,108.0,4.0,8.2,0.0,8.2,5.47910812897929
2014-2015,Chievo,0,27.0,29.1,44.8,38.0,418.0,3420.0,38.0,0.71,0.53,1.24,0.68,1.0,2.0,86.0,0.0,1.21,11317.0,473.0,151.0,31.95,12.47,3.97,0.09,0.17,18.1,,,,,43,2014-2015,chievo,33.0,16.0,26.60606060606061,28.571428571428573,0.1818181818181818,0.0909090909090909,0.3939393939393939,0.5454545454545454,0.9090909090909092,27.0,20.0,,,,,0.0,87.0,3.0,7.0,0.0,7.0,4.616136059651201
2014-2015,Empoli,0,26.0,25.1,49.4,38.0,418.0,3420.0,38.0,1.13,0.92,2.05,1.05,3.0,3.0,64.0,0.0,1.97,9180.0,473.0,184.0,31.95,12.47,4.84,0.09,0.22,18.1,,,,,42,2014-2015,empoli,36.0,15.0,23.36111111111111,24.8,0.5277777777777778,0.1388888888888889,0.3888888888888889,0.4166666666666667,0.8611111111111112,43.0,35.0,,,,,0.0,64.0,4.0,9.0,0.0,9.0,5.372696996469559
2014-2015,Fiorentina,0,30.0,27.9,55.9,38.0,418.0,3420.0,38.0,1.61,1.08,2.68,1.55,2.0,7.0,86.0,0.0,2.63,30321.0,473.0,222.0,31.95,12.47,5.84,0.09,0.27,18.1,,,,,64,2014-2015,fiorentina,36.0,19.0,26.97222222222222,27.5,0.1666666666666666,0.1666666666666666,0.3888888888888889,0.5,0.8333333333333334,61.0,41.0,,,,,0.0,86.0,3.0,9.0,0.0,9.0,4.365357855474074
2014-2015,Genoa,0,33.0,26.0,50.9,38.0,418.0,3420.0,38.0,1.53,1.08,2.61,1.39,5.0,7.0,108.0,0.0,2.47,20031.0,473.0,184.0,31.95,12.47,4.84,0.09,0.29,18.1,,,,,59,2014-2015,genoa,41.0,17.0,23.73170731707317,25.066666666666663,0.4146341463414634,0.0975609756097561,0.3902439024390244,0.5609756097560976,0.902439024390244,58.0,41.0,,,,,0.0,109.0,6.0,11.8,0.0,11.8,4.56631355824314
2014-2015,Hellas Verona,0,30.0,29.7,44.1,38.0,418.0,3420.0,38.0,1.26,0.92,2.18,1.16,4.0,6.0,105.0,0.0,2.08,19303.0,473.0,170.0,31.95,12.47,4.47,0.09,0.26,18.1,,,,,46,2014-2015,hellas verona,36.0,21.0,25.88888888888889,29.1,0.3333333333333333,0.1388888888888889,0.3888888888888889,0.3888888888888889,0.8611111111111112,48.0,35.0,,,,,0.0,101.0,7.0,11.2,0.0,11.2,5.77570170271372
2014-2015,Inter,0,34.0,26.5,56.6,38.0,418.0,3420.0,38.0,1.53,0.95,2.47,1.39,5.0,7.0,101.0,0.0,2.34,37062.0,473.0,205.0,31.95,12.47,5.39,0.09,0.26,18.1,,,,,55,2014-2015,inter,38.0,15.0,24.157894736842103,25.857142857142858,0.3947368421052631,0.0789473684210526,0.4210526315789473,0.4736842105263157,0.9210526315789472,58.0,36.0,,,,,0.0,99.0,5.0,14.4,0.0,14.4,5.149265577596498
2014-2015,Juventus,1,28.0,28.8,56.2,38.0,418.0,3420.0,38.0,1.87,1.16,3.03,1.71,6.0,9.0,76.0,0.0,2.87,38533.0,473.0,221.0,31.95,12.47,5.82,0.09,0.29,18.1,,,,,87,2014-2015,juventus,34.0,16.0,26.0,28.33333333333333,0.2941176470588235,0.1764705882352941,0.4411764705882353,0.4705882352941176,0.8235294117647058,71.0,44.0,,,,,0.0,76.0,4.0,14.2,0.0,14.2,5.913518155015419
2014-2015,Lazio,0,29.0,28.0,52.2,38.0,418.0,3420.0,38.0,1.84,1.24,3.08,1.76,3.0,5.0,114.0,0.0,3.0,35105.0,473.0,232.0,31.95,12.47,6.11,0.09,0.29,18.1,,,,,69,2014-2015,lazio,35.0,17.0,25.542857142857144,27.75,0.3428571428571428,0.1142857142857142,0.4285714285714285,0.5142857142857142,0.8857142857142857,70.0,47.0,,,,,0.0,113.0,9.0,15.4,0.0,15.4,5.1980927336117135
2014-2015,Milan,0,35.0,28.1,51.3,38.0,418.0,3420.0,38.0,1.42,0.87,2.29,1.13,11.0,11.0,96.0,0.0,2.0,36661.0,473.0,161.0,31.95,12.47,4.24,0.09,0.27,18.1,,,,,52,2014-2015,milan,46.0,19.0,24.347826086956523,27.0,0.4130434782608695,0.108695652173913,0.4130434782608695,0.5652173913043478,0.8913043478260869,54.0,33.0,,,,,0.0,93.0,13.0,10.6,0.0,10.6,5.812696415049265
2014-2015,Napoli,0,26.0,27.0,54.8,38.0,418.0,3420.0,38.0,1.71,1.08,2.79,1.61,4.0,9.0,86.0,0.0,2.68,33969.0,473.0,257.0,31.95,12.47,6.76,0.09,0.24,18.1,,,,,63,2014-2015,napoli,29.0,17.0,26.03448275862069,26.58823529411765,0.1724137931034483,0.1379310344827586,0.4137931034482758,0.5172413793103449,0.8620689655172413,65.0,41.0,,,,,0.0,85.0,6.0,15.4,0.0,15.4,4.491919400599017
2014-2015,Palermo,0,31.0,26.8,49.6,38.0,418.0,3420.0,38.0,1.37,0.89,2.26,1.24,5.0,7.0,89.0,0.0,2.13,17481.0,473.0,169.0,31.95,12.47,4.45,0.09,0.28,18.1,,,,,49,2014-2015,palermo,35.0,17.0,24.62857142857143,26.647058823529413,0.3142857142857143,0.0857142857142857,0.4571428571428571,0.4857142857142857,0.9428571428571428,52.0,34.0,,,,,0.0,90.0,3.0,13.4,0.0,13.4,4.352725409142525
2014-2015,Parma,0,38.0,28.4,44.9,38.0,418.0,3420.0,38.0,0.82,0.53,1.34,0.76,2.0,2.0,110.0,0.0,1.29,11905.0,473.0,131.0,31.95,12.47,3.45,0.09,0.22,18.1,,,,,19,2014-2015,parma,52.0,20.0,24.66,27.789473684210527,0.3653846153846153,0.1346153846153846,0.3461538461538461,0.4807692307692308,0.8269230769230769,31.0,20.0,,,,,0.0,109.0,7.0,5.0,0.0,5.0,5.396937907323949
2014-2015,Roma,0,32.0,28.0,57.3,38.0,418.0,3420.0,38.0,1.39,1.05,2.45,1.24,6.0,7.0,111.0,0.0,2.29,40135.0,473.0,185.0,31.95,12.47,4.87,0.09,0.25,18.1,,,,,70,2014-2015,roma,39.0,17.0,25.71794871794872,28.352941176470587,0.3076923076923077,0.1282051282051282,0.4102564102564102,0.4102564102564102,0.8717948717948718,53.0,40.0,,,,,0.0,108.0,5.0,11.0,0.0,11.0,5.866715740194706
2014-2015,Sampdoria,0,30.0,26.2,50.4,38.0,418.0,3420.0,38.0,1.21,0.79,2.0,1.16,2.0,2.0,103.0,0.0,1.95,21746.0,473.0,162.0,31.95,12.47,4.26,0.09,0.27,18.1,,,,,56,2014-2015,sampdoria,38.0,17.0,24.57894736842105,25.75,0.3947368421052631,0.131578947368421,0.3157894736842105,0.4210526315789473,0.868421052631579,46.0,30.0,,,,,0.0,102.0,3.0,8.4,0.0,8.4,4.409029916882608
2014-2015,Sassuolo,0,27.0,27.0,47.0,38.0,418.0,3420.0,38.0,1.24,0.79,2.03,1.05,7.0,9.0,115.0,0.0,1.84,12820.0,473.0,164.0,31.95,12.47,4.32,0.09,0.24,18.1,,,,,49,2014-2015,sassuolo,39.0,17.0,25.17948717948718,26.875,0.4102564102564102,0.1282051282051282,0.3333333333333333,0.3846153846153846,0.8717948717948718,47.0,30.0,,,,,0.0,110.0,9.0,12.0,0.0,12.0,6.016957593124859
2014-2015,Torino,0,31.0,28.1,49.2,38.0,418.0,3420.0,38.0,1.26,0.84,2.11,1.18,3.0,6.0,100.0,0.0,2.03,15674.0,473.0,177.0,31.95,12.47,4.66,0.09,0.25,18.1,,,,,54,2014-2015,torino,36.0,16.0,26.166666666666668,27.6875,0.3055555555555556,0.1388888888888889,0.3611111111111111,0.4722222222222222,0.8611111111111112,48.0,32.0,,,,,0.0,99.0,3.0,9.4,0.0,9.4,5.744562646538029
2014-2015,Udinese,0,28.0,26.9,46.5,38.0,418.0,3420.0,38.0,1.08,0.71,1.79,1.05,1.0,1.0,99.0,0.0,1.76,8936.0,473.0,132.0,31.95,12.47,3.47,0.09,0.3,18.1,,,,,41,2014-2015,udinese,40.0,16.0,23.4,27.0,0.475,0.125,0.375,0.425,0.875,41.0,27.0,,,,,0.0,100.0,6.0,9.4,0.0,9.4,5.555316234161514
2015-2016,Atalanta,0,33.0,27.8,48.4,38.0,418.0,3420.0,38.0,1.0,0.61,1.61,0.89,4.0,6.0,114.0,0.0,1.5,15945.0,473.0,135.0,31.95,12.47,3.55,0.09,0.25,18.1,,,,,45,2015-2016,atalanta,40.0,19.0,25.875,27.875,0.325,0.1,0.425,0.525,0.9,38.0,23.0,,,,,0.0,113.0,14.0,7.2,0.0,7.2,5.292411112585207
2015-2016,Bologna,0,31.0,27.0,45.8,38.0,418.0,3420.0,38.0,0.87,0.58,1.45,0.82,2.0,3.0,98.0,0.0,1.39,20908.0,473.0,110.0,31.95,12.47,2.89,0.09,0.28,18.1,,,,,42,2015-2016,bologna,37.0,18.0,25.16216216216216,26.11764705882353,0.4054054054054054,0.1081081081081081,0.4054054054054054,0.4864864864864865,0.8918918918918919,33.0,22.0,,,,,0.0,98.0,7.0,7.0,0.0,7.0,5.595203866375765
2015-2016,Carpi,0,35.0,25.9,38.6,38.0,418.0,3420.0,38.0,0.87,0.58,1.45,0.74,5.0,8.0,115.0,0.0,1.32,8808.0,473.0,126.0,31.95,12.47,3.32,0.09,0.22,18.1,,,,,38,2015-2016,carpi,41.0,16.0,24.97560975609756,25.0,0.2926829268292683,0.1219512195121951,0.3902439024390244,0.5853658536585366,0.8780487804878049,33.0,22.0,,,,,0.0,114.0,6.0,6.0,0.0,6.0,3.9082464410400783
2015-2016,Chievo,0,26.0,30.5,45.3,38.0,418.0,3420.0,38.0,1.11,0.74,1.84,0.97,5.0,8.0,108.0,0.0,1.71,11132.0,473.0,130.0,31.95,12.47,3.42,0.09,0.28,18.1,,,,,50,2015-2016,chievo,33.0,16.0,27.78787878787879,29.4,0.2121212121212121,0.1212121212121212,0.3939393939393939,0.5151515151515151,0.8787878787878788,42.0,28.0,,,,,0.0,108.0,4.0,9.2,0.0,9.2,5.935894918615767
2015-2016,Empoli,0,29.0,25.4,52.5,38.0,418.0,3420.0,38.0,1.03,0.76,1.79,1.0,1.0,2.0,101.0,0.0,1.76,10220.0,473.0,147.0,31.95,12.47,3.87,0.09,0.26,18.1,,,,,46,2015-2016,empoli,38.0,14.0,23.18421052631579,25.923076923076923,0.4473684210526316,0.131578947368421,0.3421052631578947,0.5789473684210527,0.868421052631579,39.0,29.0,,,,,0.0,99.0,6.0,11.0,0.0,11.0,4.881599555960226
2015-2016,Fiorentina,0,26.0,27.6,61.0,38.0,418.0,3420.0,38.0,1.53,1.0,2.53,1.32,8.0,9.0,102.0,0.0,2.32,29698.0,473.0,178.0,31.95,12.47,4.68,0.09,0.28,18.1,,,,,64,2015-2016,fiorentina,32.0,16.0,25.75,26.75,0.28125,0.125,0.34375,0.5625,0.875,58.0,38.0,,,,,0.0,97.0,3.0,11.2,0.0,11.2,4.340358242981719
2015-2016,Frosinone,0,28.0,26.5,39.7,38.0,418.0,3420.0,38.0,0.89,0.58,1.47,0.82,3.0,3.0,116.0,0.0,1.39,7250.0,473.0,127.0,31.95,12.47,3.34,0.09,0.24,18.1,,,,,31,2015-2016,frosinone,31.0,19.0,25.870967741935484,25.894736842105264,0.2258064516129032,0.1290322580645161,0.4193548387096774,0.4193548387096774,0.8709677419354839,34.0,22.0,,,,,0.0,111.0,6.0,7.4,0.0,7.4,3.703529267098893
2015-2016,Genoa,0,30.0,26.7,50.2,38.0,418.0,3420.0,38.0,1.16,0.92,2.08,1.05,4.0,4.0,91.0,0.0,1.97,20938.0,473.0,150.0,31.95,12.47,3.95,0.09,0.27,18.1,,,,,46,2015-2016,genoa,45.0,16.0,23.622222222222224,25.9375,0.4222222222222222,0.1111111111111111,0.4,0.5111111111111111,0.8888888888888888,44.0,35.0,,,,,0.0,88.0,9.0,9.2,0.0,9.2,4.881732595228167
2015-2016,Hellas Verona,0,32.0,27.5,45.3,38.0,418.0,3420.0,38.0,0.89,0.61,1.5,0.74,6.0,7.0,97.0,0.0,1.34,18184.0,473.0,140.0,31.95,12.47,3.68,0.09,0.2,18.1,,,,,28,2015-2016,hellas verona,41.0,19.0,25.09756097560976,27.38888888888889,0.4146341463414634,0.1219512195121951,0.4390243902439024,0.5365853658536586,0.8780487804878049,34.0,23.0,,,,,0.0,95.0,7.0,6.6,0.0,6.6,6.04898701457021
2015-2016,Inter,0,28.0,26.7,55.0,38.0,418.0,3420.0,38.0,1.29,0.92,2.21,1.24,2.0,3.0,104.0,0.0,2.16,45538.0,473.0,170.0,31.95,12.47,4.47,0.09,0.28,18.1,,,,,67,2015-2016,inter,42.0,18.0,24.02439024390244,26.05555555555556,0.3809523809523809,0.119047619047619,0.5,0.4523809523809524,0.8809523809523809,49.0,35.0,,,,,0.0,104.0,12.0,11.2,0.0,11.2,4.886142675352659
2015-2016,Juventus,1,28.0,28.3,56.0,38.0,418.0,3420.0,38.0,1.89,1.42,3.32,1.66,9.0,9.0,97.0,0.0,3.08,38463.0,473.0,213.0,31.95,12.47,5.61,0.09,0.3,18.1,,,,,91,2015-2016,juventus,33.0,17.0,25.63636363636364,27.4375,0.3636363636363636,0.1212121212121212,0.4545454545454545,0.4848484848484848,0.8787878787878788,72.0,54.0,,,,,0.0,96.0,6.0,17.0,0.0,17.0,5.395705362937859
