Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Bartłomiej Drągowski,pl POL,GK,22.0,36,36,3148.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches
Nikola Milenković,rs SRB,DF,22.0,34,34,3034.0,33.7,3.0,1.0,4.0,3.0,0.0,0.0,7.0,1.0,3.9,3.9,0.6,4.5,25.0,123.0,16.0,0.09,0.03,0.12,0.09,0.12,0.12,0.02,0.13,0.12,0.13,Matches
Dušan Vlahović,rs SRB,FW,20.0,37,34,2923.0,32.5,21.0,3.0,24.0,15.0,6.0,6.0,1.0,0.0,18.5,13.8,2.2,16.0,36.0,31.0,213.0,0.65,0.09,0.74,0.46,0.55,0.57,0.07,0.64,0.43,0.49,Matches
Germán Pezzella,ar ARG,DF,29.0,32,32,2743.0,30.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.5,1.8,2.0,46.0,3.0,0.03,0.0,0.03,0.03,0.03,0.04,0.02,0.06,0.04,0.06,Matches
Cristiano Biraghi,it ITA,DF,27.0,35,31,2803.0,31.1,1.0,5.0,6.0,1.0,0.0,0.0,8.0,0.0,1.9,1.9,6.7,8.6,91.0,117.0,225.0,0.03,0.16,0.19,0.03,0.19,0.06,0.22,0.28,0.06,0.28,Matches
Gaetano Castrovilli,it ITA,MF,23.0,34,29,2332.0,25.9,5.0,3.0,8.0,5.0,0.0,0.0,8.0,1.0,3.0,3.0,2.5,5.5,74.0,108.0,124.0,0.19,0.12,0.31,0.19,0.31,0.11,0.1,0.21,0.11,0.21,Matches
Sofyan Amrabat,ma MAR,MF,23.0,31,28,2441.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.6,1.1,38.0,151.0,46.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Franck Ribéry,fr FRA,FW,37.0,29,28,2149.0,23.9,2.0,6.0,8.0,2.0,0.0,0.0,6.0,1.0,2.6,2.6,5.8,8.4,96.0,109.0,138.0,0.08,0.25,0.34,0.08,0.34,0.11,0.24,0.35,0.11,0.35,Matches
Giacomo Bonaventura,it ITA,MF,30.0,34,27,2256.0,25.1,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.7,2.7,3.0,5.7,49.0,93.0,91.0,0.12,0.08,0.2,0.12,0.2,0.11,0.12,0.23,0.11,0.23,Matches
Martín Cáceres,uy URU,DF,33.0,29,26,2238.0,24.9,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.2,3.0,26.0,104.0,60.0,0.08,0.08,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,Matches
Erick Pulgar,cl CHI,MF,26.0,31,21,2002.0,22.2,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,0.8,0.8,1.8,2.6,6.0,94.0,12.0,0.04,0.13,0.18,0.04,0.18,0.04,0.08,0.12,0.04,0.12,Matches
