Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Gianluigi Donnarumma,it ITA,GK,21.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franck Kessié,ci CIV,MF,23.0,37,36,3226.0,35.8,13.0,4.0,17.0,2.0,11.0,13.0,8.0,0.0,14.0,3.8,2.9,6.7,64.0,171.0,57.0,0.36,0.11,0.47,0.06,0.17,0.39,0.08,0.47,0.11,0.19,Matches
Theo Hernández,fr FRA,DF,22.0,33,33,2933.0,32.6,7.0,5.0,12.0,7.0,0.0,0.0,9.0,0.0,4.3,4.3,4.9,9.2,146.0,133.0,189.0,0.21,0.15,0.37,0.21,0.37,0.13,0.15,0.28,0.13,0.28,Matches
Davide Calabria,it ITA,DF,23.0,32,30,2647.0,29.4,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.6,2.9,60.0,169.0,110.0,0.07,0.03,0.1,0.07,0.1,0.04,0.06,0.1,0.04,0.1,Matches
Hakan Çalhanoğlu,tr TUR,"MF,FW",26.0,33,30,2614.0,29.0,4.0,9.0,13.0,3.0,1.0,1.0,4.0,0.0,4.8,4.0,9.1,13.1,88.0,175.0,193.0,0.14,0.31,0.45,0.1,0.41,0.16,0.31,0.48,0.14,0.45,Matches
Simon Kjær,dk DEN,DF,31.0,28,28,2393.0,26.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,1.2,2.8,8.0,73.0,1.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.1,0.06,0.1,Matches
Alexis Saelemaekers,be BEL,FW,21.0,32,27,2016.0,22.4,2.0,4.0,6.0,2.0,0.0,0.0,7.0,1.0,2.4,2.4,3.1,5.6,43.0,59.0,169.0,0.09,0.18,0.27,0.09,0.27,0.11,0.14,0.25,0.11,0.25,Matches
Rafael Leão,pt POR,FW,21.0,30,22,1924.0,21.4,6.0,6.0,12.0,6.0,0.0,0.0,5.0,0.0,6.0,6.0,4.4,10.4,77.0,45.0,147.0,0.28,0.28,0.56,0.28,0.56,0.28,0.21,0.48,0.28,0.48,Matches
Alessio Romagnoli,it ITA,DF,25.0,22,21,1907.0,21.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,2.8,2.8,0.8,3.6,7.0,62.0,0.0,0.05,0.05,0.09,0.05,0.09,0.13,0.04,0.17,0.13,0.17,Matches
Ante Rebić,hr CRO,FW,26.0,27,20,1776.0,19.7,11.0,4.0,15.0,11.0,0.0,0.0,4.0,1.0,5.9,5.6,5.4,11.0,43.0,52.0,146.0,0.56,0.2,0.76,0.56,0.76,0.3,0.27,0.57,0.28,0.56,Matches
Zlatan Ibrahimović,se SWE,FW,38.0,19,18,1493.0,16.6,15.0,2.0,17.0,12.0,3.0,6.0,2.0,1.0,16.2,11.9,1.8,13.7,31.0,61.0,116.0,0.9,0.12,1.02,0.72,0.84,0.98,0.11,1.08,0.72,0.82,Matches
Sandro Tonali,it ITA,MF,20.0,25,17,1330.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,1.3,1.7,22.0,84.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches
Ismaël Bennacer,dz ALG,MF,22.0,21,17,1326.0,14.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.6,1.5,20.0,82.0,12.0,0.0,0.14,0.14,0.0,0.14,0.06,0.04,0.1,0.06,0.1,Matches
Fikayo Tomori,eng ENG,DF,22.0,17,16,1466.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,4.0,41.0,2.0,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,Matches
Brahim Díaz,ma MAR,"MF,FW",20.0,27,15,1228.0,13.6,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,3.4,3.4,1.5,4.9,43.0,43.0,69.0,0.29,0.22,0.51,0.29,0.51,0.25,0.11,0.36,0.25,0.36,Matches
Samu Castillejo,es ESP,FW,25.0,28,12,1181.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.5,2.5,0.7,3.2,41.0,41.0,90.0,0.08,0.0,0.08,0.08,0.08,0.19,0.05,0.24,0.19,0.24,Matches
Diogo Dalot,pt POR,DF,21.0,21,10,1090.0,12.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.4,0.4,0.9,1.3,28.0,39.0,47.0,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11,Matches
Pierre Kalulu,fr FRA,DF,20.0,13,7,727.0,8.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.7,1.6,18.0,40.0,28.0,0.12,0.12,0.25,0.12,0.25,0.11,0.09,0.2,0.11,0.2,Matches
Matteo Gabbia,it ITA,DF,20.0,8,7,557.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Rade Krunić,ba BIH,"MF,FW",26.0,25,5,723.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,1.0,1.7,9.0,27.0,10.0,0.12,0.25,0.37,0.12,0.37,0.09,0.12,0.21,0.09,0.21,Matches
Soualiho Meïté,fr FRA,MF,26.0,16,4,588.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.5,0.8,12.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches
Jens Petter Hauge,no NOR,FW,20.0,18,3,532.0,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,1.5,2.4,10.0,25.0,51.0,0.34,0.0,0.34,0.34,0.34,0.15,0.26,0.41,0.15,0.41,Matches
Mario Mandžukić,hr CRO,FW,34.0,10,1,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.1,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.42,0.05,0.47,0.42,0.47,Matches
Lorenzo Colombo,it ITA,FW,18.0,4,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches
Ciprian Tătărușanu,ro ROU,GK,34.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateo Musacchio,ar ARG,DF,29.0,1,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Maldini,it ITA,"FW,DF",18.0,5,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Andrea Conti,it ITA,DF,26.0,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches
Léo Duarte,br BRA,DF,24.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Enrico Di Gesù,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Antonio Donnarumma,it ITA,GK,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marco Frigerio,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Andreas Jungdal,dk DEN,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Diego Laxalt,uy URU,"DF,MF",27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nikolaos Michelis,gr GRE,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Antonio Mionić,hr CRO,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Leonardo Moleri,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lucas Paquetá,br BRA,"FW,MF",22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Emil Roback,se SWE,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luca Stanga,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Riccardo Tonin,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,24.4,38,418,3420.0,38.0,72.0,47.0,119.0,57.0,15.0,20.0,83.0,4.0,70.7,56.0,43.9,99.8,784.0,1483.0,1474.0,1.89,1.24,3.13,1.5,2.74,1.86,1.15,3.02,1.47,2.63,
Opponent Total,,,27.4,38,418,3420.0,38.0,40.0,26.0,66.0,37.0,3.0,5.0,83.0,4.0,47.0,43.1,33.3,76.4,637.0,1533.0,1523.0,1.05,0.68,1.74,0.97,1.66,1.24,0.88,2.11,1.14,2.01,
