Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Danilo,br BRA,"DF,MF",29.0,34,32,2916.0,32.4,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,3.2,5.1,59.0,240.0,55.0,0.03,0.12,0.15,0.03,0.15,0.06,0.1,0.16,0.06,0.16,Matches
Cristiano Ronaldo,pt POR,FW,35.0,33,31,2802.0,31.1,29.0,2.0,31.0,23.0,6.0,8.0,3.0,0.0,27.7,21.4,3.8,25.2,154.0,117.0,277.0,0.93,0.06,1.0,0.74,0.8,0.89,0.12,1.01,0.69,0.81,Matches
Wojciech Szczęsny,pl POL,GK,30.0,30,30,2677.0,29.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches
Federico Chiesa,it ITA,"MF,DF",22.0,30,28,2210.0,24.6,8.0,8.0,16.0,8.0,0.0,0.0,3.0,1.0,6.1,6.1,7.8,13.9,92.0,79.0,179.0,0.33,0.33,0.65,0.33,0.65,0.25,0.32,0.57,0.25,0.57,Matches
Rodrigo Bentancur,uy URU,MF,23.0,33,27,2324.0,25.8,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,0.6,0.6,2.3,2.9,35.0,173.0,25.0,0.0,0.15,0.15,0.0,0.15,0.02,0.09,0.11,0.02,0.11,Matches
Juan Cuadrado,co COL,"DF,MF",32.0,30,26,2175.0,24.2,2.0,10.0,12.0,1.0,1.0,1.0,9.0,1.0,2.3,1.5,8.2,9.7,93.0,132.0,217.0,0.08,0.41,0.5,0.04,0.46,0.1,0.34,0.43,0.06,0.4,Matches
Adrien Rabiot,fr FRA,MF,25.0,34,25,2313.0,25.7,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,2.7,2.7,1.1,3.8,69.0,122.0,71.0,0.16,0.08,0.23,0.16,0.23,0.11,0.04,0.15,0.11,0.15,Matches
Matthijs de Ligt,nl NED,DF,20.0,27,25,2220.0,24.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,0.9,2.2,16.0,93.0,6.0,0.04,0.04,0.08,0.04,0.08,0.05,0.04,0.09,0.05,0.09,Matches
Leonardo Bonucci,it ITA,DF,33.0,26,23,2028.0,22.5,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.5,2.5,0.4,3.0,6.0,89.0,4.0,0.09,0.0,0.09,0.09,0.09,0.11,0.02,0.13,0.11,0.13,Matches
Álvaro Morata,es ESP,FW,27.0,32,23,2014.0,22.4,11.0,9.0,20.0,10.0,1.0,1.0,3.0,1.0,10.7,9.9,5.1,15.0,55.0,56.0,159.0,0.49,0.4,0.89,0.45,0.85,0.48,0.23,0.7,0.44,0.67,Matches
Alex Sandro,br BRA,DF,29.0,26,20,1858.0,20.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,1.6,3.2,69.0,130.0,76.0,0.1,0.05,0.15,0.1,0.15,0.08,0.08,0.16,0.08,0.16,Matches
Dejan Kulusevski,se SWE,"MF,FW",20.0,35,19,1923.0,21.4,4.0,3.0,7.0,4.0,0.0,0.0,7.0,0.0,3.0,3.0,6.2,9.1,104.0,70.0,202.0,0.19,0.14,0.33,0.19,0.33,0.14,0.29,0.43,0.14,0.43,Matches
Weston McKennie,us USA,MF,21.0,34,18,1702.0,18.9,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,4.9,4.9,3.3,8.3,35.0,79.0,110.0,0.26,0.11,0.37,0.26,0.37,0.26,0.18,0.44,0.26,0.44,Matches
Giorgio Chiellini,it ITA,DF,35.0,17,16,1386.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.6,1.1,20.0,63.0,2.0,0.0,0.06,0.06,0.0,0.06,0.03,0.04,0.07,0.03,0.07,Matches
Paulo Dybala,ar ARG,FW,26.0,20,14,1132.0,12.6,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,4.6,4.6,2.8,7.4,39.0,74.0,97.0,0.32,0.24,0.56,0.32,0.56,0.36,0.22,0.58,0.36,0.58,Matches
Arthur Melo,br BRA,MF,23.0,22,13,1157.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,1.0,1.2,9.0,79.0,13.0,0.08,0.0,0.08,0.08,0.08,0.01,0.08,0.09,0.01,0.09,Matches
Aaron Ramsey,wls WAL,MF,29.0,22,13,1089.0,12.1,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,4.2,4.2,3.3,7.5,38.0,72.0,96.0,0.17,0.33,0.5,0.17,0.5,0.35,0.27,0.62,0.35,0.62,Matches
Merih Demiral,tr TUR,DF,22.0,15,10,940.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,2.0,22.0,2.0,0.0,0.1,0.1,0.0,0.1,0.04,0.05,0.1,0.04,0.1,Matches
Federico Bernardeschi,it ITA,"MF,DF",26.0,27,8,972.0,10.8,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,2.8,4.1,37.0,39.0,85.0,0.0,0.19,0.19,0.0,0.19,0.12,0.26,0.38,0.12,0.38,Matches
Gianluigi Buffon,it ITA,GK,42.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
