Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Lorenzo Montipò,it ITA,GK,24.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kamil Glik,pl POL,DF,32.0,36,36,3206.0,35.6,2.0,1.0,3.0,2.0,0.0,0.0,10.0,1.0,3.4,3.4,0.7,4.2,3.0,67.0,7.0,0.06,0.03,0.08,0.06,0.08,0.1,0.02,0.12,0.1,0.12,Matches
Artur Ioniță,md MDA,MF,29.0,36,34,2835.0,31.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.7,1.7,0.9,2.6,30.0,64.0,54.0,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.08,0.05,0.08,Matches
Federico Barba,it ITA,DF,26.0,32,31,2659.0,29.5,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.8,0.8,1.4,2.2,23.0,80.0,26.0,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,Matches
Gianluca Lapadula,pe PER,FW,30.0,37,29,2563.0,28.5,8.0,2.0,10.0,8.0,0.0,1.0,2.0,0.0,9.7,8.8,3.7,12.5,42.0,44.0,169.0,0.28,0.07,0.35,0.28,0.35,0.34,0.13,0.47,0.31,0.44,Matches
Përparim Hetemaj,fi FIN,MF,33.0,31,27,2212.0,24.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.4,2.0,27.0,88.0,52.0,0.0,0.08,0.08,0.0,0.08,0.02,0.06,0.08,0.02,0.08,Matches
Pasquale Schiattarella,it ITA,MF,33.0,29,26,2247.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,13.0,1.0,0.7,0.7,2.2,2.9,24.0,144.0,9.0,0.04,0.04,0.08,0.04,0.08,0.03,0.09,0.12,0.03,0.12,Matches
Riccardo Improta,it ITA,"DF,MF",26.0,34,23,2335.0,25.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,2.4,4.4,58.0,81.0,139.0,0.04,0.0,0.04,0.04,0.04,0.08,0.09,0.17,0.08,0.17,Matches
Gianluca Caprari,it ITA,"MF,FW",27.0,30,23,1865.0,20.7,5.0,6.0,11.0,5.0,0.0,1.0,4.0,1.0,4.0,3.2,3.0,6.2,65.0,65.0,130.0,0.24,0.29,0.53,0.24,0.53,0.19,0.14,0.34,0.15,0.3,Matches
Alessandro Tuia,it ITA,DF,30.0,27,19,1765.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.3,1.1,4.0,44.0,2.0,0.05,0.0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,Matches
Gaetano Letizia,it ITA,DF,30.0,24,18,1570.0,17.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.4,0.4,1.2,1.6,49.0,59.0,65.0,0.17,0.06,0.23,0.17,0.23,0.02,0.07,0.09,0.02,0.09,Matches
Roberto Insigne,it ITA,"MF,FW",26.0,30,17,1599.0,17.8,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,3.9,3.9,3.8,7.7,43.0,47.0,117.0,0.11,0.23,0.34,0.11,0.34,0.22,0.21,0.43,0.22,0.43,Matches
