Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Marek Hamšík,sk SVK,MF,28.0,38,38,3220.0,35.8,6.0,11.0,17.0,5.0,1.0,2.0,0.0,0.0,0.17,0.31,0.48,0.14,0.45,Matches
Pepe Reina,es ESP,GK,32.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Elseid Hysaj,al ALB,DF,21.0,37,37,3281.0,36.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Raúl Albiol,es ESP,DF,29.0,36,36,3240.0,36.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Gonzalo Higuaín,ar ARG,"FW,MF",27.0,35,35,2958.0,32.9,36.0,2.0,38.0,33.0,3.0,3.0,3.0,1.0,1.1,0.06,1.16,1.0,1.06,Matches
José Callejón,es ESP,"FW,MF",28.0,38,35,2813.0,31.3,7.0,7.0,14.0,7.0,0.0,0.0,4.0,0.0,0.22,0.22,0.45,0.22,0.45,Matches
Lorenzo Insigne,it ITA,"FW,MF",24.0,37,34,2598.0,28.9,12.0,10.0,22.0,10.0,2.0,2.0,2.0,0.0,0.42,0.35,0.76,0.35,0.69,Matches
Faouzi Ghoulam,dz ALG,DF,24.0,34,32,2918.0,32.4,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Jorginho,it ITA,MF,23.0,35,32,2915.0,32.4,0.0,4.0,4.0,0.0,0.0,0.0,12.0,1.0,0.0,0.12,0.12,0.0,0.12,Matches
Kalidou Koulibaly,sn SEN,DF,24.0,33,32,2888.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Allan,br BRA,"DF,MF",24.0,35,32,2818.0,31.3,3.0,5.0,8.0,3.0,0.0,0.0,5.0,0.0,0.1,0.16,0.26,0.1,0.26,Matches
Vlad Chiricheș,ro ROU,"DF,MF",25.0,8,8,697.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Dries Mertens,be BEL,"FW,MF",28.0,33,6,1108.0,12.3,5.0,5.0,10.0,5.0,0.0,0.0,7.0,0.0,0.41,0.41,0.81,0.41,0.81,Matches
David López,es ESP,"DF,MF",25.0,25,6,748.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches
Mirko Valdifiori,it ITA,MF,29.0,6,6,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Manolo Gabbiadini,it ITA,FW,23.0,23,4,562.0,6.2,5.0,3.0,8.0,4.0,1.0,1.0,1.0,0.0,0.8,0.48,1.28,0.64,1.12,Matches
Christian Maggio,it ITA,"DF,MF",33.0,8,4,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ivan Strinić,hr CRO,DF,28.0,5,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel,br BRA,GK,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Omar El Kaddouri,ma MAR,MF,24.0,20,0,251.0,2.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.36,0.72,1.08,0.36,1.08,Matches
Nathaniel Chalobah,eng ENG,"DF,MF",20.0,5,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vasco Regini,it ITA,DF,24.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Cabral,br BRA,GK,25.0,0,0,,,,,,,,,,,,,,,,Matches
Jacopo Dezi,it ITA,MF,23.0,0,0,,,,,,,,,,,,,,,,Matches
Alberto Grassi,it ITA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Henrique,br BRA,DF,28.0,0,0,,,,,,,,,,,,,,,,Matches
Sebastiano Luperto,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.5,38,418,3420.0,38.0,78.0,56.0,134.0,71.0,7.0,8.0,72.0,0.0,2.05,1.47,3.53,1.87,3.34,
Opponent Total,,,27.2,38,418,3420.0,38.0,31.0,21.0,52.0,27.0,4.0,5.0,100.0,7.0,0.82,0.55,1.37,0.71,1.26,
