Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Franco Vázquez,ar ARG,"FW,MF",26.0,36,36,3179.0,35.3,8.0,7.0,15.0,7.0,1.0,1.0,11.0,0.0,0.23,0.2,0.42,0.2,0.4,Matches
Oscar Hiljemark,se SWE,MF,23.0,37,36,2889.0,32.1,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,0.12,0.16,0.28,0.12,0.28,Matches
Giancarlo González,cr CRC,DF,27.0,35,35,3137.0,34.9,2.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Stefano Sorrentino,it ITA,GK,36.0,35,35,3096.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alberto Gilardino,it ITA,FW,33.0,33,26,2350.0,26.1,10.0,2.0,12.0,10.0,0.0,0.0,4.0,0.0,0.38,0.08,0.46,0.38,0.46,Matches
Achraf Lazaar,ma MAR,"DF,MF",23.0,30,26,2292.0,25.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.04,0.08,0.12,0.04,0.12,Matches
Mato Jajalo,ba BIH,MF,27.0,28,24,2033.0,22.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Aljaž Struna,si SVN,"DF,MF",24.0,22,22,1836.0,20.4,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches
Siniša Anđelković,si SVN,DF,29.0,23,21,1908.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Ivaylo Chochev,bg BUL,MF,22.0,27,21,1744.0,19.4,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Aleksandar Trajkovski,mk MKD,"FW,MF",22.0,32,16,1654.0,18.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.16,0.05,0.22,0.16,0.22,Matches
Andrea Rispoli,it ITA,"DF,MF",26.0,22,16,1423.0,15.8,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches
Robin Quaison,se SWE,"FW,MF",21.0,30,14,1511.0,16.8,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.06,0.12,0.18,0.06,0.18,Matches
Edoardo Goldaniga,it ITA,DF,21.0,17,14,1213.0,13.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches
Michel Morganella,ch SUI,"DF,MF",26.0,14,11,1024.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.09,0.09,0.0,0.09,Matches
Enzo Maresca,it ITA,MF,35.0,15,10,988.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Gastón Brugman,uy URU,"FW,MF",22.0,14,10,968.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Roberto Vitiello,it ITA,DF,32.0,10,8,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Rigoni,it ITA,MF,30.0,10,8,695.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.13,0.0,0.13,0.13,0.13,Matches
Abdelhamid El Kaoutari,ma MAR,DF,25.0,7,7,630.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Giuseppe Pezzella,it ITA,"DF,MF",17.0,9,7,594.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Uroš Đurđević,me MNE,FW,21.0,14,5,477.0,5.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.38,0.19,0.57,0.38,0.57,Matches
Thiago Cionek,pl POL,DF,29.0,5,5,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches
Fabio Daprelà,ch SUI,"DF,MF",24.0,5,1,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabrizio Alastra,it ITA,GK,17.0,2,1,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bryan Cristante,it ITA,"DF,MF",20.0,4,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simone Colombi,it ITA,GK,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Josip Posavec,hr CRO,GK,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antonino La Gumina,it ITA,FW,19.0,3,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Norbert Balogh,hu HUN,FW,19.0,4,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Accursio Bentivegna,it ITA,FW,19.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Manuel Arteaga,ve VEN,FW,21.0,0,0,,,,,,,,,,,,,,,,Matches
Ahmad Benali,ly LBY,"FW,MF",23.0,0,0,,,,,,,,,,,,,,,,Matches
Francesco Bolzoni,it ITA,MF,26.0,0,0,,,,,,,,,,,,,,,,Matches
Matheus Cassini,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Housem Ferchichi,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Leonardo Marson,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,Matches
Roberto Pirrello,it ITA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Marco Toscano,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.8,38,418,3420.0,38.0,37.0,31.0,68.0,36.0,1.0,1.0,103.0,0.0,0.97,0.82,1.79,0.95,1.76,
Opponent Total,,,27.1,38,418,3420.0,38.0,62.0,45.0,107.0,56.0,6.0,6.0,92.0,6.0,1.63,1.18,2.82,1.47,2.66,
