Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Leonardo Bonucci,it ITA,DF,28.0,36,35,3156.0,35.1,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.09,0.03,0.11,0.09,0.11,Matches
Gianluigi Buffon,it ITA,GK,37.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paul Pogba,fr FRA,MF,22.0,35,33,3019.0,33.5,8.0,12.0,20.0,7.0,1.0,2.0,10.0,0.0,0.24,0.36,0.6,0.21,0.57,Matches
Andrea Barzagli,it ITA,DF,34.0,31,31,2737.0,30.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Paulo Dybala,ar ARG,"FW,MF",21.0,34,29,2443.0,27.1,19.0,9.0,28.0,13.0,6.0,6.0,1.0,0.0,0.7,0.33,1.03,0.48,0.81,Matches
Patrice Evra,fr FRA,DF,34.0,26,24,2044.0,22.7,2.0,3.0,5.0,2.0,0.0,0.0,7.0,1.0,0.09,0.13,0.22,0.09,0.22,Matches
Mario Mandžukić,hr CRO,"FW,MF",29.0,27,24,2040.0,22.7,10.0,4.0,14.0,10.0,0.0,0.0,5.0,0.0,0.44,0.18,0.62,0.44,0.62,Matches
Claudio Marchisio,it ITA,MF,29.0,23,23,1927.0,21.4,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Stephan Lichtsteiner,ch SUI,"DF,MF",31.0,26,22,1817.0,20.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Giorgio Chiellini,it ITA,DF,30.0,24,21,1787.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches
Sami Khedira,de GER,MF,28.0,20,20,1528.0,17.0,5.0,4.0,9.0,5.0,0.0,0.0,3.0,1.0,0.29,0.24,0.53,0.29,0.53,Matches
Juan Cuadrado,co COL,"DF,FW",27.0,28,16,1724.0,19.2,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,0.21,0.26,0.47,0.21,0.47,Matches
Álvaro Morata,es ESP,FW,22.0,34,16,1441.0,16.0,7.0,7.0,14.0,6.0,1.0,1.0,6.0,1.0,0.44,0.44,0.87,0.37,0.81,Matches
Alex Sandro,br BRA,"DF,MF",24.0,22,15,1501.0,16.7,2.0,3.0,5.0,2.0,0.0,0.0,7.0,1.0,0.12,0.18,0.3,0.12,0.3,Matches
Daniele Rugani,it ITA,DF,21.0,17,11,1167.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stefano Sturaro,it ITA,MF,22.0,19,11,1026.0,11.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Hernanes,br BRA,MF,30.0,14,10,863.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches
Roberto Pereyra,ar ARG,"DF,FW",24.0,13,9,802.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Mario Lemina,ga GAB,"DF,MF",21.0,10,7,729.0,8.1,2.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.25,0.0,0.25,0.12,0.12,Matches
Simone Padoin,it ITA,"DF,MF",31.0,12,6,580.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
Kwadwo Asamoah,gh GHA,"DF,MF",26.0,11,6,569.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches
Simone Zaza,it ITA,FW,24.0,19,5,673.0,7.5,5.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,0.67,0.0,0.67,0.67,0.67,Matches
Martín Cáceres,uy URU,DF,28.0,6,5,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Neto,br BRA,GK,26.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kingsley Coman,fr FRA,"FW,MF",19.0,1,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Llorente,es ESP,FW,30.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mauricio Isla,cl CHI,"DF,MF",27.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Favilli,it ITA,FW,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emil Audero,id IDN,GK,18.0,0,0,,,,,,,,,,,,,,,,Matches
Francesco Cassata,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
