Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Marco Parolo,it ITA,MF,30.0,31,30,2561.0,28.5,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Federico Marchetti,it ITA,GK,32.0,29,29,2547.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Senad Lulić,ba BIH,"DF,MF",29.0,30,28,2348.0,26.1,3.0,3.0,6.0,3.0,0.0,0.0,11.0,1.0,0.11,0.11,0.23,0.11,0.23,Matches
Antonio Candreva,it ITA,"DF,FW",28.0,30,28,2187.0,24.3,10.0,3.0,13.0,4.0,6.0,8.0,4.0,0.0,0.41,0.12,0.53,0.16,0.29,Matches
Lucas Biglia,ar ARG,MF,29.0,27,26,2296.0,25.5,4.0,3.0,7.0,2.0,2.0,2.0,11.0,1.0,0.16,0.12,0.27,0.08,0.2,Matches
Wesley Hoedt,nl NED,DF,21.0,25,24,2049.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Anderson,br BRA,"FW,MF",22.0,35,21,2071.0,23.0,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,0.3,0.17,0.48,0.3,0.48,Matches
Dušan Basta,rs SRB,"DF,MF",30.0,23,21,1815.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maurício,br BRA,DF,26.0,24,19,1923.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
