Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Kostas Manolas,gr GRE,DF,24.0,37,36,3122.0,34.7,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
Wojciech Szczęsny,pl POL,GK,25.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Radja Nainggolan,be BEL,MF,27.0,35,33,2936.0,32.6,6.0,1.0,7.0,6.0,0.0,0.0,12.0,1.0,0.18,0.03,0.21,0.18,0.21,Matches
Lucas Digne,fr FRA,"DF,MF",22.0,33,32,2857.0,31.7,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,0.09,0.09,0.19,0.09,0.19,Matches
Mohamed Salah,eg EGY,"FW,MF",23.0,34,32,2723.0,30.3,14.0,6.0,20.0,14.0,0.0,0.0,3.0,1.0,0.46,0.2,0.66,0.46,0.66,Matches
Alessandro Florenzi,it ITA,"DF,FW",24.0,33,31,2719.0,30.2,7.0,3.0,10.0,7.0,0.0,0.0,4.0,0.0,0.23,0.1,0.33,0.23,0.33,Matches
Miralem Pjanić,ba BIH,MF,25.0,33,30,2649.0,29.4,10.0,12.0,22.0,9.0,1.0,1.0,12.0,1.0,0.34,0.41,0.75,0.31,0.71,Matches
Antonio Rüdiger,de GER,DF,22.0,30,29,2635.0,29.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Daniele De Rossi,it ITA,"DF,MF",32.0,24,23,1905.0,21.2,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches
Edin Džeko,ba BIH,FW,29.0,31,21,1959.0,21.8,8.0,6.0,14.0,6.0,2.0,2.0,4.0,1.0,0.37,0.28,0.64,0.28,0.55,Matches
Seydou Keita,ml MLI,MF,35.0,20,16,1367.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Stephan El Shaarawy,it ITA,"DF,FW",22.0,16,15,1191.0,13.2,8.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,0.6,0.15,0.76,0.6,0.76,Matches
Diego Perotti,ar ARG,"FW,MF",27.0,15,14,1203.0,13.4,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,0.22,0.45,0.67,0.22,0.67,Matches
Iago Falque,es ESP,"FW,MF",25.0,22,13,1167.0,13.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.15,0.15,0.31,0.15,0.31,Matches
Gervinho,ci CIV,"FW,MF",28.0,14,13,1086.0,12.1,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.5,0.08,0.58,0.5,0.58,Matches
Maicon Sisenando,br BRA,DF,34.0,15,12,1007.0,11.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.09,0.18,0.27,0.09,0.27,Matches
Vasilis Torosidis,gr GRE,"DF,MF",30.0,11,6,579.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ervin Zukanović,ba BIH,DF,28.0,9,6,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
William Vainqueur,fr FRA,MF,26.0,16,4,605.0,6.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches
Leandro Castán,br BRA,DF,28.0,5,4,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Morgan De Sanctis,it ITA,GK,38.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Iturbe,py PAR,"FW,MF",22.0,12,3,407.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Francesco Totti,it ITA,"FW,MF",38.0,13,2,394.0,4.4,5.0,3.0,8.0,4.0,1.0,1.0,3.0,0.0,1.14,0.69,1.83,0.91,1.6,Matches
