season,squad,roster_size,starters_count,age_mean,age_mean_starters,pct_under23,pct_gk,pct_df,pct_mf,pct_fw,goals_tot,assists_tot,xg_tot,xga_proxy,team_xg_per90,conversion_sh_to_g,progressions_tot,yellow_cards,red_cards,top5_mean_gpa,bottom5_mean_gpa,gap_top5_bottom5_gpa,age_std
2011-2012,Lazio,32,19.0,27.4375,29.352941176470587,0.15625,0.09375,0.4375,0.53125,0.90625,54.0,37.0,,,,,0.0,79.0,9.0,10.6,0.0,10.6,4.891978292358136
2011-2012,Lecce,31,18.0,26.096774193548388,27.705882352941178,0.22580645161290322,0.12903225806451613,0.3225806451612903,0.45161290322580644,0.8709677419354839,40.0,21.0,,,,,0.0,112.0,9.0,8.2,0.0,8.2,4.621362271810319
2011-2012,Milan,32,20.0,27.90625,29.0,0.15625,0.0625,0.40625,0.53125,0.9375,72.0,44.0,,,,,0.0,78.0,4.0,15.6,0.0,15.6,5.232401379247237
2011-2012,Napoli,25,14.0,27.4,28.0,0.16,0.08,0.4,0.56,0.92,65.0,40.0,,,,,0.0,78.0,4.0,15.4,0.0,15.4,4.12310562561766
2011-2012,Novara,32,19.0,27.25,28.58823529411765,0.21875,0.09375,0.40625,0.40625,0.90625,34.0,17.0,,,,,0.0,82.0,6.0,6.8,0.0,6.8,4.983844868915901
2011-2012,Palermo,30,18.0,25.1,26.11764705882353,0.3333333333333333,0.13333333333333333,0.4,0.4,0.8666666666666667,50.0,34.0,,,,,0.0,90.0,6.0,10.8,0.0,10.8,4.028775804479398
2011-2012,Parma,32,14.0,26.53125,28.071428571428573,0.15625,0.0625,0.40625,0.53125,0.9375,52.0,25.0,,,,,0.0,81.0,2.0,11.0,0.0,11.0,4.550677900581265
2011-2012,Roma,30,16.0,26.133333333333333,25.533333333333335,0.3333333333333333,0.1,0.36666666666666664,0.5666666666666667,0.9,59.0,40.0,,,,,0.0,78.0,10.0,12.0,0.0,12.0,5.506944414247268
2011-2012,Siena,29,15.0,27.551724137931036,27.933333333333334,0.10344827586206896,0.10344827586206896,0.3448275862068966,0.4482758620689655,0.896551724137931,45.0,20.0,,,,,0.0,96.0,2.0,8.4,0.0,8.4,3.439125791083623
2011-2012,Udinese,26,16.0,24.807692307692307,26.4375,0.3076923076923077,0.038461538461538464,0.5,0.5384615384615384,0.9615384615384616,51.0,35.0,,,,,0.0,88.0,3.0,12.0,0.0,12.0,3.6553438226162065
2012-2013,Atalanta,35,18.0,27.0,27.25,0.14285714285714285,0.05714285714285714,0.45714285714285713,0.45714285714285713,0.9428571428571428,38.0,25.0,,,,,0.0,120.0,12.0,8.6,0.0,8.6,4.345382945285314
2012-2013,Bologna,31,17.0,25.967741935483872,26.125,0.22580645161290322,0.0967741935483871,0.3548387096774194,0.45161290322580644,0.9032258064516129,45.0,28.0,,,,,0.0,103.0,3.0,10.4,0.0,10.4,4.061886843719652
2012-2013,Cagliari,25,18.0,25.24,25.72222222222222,0.2,0.08,0.36,0.48,0.92,41.0,27.0,,,,,0.0,112.0,9.0,8.4,0.0,8.4,4.176122603564219
2012-2013,Catania,29,14.0,25.79310344827586,27.714285714285715,0.1724137931034483,0.06896551724137931,0.3103448275862069,0.4827586206896552,0.9310344827586207,50.0,38.0,,,,,0.0,95.0,7.0,13.4,0.0,13.4,4.320873839736154
2012-2013,Chievo,35,17.0,27.142857142857142,28.823529411764707,0.22857142857142856,0.08571428571428572,0.34285714285714286,0.45714285714285713,0.9142857142857143,37.0,24.0,,,,,0.0,102.0,4.0,7.2,0.0,7.2,5.456474066986618
2012-2013,Fiorentina,30,14.0,25.766666666666666,26.307692307692307,0.23333333333333334,0.1,0.4,0.4666666666666667,0.9,70.0,56.0,,,,,0.0,91.0,3.0,14.6,0.0,14.6,4.207409993163813
2012-2013,Genoa,37,17.0,26.16216216216216,27.529411764705884,0.24324324324324326,0.08108108108108109,0.3783783783783784,0.5135135135135135,0.918918918918919,38.0,31.0,,,,,0.0,106.0,4.0,8.4,0.0,8.4,4.543087016516372
2012-2013,Inter,36,16.0,25.86111111111111,27.733333333333334,0.3055555555555556,0.08333333333333333,0.3333333333333333,0.6388888888888888,0.9166666666666666,52.0,42.0,,,,,0.0,84.0,4.0,11.6,0.0,11.6,5.851264956169869
2012-2013,Juventus,28,17.0,27.178571428571427,26.866666666666667,0.10714285714285714,0.10714285714285714,0.42857142857142855,0.4642857142857143,0.8928571428571429,71.0,49.0,,,,,0.0,77.0,1.0,14.6,0.0,14.6,4.172694053171843
2012-2013,Lazio,28,15.0,28.321428571428573,29.133333333333333,0.10714285714285714,0.07142857142857142,0.4642857142857143,0.6071428571428571,0.9285714285714286,48.0,30.0,,,,,0.0,89.0,8.0,11.4,0.0,11.4,5.048311572738923
2012-2013,Milan,29,20.0,26.551724137931036,27.22222222222222,0.20689655172413793,0.06896551724137931,0.4482758620689655,0.5862068965517241,0.9310344827586207,64.0,36.0,,,,,0.0,100.0,7.0,12.8,0.0,12.8,4.64132221690999
2012-2013,Napoli,27,14.0,27.555555555555557,28.0,0.14814814814814814,0.07407407407407407,0.5185185185185185,0.5925925925925926,0.9259259259259259,72.0,55.0,,,,,0.0,87.0,0.0,18.2,0.0,18.2,4.281744192888377
2012-2013,Palermo,36,16.0,26.11111111111111,27.2,0.2222222222222222,0.08333333333333333,0.3333333333333333,0.5277777777777778,0.9166666666666666,34.0,26.0,,,,,0.0,97.0,8.0,8.0,0.0,8.0,4.578070571619682
2012-2013,Parma,33,14.0,25.90909090909091,27.642857142857142,0.2727272727272727,0.09090909090909091,0.3333333333333333,0.6060606060606061,0.9090909090909091,44.0,29.0,,,,,0.0,110.0,3.0,9.4,0.0,9.4,5.039615786220937
2012-2013,Pescara,39,21.0,24.63157894736842,25.105263157894736,0.41025641025641024,0.05128205128205128,0.3333333333333333,0.46153846153846156,0.8974358974358975,28.0,15.0,,,,,0.0,97.0,9.0,4.2,0.0,4.2,5.474368050072347
2012-2013,Roma,24,17.0,25.333333333333332,25.058823529411764,0.375,0.125,0.5416666666666666,0.4583333333333333,0.875,68.0,43.0,,,,,0.0,95.0,8.0,15.4,0.0,15.4,5.442718843169937
2012-2013,Sampdoria,29,16.0,25.20689655172414,24.5625,0.2413793103448276,0.10344827586206896,0.3448275862068966,0.4827586206896552,0.896551724137931,41.0,29.0,,,,,0.0,87.0,9.0,8.0,0.0,8.0,3.6779197375770876
2012-2013,Siena,37,16.0,27.27027027027027,28.333333333333332,0.05405405405405406,0.02702702702702703,0.40540540540540543,0.4864864864864865,0.972972972972973,35.0,28.0,,,,,0.0,99.0,6.0,6.6,0.0,6.6,4.032153054914739
2012-2013,Torino,29,16.0,25.896551724137932,27.375,0.2413793103448276,0.06896551724137931,0.27586206896551724,0.5172413793103449,0.9310344827586207,45.0,32.0,,,,,0.0,83.0,5.0,9.4,0.0,9.4,4.530411740876531
2012-2013,Udinese,30,18.0,24.733333333333334,25.764705882352942,0.36666666666666664,0.06666666666666667,0.4666666666666667,0.5333333333333333,0.9333333333333333,59.0,37.0,,,,,0.0,88.0,6.0,11.6,0.0,11.6,3.9734752732496563
2013-2014,Atalanta,31,15.0,26.387096774193548,28.4,0.25806451612903225,0.06451612903225806,0.45161290322580644,0.4838709677419355,0.9354838709677419,43.0,32.0,,,,,0.0,89.0,6.0,10.4,0.0,10.4,5.289470164738233
2013-2014,Bologna,28,16.0,26.928571428571427,28.125,0.17857142857142858,0.07142857142857142,0.35714285714285715,0.39285714285714285,0.9285714285714286,28.0,12.0,,,,,0.0,102.0,4.0,5.4,0.0,5.4,3.962122246777944
2013-2014,Cagliari,31,19.0,24.838709677419356,27.11111111111111,0.25806451612903225,0.12903225806451613,0.3548387096774194,0.4838709677419355,0.8709677419354839,34.0,21.0,,,,,0.0,104.0,7.0,7.2,0.0,7.2,4.740582061263141
2013-2014,Catania,34,22.0,25.08823529411765,27.0,0.38235294117647056,0.058823529411764705,0.29411764705882354,0.5294117647058824,0.9411764705882353,34.0,23.0,,,,,0.0,100.0,8.0,7.6,0.0,7.6,4.956585133474785
2013-2014,Chievo,36,15.0,26.88888888888889,28.642857142857142,0.1388888888888889,0.08333333333333333,0.4166666666666667,0.5,0.9166666666666666,33.0,24.0,,,,,0.0,104.0,3.0,7.4,0.0,7.4,4.646213682914464
2013-2014,Fiorentina,31,17.0,26.161290322580644,27.9375,0.25806451612903225,0.06451612903225806,0.3548387096774194,0.6129032258064516,0.9354838709677419,65.0,41.0,,,,,0.0,86.0,4.0,13.0,0.0,13.0,4.227661088541736
2013-2014,Genoa,31,18.0,26.870967741935484,26.764705882352942,0.3225806451612903,0.06451612903225806,0.3870967741935484,0.5483870967741935,0.9354838709677419,39.0,23.0,,,,,0.0,99.0,5.0,6.4,0.0,6.4,4.951376478541908
2013-2014,Hellas,29,18.0,26.344827586206897,27.88235294117647,0.27586206896551724,0.06896551724137931,0.41379310344827586,0.41379310344827586,0.9310344827586207,60.0,38.0,,,,,0.0,71.0,5.0,14.6,0.0,14.6,4.669627256988702
2013-2014,Inter,28,17.0,26.5,26.58823529411765,0.25,0.07142857142857142,0.42857142857142855,0.5,0.9285714285714286,59.0,48.0,,,,,0.0,73.0,3.0,13.6,0.0,13.6,5.392038026022635
2013-2014,Juventus,26,15.0,28.153846153846153,27.785714285714285,0.038461538461538464,0.11538461538461539,0.46153846153846156,0.4230769230769231,0.8846153846153846,78.0,54.0,,,,,0.0,69.0,2.0,17.6,0.0,17.6,3.460546866520466
2013-2014,Lazio,30,18.0,26.166666666666668,27.72222222222222,0.3,0.06666666666666667,0.4,0.5666666666666667,0.9333333333333333,51.0,30.0,,,,,0.0,90.0,9.0,10.2,0.0,10.2,5.527881263591668
2013-2014,Livorno,31,18.0,25.433333333333334,25.555555555555557,0.3548387096774194,0.0967741935483871,0.3548387096774194,0.4838709677419355,0.8387096774193549,37.0,23.0,,,,,0.0,112.0,5.0,8.8,0.0,8.8,5.302460933757361
2013-2014,Milan,32,19.0,26.125,27.27777777777778,0.25,0.09375,0.40625,0.53125,0.90625,55.0,33.0,,,,,0.0,91.0,7.0,10.4,0.0,10.4,4.563176595877184
2013-2014,Napoli,30,18.0,26.4,26.764705882352942,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.5333333333333333,0.8666666666666667,76.0,51.0,,,,,0.0,76.0,4.0,17.0,0.0,17.0,4.438079733864403
2013-2014,Parma,30,15.0,27.266666666666666,29.466666666666665,0.23333333333333334,0.1,0.36666666666666664,0.5666666666666667,0.9,56.0,38.0,,,,,0.0,100.0,8.0,11.2,0.0,11.2,5.238671411810397
2013-2014,Roma,29,16.0,25.551724137931036,26.466666666666665,0.3793103448275862,0.06896551724137931,0.5862068965517241,0.4827586206896552,0.9310344827586207,70.0,51.0,,,,,0.0,87.0,5.0,15.2,0.0,15.2,5.474526769480051
2013-2014,Sampdoria,33,13.0,24.87878787878788,24.833333333333332,0.3333333333333333,0.06060606060606061,0.36363636363636365,0.5454545454545454,0.9393939393939394,46.0,29.0,,,,,0.0,110.0,10.0,9.6,0.0,9.6,4.044730953332803
2013-2014,Sassuolo,38,19.0,25.605263157894736,26.11111111111111,0.2631578947368421,0.07894736842105263,0.4473684210526316,0.3684210526315789,0.9210526315789473,43.0,25.0,,,,,0.0,99.0,5.0,10.8,0.0,10.8,4.60046691921833
2013-2014,Torino,26,15.0,26.346153846153847,26.071428571428573,0.19230769230769232,0.07692307692307693,0.38461538461538464,0.5384615384615384,0.9230769230769231,57.0,35.0,,,,,0.0,92.0,2.0,13.6,0.0,13.6,3.80465302168077
2013-2014,Udinese,27,18.0,24.59259259259259,25.058823529411764,0.48148148148148145,0.1111111111111111,0.4444444444444444,0.5185185185185185,0.8888888888888888,45.0,25.0,,,,,0.0,85.0,2.0,9.0,0.0,9.0,5.047918529600244
2014-2015,Atalanta,36,17.0,26.75,28.5625,0.3333333333333333,0.1111111111111111,0.5277777777777778,0.4722222222222222,0.8888888888888888,37.0,21.0,,,,,0.0,113.0,9.0,6.8,0.0,6.8,5.96836900429494
2014-2015,Cagliari,32,19.0,23.6875,25.36842105263158,0.4375,0.125,0.3125,0.5,0.875,45.0,31.0,,,,,0.0,115.0,6.0,8.4,0.0,8.4,4.4680767313710446
2014-2015,Cesena,38,16.0,25.07894736842105,26.6,0.34210526315789475,0.10526315789473684,0.2631578947368421,0.47368421052631576,0.8947368421052632,34.0,23.0,,,,,0.0,108.0,4.0,8.2,0.0,8.2,5.4791081289792904
2014-2015,Chievo,33,16.0,26.606060606060606,28.571428571428573,0.18181818181818182,0.09090909090909091,0.3939393939393939,0.5454545454545454,0.9090909090909091,27.0,20.0,,,,,0.0,87.0,3.0,7.0,0.0,7.0,4.616136059651201
2014-2015,Empoli,36,15.0,23.36111111111111,24.8,0.5277777777777778,0.1388888888888889,0.3888888888888889,0.4166666666666667,0.8611111111111112,43.0,35.0,,,,,0.0,64.0,4.0,9.0,0.0,9.0,5.372696996469559
2014-2015,Fiorentina,36,19.0,26.97222222222222,27.5,0.16666666666666666,0.16666666666666666,0.3888888888888889,0.5,0.8333333333333334,61.0,41.0,,,,,0.0,86.0,3.0,9.0,0.0,9.0,4.365357855474074
2014-2015,Genoa,41,17.0,23.73170731707317,25.066666666666666,0.4146341463414634,0.0975609756097561,0.3902439024390244,0.5609756097560976,0.9024390243902439,58.0,41.0,,,,,0.0,109.0,6.0,11.8,0.0,11.8,4.56631355824314
2014-2015,Hellas,36,21.0,25.88888888888889,29.1,0.3333333333333333,0.1388888888888889,0.3888888888888889,0.3888888888888889,0.8611111111111112,48.0,35.0,,,,,0.0,101.0,7.0,11.2,0.0,11.2,5.77570170271372
2014-2015,Inter,38,15.0,24.157894736842106,25.857142857142858,0.39473684210526316,0.07894736842105263,0.42105263157894735,0.47368421052631576,0.9210526315789473,58.0,36.0,,,,,0.0,99.0,5.0,14.4,0.0,14.4,5.149265577596498
2014-2015,Juventus,34,16.0,26.0,28.333333333333332,0.29411764705882354,0.17647058823529413,0.4411764705882353,0.47058823529411764,0.8235294117647058,71.0,44.0,,,,,0.0,76.0,4.0,14.2,0.0,14.2,5.913518155015419
2014-2015,Lazio,35,17.0,25.542857142857144,27.75,0.34285714285714286,0.11428571428571428,0.42857142857142855,0.5142857142857142,0.8857142857142857,70.0,47.0,,,,,0.0,113.0,9.0,15.4,0.0,15.4,5.1980927336117135
2014-2015,Milan,46,19.0,24.347826086956523,27.0,0.41304347826086957,0.10869565217391304,0.41304347826086957,0.5652173913043478,0.8913043478260869,54.0,33.0,,,,,0.0,93.0,13.0,10.6,0.0,10.6,5.812696415049265
2014-2015,Napoli,29,17.0,26.03448275862069,26.58823529411765,0.1724137931034483,0.13793103448275862,0.41379310344827586,0.5172413793103449,0.8620689655172413,65.0,41.0,,,,,0.0,85.0,6.0,15.4,0.0,15.4,4.491919400599017
2014-2015,Palermo,35,17.0,24.62857142857143,26.647058823529413,0.3142857142857143,0.08571428571428572,0.45714285714285713,0.4857142857142857,0.9428571428571428,52.0,34.0,,,,,0.0,90.0,3.0,13.4,0.0,13.4,4.352725409142525
2014-2015,Parma,52,20.0,24.66,27.789473684210527,0.36538461538461536,0.1346153846153846,0.34615384615384615,0.4807692307692308,0.8269230769230769,31.0,20.0,,,,,0.0,109.0,7.0,5.0,0.0,5.0,5.396937907323949
2014-2015,Roma,39,17.0,25.71794871794872,28.352941176470587,0.3076923076923077,0.1282051282051282,0.41025641025641024,0.41025641025641024,0.8717948717948718,53.0,40.0,,,,,0.0,108.0,5.0,11.0,0.0,11.0,5.866715740194706
2014-2015,Sampdoria,38,17.0,24.57894736842105,25.75,0.39473684210526316,0.13157894736842105,0.3157894736842105,0.42105263157894735,0.868421052631579,46.0,30.0,,,,,0.0,102.0,3.0,8.4,0.0,8.4,4.409029916882608
2014-2015,Sassuolo,39,17.0,25.17948717948718,26.875,0.41025641025641024,0.1282051282051282,0.3333333333333333,0.38461538461538464,0.8717948717948718,47.0,30.0,,,,,0.0,110.0,9.0,12.0,0.0,12.0,6.016957593124859
2014-2015,Torino,36,16.0,26.166666666666668,27.6875,0.3055555555555556,0.1388888888888889,0.3611111111111111,0.4722222222222222,0.8611111111111112,48.0,32.0,,,,,0.0,99.0,3.0,9.4,0.0,9.4,5.744562646538029
2014-2015,Udinese,40,16.0,23.4,27.0,0.475,0.125,0.375,0.425,0.875,41.0,27.0,,,,,0.0,100.0,6.0,9.4,0.0,9.4,5.555316234161514
2015-2016,Atalanta,40,19.0,25.875,27.875,0.325,0.1,0.425,0.525,0.9,38.0,23.0,,,,,0.0,113.0,14.0,7.2,0.0,7.2,5.2924111125852065
2015-2016,Bologna,37,18.0,25.16216216216216,26.11764705882353,0.40540540540540543,0.10810810810810811,0.40540540540540543,0.4864864864864865,0.8918918918918919,33.0,22.0,,,,,0.0,98.0,7.0,7.0,0.0,7.0,5.595203866375765
2015-2016,Carpi,41,16.0,24.975609756097562,25.0,0.2926829268292683,0.12195121951219512,0.3902439024390244,0.5853658536585366,0.8780487804878049,33.0,22.0,,,,,0.0,114.0,6.0,6.0,0.0,6.0,3.9082464410400783
2015-2016,Chievo,33,16.0,27.78787878787879,29.4,0.21212121212121213,0.12121212121212122,0.3939393939393939,0.5151515151515151,0.8787878787878788,42.0,28.0,,,,,0.0,108.0,4.0,9.2,0.0,9.2,5.935894918615767
2015-2016,Empoli,38,14.0,23.18421052631579,25.923076923076923,0.4473684210526316,0.13157894736842105,0.34210526315789475,0.5789473684210527,0.868421052631579,39.0,29.0,,,,,0.0,99.0,6.0,11.0,0.0,11.0,4.881599555960226
2015-2016,Fiorentina,32,16.0,25.75,26.75,0.28125,0.125,0.34375,0.5625,0.875,58.0,38.0,,,,,0.0,97.0,3.0,11.2,0.0,11.2,4.340358242981719
2015-2016,Frosinone,31,19.0,25.870967741935484,25.894736842105264,0.22580645161290322,0.12903225806451613,0.41935483870967744,0.41935483870967744,0.8709677419354839,34.0,22.0,,,,,0.0,111.0,6.0,7.4,0.0,7.4,3.7035292670988933
2015-2016,Genoa,45,16.0,23.622222222222224,25.9375,0.4222222222222222,0.1111111111111111,0.4,0.5111111111111111,0.8888888888888888,44.0,35.0,,,,,0.0,88.0,9.0,9.2,0.0,9.2,4.881732595228167
2015-2016,Hellas,41,19.0,25.097560975609756,27.38888888888889,0.4146341463414634,0.12195121951219512,0.43902439024390244,0.5365853658536586,0.8780487804878049,34.0,23.0,,,,,0.0,95.0,7.0,6.6,0.0,6.6,6.04898701457021
2015-2016,Inter,42,18.0,24.024390243902438,26.055555555555557,0.38095238095238093,0.11904761904761904,0.5,0.4523809523809524,0.8809523809523809,49.0,35.0,,,,,0.0,104.0,12.0,11.2,0.0,11.2,4.886142675352659
2015-2016,Juventus,33,17.0,25.636363636363637,27.4375,0.36363636363636365,0.12121212121212122,0.45454545454545453,0.48484848484848486,0.8787878787878788,72.0,54.0,,,,,0.0,96.0,6.0,17.0,0.0,17.0,5.395705362937859
2015-2016,Lazio,37,19.0,24.7027027027027,27.0,0.4864864864864865,0.10810810810810811,0.43243243243243246,0.43243243243243246,0.8918918918918919,52.0,31.0,,,,,0.0,108.0,10.0,10.2,0.0,10.2,5.537071352182412
2015-2016,Milan,39,15.0,25.153846153846153,25.8,0.38461538461538464,0.10256410256410256,0.38461538461538464,0.5384615384615384,0.8974358974358975,49.0,28.0,,,,,0.0,97.0,3.0,10.2,0.0,10.2,5.724087891204572
2015-2016,Napoli,27,11.0,25.14814814814815,25.818181818181817,0.18518518518518517,0.1111111111111111,0.48148148148148145,0.5555555555555556,0.8888888888888888,78.0,56.0,,,,,0.0,72.0,2.0,20.2,0.0,20.2,3.591696660393928
2015-2016,Palermo,39,17.0,23.58974358974359,25.733333333333334,0.48717948717948717,0.1282051282051282,0.358974358974359,0.5384615384615384,0.8717948717948718,37.0,31.0,,,,,0.0,103.0,6.0,8.8,0.0,8.8,4.9985152991344854
2015-2016,Roma,44,16.0,24.0,26.5,0.45454545454545453,0.09090909090909091,0.38636363636363635,0.5227272727272727,0.9090909090909091,83.0,55.0,,,,,0.0,85.0,5.0,15.2,0.0,15.2,6.096129156905587
2015-2016,Sampdoria,40,19.0,25.35,26.736842105263158,0.25,0.075,0.375,0.45,0.925,45.0,30.0,,,,,0.0,110.0,7.0,10.0,0.0,10.0,4.927942307354601
2015-2016,Sassuolo,34,15.0,24.647058823529413,25.8,0.38235294117647056,0.08823529411764706,0.4117647058823529,0.4411764705882353,0.9117647058823529,48.0,33.0,,,,,0.0,98.0,6.0,9.4,0.0,9.4,5.793843927047085
2015-2016,Torino,33,18.0,25.87878787878788,27.25,0.2727272727272727,0.09090909090909091,0.3939393939393939,0.45454545454545453,0.9090909090909091,49.0,29.0,,,,,0.0,98.0,3.0,8.6,0.0,8.6,5.792007293231638
2015-2016,Udinese,40,17.0,25.35,27.25,0.35,0.1,0.375,0.5,0.9,34.0,23.0,,,,,0.0,105.0,7.0,8.4,0.0,8.4,5.385402872818718
2016-2017,Atalanta,38,12.0,24.81578947368421,24.75,0.39473684210526316,0.15789473684210525,0.4473684210526316,0.47368421052631576,0.8421052631578947,62.0,43.0,,,,,0.0,89.0,3.0,13.8,0.0,13.8,5.34160246812263
2016-2017,Bologna,42,19.0,23.666666666666668,25.833333333333332,0.5238095238095238,0.14285714285714285,0.35714285714285715,0.4523809523809524,0.8571428571428571,39.0,29.0,,,,,0.0,87.0,11.0,9.6,0.0,9.6,5.633811977548947
2016-2017,Cagliari,44,17.0,24.0,28.352941176470587,0.4318181818181818,0.1590909090909091,0.4090909090909091,0.4318181818181818,0.8409090909090909,53.0,30.0,,,,,0.0,103.0,8.0,11.0,0.0,11.0,6.495078637832487
2016-2017,Chievo,38,17.0,26.210526315789473,31.470588235294116,0.39473684210526316,0.10526315789473684,0.39473684210526316,0.42105263157894735,0.8947368421052632,42.0,29.0,,,,,0.0,88.0,4.0,11.0,0.0,11.0,7.23040836474057
2016-2017,Crotone,35,14.0,24.147058823529413,25.142857142857142,0.3142857142857143,0.11428571428571428,0.3142857142857143,0.5428571428571428,0.8571428571428571,34.0,22.0,,,,,0.0,93.0,4.0,7.4,0.0,7.4,4.49331053591809
2016-2017,Empoli,40,17.0,23.8,26.666666666666668,0.45,0.1,0.3,0.575,0.9,29.0,19.0,,,,,0.0,106.0,2.0,5.2,0.0,5.2,5.65776072401939
2016-2017,Fiorentina,38,17.0,23.473684210526315,26.294117647058822,0.4473684210526316,0.18421052631578946,0.34210526315789475,0.4473684210526316,0.8157894736842105,62.0,46.0,,,,,0.0,97.0,7.0,12.6,0.0,12.6,5.012076454331905
2016-2017,Genoa,44,17.0,24.931818181818183,26.285714285714285,0.36363636363636365,0.11363636363636363,0.4090909090909091,0.45454545454545453,0.8863636363636364,36.0,30.0,,,,,0.0,97.0,8.0,6.4,0.0,6.4,5.137177431836802
2016-2017,Inter,37,17.0,25.16216216216216,26.58823529411765,0.2972972972972973,0.10810810810810811,0.5135135135135135,0.4594594594594595,0.8918918918918919,70.0,55.0,,,,,0.0,80.0,5.0,18.2,0.0,18.2,5.139787682134099
2016-2017,Juventus,33,18.0,26.060606060606062,28.72222222222222,0.3333333333333333,0.15151515151515152,0.42424242424242425,0.5454545454545454,0.8484848484848485,72.0,49.0,,,,,0.0,70.0,0.0,15.4,0.0,15.4,5.673069021368603
2016-2017,Lazio,39,16.0,22.710526315789473,25.928571428571427,0.5641025641025641,0.1282051282051282,0.358974358974359,0.48717948717948717,0.8461538461538461,73.0,47.0,,,,,0.0,96.0,4.0,16.2,0.0,16.2,4.483651351882159
2016-2017,Milan,40,19.0,24.075,24.473684210526315,0.475,0.15,0.3,0.6,0.85,55.0,39.0,,,,,0.0,97.0,14.0,11.2,0.0,11.2,5.685733383000305
2016-2017,Napoli,34,15.0,24.764705882352942,26.642857142857142,0.35294117647058826,0.08823529411764706,0.4117647058823529,0.5,0.9117647058823529,94.0,68.0,,,,,0.0,58.0,2.0,25.0,0.0,25.0,4.390477460950673
2016-2017,Palermo,36,16.0,23.5,26.0,0.4722222222222222,0.1388888888888889,0.3888888888888889,0.4444444444444444,0.8888888888888888,33.0,24.0,,,,,0.0,106.0,9.0,7.8,0.0,7.8,4.84325746343748
2016-2017,Pescara,46,16.0,23.97826086956522,26.153846153846153,0.4782608695652174,0.08695652173913043,0.34782608695652173,0.5652173913043478,0.9130434782608695,32.0,27.0,,,,,0.0,98.0,5.0,7.2,0.0,7.2,6.492693775604091
2016-2017,Roma,39,15.0,23.28205128205128,25.933333333333334,0.46153846153846156,0.15384615384615385,0.41025641025641024,0.46153846153846156,0.8461538461538461,88.0,59.0,,,,,0.0,63.0,1.0,20.8,0.0,20.8,5.651961550269251
