Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,source_file,B365H,B365D,B365A,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Bb1X2,B365>2.5,B365<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,imp_H,imp_D,imp_A,imp_over2_5,imp_under2_5,spread_max_avg_H,bookies_count,market_raw_sum,market_vig,imp_B365_H,imp_B365_D,imp_B365_A,imp_imp_diff_H,imp_imp_diff_D,imp_imp_diff_A,odds_spread_H,odds_spread_D,odds_spread_A,has_bookies_1x2
I1,2019-02-18,,Roma,Bologna,2,1,H,9,14,4,10,15,15,9,7,3,4,0,0,I7.csv,1.44,4.33,8.0,,,,,,,32.0,,,,,,,,,,,,,,32.0,,,0.661129263749351,0.2198674687757657,0.11900326747488318,,,,,,,True
I1,2019-02-22,,Milan,Empoli,3,0,H,10,4,7,1,13,9,6,2,1,1,0,0,I7.csv,1.44,4.33,7.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6500776404176282,0.2161921021250311,0.13373025745734066,,,,,,,True
I1,2019-02-23,,Frosinone,Roma,2,3,A,9,7,5,5,18,11,4,8,2,2,0,0,I7.csv,6.5,4.5,1.45,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.144358407079646,0.20851769911504422,0.6471238938053098,,,,,,,True
I1,2019-02-23,,Torino,Atalanta,2,0,H,11,9,7,4,17,18,4,4,2,1,0,0,I7.csv,3.2,3.3,2.3,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.29753038024304196,0.28851430811446493,0.4139553116424932,,,,,,,True
I1,2019-02-24,,Bologna,Juventus,0,1,A,13,5,4,4,12,17,4,5,2,2,0,0,I7.csv,7.5,4.5,1.44,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.126984126984127,0.21164021164021166,0.6613756613756615,,,,,,,True
I1,2019-02-24,,Sassuolo,Spal,1,1,D,6,5,2,3,18,14,3,5,4,1,1,0,I7.csv,1.95,3.4,4.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.48519443453442745,0.27827327863003926,0.23653228683553335,,,,,,,True
I1,2019-02-24,,Chievo,Genoa,0,0,D,8,6,5,2,20,22,4,6,2,3,0,0,I7.csv,3.3,3.2,2.3,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.28851430811446493,0.29753038024304196,0.4139553116424932,,,,,,,True
I1,2019-02-24,,Parma,Napoli,0,4,A,8,14,2,5,13,7,5,2,2,1,0,0,I7.csv,7.0,4.5,1.44,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.1348314606741573,0.2097378277153558,0.6554307116104868,,,,,,,True
I1,2019-02-24,,Fiorentina,Inter,3,3,D,10,7,2,6,13,15,9,6,2,4,0,0,I7.csv,2.7,3.3,2.7,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.3548387096774194,0.2903225806451613,0.3548387096774194,,,,,,,True
I1,2019-02-24,,Sampdoria,Cagliari,1,0,H,9,8,6,1,9,17,3,5,1,2,0,0,I7.csv,1.75,3.6,5.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5446293494704992,0.264750378214826,0.19062027231467474,,,,,,,True
I1,2019-03-01,,Cagliari,Inter,2,1,H,12,19,5,7,12,8,1,5,5,3,0,0,I7.csv,5.25,3.7,1.7,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.18158198614318705,0.2576501154734411,0.5607678983833718,,,,,,,True
I1,2019-03-02,,Empoli,Parma,3,3,D,13,7,9,7,10,17,8,2,1,3,0,0,I7.csv,2.0,3.5,3.75,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.4751131221719457,0.27149321266968324,0.25339366515837103,,,,,,,True
I1,2019-03-02,,Lazio,Roma,3,0,H,6,7,4,3,13,15,5,7,4,5,0,1,I7.csv,2.37,3.5,3.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.4053271569195136,0.2744643891140706,0.32020845396641573,,,,,,,True
I1,2019-03-02,,Milan,Sassuolo,1,0,H,7,11,4,6,20,9,6,6,3,0,0,1,I7.csv,1.5,4.2,7.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.6363636363636365,0.2272727272727273,0.13636363636363638,,,,,,,True
I1,2019-03-03,,Atalanta,Fiorentina,3,1,H,17,7,10,4,9,16,8,5,4,2,0,0,I7.csv,1.85,3.75,4.2,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.5171140113272592,0.2551095789214479,0.22777640975129276,,,,,,,True
I1,2019-03-03,,Genoa,Frosinone,0,0,D,10,3,6,0,15,16,8,2,2,4,0,1,I7.csv,1.66,3.6,5.75,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.5714916760995002,0.26352116175699175,0.16498716214350787,,,,,,,True
I1,2019-03-03,,Napoli,Juventus,1,2,A,13,4,5,3,10,14,12,4,3,6,1,1,I7.csv,2.3,3.2,3.2,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.41025641025641024,0.2948717948717948,0.2948717948717948,,,,,,,True
I1,2019-03-03,,Spal,Sampdoria,1,2,A,8,14,2,10,10,14,5,4,2,3,1,0,I7.csv,2.8,3.1,2.7,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.34010564811052413,0.30719219829337663,0.3527021535960991,,,,,,,True
I1,2019-03-03,,Torino,Chievo,3,0,H,9,9,6,5,10,18,7,4,1,4,0,0,I7.csv,1.44,4.33,8.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.661129263749351,0.2198674687757657,0.11900326747488318,,,,,,,True
I1,2019-03-03,,Udinese,Bologna,2,1,H,11,11,6,9,21,20,6,6,3,3,0,0,I7.csv,2.8,3.0,2.8,,,,,,,32.0,,,,,,,,,,,,,,32.0,,,0.3409090909090909,0.3181818181818181,0.3409090909090909,,,,,,,True
I1,2019-03-08,,Juventus,Udinese,4,1,H,15,4,6,2,7,9,5,0,0,3,0,0,I7.csv,1.36,4.75,9.5,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.6995581737849779,0.20029455081001474,0.10014727540500737,,,,,,,True
I1,2019-03-09,,Parma,Genoa,1,0,H,8,8,4,1,12,12,4,5,2,1,0,0,I7.csv,2.8,3.1,2.7,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.34010564811052413,0.30719219829337663,0.3527021535960991,,,,,,,True
I1,2019-03-09,,Chievo,Milan,1,2,A,5,9,1,3,20,13,4,1,3,1,0,0,I7.csv,6.0,4.0,1.55,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.1569620253164557,0.23544303797468355,0.6075949367088608,,,,,,,True
I1,2019-03-10,,Fiorentina,Lazio,1,1,D,7,7,1,6,8,14,4,7,3,1,0,0,I7.csv,2.8,3.3,2.55,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.33938294010889286,0.2879612825166364,0.37265577737447064,,,,,,,True
I1,2019-03-10,,Bologna,Cagliari,2,0,H,17,7,8,6,16,21,8,3,0,0,0,0,I7.csv,1.95,3.1,4.75,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.4903021726462999,0.3084158827936402,0.2012819445600599,,,,,,,True
I1,2019-03-10,,Sassuolo,Napoli,1,1,D,7,9,1,4,11,10,3,5,3,2,0,0,I7.csv,6.0,4.0,1.57,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.15818639798488665,0.23727959697732998,0.6045340050377834,,,,,,,True
I1,2019-03-10,,Frosinone,Torino,1,2,A,9,10,5,7,14,21,3,3,2,4,0,0,I7.csv,4.75,3.3,1.85,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.19972192688312754,0.2874785311196533,0.5127995419972193,,,,,,,True
I1,2019-03-10,,Inter,Spal,2,0,H,10,2,4,1,17,17,4,7,3,5,0,0,I7.csv,1.4,4.5,8.5,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.6775907883082374,0.21080602302922938,0.11160318866253321,,,,,,,True
I1,2019-03-10,,Sampdoria,Atalanta,1,2,A,11,13,6,6,13,10,4,7,2,2,0,0,I7.csv,3.5,3.4,2.15,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.2734243501028614,0.28146624275294563,0.44510940714419306,,,,,,,True
I1,2019-03-11,,Roma,Empoli,2,1,H,7,4,2,2,12,9,5,3,4,1,1,0,I7.csv,1.53,4.5,5.75,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.6226312939902545,0.21169463995668653,0.16567406605305904,,,,,,,True
I1,2019-03-15,,Cagliari,Fiorentina,2,1,H,10,6,6,4,22,13,4,4,3,2,0,0,I7.csv,3.3,3.25,2.3,,,,,,,30.0,,,,,,,,,,,,,,30.0,,,0.28984102365257847,0.29430011632415665,0.41585886002326483,,,,,,,True
I1,2019-03-16,,Sassuolo,Sampdoria,3,5,A,12,17,5,11,9,12,6,5,1,1,0,0,I7.csv,2.4,3.2,3.1,,,,,,,31.0,,,,,,,,,,,,,,31.0,,,0.39616613418530355,0.2971246006389776,0.30670926517571884,,,,,,,True
I1,2019-03-16,,Spal,Roma,2,1,H,10,10,6,5,12,19,3,5,4,5,0,0,I7.csv,4.33,3.6,1.83,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.2188711590403955,0.2632533662902535,0.517875474669351,,,,,,,True
I1,2019-03-16,,Torino,Bologna,2,3,A,16,8,7,6,15,16,4,5,5,4,1,1,I7.csv,1.95,3.2,4.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.4895461499235085,0.29831718510963795,0.21213666496685363,,,,,,,True
I1,2019-03-17,,Napoli,Udinese,4,2,H,13,8,5,3,4,7,5,2,1,1,0,0,I7.csv,1.22,6.5,13.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.78031212484994,0.14645858343337334,0.07322929171668667,,,,,,,True
I1,2019-03-17,,Milan,Inter,2,3,A,9,10,7,6,19,11,7,4,4,3,0,0,I7.csv,2.3,3.1,3.4,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.41349548842683403,0.3067869752844252,0.27971753628874063,,,,,,,True
I1,2019-03-17,,Lazio,Parma,4,1,H,14,4,8,2,10,10,6,5,0,2,0,0,I7.csv,1.33,5.25,9.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.7177033492822967,0.18181818181818185,0.10047846889952154,,,,,,,True
I1,2019-03-17,,Empoli,Frosinone,2,1,H,8,9,5,3,16,15,2,2,4,2,0,0,I7.csv,1.8,3.5,4.75,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5281969817315331,0.27164416203335984,0.20015885623510724,,,,,,,True
I1,2019-03-17,,Genoa,Juventus,2,0,H,10,3,5,0,12,11,6,6,2,3,0,0,I7.csv,7.0,4.0,1.53,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.13651572607628817,0.23890252063350434,0.6245817532902074,,,,,,,True
I1,2019-03-17,,Atalanta,Chievo,1,1,D,11,6,6,3,12,24,10,1,0,0,0,0,I7.csv,1.22,6.0,15.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.7784120394395433,0.15827711468604044,0.06331084587441618,,,,,,,True
I1,2019-03-29,,Chievo,Cagliari,0,3,A,10,9,8,3,13,15,5,5,6,3,1,0,I7.csv,2.7,3.0,2.87,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.35201766221022934,0.3168158959892064,0.33116644180056415,,,,,,,True
I1,2019-03-30,,Juventus,Empoli,1,0,H,14,3,6,0,16,11,5,4,0,0,0,0,I7.csv,1.25,6.0,12.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.7619047619047619,0.15873015873015872,0.07936507936507936,,,,,,,True
I1,2019-03-30,,Sampdoria,Milan,1,0,H,14,7,8,5,12,9,5,10,1,4,0,0,I7.csv,3.25,3.1,2.37,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.2924237298254692,0.3065732651396048,0.4010030050349261,,,,,,,True
I1,2019-03-30,,Udinese,Genoa,2,0,H,12,15,5,6,10,18,3,5,3,4,0,0,I7.csv,2.5,3.1,3.1,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.3827160493827161,0.30864197530864196,0.30864197530864196,,,,,,,True
I1,2019-03-31,,Fiorentina,Torino,1,1,D,16,6,8,2,15,8,7,5,0,2,0,0,I7.csv,2.1,3.2,3.8,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.4527177959791511,0.29709605361131797,0.2501861504095309,,,,,,,True
I1,2019-03-31,,Bologna,Sassuolo,2,1,H,11,5,8,4,17,18,9,4,2,3,0,0,I7.csv,2.05,3.4,3.75,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.4652011310772599,0.2804889172671714,0.25430995165556874,,,,,,,True
I1,2019-03-31,,Frosinone,Spal,0,1,A,19,5,9,3,19,14,8,3,3,3,0,0,I7.csv,2.9,3.1,2.6,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.3277755185034567,0.3066287108580724,0.36559577063847093,,,,,,,True
I1,2019-03-31,,Inter,Lazio,0,1,A,11,6,6,5,11,13,12,3,0,0,0,0,I7.csv,2.25,3.3,3.3,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.42307692307692313,0.2884615384615385,0.2884615384615385,,,,,,,True
I1,2019-03-31,,Parma,Atalanta,1,3,A,6,18,4,11,13,10,4,6,1,1,0,0,I7.csv,5.75,4.0,1.6,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.16580310880829016,0.2383419689119171,0.5958549222797929,,,,,,,True
I1,2019-03-31,,Roma,Napoli,1,4,A,11,12,5,10,14,14,4,7,4,2,0,0,I7.csv,3.1,3.5,2.3,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.3092585478294275,0.2739147137917787,0.4168267383787937,,,,,,,True
I1,2019-04-02,,Cagliari,Juventus,0,2,A,5,11,1,6,17,10,3,5,3,2,0,0,I7.csv,5.25,3.4,1.75,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.18037135278514588,0.27851458885941643,0.5411140583554376,,,,,,,True
I1,2019-04-02,,Milan,Udinese,1,1,D,12,7,9,3,13,11,7,5,0,0,0,0,I7.csv,1.44,4.33,8.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.661129263749351,0.2198674687757657,0.11900326747488318,,,,,,,True
I1,2019-04-03,,Empoli,Napoli,2,1,H,13,11,9,5,13,5,8,2,2,2,0,0,I7.csv,7.0,4.75,1.44,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.13633645604943193,0.20091688259916285,0.6627466613514053,,,,,,,True
I1,2019-04-03,,Frosinone,Parma,3,2,H,14,10,5,6,14,19,3,3,3,4,0,0,I7.csv,2.4,3.2,3.1,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.39616613418530355,0.2971246006389776,0.30670926517571884,,,,,,,True
I1,2019-04-03,,Genoa,Inter,0,4,A,5,12,2,9,9,12,1,6,2,1,1,0,I7.csv,4.0,3.25,2.05,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.23912068192014357,0.294302377747869,0.4665769403319875,,,,,,,True
I1,2019-04-03,,Roma,Fiorentina,2,2,D,12,10,6,5,15,15,4,6,3,4,0,0,I7.csv,2.0,3.5,3.75,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.4751131221719457,0.27149321266968324,0.25339366515837103,,,,,,,True
I1,2019-04-03,,Spal,Lazio,1,0,H,8,9,4,5,10,17,2,7,2,5,0,0,I7.csv,5.0,3.75,1.72,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.1908284023668639,0.2544378698224852,0.5547337278106509,,,,,,,True
I1,2019-04-03,,Torino,Sampdoria,2,1,H,14,6,6,3,13,12,6,3,3,3,0,0,I7.csv,2.15,3.3,3.5,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.44134505158578524,0.28754298815437523,0.2711119602598395,,,,,,,True
I1,2019-04-04,,Atalanta,Bologna,4,1,H,12,8,6,4,11,13,5,4,2,3,0,0,I7.csv,1.5,4.2,7.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6363636363636365,0.2272727272727273,0.13636363636363638,,,,,,,True
I1,2019-04-04,,Sassuolo,Chievo,4,0,H,13,9,8,5,14,17,5,4,1,1,0,0,I7.csv,1.66,3.75,5.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5732351306281267,0.25375208449138403,0.17301278488048913,,,,,,,True
I1,2019-04-06,,Parma,Torino,0,0,D,5,12,1,4,20,21,3,4,4,5,0,0,I7.csv,4.0,3.3,2.0,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.23741007194244607,0.2877697841726619,0.47482014388489213,,,,,,,True
I1,2019-04-06,,Sampdoria,Roma,0,1,A,10,9,2,5,12,11,8,3,2,2,0,0,I7.csv,2.9,3.3,2.5,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.32907857997606704,0.2891902672516953,0.3817311527722378,,,,,,,True
I1,2019-04-06,,Juventus,Milan,2,1,H,10,12,6,5,21,15,5,8,2,2,0,0,I7.csv,1.75,3.5,5.25,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.5454545454545455,0.27272727272727276,0.18181818181818185,,,,,,,True
I1,2019-04-07,,Cagliari,Spal,2,1,H,14,5,11,2,19,4,9,4,4,3,0,0,I7.csv,2.15,3.2,3.6,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.4407039020657996,0.2960979342004591,0.26319816373374144,,,,,,,True
I1,2019-04-07,,Fiorentina,Frosinone,0,1,A,14,6,5,3,19,16,10,7,1,4,0,0,I7.csv,1.5,4.0,7.5,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.6349206349206349,0.23809523809523808,0.12698412698412698,,,,,,,True
I1,2019-04-07,,Inter,Atalanta,0,0,D,8,5,6,2,10,13,8,4,1,2,0,0,I7.csv,2.0,3.4,3.9,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.47595118449389806,0.2799712849964106,0.24407753050969133,,,,,,,True
I1,2019-04-07,,Lazio,Sassuolo,2,2,D,18,3,7,2,14,8,11,1,2,1,0,0,I7.csv,1.36,5.0,8.5,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.6983240223463686,0.18994413407821228,0.11173184357541899,,,,,,,True
I1,2019-04-07,,Napoli,Genoa,1,1,D,19,12,10,7,11,10,11,6,2,0,0,1,I7.csv,1.25,5.5,14.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.7595561035758323,0.17262638717632553,0.06781750924784216,,,,,,,True
I1,2019-04-07,,Udinese,Empoli,3,2,H,14,12,6,6,8,9,6,6,4,4,1,0,I7.csv,2.3,3.1,3.25,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.40822528363047,0.3028768233387358,0.28889789303079416,,,,,,,True
I1,2019-04-08,,Bologna,Chievo,3,0,H,14,4,11,2,10,22,6,3,1,8,0,1,I7.csv,1.5,4.0,7.0,,,,,,,32.0,,,,,,,,,,,,,,32.0,,,0.6292134831460674,0.23595505617977527,0.1348314606741573,,,,,,,True
I1,2019-04-13,,Milan,Lazio,1,0,H,10,8,5,6,13,16,11,4,1,2,0,0,I7.csv,2.6,3.3,2.75,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.3658536585365854,0.2882483370288249,0.34589800443458985,,,,,,,True
I1,2019-04-13,,Roma,Udinese,1,0,H,11,7,5,4,11,13,7,6,2,3,0,0,I7.csv,1.44,4.5,7.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6554307116104868,0.2097378277153558,0.1348314606741573,,,,,,,True
I1,2019-04-13,,Spal,Juventus,2,1,H,8,4,3,3,15,14,5,4,5,2,0,0,I7.csv,4.0,3.2,2.05,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.23802612481857766,0.29753265602322204,0.46444121915820036,,,,,,,True
I1,2019-04-14,,Sassuolo,Parma,0,0,D,16,3,8,1,7,11,7,3,3,2,0,0,I7.csv,1.66,4.0,5.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5724098454493417,0.2375500858614768,0.19004006868918144,,,,,,,True
I1,2019-04-14,,Sampdoria,Genoa,2,0,H,13,6,7,1,15,22,3,8,2,5,0,1,I7.csv,2.4,3.1,3.2,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.39616613418530355,0.30670926517571884,0.2971246006389776,,,,,,,True
I1,2019-04-14,,Torino,Cagliari,1,1,D,14,9,8,6,12,20,6,6,2,7,1,2,I7.csv,1.85,3.4,4.75,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.5171723641021535,0.28140260987911303,0.2014250260187335,,,,,,,True
I1,2019-04-14,,Fiorentina,Bologna,0,0,D,14,5,7,3,17,11,10,5,2,3,0,0,I7.csv,1.85,3.5,4.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5155482815057284,0.27250409165302786,0.2119476268412439,,,,,,,True
I1,2019-04-14,,Chievo,Napoli,1,3,A,4,12,4,5,9,10,3,7,0,0,0,0,I7.csv,11.0,5.25,1.3,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.08652931854199683,0.18129952456418383,0.7321711568938192,,,,,,,True
I1,2019-04-14,,Frosinone,Inter,1,3,A,10,10,4,5,19,17,1,3,3,1,0,0,I7.csv,7.0,3.75,1.57,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.1365138252854907,0.25482580719958264,0.6086603675149267,,,,,,,True
I1,2019-04-15,,Atalanta,Empoli,0,0,D,32,2,18,1,7,11,9,3,1,3,0,0,I7.csv,1.33,5.25,9.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.7137192704203014,0.18080888183980967,0.10547184773988898,,,,,,,True
I1,2019-04-17,,Lazio,Udinese,2,0,H,15,9,7,4,13,16,4,5,2,0,0,0,I7.csv,1.36,5.0,8.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6983240223463686,0.18994413407821228,0.11173184357541899,,,,,,,True
I1,2019-04-20,,Bologna,Sampdoria,3,0,H,12,9,6,3,19,12,3,4,2,4,0,0,I7.csv,2.2,3.3,3.4,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.43220338983050843,0.288135593220339,0.2796610169491525,,,,,,,True
I1,2019-04-20,,Cagliari,Frosinone,1,0,H,12,5,6,2,19,16,5,6,3,1,1,0,I7.csv,1.95,3.2,4.2,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.48223896663078586,0.2938643702906351,0.2238966630785791,,,,,,,True
I1,2019-04-20,,Empoli,Spal,2,4,A,11,9,6,7,15,15,3,6,3,5,0,0,I7.csv,2.15,3.25,3.6,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.4427206508371961,0.29287673824614513,0.2644026109166588,,,,,,,True
I1,2019-04-20,,Genoa,Torino,0,1,A,8,8,4,4,21,24,3,2,4,4,0,0,I7.csv,2.75,3.0,2.87,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.3478436521563478,0.31885668114331883,0.33329966670033323,,,,,,,True
I1,2019-04-20,,Inter,Roma,1,1,D,13,9,7,5,7,13,7,4,1,2,0,0,I7.csv,1.8,3.6,4.5,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.5263157894736842,0.2631578947368421,0.21052631578947367,,,,,,,True
I1,2019-04-20,,Juventus,Fiorentina,2,1,H,9,9,5,6,13,8,10,7,0,1,0,0,I7.csv,1.4,4.5,9.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6818181818181818,0.2121212121212121,0.10606060606060605,,,,,,,True
I1,2019-04-20,,Lazio,Chievo,1,2,A,16,8,8,6,8,21,13,2,0,4,2,0,I7.csv,1.18,7.0,17.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.8077654086342655,0.13616616888406188,0.05606842248167254,,,,,,,True
I1,2019-04-20,,Parma,Milan,1,1,D,10,8,3,3,14,13,8,4,0,1,0,0,I7.csv,5.0,3.6,1.75,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.19062027231467474,0.264750378214826,0.5446293494704992,,,,,,,True
I1,2019-04-20,,Udinese,Sassuolo,1,1,D,10,6,5,2,17,14,6,5,3,2,0,0,I7.csv,2.35,3.2,3.2,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.40506329113924056,0.2974683544303798,0.2974683544303798,,,,,,,True
I1,2019-04-22,,Napoli,Atalanta,1,2,A,13,11,9,7,15,10,3,3,3,1,0,0,I7.csv,1.85,3.5,4.2,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.5078597339782346,0.26844014510278114,0.22370012091898428,,,,,,,True
I1,2019-04-27,,Bologna,Empoli,3,1,H,17,4,7,3,13,15,13,5,3,2,0,0,I7.csv,1.8,3.6,4.33,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.5220012055455093,0.26100060277275466,0.21699819168173598,,,,,,,True
I1,2019-04-27,,Inter,Juventus,1,1,D,10,10,6,4,12,12,10,4,1,3,0,0,I7.csv,2.37,3.4,2.9,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.39772498083982083,0.2772377072324634,0.32503731192771573,,,,,,,True
I1,2019-04-27,,Roma,Cagliari,3,0,H,15,4,11,1,6,7,5,5,1,2,0,0,I7.csv,1.4,4.2,8.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.6629834254143647,0.22099447513812154,0.11602209944751382,,,,,,,True
I1,2019-04-28,,Spal,Genoa,1,1,D,11,11,5,5,14,15,2,4,3,3,0,0,I7.csv,2.5,2.7,3.4,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.375767498976668,0.34793286942284074,0.2762996316004912,,,,,,,True
I1,2019-04-28,,Sampdoria,Lazio,1,2,A,7,10,5,5,13,11,1,4,6,3,1,0,I7.csv,3.0,3.4,2.3,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.3138041733547351,0.2768860353130016,0.40930979133226325,,,,,,,True
I1,2019-04-28,,Torino,Milan,2,0,H,7,7,3,5,19,23,4,9,2,6,0,1,I7.csv,2.75,3.2,2.55,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.34039003024298675,0.2925226822400667,0.3670872875169465,,,,,,,True
I1,2019-04-28,,Chievo,Parma,1,1,D,6,6,2,2,15,17,2,4,3,3,0,0,I7.csv,3.1,3.1,2.4,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.3037974683544304,0.3037974683544304,0.3924050632911393,,,,,,,True
I1,2019-04-28,,Frosinone,Napoli,0,2,A,13,19,4,13,25,16,2,6,3,1,0,0,I7.csv,10.0,4.75,1.33,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.09412597310686482,0.1981599433828733,0.7077140835102618,,,,,,,True
I1,2019-04-29,,Atalanta,Udinese,2,0,H,13,4,8,2,7,13,9,5,0,2,0,0,I7.csv,1.3,5.0,11.0,,,,,,,32.0,,,,,,,,,,,,,,32.0,,,0.7255936675461742,0.18865435356200533,0.0857519788918206,,,,,,,True
I1,2019-04-29,,Fiorentina,Sassuolo,0,1,A,7,9,4,5,16,7,7,8,3,1,0,0,I7.csv,1.72,3.5,5.0,,,,,,,32.0,,,,,,,,,,,,,,32.0,,,0.5448318804483189,0.26774595267745954,0.1874221668742217,,,,,,,True
I1,2019-05-03,,Juventus,Torino,1,1,D,11,9,4,2,11,9,7,3,3,3,0,0,I7.csv,1.61,3.75,6.0,,,,,,,32.0,,,,,,,,,,,,,,32.0,,,0.5890437855880619,0.25289613194580796,0.15806008246612996,,,,,,,True
