Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,source_file,B365H,B365D,B365A,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Bb1X2,B365>2.5,B365<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,imp_H,imp_D,imp_A,imp_over2_5,imp_under2_5,spread_max_avg_H,bookies_count,market_raw_sum,market_vig,imp_B365_H,imp_B365_D,imp_B365_A,imp_imp_diff_H,imp_imp_diff_D,imp_imp_diff_A,odds_spread_H,odds_spread_D,odds_spread_A,has_bookies_1x2
I1,2024-02-12,19:45,Juventus,Udinese,0,1,A,14,8,6,1,15,10,8,4,3,3,0,0,I2.csv,1.44,4.5,8.0,1.46,4.75,9.0,1.42,4.51,8.25,,2.04,1.86,1.99,1.83,-1.25,2.05,1.88,0.6725053184086525,0.21174225102888836,0.11575243056245897,0.4901960784313725,0.5376344086021505,0.04,,1.0471669633469705,0.04716696334697046,0.6666666666666667,0.21333333333333335,0.12000000000000002,0.005838651741985723,-0.0015910823044449907,-0.004247569437541052,0.040000000000000036,0.2400000000000002,0.75,False
I1,2024-02-14,18:00,Bologna,Fiorentina,2,0,H,18,12,7,3,11,8,2,3,2,3,0,0,I2.csv,2.3,3.2,3.2,2.44,3.42,3.3,2.37,3.23,3.19,,2.2,1.65,2.23,1.67,-0.25,2.05,1.85,0.4037642393344592,0.2962604480565537,0.299975312608987,0.4545454545454545,0.6060606060606061,0.0699999999999998,,1.045018075314308,0.045018075314307904,0.41025641025641024,0.2948717948717948,0.2948717948717948,-0.006492170921951035,0.0013886531847588923,0.005103517737192198,0.06999999999999984,0.18999999999999995,0.10999999999999988,False
I1,2024-02-16,20:00,Inter,Salernitana,4,0,H,26,1,10,0,9,9,18,0,0,1,0,0,I2.csv,1.14,8.5,15.0,1.16,10.0,24.0,1.14,8.75,18.92,,1.44,2.7,1.46,2.72,-2.25,1.99,1.91,0.83995539179822,0.10943418818856808,0.050610420013211976,0.6944444444444444,0.3703703703703703,0.02,,1.0443328193634192,0.04433281936341915,0.8263659342796034,0.11083025471514679,0.06280381100524984,0.013589457518616621,-0.0013960665265787126,-0.012193390992037867,0.020000000000000018,1.25,5.079999999999998,False
I1,2024-02-16,18:00,Torino,Lecce,2,0,H,12,8,4,4,16,11,5,5,1,4,0,1,I2.csv,1.8,3.4,4.75,1.87,3.62,5.17,1.82,3.44,4.9,,2.25,1.62,2.33,1.62,-0.5,1.83,2.07,0.5261777816624421,0.27838475657722234,0.19543746176033563,0.4444444444444444,0.6172839506172839,0.05,,1.0442298565222152,0.04422985652221523,0.5240103828682673,0.2774172615184945,0.19857235561323813,0.002167398794174824,0.0009674950587278408,-0.0031348938529024983,0.050000000000000044,0.18000000000000016,0.2699999999999996,False
I1,2024-02-17,19:45,Atalanta,Sassuolo,3,0,H,28,12,13,4,10,9,11,5,0,0,0,0,I2.csv,1.36,5.5,8.0,1.4,5.7,9.5,1.36,5.44,8.04,,1.48,2.6,1.49,2.61,-1.5,1.99,1.91,0.7046450482033303,0.17616126205083257,0.119193689745837,0.6756756756756757,0.3846153846153846,0.0399999999999998,,1.04349575651156,0.0434957565115599,0.7055805003207184,0.1744708146247595,0.11994868505452214,-0.0009354521173881025,0.0016904474260730773,-0.0007549953086851413,0.039999999999999813,0.2599999999999998,1.4600000000000009,False
I1,2024-02-17,14:00,Napoli,Genoa,1,1,D,25,6,7,4,9,13,7,2,3,2,0,0,I2.csv,1.6,3.75,6.0,1.69,4.04,6.5,1.63,3.88,5.88,,2.1,1.7,2.11,1.74,-0.75,1.81,2.09,0.589166184612842,0.2475105363193125,0.16332327906784563,0.4761904761904761,0.5882352941176471,0.06,,1.0412969184891083,0.041296918489108325,0.5905511811023622,0.25196850393700787,0.15748031496062992,-0.0013849964895201738,-0.004457967617695374,0.005842964107215715,0.06000000000000005,0.16000000000000014,0.6200000000000001,False
I1,2024-02-17,17:00,Verona,Juventus,2,2,D,14,18,9,4,8,10,5,4,0,0,0,0,I2.csv,5.75,3.5,1.67,6.5,3.75,1.76,5.72,3.63,1.68,,2.3,1.6,2.32,1.62,0.75,2.0,1.9,0.1672095548317047,0.2634817227651104,0.569308722403185,0.4347826086956522,0.625,0.7800000000000002,,1.0455453637271819,0.045545363727181876,0.16431231991004286,0.2699416684236418,0.5657460116663153,0.0028972349216618287,-0.0064599456585314186,0.0035627107368696453,0.7800000000000002,0.1200000000000001,0.08000000000000007,False
I1,2024-02-18,14:00,Empoli,Fiorentina,1,1,D,5,9,4,4,15,14,0,3,3,2,0,0,I2.csv,3.75,3.3,2.05,3.75,3.6,2.17,3.62,3.37,2.11,,2.1,1.7,2.08,1.76,0.25,2.09,1.81,0.26386451093389934,0.28343902954917377,0.4526964595169269,0.4761904761904761,0.5882352941176471,0.1299999999999999,,1.0469126482562618,0.046912648256261846,0.2521666200726866,0.28655297735532564,0.4612804025719877,0.011697890861212756,-0.0031139478061518733,-0.008583943055060828,0.1299999999999999,0.22999999999999998,0.06000000000000005,False
I1,2024-02-18,14:00,Udinese,Cagliari,1,1,D,17,5,3,2,14,10,3,4,3,2,0,0,I2.csv,1.91,3.6,4.0,1.93,3.75,4.6,1.89,3.57,4.24,,2.05,1.75,2.04,1.79,-0.5,1.88,2.02,0.5062864367493152,0.268033995926108,0.22567956732457675,0.4878048780487805,0.5714285714285714,0.04,,1.04506163052223,0.04506163052223,0.49799419006778256,0.2642135841748513,0.23779222575736617,0.008292246681532611,0.0038204117512566915,-0.012112658432789414,0.040000000000000036,0.18000000000000016,0.35999999999999943,False
I1,2024-02-18,17:00,Frosinone,Roma,0,3,A,25,13,7,5,10,16,10,2,0,3,0,0,I2.csv,3.8,3.75,1.91,4.0,3.92,1.98,3.81,3.75,1.93,,1.73,2.08,1.74,2.11,0.5,1.95,1.95,0.25062070828268973,0.2546306396152128,0.49474865210209745,0.5780346820809249,0.4807692307692307,0.1899999999999999,,1.0472685732936233,0.04726857329362333,0.24982124483353968,0.25315219476465356,0.49702656040180676,0.0007994634491500507,0.0014784448505592573,-0.002277908299709308,0.18999999999999995,0.16999999999999993,0.050000000000000044,False
I1,2024-02-18,19:45,Monza,Milan,4,2,H,12,16,6,6,11,10,7,3,4,1,0,1,I2.csv,4.75,3.5,1.8,4.75,3.89,1.86,4.52,3.7,1.8,,1.97,1.93,1.91,1.9,0.75,1.85,2.05,0.21129441624365483,0.25812182741116746,0.5305837563451776,0.5076142131979695,0.5181347150259068,0.2300000000000004,,1.0470647638789232,0.04706476387892322,0.20015885623510724,0.27164416203335984,0.5281969817315331,0.011135560008547596,-0.013522334622192378,0.00238677461364456,0.23000000000000043,0.18999999999999995,0.06000000000000005,False
I1,2024-02-18,11:30,Lazio,Bologna,1,2,A,12,11,7,3,5,11,8,3,2,3,0,0,I2.csv,2.3,3.1,3.4,2.43,3.29,3.45,2.33,3.11,3.36,,2.5,1.5,2.47,1.53,-0.25,2.01,1.89,0.4093916872676271,0.30671467245452444,0.2838936402778485,0.4,0.6666666666666666,0.1,,1.0483470053353994,0.04834700533539937,0.41349548842683403,0.3067869752844252,0.27971753628874063,-0.0041038011592069434,-7.23028299007833e-05,0.004176103989107893,0.10000000000000009,0.18000000000000016,0.0900000000000003,False
I1,2024-02-22,19:45,Torino,Lazio,0,2,A,24,7,4,4,11,7,7,4,3,2,0,1,I2.csv,2.4,2.9,3.25,2.55,3.1,3.41,2.47,2.94,3.29,,2.7,1.44,2.67,1.47,-0.25,2.09,1.81,0.3859668724337309,0.32426468534398484,0.2897684422222843,0.3703703703703703,0.6944444444444444,0.0799999999999996,,1.0489457217980653,0.048945721798065334,0.3897043622079801,0.3225139549307422,0.28778168286127764,-0.003737489774249203,0.0017507304132426404,0.0019867593610066736,0.07999999999999963,0.16000000000000014,0.1200000000000001,False
I1,2024-02-23,19:45,Bologna,Verona,2,0,H,12,7,3,3,12,15,11,1,2,2,0,0,I2.csv,1.55,3.8,7.0,1.62,4.12,7.0,1.57,3.91,6.62,,2.1,1.7,2.15,1.72,-1.0,2.06,1.84,0.6102418174145315,0.24503315942220324,0.14472502316326505,0.4761904761904761,0.5882352941176471,0.05,,1.0437545526752494,0.043754552675249414,0.6137517305029996,0.2503461005999077,0.13590216889709275,-0.003509913088468042,-0.00531294117770445,0.008822854266172298,0.050000000000000044,0.20999999999999996,0.3799999999999999,False
I1,2024-02-24,19:45,Genoa,Udinese,2,0,H,19,5,4,1,9,17,8,3,1,4,0,1,I2.csv,2.25,3.0,3.6,2.39,3.1,3.77,2.31,3.0,3.57,,2.6,1.48,2.57,1.51,-0.25,1.95,1.95,0.413725967388659,0.31856899488926743,0.2677050377220735,0.3846153846153846,0.6756756756756757,0.08,,1.0463458110516934,0.04634581105169344,0.4210526315789474,0.31578947368421056,0.26315789473684215,-0.007326664190288379,0.0027795212050568674,0.004547142985231345,0.08000000000000007,0.10000000000000009,0.20000000000000018,False
I1,2024-02-24,14:00,Sassuolo,Empoli,2,3,A,19,14,5,6,12,14,4,1,1,3,0,0,I2.csv,2.2,3.4,3.3,2.31,3.5,3.41,2.24,3.4,3.29,,2.03,1.87,1.97,1.86,-0.25,1.95,1.95,0.4274098641275275,0.2815876751899005,0.29100246068257196,0.4926108374384237,0.53475935828877,0.0699999999999998,,1.04449758626855,0.04449758626854994,0.43220338983050843,0.2796610169491525,0.288135593220339,-0.004793525702980916,0.0019266582407480026,0.0028668674622329693,0.06999999999999984,0.10000000000000009,0.1200000000000001,False
I1,2024-02-24,17:00,Salernitana,Monza,0,2,A,11,17,3,7,6,13,7,11,2,2,0,0,I2.csv,3.0,3.1,2.5,3.02,3.3,2.63,2.95,3.23,2.52,,2.1,1.7,2.11,1.75,0.0,2.1,1.7,0.3242597232900833,0.29615052127112873,0.379589755438788,0.4761904761904761,0.5882352941176471,0.0699999999999998,,1.0454059708926686,0.04540597089266862,0.3156822810590631,0.3054989816700611,0.3788187372708758,0.008577442231020194,-0.00934846039893239,0.0007710181679121964,0.06999999999999984,0.06999999999999984,0.10999999999999988,False
I1,2024-02-25,14:00,Cagliari,Napoli,1,1,D,8,9,3,4,12,12,4,3,4,1,0,0,I2.csv,4.2,3.75,1.83,4.33,3.92,1.91,4.15,3.71,1.87,,1.88,2.02,1.85,1.98,0.5,2.02,1.88,0.2305289635716588,0.2578693258281359,0.5116017106002053,0.5319148936170213,0.495049504950495,0.1799999999999997,,1.0452649926861979,0.04526499268619788,0.2264963612060003,0.25367592455072036,0.5198277142432793,0.0040326023656585,0.0041934012774155205,-0.00822600364307402,0.17999999999999972,0.20999999999999996,0.039999999999999813,False
I1,2024-02-25,17:00,Lecce,Inter,0,4,A,14,11,2,7,13,6,7,10,1,2,0,0,I2.csv,7.0,4.5,1.44,8.0,4.9,1.48,7.32,4.65,1.43,,1.73,2.08,1.75,2.09,1.25,1.89,2.01,0.12998703941542483,0.20462475882170103,0.6653882017628742,0.5780346820809249,0.4807692307692307,0.6799999999999997,,1.050966484599483,0.05096648459948305,0.1348314606741573,0.2097378277153558,0.6554307116104868,-0.0048444212587324675,-0.00511306889365476,0.009957490152387338,0.6799999999999997,0.25,0.050000000000000044,False
I1,2024-02-25,19:45,Milan,Atalanta,1,1,D,20,8,7,3,12,16,5,3,1,4,0,0,I2.csv,2.38,3.4,3.0,2.43,3.73,3.04,2.36,3.5,2.95,,1.75,2.05,1.77,2.07,-0.25,2.06,1.84,0.40415704387990764,0.27251732101616627,0.3233256351039261,0.5714285714285714,0.4878048780487805,0.0700000000000002,,1.0484261501210654,0.04842615012106544,0.40106951871657753,0.2807486631016043,0.3181818181818181,0.003087525163330107,-0.00823134208543802,0.005143816922107969,0.07000000000000028,0.22999999999999998,0.08999999999999986,False
I1,2024-02-25,11:30,Juventus,Frosinone,3,2,H,22,7,5,3,12,6,8,3,2,2,0,0,I2.csv,1.3,5.5,10.0,1.35,5.9,10.6,1.32,5.46,9.61,,1.67,2.15,1.69,2.19,-1.5,1.98,1.92,0.7251026076862483,0.17529953152854355,0.09959786078520791,0.5988023952095809,0.4651162790697674,0.03,,1.0447842133586152,0.044784213358615155,0.7318695941450432,0.17298735861610112,0.09514304723885562,-0.00676698645879481,0.0023121729124424284,0.004454813546352285,0.030000000000000027,0.4400000000000004,0.9900000000000002,False
I1,2024-02-26,17:30,Roma,Torino,3,2,H,6,14,3,6,12,16,0,4,2,2,0,0,I2.csv,1.91,3.25,4.5,1.99,3.48,4.5,1.94,3.31,4.33,,2.4,1.53,2.39,1.58,-0.5,1.95,1.95,0.4916083268447789,0.288132977063103,0.22025869609211798,0.4166666666666667,0.6535947712418301,0.05,,1.048525603368241,0.04852560336824108,0.4969841134992779,0.2920737405488064,0.2109421459519157,-0.005375786654499004,-0.003940763485703436,0.009316550140202273,0.050000000000000044,0.16999999999999993,0.16999999999999993,False
I1,2024-02-26,19:45,Fiorentina,Lazio,2,1,H,22,5,7,1,15,12,13,2,0,2,0,0,I2.csv,2.25,3.1,3.5,2.35,3.35,3.5,2.3,3.2,3.31,,2.2,1.65,2.2,1.67,-0.25,1.95,1.95,0.41431644826911795,0.2977899471934285,0.2878936045374535,0.4545454545454545,0.6060606060606061,0.0500000000000002,,1.04939741232103,0.0493974123210299,0.4221789883268483,0.3064202334630351,0.27140077821011677,-0.00786254005773035,-0.008630286269606602,0.01649282632733673,0.050000000000000266,0.1499999999999999,0.18999999999999995,False
I1,2024-02-28,17:00,Sassuolo,Napoli,1,6,A,5,27,2,9,3,5,5,10,0,0,0,0,I2.csv,4.0,3.8,1.8,4.5,4.1,1.86,4.25,3.93,1.8,,1.7,2.1,1.7,2.17,0.75,1.86,2.04,0.22509665409765642,0.2434251348384325,0.531478211063911,0.5882352941176471,0.4761904761904761,0.25,,1.045302599411266,0.04530259941126591,0.23392612859097128,0.24623803009575923,0.5198358413132695,-0.008829474493314865,-0.002812895257326725,0.01164236975064148,0.25,0.16999999999999948,0.06000000000000005,False
I1,2024-02-28,19:45,Inter,Atalanta,4,0,H,15,6,7,1,10,15,4,1,2,6,0,0,I2.csv,1.62,4.0,5.5,1.67,4.3,5.75,1.63,4.09,5.35,,1.75,2.05,1.78,2.07,-0.75,1.81,2.09,0.587128072618578,0.23398991647146267,0.1788820109099593,0.5714285714285714,0.4878048780487805,0.04,,1.0449115978719172,0.04491159787191723,0.5883926183471516,0.23829901043059643,0.17330837122225196,-0.0012645457285735962,-0.0043090939591337585,0.005573639687707355,0.040000000000000036,0.20999999999999996,0.40000000000000036,False
I1,2024-03-01,19:45,Lazio,Milan,0,1,A,11,14,3,5,17,19,2,5,5,6,3,0,I2.csv,3.5,3.2,2.2,3.74,3.52,2.35,3.49,3.27,2.22,,2.1,1.7,2.14,1.73,0.25,2.03,1.87,0.27477431442684386,0.29326065973996485,0.4319650258331914,0.4761904761904761,0.5882352941176471,0.25,,1.0427937992933654,0.04279379929336535,0.27139552814186585,0.2968388589051658,0.4317656129529684,0.003378786284978008,-0.003578199165200968,0.0001994128802230155,0.25,0.25,0.1299999999999999,False
I1,2024-03-02,19:45,Torino,Fiorentina,0,0,D,8,14,2,3,13,13,4,5,2,4,1,0,I2.csv,2.63,3.0,2.9,2.79,3.27,3.05,2.67,3.07,2.89,,2.4,1.53,2.42,1.58,0.0,1.85,2.05,0.3579633253313429,0.3113231526497347,0.3307135220189223,0.4166666666666667,0.6535947712418301,0.1200000000000001,,1.0462854954744687,0.046285495474468696,0.35925176528884667,0.31494404756988886,0.3258041871412644,-0.001288439957503773,-0.0036208949201541607,0.004909334877657878,0.1200000000000001,0.20000000000000018,0.1599999999999997,False
I1,2024-03-02,14:00,Udinese,Salernitana,1,1,D,18,17,5,1,13,13,5,6,6,1,1,0,I2.csv,1.65,3.8,5.75,1.72,4.02,6.0,1.67,3.83,5.43,,2.05,1.85,1.99,1.84,-0.75,1.86,2.04,0.5735319667632808,0.2500779071787673,0.1763901260579519,0.4878048780487805,0.5405405405405405,0.05,,1.0440610635688075,0.04406106356880746,0.5810011300937312,0.2522768064880675,0.16672206341820112,-0.007469163330450446,-0.002198899309300173,0.009668062639750785,0.050000000000000044,0.1899999999999995,0.5700000000000003,False
I1,2024-03-02,17:00,Monza,Roma,1,4,A,16,12,5,6,11,18,6,3,1,4,0,0,I2.csv,3.75,3.4,2.05,3.77,3.65,2.11,3.65,3.47,2.07,,2.03,1.87,1.99,1.84,0.5,1.82,2.08,0.2621123270775328,0.2757089319403443,0.4621787409821231,0.4926108374384237,0.53475935828877,0.1200000000000001,,1.0452488282196852,0.04524882821968523,0.25430995165556874,0.2804889172671714,0.4652011310772599,0.007802375421964047,-0.0047799853268271075,-0.0030223900951368288,0.1200000000000001,0.17999999999999972,0.040000000000000036,False
I1,2024-03-03,11:30,Verona,Sassuolo,1,0,H,10,13,5,2,23,10,2,10,4,2,0,0,I2.csv,2.2,3.4,3.25,2.35,3.6,3.3,2.26,3.43,3.2,,2.03,1.87,1.96,1.86,-0.25,1.95,1.95,0.422807571707024,0.2785845807748904,0.29860784751808567,0.4926108374384237,0.53475935828877,0.0900000000000003,,1.0465230656105677,0.04652306561056774,0.43029595015576316,0.27842679127725856,0.29127725856697817,-0.007488378448739175,0.0001577894976318439,0.007330588951107497,0.0900000000000003,0.16999999999999993,0.09999999999999964,False
I1,2024-03-03,14:00,Empoli,Cagliari,0,1,A,16,8,3,4,11,15,9,2,0,3,0,0,I2.csv,2.15,3.25,3.6,2.2,3.57,3.72,2.15,3.34,3.56,,2.1,1.7,2.11,1.74,-0.25,1.82,2.08,0.4449100855366056,0.2863942167376354,0.268695697725759,0.4761904761904761,0.5882352941176471,0.0500000000000002,,1.0454163530790523,0.04541635307905234,0.4427206508371961,0.29287673824614513,0.2644026109166588,0.0021894346994095204,-0.006482521508509753,0.004293086809100233,0.050000000000000266,0.22999999999999998,0.16000000000000014,False
I1,2024-03-03,14:00,Frosinone,Lecce,1,1,D,15,11,7,4,11,10,12,8,1,1,0,0,I2.csv,2.25,3.3,3.3,2.36,3.64,3.3,2.28,3.43,3.17,,1.99,1.91,1.91,1.91,-0.25,1.97,1.93,0.41946908117325277,0.27883075949708924,0.3017001593296581,0.5025125628140703,0.5235602094240838,0.08,,1.0455990939816546,0.045599093981654626,0.42307692307692313,0.2884615384615385,0.2884615384615385,-0.0036078419036703613,-0.00963077896444925,0.01323862086811961,0.08000000000000007,0.20999999999999996,0.1299999999999999,False
I1,2024-03-03,17:00,Atalanta,Bologna,1,2,A,11,11,2,6,11,12,6,2,3,2,0,0,I2.csv,1.91,3.4,4.2,2.0,3.66,4.33,1.95,3.48,4.04,,2.08,1.73,2.07,1.77,-0.5,1.99,1.91,0.4894719251336899,0.2742730614973262,0.23625501336898397,0.4807692307692307,0.5780346820809249,0.05,,1.0477015871348407,0.04770158713484074,0.4959022086400889,0.2785803583831088,0.22551743297680232,-0.006430283506398959,-0.004307296885782574,0.010737580392181645,0.050000000000000044,0.18000000000000016,0.29000000000000004,False
I1,2024-03-03,19:45,Napoli,Juventus,2,1,H,14,18,7,4,6,16,2,1,1,4,0,0,I2.csv,2.38,3.1,3.3,2.45,3.32,3.33,2.39,3.13,3.22,,2.35,1.57,2.35,1.6,-0.25,2.03,1.87,0.3990718706320704,0.3047226104826352,0.2962055188852945,0.425531914893617,0.6369426751592356,0.06,,1.048457865943558,0.04845786594355794,0.40177519440735215,0.30845966538370906,0.28976514020893884,-0.002703323775281763,-0.003737054901073844,0.0064403786763556625,0.06000000000000005,0.18999999999999995,0.10999999999999988,False
I1,2024-03-04,19:45,Inter,Genoa,2,1,H,16,10,5,2,5,17,4,5,2,3,0,0,I2.csv,1.3,5.75,9.5,1.3,6.16,13.2,1.27,5.67,11.85,,1.75,2.05,1.76,2.07,-1.75,2.05,1.75,0.7512251243572499,0.16826382855973676,0.08051104708301328,0.5714285714285714,0.4878048780487805,0.03,,1.0481566034906677,0.04815660349066775,0.7337139019476159,0.1658831430490262,0.10040295500335795,0.017511222409633986,0.0023806855107105507,-0.019891907920344676,0.030000000000000027,0.4900000000000002,1.3499999999999996,False
I1,2024-03-08,19:45,Napoli,Torino,1,1,D,22,11,8,2,9,13,13,7,2,2,0,0,I2.csv,1.75,3.6,5.0,1.92,3.75,5.5,1.77,3.57,5.03,,2.2,1.65,2.23,1.68,-0.75,2.04,1.89,0.5412172120401096,0.26833458412072664,0.1904482038391638,0.4545454545454545,0.6060606060606061,0.1499999999999999,,1.0438909532880105,0.043890953288010515,0.5446293494704992,0.264750378214826,0.19062027231467474,-0.0034121374303895946,0.0035842059059006393,-0.00017206847551093363,0.1499999999999999,0.18000000000000016,0.46999999999999975,False
I1,2024-03-09,17:00,Bologna,Inter,0,1,A,19,5,3,4,17,12,7,2,2,1,0,0,I2.csv,3.5,3.3,2.15,3.8,3.5,2.28,3.47,3.34,2.19,,2.1,1.7,2.12,1.74,0.25,2.03,1.9,0.27598410787927724,0.2867260042937401,0.43728988782698264,0.4761904761904761,0.5882352941176471,0.3299999999999996,,1.0442066402113463,0.04420664021134635,0.2711119602598395,0.28754298815437523,0.44134505158578524,0.004872147619437717,-0.0008169838606351121,-0.004055163758802605,0.3299999999999996,0.16000000000000014,0.08999999999999986,False
I1,2024-03-09,19:45,Genoa,Monza,2,3,A,22,9,6,5,11,10,10,1,1,1,0,0,I2.csv,2.15,3.2,3.5,2.22,3.34,3.96,2.17,3.15,3.76,,2.4,1.53,2.47,1.56,-0.25,1.85,2.08,0.4413030437390783,0.30400876346469835,0.25468819279622334,0.4166666666666667,0.6535947712418301,0.0500000000000002,,1.0442472573563857,0.04424725735638568,0.4374145674672916,0.29388791251708657,0.26869752001562197,0.0038884762717866783,0.010120850947611781,-0.014009327219398626,0.050000000000000266,0.18999999999999995,0.20000000000000018,False
I1,2024-03-09,14:00,Cagliari,Salernitana,4,2,H,12,12,7,5,16,11,5,4,1,2,0,0,I2.csv,1.83,3.6,4.33,1.92,3.79,4.6,1.86,3.66,4.3,,2.02,1.88,1.97,1.86,-0.5,1.87,2.06,0.5152634267080501,0.2618551840647468,0.22288138922720307,0.495049504950495,0.5319148936170213,0.0599999999999998,,1.0434165918528813,0.04341659185288127,0.517875474669351,0.2632533662902535,0.2188711590403955,-0.0026120479613008785,-0.0013981822255066945,0.004010230186807573,0.05999999999999983,0.1299999999999999,0.2999999999999998,False
I1,2024-03-09,14:00,Sassuolo,Frosinone,1,0,H,10,11,4,1,14,9,1,2,3,1,0,0,I2.csv,2.2,3.6,3.1,2.3,3.83,3.14,2.25,3.67,3.06,,1.65,2.2,1.66,2.25,-0.25,2.0,1.93,0.4258267071630891,0.26106541992287485,0.31310787291403613,0.6060606060606061,0.4545454545454545,0.0499999999999998,,1.043721394098057,0.043721394098056976,0.4308880308880309,0.2633204633204634,0.3057915057915058,-0.00506132372494178,-0.00225504339758853,0.0073163671225303095,0.04999999999999982,0.16000000000000014,0.08000000000000007,False
I1,2024-03-10,11:30,Lecce,Verona,0,1,A,15,13,3,4,15,19,11,6,3,3,0,1,I2.csv,2.2,3.25,3.4,2.37,3.4,3.6,2.26,3.18,3.47,,2.3,1.6,2.36,1.61,-0.25,1.94,1.99,0.42337205911692943,0.3008870608818429,0.2757408800012278,0.4347826086956522,0.625,0.1100000000000003,,1.0451277229515719,0.04512772295157186,0.43029595015576316,0.29127725856697817,0.27842679127725856,-0.006923891038833729,0.009609802314864746,-0.002685911276030739,0.11000000000000032,0.21999999999999975,0.1299999999999999,False
I1,2024-03-10,14:00,Milan,Empoli,1,0,H,15,5,5,2,18,13,11,4,1,4,0,0,I2.csv,1.44,5.0,6.5,1.49,5.0,8.0,1.44,4.69,7.17,,1.7,2.1,1.73,2.12,-1.25,2.03,1.9,0.6631857956797756,0.20362207799123175,0.1331921263289926,0.5882352941176471,0.4761904761904761,0.05,,1.0471340745961366,0.04713407459613661,0.6624541377904607,0.1907867916836527,0.14675907052588671,0.0007316578893149517,0.012835286307579047,-0.01356694419689411,0.050000000000000044,0.3099999999999996,0.8300000000000001,False
I1,2024-03-10,17:00,Juventus,Atalanta,2,2,D,18,7,5,3,12,10,4,3,0,1,0,0,I2.csv,2.2,3.3,3.3,2.33,3.45,3.5,2.25,3.31,3.31,,2.1,1.7,2.13,1.72,-0.25,1.98,1.95,0.4238156209987196,0.28809218950064025,0.28809218950064025,0.4761904761904761,0.5882352941176471,0.08,,1.0486740516951996,0.04867405169519956,0.4285714285714286,0.28571428571428575,0.28571428571428575,-0.004755807572708992,0.002377903786354496,0.002377903786354496,0.08000000000000007,0.14000000000000012,0.18999999999999995,False
I1,2024-03-10,19:45,Fiorentina,Roma,2,2,D,15,10,5,5,10,15,8,2,2,5,0,0,I2.csv,2.55,3.3,2.75,2.7,3.52,3.0,2.58,3.3,2.79,,2.07,1.83,2.01,1.8,0.0,1.9,2.03,0.36947414042184334,0.2888616006934412,0.3416642588847154,0.4830917874396135,0.5464480874316939,0.1200000000000001,,1.0490501413232096,0.04905014132320962,0.37037037037037035,0.2861952861952861,0.34343434343434337,-0.0008962299485270053,0.0026663144981550757,-0.0017700845496279594,0.1200000000000001,0.2200000000000002,0.20999999999999996,False
I1,2024-03-11,19:45,Lazio,Udinese,1,2,A,18,14,6,5,9,15,9,5,3,6,0,1,I2.csv,1.91,3.5,4.0,2.0,3.6,4.5,1.94,3.4,4.19,,2.15,1.67,2.2,1.68,-0.5,1.94,1.99,0.49173990183151195,0.280581002809745,0.22767909535874298,0.4651162790697674,0.5988023952095809,0.06,,1.0482450490714703,0.048245049071470314,0.4942630185348632,0.26972639011473964,0.23601059135039718,-0.002523116703351258,0.010854612695005372,-0.008331495991654198,0.06000000000000005,0.20000000000000018,0.3099999999999996,False
I1,2024-03-15,19:45,Empoli,Bologna,0,1,A,10,20,1,9,19,12,7,6,4,0,0,0,I2.csv,4.0,3.2,2.0,4.21,3.36,2.1,4.02,3.24,2.05,,2.35,1.57,2.37,1.6,0.5,1.85,2.08,0.23799797905961778,0.2952937888332294,0.4667082321071529,0.425531914893617,0.6369426751592356,0.1900000000000004,,1.045203072262895,0.045203072262895105,0.23529411764705882,0.29411764705882354,0.47058823529411764,0.002703861412558961,0.0011761417744058367,-0.0038800031869647422,0.1900000000000004,0.11999999999999966,0.050000000000000266,False
I1,2024-03-16,14:00,Monza,Cagliari,1,0,H,15,10,3,0,11,9,3,7,2,1,0,0,I2.csv,2.05,3.5,3.6,2.12,3.58,3.82,2.07,3.46,3.66,,2.0,1.9,1.95,1.88,-0.5,2.1,1.83,0.4621414495292314,0.27648346835997367,0.26137508211079474,0.5,0.5263157894736842,0.0500000000000002,,1.0453331721959231,0.045333172195923144,0.46400294605045106,0.27177315411526415,0.2642238998342846,-0.001861496521219641,0.004710314244709524,-0.0028488177234898826,0.050000000000000266,0.1200000000000001,0.1599999999999997,False
I1,2024-03-16,14:00,Udinese,Torino,0,2,A,12,12,1,5,11,17,3,4,3,2,0,0,I2.csv,2.8,2.9,2.8,2.95,3.04,2.88,2.87,2.95,2.8,,2.6,1.48,2.6,1.5,0.0,2.01,1.92,0.3335689045936395,0.32452296819787985,0.3419081272084806,0.3846153846153846,0.6756756756756757,0.08,,1.0445579637394438,0.04455796373944376,0.33720930232558133,0.3255813953488372,0.33720930232558133,-0.0036403977319418024,-0.0010584271509573306,0.004698824882899244,0.08000000000000007,0.08999999999999986,0.08000000000000007,False
