Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,source_file,Result,home_season_pts,home_season_wins,home_season_draws,home_season_losses,home_season_gf,home_season_ga,home_season_matches,home_season_avg_shots,home_recent_pts_mean,home_recent_gd_mean,home_recent_matches,home_days_since_last,home_days_since_log,home_recent_shots_sum,home_recent_goals_sum,home_recent_conversion,home_recent_pts_ma_3,home_recent_pts_ma_5,home_recent_pts_ma_10,home_elo,away_season_pts,away_season_wins,away_season_draws,away_season_losses,away_season_gf,away_season_ga,away_season_matches,away_season_avg_shots,away_recent_pts_mean,away_recent_gd_mean,away_recent_matches,away_days_since_last,away_days_since_log,away_recent_shots_sum,away_recent_goals_sum,away_recent_conversion,away_recent_pts_ma_3,away_recent_pts_ma_5,away_recent_pts_ma_10,away_elo,h2h_home_goals_avg,h2h_away_goals_avg,h2h_home_pts_mean,elo_diff
2022-08-31,Udinese,Fiorentina,1,0,H,1,0,H,,8,12,3,2,13,9,3,7,1,2,0,0,season-2223.csv,H,4,1,1,1,4,5,3,13.0,1.2,0.4,10,5,1.791759469228055,140.0,18.0,0.12857142857142856,1.3333333333333333,1.4,1.2,1510.890079656462,5,1,2,0,3,2,3,18.666666666666668,1.4,-0.3,10,3,1.3862943611198906,149.0,10.0,0.06711409395973154,1.6666666666666667,1.6,1.4,1561.20526718134,1.4,0.8,1.4,-50.31518752487818
2022-08-31,Juventus,Spezia,2,0,H,1,0,H,,15,9,3,0,1,4,7,3,0,2,0,0,season-2223.csv,H,5,1,2,0,4,1,3,12.666666666666666,1.6,0.3,10,4,1.6094379124341003,125.0,14.0,0.112,1.6666666666666667,1.2,1.6,1682.48965377159,4,1,1,1,3,5,3,6.0,0.8,-1.0,10,4,1.6094379124341003,86.0,12.0,0.13953488372093023,1.3333333333333333,1.4,0.8,1447.1836308026318,2.75,0.75,3.0,235.30602296895813
2022-08-31,Napoli,Lecce,1,1,D,1,1,D,,19,9,7,4,1,3,6,4,1,4,0,0,season-2223.csv,D,7,2,1,0,9,2,3,20.0,2.0,1.7,10,3,1.3862943611198906,156.0,27.0,0.17307692307692307,2.3333333333333335,2.6,2.0,1711.7555460386693,1,0,1,2,2,4,3,10.666666666666666,0.8,-0.4,10,3,1.3862943611198906,128.0,14.0,0.109375,0.3333333333333333,0.8,0.8,1422.977166419392,3.0,2.0,1.5,288.7783796192773
2022-09-01,Bologna,Salernitana,1,1,D,0,0,D,,11,20,4,4,10,11,1,8,2,2,0,0,season-2223.csv,D,1,0,1,2,2,5,3,12.0,1.0,-0.4,10,5,1.791759469228055,112.0,12.0,0.10714285714285714,0.3333333333333333,0.8,1.0,1480.6367846077903,4,1,1,1,4,1,3,13.0,1.6,0.2,10,4,1.6094379124341003,154.0,12.0,0.07792207792207792,1.3333333333333333,1.0,1.6,1456.5941186052644,2.0,1.5,2.0,24.042666002525948
2022-09-01,Atalanta,Torino,3,1,H,1,0,H,,12,8,5,2,14,13,7,2,1,3,0,0,season-2223.csv,H,7,2,1,0,4,1,3,11.666666666666666,1.5,0.3,10,4,1.6094379124341003,176.0,16.0,0.09090909090909091,2.3333333333333335,1.4,1.5,1636.9137566059073,7,2,1,0,4,2,3,12.333333333333334,1.8,0.2,10,5,1.791759469228055,115.0,15.0,0.13043478260869565,2.3333333333333335,2.0,1.8,1541.606647604659,4.0,2.0,2.2,95.30710900124836
2022-09-03,Fiorentina,Juventus,1,1,D,1,1,D,,17,4,5,1,13,12,10,2,1,3,0,0,season-2223.csv,D,5,1,2,1,3,3,4,17.0,1.1,-0.5,10,3,1.3862943611198906,139.0,9.0,0.06474820143884892,0.6666666666666666,1.6,1.1,1552.6256418718035,8,2,2,0,6,1,4,13.25,1.6,0.4,10,3,1.3862943611198906,120.0,14.0,0.11666666666666667,1.6666666666666667,1.6,1.6,1685.0242744050636,1.2,1.0,1.4,-132.39863253326007
2022-09-03,Milan,Inter,3,2,H,1,1,D,,21,16,5,5,10,12,2,5,5,2,0,0,season-2223.csv,H,8,2,2,0,7,3,4,15.25,2.6,1.5,10,4,1.6094379124341003,157.0,20.0,0.12738853503184713,1.6666666666666667,2.2,2.6,1746.8760714608397,9,3,0,1,9,5,4,18.75,2.4,1.3,10,4,1.6094379124341003,205.0,25.0,0.12195121951219512,2.0,2.4,2.4,1765.7623783618956,1.4,2.0,1.4,-18.886306901055832
2022-09-03,Lazio,Napoli,1,2,A,1,1,D,,8,19,2,7,12,14,6,8,4,0,0,0,season-2223.csv,A,8,2,2,0,6,3,4,10.0,1.7,0.5,10,3,1.3862943611198906,132.0,19.0,0.14393939393939395,1.6666666666666667,1.8,1.7,1642.2988454040537,8,2,2,0,10,3,4,19.75,2.1,1.8,10,3,1.3862943611198906,160.0,26.0,0.1625,1.6666666666666667,2.2,2.1,1703.6833584696546,1.2,2.8,0.6,-61.38451306560091
2022-09-04,Cremonese,Sassuolo,0,0,D,0,0,D,,10,17,0,7,16,6,2,3,1,1,0,0,season-2223.csv,D,0,0,0,4,4,9,4,13.5,0.0,-1.25,4,5,1.791759469228055,54.0,4.0,0.07407407407407407,0.0,0.0,0.0,1476.275207214587,5,1,2,1,3,5,4,15.0,0.9,-1.0,10,5,1.791759469228055,149.0,9.0,0.06040268456375839,1.6666666666666667,1.0,0.9,1554.1553226127342,0.0,0.0,0.0,-77.88011539814715
2022-09-04,Spezia,Bologna,2,2,D,1,1,D,,15,13,5,6,12,5,7,2,4,1,0,0,season-2223.csv,D,4,1,1,2,3,7,4,6.75,0.7,-1.2,10,4,1.6094379124341003,84.0,12.0,0.14285714285714285,0.3333333333333333,0.8,0.7,1444.6490101691581,2,0,2,2,3,6,4,11.75,1.0,-0.4,10,3,1.3862943611198906,114.0,12.0,0.10526315789473684,0.6666666666666666,1.0,1.0,1477.2108890501097,1.0,2.25,0.25,-32.561878880951554
2022-09-04,Verona,Sampdoria,2,1,H,2,1,H,,17,11,9,3,16,11,7,2,2,2,0,0,season-2223.csv,H,2,0,2,2,4,8,4,12.0,1.0,-0.5,10,4,1.6094379124341003,124.0,13.0,0.10483870967741936,0.6666666666666666,0.6,1.0,1509.0399833753852,2,0,2,2,1,7,4,12.0,0.9,-0.8,10,4,1.6094379124341003,97.0,8.0,0.08247422680412371,0.6666666666666666,0.4,0.9,1445.4846108235183,1.0,2.2,0.2,63.55537255186687
2022-09-04,Udinese,Roma,4,0,H,1,0,H,,11,12,5,2,16,13,3,7,3,2,0,0,season-2223.csv,H,7,2,1,1,5,5,4,11.75,1.5,0.6,10,4,1.6094379124341003,137.0,19.0,0.1386861313868613,2.3333333333333335,2.0,1.5,1519.4697049659985,10,3,1,0,6,1,4,17.25,1.6,0.4,10,5,1.791759469228055,169.0,12.0,0.07100591715976332,2.3333333333333335,2.6,1.6,1635.7502340531248,0.6,1.2,0.8,-116.2805290871263
2022-09-05,Monza,Atalanta,0,2,A,0,0,D,,11,13,3,6,9,10,4,9,1,1,0,0,season-2223.csv,A,0,0,0,4,2,11,4,10.5,0.0,-2.25,4,6,1.9459101490553132,42.0,2.0,0.047619047619047616,0.0,0.0,0.0,1468.8646061343134,10,3,1,0,7,2,4,11.75,1.8,0.6,10,4,1.6094379124341003,171.0,18.0,0.10526315789473684,2.3333333333333335,2.0,1.8,1641.8181286759348,0.0,0.0,0.0,-172.9535225416214
2022-09-05,Salernitana,Empoli,2,2,D,1,1,D,,15,11,4,5,7,9,6,7,3,2,0,0,season-2223.csv,D,5,1,2,1,5,2,4,14.75,1.4,0.1,10,4,1.6094379124341003,165.0,12.0,0.07272727272727272,1.6666666666666667,1.0,1.4,1460.020014162945,3,0,3,1,2,3,4,11.75,1.0,-0.6,10,5,1.791759469228055,117.0,11.0,0.09401709401709402,1.0,1.2,1.0,1458.0016603433176,1.5,2.5,0.5,2.018353819627464
2022-09-05,Torino,Lecce,1,0,H,1,0,H,,13,10,4,2,16,8,4,4,2,1,0,0,season-2223.csv,H,7,2,1,1,5,5,4,11.25,1.7,0.0,10,4,1.6094379124341003,111.0,15.0,0.13513513513513514,1.3333333333333333,1.4,1.7,1536.7022755346316,2,0,2,2,3,5,4,10.25,0.8,-0.4,10,5,1.791759469228055,122.0,15.0,0.12295081967213115,0.6666666666666666,0.4,0.8,1431.0493539884067,0.5,3.0,0.0,105.65292154622489
2022-09-10,Sampdoria,Milan,1,2,A,0,1,A,,10,15,4,4,12,10,2,4,5,2,0,1,season-2223.csv,A,2,0,2,3,2,9,5,11.8,0.9,-0.8,10,6,1.9459101490553132,103.0,8.0,0.07766990291262135,0.3333333333333333,0.4,0.9,1439.8726634823217,11,3,2,0,10,5,5,16.4,2.6,1.4,10,7,2.0794415416798357,168.0,21.0,0.125,2.3333333333333335,2.2,2.6,1754.582943732098,0.6,1.8,0.2,-314.71028024977636
2022-09-10,Napoli,Spezia,1,0,H,0,0,D,,28,10,6,1,6,14,10,5,1,2,0,0,season-2223.csv,H,11,3,2,0,12,4,5,19.6,2.3,1.9,10,7,2.0794415416798357,170.0,27.0,0.1588235294117647,1.6666666666666667,2.2,2.3,1714.790247455155,5,1,2,2,5,9,5,8.4,0.8,-1.0,10,6,1.9459101490553132,89.0,13.0,0.14606741573033707,0.6666666666666666,1.0,0.8,1442.7319997197465,2.0,1.0,1.5,272.0582477354085
2022-09-10,Inter,Torino,1,0,H,0,0,D,,16,9,3,7,8,17,6,5,1,2,0,0,season-2223.csv,H,9,3,0,2,11,8,5,18.2,2.1,1.0,10,7,2.0794415416798357,210.0,24.0,0.11428571428571428,1.0,1.8,2.1,1758.0555060906372,10,3,1,1,6,5,5,11.6,1.7,0.0,10,5,1.791759469228055,110.0,14.0,0.12727272727272726,2.0,2.0,1.7,1541.3895484288355,2.2,1.0,2.6,216.6659576618017
2022-09-11,Atalanta,Cremonese,1,1,D,0,0,D,,14,7,6,4,9,17,3,3,2,5,0,0,season-2223.csv,D,13,4,1,0,9,2,5,12.0,1.8,0.6,10,6,1.9459101490553132,165.0,17.0,0.10303030303030303,3.0,2.6,1.8,1649.7486827090813,1,0,1,4,4,9,5,12.8,0.2,-1.0,5,7,2.0794415416798357,64.0,4.0,0.0625,0.3333333333333333,0.2,0.2,1475.6394045752518,0.0,0.0,0.0,174.10927813382955
2022-09-11,Bologna,Fiorentina,2,1,H,0,0,D,,12,13,4,2,8,13,6,8,1,4,0,1,season-2223.csv,H,3,0,3,2,5,8,5,12.0,1.0,-0.4,10,7,2.0794415416798357,117.0,12.0,0.10256410256410256,0.6666666666666666,0.6,1.0,1479.1278994995214,6,1,3,1,4,4,5,17.0,1.2,-0.4,10,8,2.1972245773362196,148.0,9.0,0.060810810810810814,0.6666666666666666,1.2,1.2,1553.5554559074137,1.0,2.2,0.4,-74.42755640789233
2022-09-11,Lecce,Monza,1,1,D,0,1,A,,7,2,3,1,18,22,8,5,3,3,0,0,season-2223.csv,D,2,0,2,3,3,6,5,10.2,0.8,-0.3,10,6,1.9459101490553132,122.0,14.0,0.11475409836065574,0.6666666666666666,0.4,0.8,1426.3620810942027,0,0,0,5,2,13,5,10.6,0.0,-2.2,5,6,1.9459101490553132,53.0,2.0,0.03773584905660377,0.0,0.0,0.0,1460.9340521011668,0.0,0.0,0.0,-34.57197100696408
2022-09-11,Sassuolo,Udinese,1,3,A,1,0,H,,5,17,2,4,7,15,5,6,1,3,1,0,season-2223.csv,A,6,1,3,1,3,5,5,15.4,1.0,-0.9,10,7,2.0794415416798357,158.0,9.0,0.056962025316455694,1.0,1.2,1.0,1554.7911252520694,10,3,1,1,9,5,5,11.6,1.7,1.0,10,7,2.0794415416798357,131.0,21.0,0.16030534351145037,3.0,2.0,1.7,1529.9379535875905,0.6,1.4,0.4,24.85317166447885
2022-09-11,Lazio,Verona,2,0,H,0,0,D,,15,7,6,1,5,23,3,5,2,5,0,0,season-2223.csv,H,8,2,2,1,7,5,5,9.6,1.6,0.4,10,8,2.1972245773362196,130.0,19.0,0.14615384615384616,1.3333333333333333,1.6,1.6,1631.1919564185534,5,1,2,2,6,9,5,13.0,1.0,-0.5,10,7,2.0794415416798357,120.0,13.0,0.10833333333333334,1.3333333333333333,1.0,1.0,1514.6519307165818,2.2,2.0,1.4,116.54002570197167
2022-09-11,Juventus,Salernitana,2,2,D,0,2,A,,22,11,7,5,13,15,8,2,5,4,2,1,season-2223.csv,D,9,2,3,0,7,2,5,11.4,1.6,0.4,10,8,2.1972245773362196,101.0,14.0,0.13861386138613863,1.6666666666666667,1.8,1.6,1684.0944603694534,6,1,3,1,7,4,5,14.8,1.2,0.0,10,6,1.9459101490553132,170.0,12.0,0.07058823529411765,1.6666666666666667,1.2,1.2,1457.1652675649832,2.0,0.0,3.0,226.92919280447018
2022-09-12,Empoli,Roma,1,2,A,1,1,D,,20,13,3,7,13,12,7,7,3,1,1,0,season-2223.csv,A,4,0,4,1,4,5,5,11.6,1.1,-0.3,10,7,2.0794415416798357,113.0,12.0,0.10619469026548672,1.0,0.8,1.1,1460.8564069412794,10,3,1,1,6,5,5,16.2,1.5,0.0,10,8,2.1972245773362196,173.0,11.0,0.06358381502890173,1.3333333333333333,2.0,1.5,1625.2819854315328,0.75,2.5,0.0,-164.42557849025343
2022-09-16,Salernitana,Lecce,1,2,A,0,1,A,,8,13,4,4,9,11,4,5,1,3,0,0,season-2223.csv,A,7,1,4,1,9,6,6,14.166666666666666,1.2,0.0,10,5,1.791759469228055,170.0,13.0,0.07647058823529412,1.0,1.4,1.2,1464.5219796130114,3,0,3,3,4,7,6,9.666666666666666,0.9,-0.2,10,5,1.791759469228055,112.0,14.0,0.125,0.6666666666666666,0.6,0.9,1424.5008608667063,0.0,0.0,0.0,40.02111874630509
2022-09-17,Torino,Sassuolo,0,1,A,0,0,D,,12,10,3,5,13,7,4,3,4,1,0,0,season-2223.csv,A,10,3,1,2,6,6,6,11.166666666666666,1.6,-0.1,10,7,2.0794415416798357,114.0,10.0,0.08771929824561403,1.0,1.4,1.6,1538.6077652413219,6,1,3,2,4,8,6,13.666666666666666,1.0,-1.0,10,6,1.9459101490553132,141.0,9.0,0.06382978723404255,0.6666666666666666,1.2,1.0,1541.344655924336,1.8,1.6,1.6,-2.736890683014053
2022-09-17,Spezia,Sampdoria,2,1,H,1,1,D,,6,11,3,8,17,14,3,6,4,5,0,0,season-2223.csv,H,5,1,2,3,5,10,6,8.666666666666666,0.8,-1.0,10,7,2.0794415416798357,92.0,12.0,0.13043478260869565,0.3333333333333333,0.4,0.8,1440.6298863539562,2,0,2,4,3,11,6,11.5,0.8,-0.9,10,7,2.0794415416798357,109.0,8.0,0.07339449541284404,0.3333333333333333,0.4,0.8,1435.3699046165425,1.5,1.25,1.75,5.259981737413682
2022-09-17,Bologna,Empoli,0,1,A,0,0,D,,16,12,3,5,11,16,5,8,2,3,0,0,season-2223.csv,A,6,1,3,2,7,9,6,12.0,1.0,-0.4,10,6,1.9459101490553132,124.0,12.0,0.0967741935483871,1.6666666666666667,1.2,1.0,1488.3931916785425,4,0,4,2,5,7,6,13.0,0.8,-0.5,10,5,1.791759469228055,116.0,10.0,0.08620689655172414,0.6666666666666666,0.8,0.8,1452.6897589387997,1.5,1.75,1.0,35.703432739742766
2022-09-18,Udinese,Inter,3,1,H,1,1,D,,20,14,6,3,11,13,7,4,3,4,0,0,season-2223.csv,H,13,4,1,1,12,6,6,12.5,1.7,0.8,10,7,2.0794415416798357,131.0,20.0,0.15267175572519084,3.0,2.6,1.7,1543.384422915324,12,4,0,2,12,8,6,17.833333333333332,2.4,1.2,10,8,2.1972245773362196,200.0,24.0,0.12,2.0,1.8,2.4,1760.8372892781508,0.4,2.2,0.2,-217.45286636282685
2022-09-18,Cremonese,Lazio,0,4,A,0,3,A,,18,14,3,6,12,9,8,5,1,1,0,0,season-2223.csv,A,2,0,2,4,5,10,6,11.833333333333334,0.3333333333333333,-0.8333333333333334,6,7,2.0794415416798357,71.0,5.0,0.07042253521126761,0.6666666666666666,0.4,0.3333333333333333,1482.2175421558857,11,3,2,1,9,5,6,10.5,1.9,0.7,10,7,2.0794415416798357,138.0,20.0,0.14492753623188406,1.3333333333333333,1.6,1.9,1635.6580723745951,0.0,0.0,0.0,-153.44053021870945
2022-09-18,Fiorentina,Verona,2,0,H,1,0,H,,15,8,9,1,18,17,7,3,4,4,0,0,season-2223.csv,H,6,1,3,2,5,6,6,16.333333333333332,1.2,-0.1,10,7,2.0794415416798357,143.0,10.0,0.06993006993006994,0.3333333333333333,0.6,1.2,1544.2901637283926,5,1,2,3,6,11,6,12.0,0.9,-0.7,10,7,2.0794415416798357,115.0,12.0,0.10434782608695652,1.3333333333333333,1.0,0.9,1510.18581476054,1.2,1.0,1.4,34.1043489678525
2022-09-18,Monza,Juventus,1,0,H,0,0,D,,17,10,4,2,16,17,5,3,2,1,0,1,season-2223.csv,H,1,0,1,5,3,14,6,9.166666666666666,0.16666666666666666,-1.8333333333333333,6,7,2.0794415416798357,55.0,3.0,0.05454545454545454,0.3333333333333333,0.2,0.16666666666666666,1462.7952723286633,10,2,4,0,9,4,6,13.166666666666666,1.4,0.3,10,7,2.0794415416798357,113.0,14.0,0.12389380530973451,1.6666666666666667,1.4,1.4,1676.7377483214252,0.0,0.0,0.0,-213.94247599276196
2022-09-18,Roma,Atalanta,0,1,A,0,1,A,,21,4,5,1,9,19,5,1,0,7,0,0,season-2223.csv,A,13,4,1,1,8,6,6,15.666666666666666,1.8,0.3,10,6,1.9459101490553132,177.0,12.0,0.06779661016949153,2.0,2.0,1.8,1633.4486334340124,14,4,2,0,10,3,6,12.333333333333334,1.8,0.6,10,7,2.0794415416798357,163.0,14.0,0.08588957055214724,2.3333333333333335,2.2,1.8,1643.1705451284474,1.6,1.6,1.4,-9.721911694434993
2022-09-18,Milan,Napoli,1,2,A,0,0,D,,22,9,5,4,18,11,9,4,4,3,0,0,season-2223.csv,A,14,4,2,0,12,6,6,16.166666666666668,2.6,1.4,10,8,2.1972245773362196,158.0,21.0,0.13291139240506328,2.3333333333333335,2.2,2.6,1759.0857025978773,14,4,2,0,13,4,6,21.0,2.6,2.1,10,8,2.1972245773362196,182.0,26.0,0.14285714285714285,2.3333333333333335,2.2,2.6,1716.8923608209452,1.2,1.0,1.4,42.19334177693213
2022-10-01,Napoli,Torino,3,1,H,3,1,H,,15,16,7,3,4,17,4,4,0,2,0,0,season-2223.csv,H,17,5,2,0,15,5,7,19.285714285714285,2.6,1.7,10,13,2.6390573296152584,173.0,22.0,0.12716763005780346,3.0,2.2,2.6,1730.7708478955594,10,3,1,3,6,7,7,11.285714285714286,1.3,-0.4,10,14,2.70805020110221,113.0,7.0,0.061946902654867256,1.0,1.2,1.3,1525.8792167057175,1.4,0.4,2.6,204.89163118984197
2022-10-01,Inter,Roma,1,2,A,1,1,D,,15,10,2,3,15,14,5,1,4,3,0,0,season-2223.csv,A,12,4,0,3,13,11,7,17.285714285714285,2.1,0.9,10,13,2.6390573296152584,202.0,23.0,0.11386138613861387,1.0,1.2,2.1,1747.5798769059716,13,4,1,2,8,7,7,16.428571428571427,1.7,0.2,10,13,2.6390573296152584,181.0,12.0,0.06629834254143646,1.0,1.4,1.7,1620.907163239745,2.6,1.2,2.2,126.67271366622663
2022-10-01,Empoli,Milan,1,3,A,0,0,D,,16,19,4,6,15,10,3,7,4,2,0,0,season-2223.csv,A,7,1,4,2,6,7,7,12.857142857142858,1.1,-0.2,10,14,2.70805020110221,117.0,10.0,0.08547008547008547,1.3333333333333333,1.2,1.1,1466.4084109113212,14,4,2,1,13,8,7,17.0,2.3,1.2,10,13,2.6390573296152584,167.0,21.0,0.12574850299401197,2.0,2.0,2.3,1745.2072155232631,0.75,2.25,0.25,-278.79880461194193
2022-10-02,Juventus,Bologna,3,0,H,1,0,H,,17,9,6,1,11,15,2,4,0,1,0,0,season-2223.csv,H,10,2,4,1,9,5,7,12.714285714285714,1.1,0.1,10,14,2.70805020110221,106.0,12.0,0.11320754716981132,0.6666666666666666,1.2,1.1,1663.570947457609,6,1,3,3,7,10,7,12.571428571428571,0.9,-0.5,10,15,2.772588722239781,130.0,12.0,0.09230769230769231,1.3333333333333333,1.0,0.9,1474.674539706021,2.2,0.4,2.6,188.89640775158796
2022-10-02,Atalanta,Fiorentina,1,0,H,0,0,D,,10,16,5,5,12,10,1,5,2,2,0,0,season-2223.csv,H,17,5,2,0,11,3,7,11.142857142857142,2.0,0.7,10,14,2.70805020110221,147.0,14.0,0.09523809523809523,2.3333333333333335,2.6,2.0,1655.712015322715,9,2,3,2,7,6,7,16.142857142857142,1.5,0.2,10,14,2.70805020110221,150.0,12.0,0.08,1.3333333333333333,1.0,1.5,1550.6112402480533,1.8,1.2,1.8,105.10077507466167
2022-10-02,Sassuolo,Salernitana,5,0,H,2,0,H,,17,6,11,1,10,8,1,2,1,1,0,0,season-2223.csv,H,9,2,3,2,5,8,7,13.142857142857142,1.3,-0.4,10,15,2.772588722239781,138.0,9.0,0.06521739130434782,1.3333333333333333,1.2,1.3,1554.0732044599404,7,1,4,2,10,8,7,13.285714285714286,0.9,-0.2,10,16,2.833213344056216,159.0,12.0,0.07547169811320754,0.6666666666666666,1.2,0.9,1450.696737649247,1.5,1.0,2.0,103.37646681069327
2022-10-02,Lazio,Spezia,4,0,H,2,0,H,,13,14,6,2,3,14,3,6,0,2,0,0,season-2223.csv,H,14,4,2,1,13,5,7,11.0,1.9,1.0,10,14,2.70805020110221,130.0,20.0,0.15384615384615385,2.0,2.0,1.9,1644.1319467705048,8,2,2,3,7,11,7,8.285714285714286,1.1,-0.8,10,15,2.772588722239781,89.0,11.0,0.12359550561797752,1.3333333333333333,1.0,1.1,1447.689672012647,3.5,1.5,3.0,196.44227475785783
2022-10-02,Lecce,Cremonese,1,1,D,1,1,D,,6,13,1,4,11,15,1,8,3,1,0,0,season-2223.csv,D,6,1,3,3,6,8,7,10.142857142857142,0.9,-0.3,10,16,2.833213344056216,112.0,13.0,0.11607142857142858,1.3333333333333333,1.2,0.9,1438.3261028304705,2,0,2,5,5,14,7,12.714285714285714,0.2857142857142857,-1.2857142857142858,7,14,2.70805020110221,89.0,5.0,0.056179775280898875,0.6666666666666666,0.4,0.2857142857142857,1473.743667759976,0.0,0.0,0.0,-35.41756492950549
2022-10-02,Sampdoria,Monza,0,3,A,0,1,A,,3,13,1,6,16,24,2,4,2,2,0,0,season-2223.csv,A,2,0,2,5,4,13,7,11.428571428571429,0.5,-1.1,10,15,2.772588722239781,110.0,8.0,0.07272727272727272,0.0,0.2,0.5,1428.3101189578517,4,1,1,5,4,14,7,10.285714285714286,0.5714285714285714,-1.4285714285714286,7,14,2.70805020110221,72.0,4.0,0.05555555555555555,1.3333333333333333,0.8,0.5714285714285714,1475.9620731924795,0.0,0.0,0.0,-47.65195423462774
2022-10-03,Verona,Udinese,1,2,A,1,0,H,,7,21,2,8,15,11,4,9,3,3,0,0,season-2223.csv,A,5,1,2,4,6,13,7,11.428571428571429,0.6,-1.0,10,15,2.772588722239781,110.0,10.0,0.09090909090909091,1.0,0.8,0.6,1503.8647382408794,16,5,1,1,15,7,7,13.571428571428571,2.0,1.1,10,15,2.772588722239781,144.0,22.0,0.1527777777777778,3.0,3.0,2.0,1556.6418352875032,1.2,0.6,1.6,-52.777097046623794
2022-10-08,Sassuolo,Inter,1,2,A,0,1,A,,15,16,3,4,14,17,6,5,3,2,0,0,season-2223.csv,A,12,3,3,2,10,8,8,13.625,1.5,0.1,10,6,1.9459101490553132,140.0,13.0,0.09285714285714286,2.0,1.6,1.5,1558.8076690600356,12,4,0,4,14,13,8,17.0,1.8,0.6,10,7,2.0794415416798357,180.0,20.0,0.1111111111111111,1.0,1.2,1.8,1731.8469319025603,1.4,2.0,0.8,-173.03926284252475
2022-10-08,Milan,Juventus,2,0,H,1,0,H,,21,10,3,3,7,7,9,3,2,3,0,0,season-2223.csv,H,17,5,2,1,16,9,8,17.25,2.3,1.2,10,7,2.0794415416798357,168.0,21.0,0.125,2.0,2.0,2.3,1750.471811401728,13,3,4,1,12,5,8,13.25,1.4,0.5,10,6,1.9459101490553132,111.0,14.0,0.12612612612612611,1.3333333333333333,1.6,1.4,1666.7580839801399,1.8,1.2,1.6,83.71372742158815
2022-10-08,Bologna,Sampdoria,1,1,D,1,0,H,,10,9,3,3,17,21,2,5,2,3,0,0,season-2223.csv,D,6,1,3,4,7,13,8,12.125,0.9,-0.7,10,6,1.9459101490553132,116.0,9.0,0.07758620689655173,1.0,1.0,0.9,1471.4874031834902,2,0,2,6,4,16,8,10.375,0.5,-1.2,10,6,1.9459101490553132,104.0,8.0,0.07692307692307693,0.0,0.2,0.5,1416.814719872908,2.2,0.8,3.0,54.672683310582215
2022-10-09,Roma,Lecce,2,1,H,1,1,D,,20,6,6,3,12,11,13,4,2,2,0,1,season-2223.csv,H,16,5,1,2,10,8,8,15.625,2.0,0.5,10,8,2.1972245773362196,185.0,14.0,0.07567567567567568,2.0,1.8,2.0,1636.6401082431562,7,1,4,3,7,9,8,9.625,1.0,-0.2,10,7,2.0794415416798357,99.0,12.0,0.12121212121212122,1.6666666666666667,1.2,1.0,1436.4883882460613,2.5,0.0,3.0,200.15171999709492
2022-10-09,Cremonese,Napoli,1,4,A,0,1,A,,12,21,1,10,18,6,5,2,2,0,0,0,season-2223.csv,A,3,0,3,5,6,15,8,12.75,0.375,-1.125,8,7,2.0794415416798357,102.0,6.0,0.058823529411764705,0.6666666666666666,0.6,0.375,1475.5813823443852,20,6,2,0,18,6,8,18.75,2.6,1.8,10,8,2.1972245773362196,177.0,24.0,0.13559322033898305,3.0,2.6,2.6,1733.7189565095202,0.0,0.0,0.0,-258.137574165135
2022-10-09,Udinese,Atalanta,2,2,D,0,1,A,,10,9,2,5,11,12,5,3,2,3,0,0,season-2223.csv,D,19,6,1,1,17,8,8,14.5,2.2,1.2,10,6,1.9459101490553132,152.0,23.0,0.1513157894736842,3.0,3.0,2.2,1567.9927113049007,20,6,2,0,12,3,8,11.0,2.0,0.6,10,7,2.0794415416798357,140.0,12.0,0.08571428571428572,2.3333333333333335,2.6,2.0,1660.410704355949,1.6,2.8,0.4,-92.41799305104837
2022-10-09,Salernitana,Verona,2,1,H,1,0,H,,14,12,4,2,9,15,1,6,3,3,1,1,season-2223.csv,H,7,1,4,3,10,13,8,12.375,0.8,-0.7,10,7,2.0794415416798357,152.0,11.0,0.07236842105263158,0.3333333333333333,0.6,0.8,1445.962273049152,5,1,2,5,7,15,8,10.875,0.6,-0.9,10,6,1.9459101490553132,107.0,10.0,0.09345794392523364,0.0,0.8,0.6,1492.513862223482,2.0,1.5,2.0,-46.55158917433005
2022-10-09,Monza,Spezia,2,0,H,1,0,H,,7,9,4,1,10,20,3,6,3,2,0,0,season-2223.csv,H,7,2,1,5,7,14,8,10.625,0.875,-0.875,8,7,2.0794415416798357,85.0,7.0,0.08235294117647059,2.3333333333333335,1.4,0.875,1487.4574722774232,8,2,2,4,7,15,8,9.0,1.1,-1.0,10,7,2.0794415416798357,98.0,10.0,0.10204081632653061,1.0,0.8,1.1,1444.6172004906227,0.0,0.0,0.0,42.840271786800486
2022-10-09,Torino,Empoli,1,1,D,0,0,D,,20,6,7,2,15,9,6,1,2,4,0,0,season-2223.csv,D,10,3,1,4,7,10,8,11.875,1.3,-0.5,10,8,2.1972245773362196,119.0,8.0,0.06722689075630252,0.0,0.6,1.3,1522.9311080917566,7,1,4,3,7,10,8,13.25,1.1,-0.2,10,8,2.1972245773362196,129.0,9.0,0.06976744186046512,1.0,1.0,1.1,1461.1438150328563,2.25,1.75,1.75,61.78729305890033
